# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	어이, 큰 강아지.
line:12e6043e	Now... Food?	그럼... 먹을까요?
line:5f8b2de4	oah. <size=70%>okay.	아. <size=70%>네.
line:13223129	Of course	물론이죠.
line:283e56d8	Of course I am! I know I'm very...	당연하지! 내가 아주...
line:5788e15c	Of course I do. I'm a <i>professional</i>.	당연하죠. 전 <i>전문가</i>예요.
line:0b226939	Of course it is!	물론 괜찮죠!
line:f21dd9d4	Of course it is!	물론 괜찮죠!
line:642255fc	Of course!	그럼요!
line:76f8c20c	Of course!	그럼요!
line:877aced7	Of course!	그럼요!
line:d2401e75	Of course!	그럼요!
line:f9eb2b4a	Of course! Right this way!	그럼요! 이쪽으로 오세요!
line:0d20d327	Of course! Thank you for the food.	물론이죠! 음식 고마워요.
line:4da976f5	Of course! You run a fine establishment.	물론이지요! 훌륭한 가게를 운영하고 계시니까요.
line:b629bcf2	Of course! You're wonderful.	물론이지요! 당신은 훌륭합니다.
line:b6c96475	Of course, you run a fine establishment.	물론이지요. 훌륭한 가게를 운영하시니까요.
line:dd082478	Of course.	물론이죠.
line:203cc3d2	Of course. One moment!	물론이죠. 잠시만요!
line:fd145efe	Of course. Sorry you're going through all this.	물론이죠. 이런 일을 겪고 있다니 마음이 안 좋네요.
line:7305cdbc	Oh cool!	오, 멋지네요!
line:eb6ae4c3	Oh cool!	오, 멋지네요!
line:77c996e8	Oh damn! You really are adventurous!	와, 젠장! 너 정말 대담하네!
line:3fdb9d01	Oh fcuk something went wrong	젠장, 뭔가 잘못됐어요.
line:9e403ecd	Oh fuck yeah.	아, 씨발, 좋아.
line:13c39c50	Oh fudge, forget I said that!	아이고, 방금 한 말은 잊어 주십시오!
line:e722753e	Oh goodness no..	아이고, 아닙니다..
line:55e3dd36	Oh hi! um..	아, 안녕하세요! 저기...
line:e8ee5747	Oh hi! um..	아, 안녕하세요! 저기...
line:b90f527f	Oh huh, that's the tiny drake I saw coming in a bit back yeah?	아, 얼마 전에 여기 들어오는 걸 봤던 작은 드래곤이죠?
line:001ab950	Oh I heard good things about that.	아, 그거 평이 좋던데요.
line:0a4a28c0	Oh I see the button there, gotcha!	아, 버튼이 저기 있네요. 알겠어요!
line:c6b0b1aa	Oh like, swallowing things whole?	아, 통째로 삼키는 거요?
line:10254d13	Oh my	세상에.
line:39f6c77d	Oh my bad	아, 미안해요.
line:79511a66	Oh my bad	아, 미안해요.
line:8cfbd75d	Oh my bad	아, 미안해요.
line:cb71b2a1	Oh my bad	아, 미안해요.
line:7d13eca0	Oh my- I didn't expect you to be so... hands on	세상에... 이렇게까지 손으로... 적극적이실 줄은 몰랐습니다.
line:c60c65e8	Oh my. I suppose I could use the mount!	세상에. 기구를 써도 되겠군요!
line:433cb27e	Oh no! Do you want to talk about it?	이런! 이야기해 줄래요?
line:d908622a	Oh no, Conrad. are you okay?	이런, 콘래드. 괜찮아요?
line:bf977a7e	Oh okay. I'll go grab it.	아, 네. 가져올게요.
line:7428755b	Oh so it's new for both of us!	아, 그럼 우리 둘 다 처음이네요!
line:513bed5a	Oh so it's new to both of us!	그럼 우리 둘 다 아직 낯선 일이네요!
line:4bad37a5	Oh that's good. I'm happy he's okay.	아, 잘됐네요. 무사하다니 다행이에요.
line:7d791906	Oh this is better, but I still feel dirty.	아, 좀 나아졌는데 아직 더러운 것 같아요.
line:63926ecd	Oh we're done?	어, 다 끝났어요?
line:546d1bf2	Oh wow, you're really covered in it!	우와, 정말 잉크투성이네요!
line:b2d99a43	Oh wow..	아, 우와..
line:e8052272	Oh yeah I liked the first one.	아, 네. 1편 재미있게 봤어요.
line:a4a26529	Oh yeah, there's this nice place downtown called wings.	아, 네. 시내에 윙스라는 좋은 곳이 있어요.
line:d4d3ecd5	Oh yeah.	그럼.
line:059142a3	Oh Yeah?	그래요?
line:71053a53	Oh Yeah?	그래요?
line:1121309c	Oh yeah?	그래요?
line:2b560f59	Oh yeah?	그래요?
line:2d2820b0	Oh yeah?	그래요?
line:6e82e54c	Oh yeah?	그래요?
line:b9d8a22f	Oh yeah?	그래요?
line:d8ce8566	Oh yeah?	그래요?
line:f103a4a8	Oh yeah?	그래요?
line:4f6344f1	Oh yeah? He sounds like a bit of a hothead.	그래요? 좀 다혈질 같네요.
line:60cdf456	Oh yeah? The little red drake?	그렇습니까? 그 작은 빨간 드래곤 말입니까?
line:a9253dd8	Oh yeah? The sky blue drake I've seen around?	그렇습니까? 근처에서 본 하늘색 드래곤 말입니까?
line:762882b4	Oh yeeeaaah?	그래요오?
line:5d737ca7	Oh yes	아, 네.
line:1c90fb6d	Oh you. Gonna make me blush.	아, 정말. 부끄럽잖아요.
line:7e3e59aa	Oh!	아!
line:3605a48a	Oh! I think I've seen him. The tiny one, yeah?	아! 본 것 같아요. 작은 드래곤 맞죠?
line:3bc15278	Oh! No it wouldn't be. It's fun!	아! 전혀요. 재미있어요!
line:c95a153d	Oh! nothing. I'll get the gate.	아! 아니에요. 문 열어 드릴게요.
line:b6fb6fce	Oh! Okay. I'll get the gate!	아! 네. 문 열어 드릴게요!
line:4d3233a1	Oh! That's cold!	아! 차가워요!
line:403f2ab7	Oh! Then I better let you in. I'll go get the gate.	아! 그럼 어서 들어오셔야겠네요. 문 열고 올게요.
line:0f2dc134	Oh! Yeah that makes sense...	아! 네, 그럴 수 있겠네요...
line:1270a483	Oh, and I apologize for being absolutely filthy.	아, 그리고 이렇게 더러운 모습으로 와서 죄송합니다.
line:7b5be1f8	Oh, and I've figured it where to go.	아, 어디 갈지도 정했어.
line:52fb116d	Oh, and seems I got some on my face. woops.	아, 얼굴에 좀 묻었네요. 이런.
line:73a37947	Oh, awesome. I'm a big salmon guy.	아, 잘됐네요. 전 연어를 좋아하는 남자거든요.
line:74c9c07b	Oh, like... working class?	아, 그러니까... 노동자 계층 같다는 건가요?
line:e048566b	Oh, no.	아, 아니요.
line:1a9e6537	Oh, no. Ryan is a sweetheart.	아니에요. 라이언은 정말 다정해요.
line:5f6a124a	Oh, okay. Thanks.	아, 그래. 고마워.
line:17716b05	Oh, right. Sorry.	아, 그렇네요. 미안해요.
line:82ba64bf	Oh, sorry-	아, 미안해요...
line:956e5c91	Oh, sorry.	아, 미안해요.
line:54a8bb22	Oh, sure. Come on in.	아, 물론이죠. 들어오세요.
line:270276eb	Oh, that's my favorite part!	아, 제가 제일 좋아하는 부분이에요!
line:1ff9a04c	Oh, the crest around my head?	아, 제 머리 주위의 문장 말입니까?
line:ffed6d04	Oh, wonderful. Seem's we're similar.	아, 잘됐네요. 저랑 비슷하군요.
line:30e6b801	Oh, yeah!	아, 네!
line:bedeee82	Oh- Eager!	아, 궁금한가 봐요!
line:38b3c8c1	Oh- I mean. I'll go open the gate!	아, 그러니까... 문 열고 올게요!
line:714c180e	Oh- I'm glad!	아, 다행이네요!
line:ccf87ea9	Oh- I'm not too interested in using that right now.	아, 지금은 별로 쓰고 싶지 않네요.
line:963981e4	Oh- I'm sorry for making a mess...	아... 어질러서 죄송합니다...
line:8e407c6e	Oh- Not just the wash.	아, 씻겨 주는 것만 말하는 건 아니에요.
line:ad31ec4c	Oh- Not just the wash.	아, 씻겨 주는 것만 말하는 건 아니에요.
line:6866c2c9	Oh- Right now? 'aight I'm down.	아, 지금? 좋아, 할래.
line:9a6dca4b	Oh- Ya. On it.	아, 맞다. 바로 열게요.
line:3b6d644d	Oh.	아.
line:4399096b	Oh.	아.
line:8441bf7b	Oh.	아.
line:87233429	Oh.	아.
line:e90fee8e	Oh.	아.
line:ebd9b4d3	Oh.	아.
line:8a79f72c	Oh. And one other thing.	아, 그리고 하나 더.
line:e8289be5	Oh. good.	아, 다행이네요.
line:5442e228	Oh. Okay I'll go get the gate.	아, 네. 문 열고 올게요.
line:0da15c85	Oh. Okay.	아, 그렇군요.
line:73f7f13d	OH. RIGHT.	아. 맞다.
line:c35890c8	Oh. That's... Wonderful!	아. 참... 기쁘군요!
line:0ce8d5aa	Oh. Then yeah, we're open.	아. 그럼 영업 중이에요.
line:52ed140c	Oh. Uhm. <size=70%>Good.	아. 저기. <size=70%>좋았어요.
line:780d0993	Oh. yeah. Sorry.	아, 네. 죄송해요.
line:7f5113d5	OH. You're not used to eating them whole.	아. 통째로 먹는 게 익숙하지 않군요.
line:45bc649d	Oh...	아...
line:0a093816	Oh... hah. I like that.	아... 하. 마음에 드네.
line:f885f11d	Oh... I suppose this is alright~	아... 이건 제법 괜찮군요~
line:7cd85c8e	Oh... I'm so sorry.	아... 정말 안됐네요.
line:8cc1aa72	Oh... yeah we don't have one.	아... 네, 그건 없어요.
line:f16d7940	Oh... Yeah, tinier dragons tend to... Compensate.	아... 네, 작은 드래곤들은 보통... 다른 데서 보충하죠.
line:1d491283	Oh?	어?
line:21c46e75	Oh?	어?
line:fd8d786a	Oh?	어?
line:0ce8d3c2	ohmygod I thought the egg was decorative.	세상에, 그 알은 장식인 줄 알았어요.
line:d9b26374	Ok I can do that	네, 할 수 있어요.
line:1777121d	Ok I got this..	괜찮아요, 할 수 있어요..
line:f3af3ce8	Ok just tell me if you get uncomfortable or anything.	좋아요. 불편하거나 하면 말해 줘요.
line:6c3a98cc	Ok lets wash it off for our date tonight then.	좋아요. 그럼 오늘 데이트를 위해 씻어 내죠.
line:7a54a1e1	Okay	알겠어요.
line:f64a5b30	Okay	알겠어요.
line:249500dc	Okay!	알겠어요!
line:a327b5f9	Okay!	알겠어요!
line:ccaabca3	Okay!	알겠어요!
line:82d0ea81	Okay! I'll be back later then.	좋아! 그럼 나중에 또 올게.
line:3deb5f55	Okay! I'll go get the gate for you.	네! 문 열어 드릴게요.
line:9c3d6cb7	Okay! I'll see you soon.	좋아요! 곧 봐요.
line:72e0348e	Okay, bye!	네, 또 봐요!
line:255362b9	Okay, Conrad.	알겠어요, 콘래드.
line:0d16ab28	Okay, I'll be waiting. Thanks.	그럼 기다릴게요. 고마워요.
line:155d1c64	Okay, I'll open the gate!	알겠어요, 문 열어 드릴게요!
line:886f5df2	Okay, I'll see you later!	네, 또 봐요!
line:585d6a08	Okay, thank you.	네, 고마워요.
line:c298bc55	Okay, thank you.	네, 고마워요.
line:6acf71a3	Okay, thanks.	그래, 고마워.
line:8ed5a204	Okay- okay. I'll go get the gate.	알겠어요, 알겠어요. 문 열고 올게요.
line:10b9a653	Okay- Thanks.	알겠습니다. 감사합니다.
line:00a81c16	Okay. I hope you're doing alright though.	알겠어요. 그래도 잘 버텨 냈으면 좋겠어요.
line:118a51bb	Okay. I should probably get out of your scales.	좋아요. 이제 그만 가 봐야겠네요.
line:a62e8112	Okay. I'll open up shop. Give me a sec.	알겠어요. 가게 열게요. 잠깐만요.
line:9d434af5	Okay. I'll order a mount.	알겠어요. 기구를 주문할게요.
line:2f3b06de	Okay. Then I think I'd like to try.	좋아. 그럼 만나 보고 싶네.
line:54ad4706	Okay...	알겠어요...
line:28311fbb	Omg you're hurt!	세상에, 다쳤잖아요!
line:8b3abbf7	On it!	바로 해 드릴게요!
line:42e3eba2	Once I'm cleaned up I'm gonna head out and get our spot ready.	씻고 나면 가서 우리 자리부터 준비할게.
line:1d4b8a1c	One thing led to another...	그러다 보니 자연스럽게...
line:c70bea2d	Only been cleaning for a few weeks now!	일을 시작한 지는 몇 주밖에 안 됐어요!
line:5188bd4a	Only If that's alright-	괜찮으시다면 말입니다...
line:01505282	Only realized how much of a mess I made after Max yelled at me, haha.	맥스가 소리를 지른 뒤에야 얼마나 엉망인지 알았죠. 하하.
line:828eed25	Oof... Needed that. Thank you.	후... 필요했어요. 고마워요.
line:2d40c69a	Oooh, alrighty.	오, 알겠어요.
line:99ff9e7f	Ooooh must be a big deal then.	오오, 정말 대단한 분이시네요.
line:e8ad4791	Ooooh.	오오.
line:64bfd62a	Oops, my bad.	앗, 제 실수예요.
line:0fa31c40	Our first meeting went great though!	그래도 첫 만남은 아주 좋았어!
line:77cebc41	People tell me I've got a fat cock, is that true?	다들 내 자지가 굵다던데, 사실이야?
line:80de6c63	Perfectly clean again. Thank you for taking me in at this hour.	다시 완벽하게 깨끗해졌군요. 이런 시간에 받아 주셔서 감사합니다.
line:f212528b	Phew! I had an accident that needs to be taken care of... discretely.	휴! 사고가 났습니다. 처리가 필요하지요... 은밀하게요.
line:b3c35166	Phew, I was worried I'd make another mess of things.	휴, 또 어질러 놓을까 걱정했어요.
line:314c3d8a	physically or emotionally?	몸이요, 마음이요?
line:156e0b50	Picnic bathket-	피크닉 바구니...
line:0d9de1a1	player hooked up with conrad	플레이어와 콘래드가 이어짐
line:2cf1c95e	player hooked up with conrad	플레이어와 콘래드가 이어짐
line:c2529648	player hooked up with conrad	플레이어와 콘래드가 이어짐
line:f7fd34b2	player hooked up with conrad	플레이어와 콘래드가 이어짐
line:66e08b22	player hooked up with ryan	플레이어와 라이언이 이어짐
line:78039fd1	player hooked up with ryan	플레이어와 라이언이 이어짐
line:96a0c0c7	player hooked up with ryan	플레이어와 라이언이 이어짐
line:9bade6d6	player hooked up with ryan	플레이어와 라이언이 이어짐
line:0ddcd600	Please scrub Igwix off my back would you?	제 등에서 이그윅스를 좀 문질러 씻어 주시겠습니까?
line:0632acbf	Plus they feel really nice.	기분도 정말 좋고요.
line:c7b8ba3d	Possibly...?	어쩌면요...?
line:637629a8	Pretty sure I can digest anything.	뭐든 소화할 수 있을 거예요.
line:65a41bc5	Pretty sure I'm all clean!	이제 다 깨끗해진 것 같아요!
line:3750bbf0	Pretty sure that was everything.	이제 다 된 것 같아요.
line:960707b0	Primarily alchemy. Occasionally world history.	주로 연금술입니다. 때로는 세계사도 가르칩니다.
line:1475f95c	Professor Igwyx- My colleague who self-immolated earlier.	이전에 불에 탄 제 동료, 이그윅스 교수 말입니다.
line:26e9d692	Professor, but yes. You have.	교수입니다만, 네. 당신에게 배웠습니다.
line:af0c15fd	Professor- But, yes. I usually don't go to public washes.	교수입니다만, 네. 평소에는 대중목욕탕을 잘 이용하지 않습니다.
line:962abe27	Project Scale mary	Project Scale mary
line:e5d47feb	prole- <i><size=70%>wuh?	프롤레... <i><size=70%>뭐요?
line:c7b73162	Psst..!	쉬잇...!
line:9addfb4a	Ready!	준비됐어요!
line:875b5372	Really damn good!	진짜 끝내줬어!
line:9e9f3e75	Really damn good!	진짜 끝내줬어!
line:9364911d	Really looking forward to finding new people.	새로운 사람들을 만나는 게 정말 기대돼요.
line:8b0b222c	Really sets the mood.	분위기를 제대로 살려 줘.
line:4010d36d	Really well honestly.	솔직히 아주 잘됐어.
line:cfcb40c7	Really?	정말입니까?
line:0ec807a4	Really? Aw, That's really sweet.	정말요? 아, 기뻐요.
line:630fed1b	Remove this barrier at once so I may enter.	들어갈 수 있도록 당장 이 장벽을 치워 주십시오.
line:65deb150	Right after this wash!	여기서 씻자마자!
line:0caa6657	Right, I'll get that for you ASAP.	알겠어요. 바로 열어 드릴게요.
line:1271b80c	Right.	그렇군요.
line:3ede5541	Right.	그렇군요.
line:6a2e4e0d	Right. I'll get to it.	알겠어요. 시작할게요.
line:29daeb62	Right. Phoenix feather. Obviously.	그렇죠. 불사조 깃털. 당연하네요.
line:51d1b41e	Ryan is a sweetheart	라이언은 정말 다정해요.
line:202fce0c	RYAN THE BONE!	라이언, 뼈!
line:93bd9a2b	Ryan!	라이언!
line:9b7e09b8	Ryan!	라이언!
line:b76f49cd	Ryan!	라이언!
line:1fa0fbbe	Ryan! I met him.	라이언! 만나 봤어.
line:f0427bb9	Ryan! this is so sweet.	라이언! 정말 고마워요.
line:92829935	Ryan's such a nice dragon.	라이언은 정말 다정한 드래곤이야.
line:13ca0a74	Ryan, you're not supposed to eat the stems-	라이언, 줄기는 먹는 게 아니...
line:7a01d265	Ryan: I guess it is pretty exciting	Ryan: 제법 짜릿하긴 하네.
line:e1526934	Ryan: I like that a lot	Ryan: 그거 정말 좋아.
line:a430a2ff	Ryan: I think I am close too..	Ryan: 나도 거의 다 된 것 같아..
line:77626e43	Ryan: I would say it is going great	Ryan: 지금 아주 잘하고 있는 것 같은데.
line:f5f5b815	Ryan: I've never done this outside before	Ryan: 야외에서 하는 건 처음이야.
line:6dd86b71	Ryan: This was nice	Ryan: 좋았어.
line:41b9659f	Ryan: Wow.. Your stature is really the only thing small about you.	Ryan: 와... 넌 정말 키만 작구나.
line:aad89688	Ryan: Yea definitely. Worried about me?	Ryan: 응, 정말. 나 걱정돼?
line:ce6d6d7f	Ryan? you sure everything is okay...?	라이언? 정말 괜찮은 거예요...?
line:1d3b255b	Save your mood setting for tonight!	분위기 잡는 건 오늘 밤으로 남겨 둬요!
line:3ed6ab5d	Say do you remember the name of the college I work at?	제가 일하는 대학 이름을 기억하십니까?
line:a05a7804	Say...	저기...
line:82d7b5e4	Says who?	누가 그래요?
line:6c193ba9	Scales different today? <size=70%><i>is that a thing...? </i><size=100%>You look good today.	비늘 손질했어? <size=70%><i>그런 게 있나...? </i><size=100%>오늘 멋지네.
line:426f40ff	See you again soon, yeah?	곧 또 봐요, 알겠죠?
line:3112d78d	See you soon.	곧 봐요.
line:8072b186	See you tonight.	오늘 밤에 뵙겠습니다.
line:0d3b23da	Sheesh.	세상에.
line:48435b12	Shh! I'm not from around here...	쉿! 저는 이 동네 사람이 아닙니다...
line:0f86dbf6	So am I!	저도 그렇습니다!
line:3063100e	So am I.	나도 전문가야.
line:a241eec6	So far so good though, yeah?	지금까지는 괜찮은 편이지?
line:813c6dd4	So is this like... our first date?	그럼 이건... 우리의 첫 데이트인가요?
line:9b10d450	So this Conrad guy, seems like you like him?	그 콘래드라는 드래곤, 많이 좋아하나 봐요?
line:0c5dcd3c	So uh, gate?	그럼, 저기... 문은요?
line:84d8a935	So uh, mind opening the gate?	그럼 문 좀 열어 줄래?
line:7da41ecd	So uhh, let me know if you need me to move.	그러니까, 움직여야 하면 말해 줘요.
line:3a469ae4	So yeah, I had a mishap..	그러니까, 사고가 좀 있었어요..
line:a6d6bf76	So you and Ryan huh?	그러니까 너랑 라이언이랑, 그렇구나?
line:31fa3bdf	So you came in just to...	그러니까 여기 온 이유가 그냥...
line:5f64c352	So you're a certified dragon washer huh?	그럼 드래곤을 씻기는 자격증도 있는 거예요?
line:c9e7bb1e	So you're a certified dragon washer huh?	그럼 드래곤을 씻기는 자격증도 있는 거예요?
line:aedb6a51	So, coming in for a wash?	그래서, 씻으러 오셨어요?
line:1c856f1c	So, how was your date?	그래서 데이트는 어땠습니까?
line:3cda84e6	So, tell me more about conrad!	그럼 콘래드 이야기 좀 더 해 줘요!
line:c10d9415	So, thanks on his behalf for caring.	그러니까 대신 고맙다고 할게요. 신경 써 줘서요.
line:e6aa9d20	So, with... relationships.	그러니까... 연애 말인데요.
line:a99c5c88	So. How about a date?	그럼, 데이트 어때?
line:c2f44537	So. My girlfriend was home before me. she's a work-from-home dragon.	그러니까, 여자 친구가 저보다 먼저 집에 있었어요. 재택근무를 하거든요.
line:d9652dff	So. Our date tonight...	그럼 오늘 밤 데이트 말인데요...
line:b983f922	So. Tonight.	그럼 오늘 밤 말인데.
line:28c51dbf	So... A date. I think I'd like to go on one soon!	그러니까... 데이트. 조만간 하고 싶은데!
line:7c56b2d8	So... I was thinking about my relationships.	그러니까... 제 연애에 대해 생각해 봤어요.
line:5a5e7f21	So<size=90%>o<size=80%>o<size=70%>o<size=60%>o... <size=100%>I 'aint dirty. But I am <i>~dirty~</i> y'know?	그러<size=90%>어<size=80%>어<size=70%>어<size=60%>엄... <size=100%>몸은 안 더러워. 하지만 머릿속은 <i>~더럽지~</i>, 알지?
line:8a35fb7b	So<size=90%>o<size=80%>o<size=70%>o<size=60%>o... <size=100%>Was wonderin'	그러<size=90%>어<size=80%>어<size=70%>어<size=60%>엄... <size=100%>궁금한 게 있는데.
line:5230bdfd	Soap, then rinse!	비누칠한 다음 헹구기!
line:c374e532	Somehow that feels more honest than anything anyone else says.	어쩐지 다른 이들이 하는 어떤 말보다 솔직하게 느껴지는군요.
line:2898f680	Something happened last night	어젯밤에 무슨 일이 있었어요.
line:4dac3d2b	Something went wrong with flags!	스토리 플래그에 문제가 생겼어요!
line:61c7f2d6	Something went wrong with flags!	스토리 플래그에 문제가 생겼어요!
line:6d5ba814	Something went wrong with flags!	스토리 플래그에 문제가 생겼어요!
line:8f64adc0	Something went wrong with flags!	스토리 플래그에 문제가 생겼어요!
line:19cedc30	Sooo. You gonna jerk me off?	그래서어. 손으로 해 줄 거야?
line:1646ece2	Sorry for coming in late. My sleeps borked.	늦게 와서 미안해. 수면 패턴이 엉망이라.
line:b2b32876	Sorry I'm bad at flirting. Could you get the gate?	미안, 작업 거는 건 서툴러. 문 좀 열어 줄래?
line:13ba93ef	sorry!	죄송해요!
line:e2f9c70c	Sorry, I meant to say I enjoy your wash.	죄송합니다. 이곳이 마음에 든다는 뜻이었습니다.
line:78ca8d95	Sorry...	죄송해요...
line:4af15fc3	Sounds good to me!	저는 좋아요!
line:8c6e66f3	Sounds good!	좋아요!
line:1ef36cb0	Sounds like a date then!	그럼 약속한 거예요!
line:d71ba53e	Sounds like a date then!	그럼 약속한 거예요!
line:5fc277a9	Sounds like a date then! Seafood then we play it by ear.	그럼 약속한 거예요! 해산물을 먹고 그다음은 가서 생각하죠.
line:0e643191	Sounds like a date then, I'm excited.	그럼 약속한 거예요. 기대돼요.
line:c4642c9c	Sounds like a date then. I'm excited.	그럼 약속한 거예요. 기대돼요.
line:ffc401d1	Sounds like a plan.	그렇게 해요.
line:c4dd137b	Sounds like it was good then.	그럼 좋았나 보네.
line:7b6c47bd	Sounds like it.	그런 것 같네.
line:5c51654f	Sounds nice.	좋네요.
line:3a23b81f	Sounds really cool.	정말 멋질 것 같아요.
line:1dbf50b3	Sure	물론이죠.
line:c14ceb34	Sure is!	맞아요!
line:de7cd73a	Sure it is. Thanks to Conrad for having me get it.	그럼요. 사라고 한 콘래드 덕분이죠.
line:05c673e7	Sure!	물론이죠!
line:52542beb	Sure!	물론이죠!
line:67f14802	Sure!	물론이죠!
line:a2dc4ac0	Sure! I'll go get the gate.	그럼요! 문 열고 올게요.
line:dbb68858	Sure! I'll go get the gate.	그럼요! 문 열고 올게요.
line:601e1b38	Sure! I'm excited to tell you about Conrad.	그럼요! 콘래드 이야기를 빨리 해 주고 싶네요.
line:7b5c9d8c	Sure, but he needed someone who cared in that moment.	그렇죠. 하지만 그때는 자기를 걱정해 줄 사람이 필요했던 거예요.
line:709a9a57	Sure.	물론이죠.
line:4af4703c	Tasted real good though!	그래도 정말 맛있었어요!
line:048fe71b	TELL ME ABOUT YOU AND CONRAD!	콘래드랑 어떻게 됐는지 말해 줘요!
line:2b84f2eb	Test line 1	테스트 대사 1
line:7a22b4d3	Test line 10	테스트 대사 10
line:ec12b3a4	Test line 11	테스트 대사 11
line:4f87d73a	Test line 12	테스트 대사 12
line:d9b7d04d	Test line 13	테스트 대사 13
line:63e6d9d4	Test line 14	테스트 대사 14
line:f5d6dea3	Test line 15	테스트 대사 15
line:64cb6133	Test line 16	테스트 대사 16
line:f2fb6644	Test line 17	테스트 대사 17
line:1772a124	Test line 18	테스트 대사 18
line:88119675	Test line 2	테스트 대사 2
line:1e219102	Test line 3	테스트 대사 3
line:a470989b	Test line 4	테스트 대사 4
line:32409fec	Test line 5	테스트 대사 5
line:a35d207c	Test line 6	테스트 대사 6
line:356d270b	Test line 7	테스트 대사 7
line:5643ba3d	Test line 8	테스트 대사 8
line:c073bd4a	Test line 9	테스트 대사 9
line:394db643	Thank the stars you're open.	별들이 도왔군요. 영업 중이라니.
line:f1946aab	Thank you for cleaning me!!	씻겨 줘서 고마워요!!
line:75b5b084	Thank you for getting me and Ryan in contact.	라이언이랑 연락할 수 있게 해 줘서 고마워.
line:189d999e	Thank you for listening.	들어 줘서 고마워요.
line:3398aea2	Thank you for that.	그 점에 감사드립니다.
line:875f0961	Thank you for the clean!	씻겨 주셔서 감사합니다!
line:acb8a5aa	Thank you for the quick clean!	빠르게 씻겨 줘서 고마워요!
line:8512365e	Thank you!	감사해요!
line:bbca8a46	Thank you!	감사해요!
line:e449156d	Thank you!	감사합니다!
line:bb4e1dc1	Thank you, Ryan. I'm happy I got to meet you too	고마워요, 라이언. 저도 만나서 기뻐요.
line:3b568c14	Thank you.	감사합니다.
line:6b245989	Thank you.	고마워요.
line:836d1b13	Thank you.	감사합니다.
line:d60f2dc0	Thank you.	감사합니다.
line:035a0830	Thank you. I'd really appreciate it	고마워. 그렇게 해 주면 정말 좋겠어.
line:f3e7a8fe	Thank you. Look good feel good!	고마워. 멋져지면 기분도 좋아지지!
line:d2d97c90	Thank you. You make this a whole lot easier to go through.	고마워요. 덕분에 이 모든 일을 훨씬 견디기 쉬워졌어요.
line:3027bcf7	Thanks for asking. It's enjoyable to be asked personal questions.	질문해 주셔서 감사합니다. 개인적인 질문을 받는 건 즐겁군요.
line:aaf3066d	Thanks for cleaning me!	씻겨 줘서 고마워요!
line:8150e2a2	Thanks for helping me out.	도와줘서 고마워요.
line:a2217280	Thanks for helping me out.	도와줘서 고마워요.
line:7db0baf0	Thanks for introducing me to him.	소개해 줘서 고마워.
line:c6cee89f	Thanks for letting me in so late.	늦게 들여보내 줘서 고마워.
line:079b3782	Thanks for sharing food with me, You're a great friend.	함께 먹어 줘서 고마워요. 정말 좋은 친구예요.
line:85f901b0	Thanks for sharing food with me...	함께 먹어 줘서 고마워요...
line:a39fd5a9	Thanks for that. Felt pretty damn good.	고마워. 진짜 끝내줬어.
line:505e150f	Thanks for the clean.	씻겨 주셔서 감사합니다.
line:a40e531c	Thanks for the food! I'll go get the gate.	음식 고마워요! 문 열고 올게요.
line:f1692a96	Thanks for the suggestion!	소개해 준다니 고마워!
line:81ebbec0	Thanks for the wash so late in the night.	이렇게 늦은 밤에 씻겨 줘서 고마워.
line:a9df4c5e	Thanks I'll be waiting!	고마워요, 기다릴게요!
line:f73a3fc7	Thanks mate, see you tomorrow then.	고마워, 친구. 내일 보자.
line:30f1f583	Thanks!	고마워요!
line:3484ab9d	Thanks!	고마워!
line:44701902	Thanks!	고마워요!
line:4d868f2f	Thanks!	고마워!
line:70190774	Thanks!	고마워요!
line:8b8f57c4	Thanks!	고마워요!
line:ab5b2574	Thanks!	고마워요!
line:b588bf4c	Thanks!	고마워요!
line:bc5d790a	Thanks!	고마워!
line:c07a9171	Thanks!	고마워요!
line:e7e57d9c	Thanks!	고마워요!
line:fa293cde	Thanks! Whats with all the... Gloop?	고마워요! 그런데 그... 끈적한 건 뭐예요?
line:e1609903	Thanks, but I'll be better. I promise.	고마워. 더 나아질게. 약속해.
line:02cbdc87	Thanks, I'm excited too.	고마워, 나도 기대돼.
line:37c9d915	Thanks, You're pleasant too!	고마워요. 알렉산더도 좋아요!
line:cb847372	Thanks, You're pleasant too!	고마워요. 알렉산더도 좋아요!
line:188d4359	Thanks.	고마워.
line:316bb26e	Thanks.	고마워요.
line:34ec4db7	Thanks.	고마워.
line:5183a6f2	Thanks.	고마워.
line:c642cb17	Thanks.	고마워.
line:cf716777	Thanks.	고마워요.
line:e00c6df5	Thanks.	고마워요.
line:e521db76	Thanks.	고마워요.
line:f62e1c4f	Thanks.	고마워요.
line:fbba1293	Thanks.	고마워요.
line:8bfa88d7	Thanks. I like being around you too.	고마워요. 저도 같이 있는 게 좋아요.
line:df0a8598	Thanks. I'm always happy to be here.	고마워. 여기 오면 언제나 좋아.
line:084e3cbc	Thanks. See you soon.	고마워요. 곧 봐요.
line:71d57aeb	Thanks. That's kind of you to say.	감사해요. 다정한 말씀이네요.
line:a1f9de62	Thanks. That's kind of you to say.	감사해요. 다정한 말씀이네요.
line:9a9a6120	Thankth!	고마워요!
line:e721d512	That brings me to my next question...	그럼 다음 질문을 드리고 싶습니다...
