# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	Hey, koca köpek.
line:0cfcd179	Not for a date though.	Ama randevu için değil.
line:d1b90e2c	Not sure yet.	Henüz emin değilim.
line:e9643b5d	Not yet.	Henüz değil.
line:326cc84d	Not yet. a little longer.	Henüz değil. Biraz daha.
line:56a729f6	Nothing more attractive than a man who can improve!	Kendini geliştirebilen bir erkekten daha çekici bir şey yok!
line:b5dabf9f	Nothing more attractive than a man who can improve!	Kendini geliştirebilen bir erkekten daha çekici bir şey yok!
line:8a321997	Now I'm eyeballing the mount...	Şimdi gözümü şu sehpaya diktim...
line:5e0a6d7a	Now I'm out here, agh!	Şimdi de burada kaldım, ah!
line:564a9606	Now they'll never need to know!	Artık öğrenmelerine hiç gerek yok!
line:d66b7986	Now!	Şimdi!
line:63596bb3	Now, do you have a medkit or not?	Şimdi, ilk yardım çantan var mı, yok mu?
line:eefc4e9f	Now, lemme in! I want to try that thing out!	Şimdi beni içeri al! Şu şeyi denemek istiyorum!
line:0554966a	Now, more food?	Peki... Biraz daha yemek?
line:3fb3f8d4	Now, round two!	Şimdi ikinci tur!
line:12e6043e	Now... Food?	Peki... Yemek?
line:5f8b2de4	oah. <size=70%>okay.	Aa. <size=70%>Tamam.
line:13223129	Of course	Elbette.
line:283e56d8	Of course I am! I know I'm very...	Elbette! Çok şey olduğumu biliyorum...
line:5788e15c	Of course I do. I'm a <i>professional</i>.	Elbette biliyorum. Ben bir <i>profesyonelim</i>.
line:0b226939	Of course it is!	Tabii ki yok!
line:f21dd9d4	Of course it is!	Elbette uygun!
line:642255fc	Of course!	Elbette!
line:76f8c20c	Of course!	Elbette!
line:877aced7	Of course!	Elbette!
line:d2401e75	Of course!	Elbette!
line:f9eb2b4a	Of course! Right this way!	Elbette! Bu taraftan!
line:0d20d327	Of course! Thank you for the food.	Tabii! Yemekler için sağ ol.
line:4da976f5	Of course! You run a fine establishment.	Elbette! Çok iyi bir işletme yönetiyorsunuz.
line:b629bcf2	Of course! You're wonderful.	Elbette! Harikasınız.
line:b6c96475	Of course, you run a fine establishment.	Elbette, çok iyi bir işletme yönetiyorsunuz.
line:dd082478	Of course.	Elbette.
line:203cc3d2	Of course. One moment!	Tabii. Bir saniye!
line:fd145efe	Of course. Sorry you're going through all this.	Elbette. Bunları yaşadığına üzüldüm.
line:7305cdbc	Oh cool!	Aa, ne güzel!
line:eb6ae4c3	Oh cool!	Aa, ne güzel!
line:77c996e8	Oh damn! You really are adventurous!	Ah siktir! Gerçekten maceracıymışsın!
line:3fdb9d01	Oh fcuk something went wrong	Ah siktir, bir şeyler ters gitti.
line:9e403ecd	Oh fuck yeah.	Ah, siktir, evet.
line:13c39c50	Oh fudge, forget I said that!	Ah, kahretsin. Bunu söylediğimi unutun!
line:e722753e	Oh goodness no..	Ah, aman, hayır...
line:55e3dd36	Oh hi! um..	Aa, merhaba! Şey...
line:e8ee5747	Oh hi! um..	Aa, merhaba! Şey...
line:b90f527f	Oh huh, that's the tiny drake I saw coming in a bit back yeah?	Aa, bir süre önce gelirken gördüğüm o minik ejderha mı?
line:001ab950	Oh I heard good things about that.	Aa, onun hakkında iyi şeyler duydum.
line:0a4a28c0	Oh I see the button there, gotcha!	Aa, şurada düğmeyi gördüm. Anladım!
line:c6b0b1aa	Oh like, swallowing things whole?	Aa, her şeyi bütün yutmam mı?
line:10254d13	Oh my	Aman.
line:39f6c77d	Oh my bad	Aa, benim hatam.
line:79511a66	Oh my bad	Aa, benim hatam.
line:8cfbd75d	Oh my bad	Aa, benim hatam.
line:cb71b2a1	Oh my bad	Aa, benim hatam.
line:7d13eca0	Oh my- I didn't expect you to be so... hands on	Ah, aman... Bu kadar... dokunarak ilgileneceğinizi beklemiyordum.
line:c60c65e8	Oh my. I suppose I could use the mount!	Ah, aman. Sanırım sehpayı kullanabilirim!
line:433cb27e	Oh no! Do you want to talk about it?	Ah hayır! Konuşmak ister misin?
line:d908622a	Oh no, Conrad. are you okay?	Ah hayır, Conrad. İyi misin?
line:bf977a7e	Oh okay. I'll go grab it.	Aa, tamam. Gidip getireyim.
line:7428755b	Oh so it's new for both of us!	Aa, ikimiz için de yeni demek!
line:513bed5a	Oh so it's new to both of us!	Aa, demek ikimiz için de yeni bir şey!
line:4bad37a5	Oh that's good. I'm happy he's okay.	Aa, ne güzel. İyi olmasına sevindim.
line:7d791906	Oh this is better, but I still feel dirty.	Aa, daha iyi ama hâlâ kirli hissediyorum.
line:63926ecd	Oh we're done?	Aa, bitti mi?
line:546d1bf2	Oh wow, you're really covered in it!	Vay, gerçekten her yerinize bulaşmış!
line:b2d99a43	Oh wow..	Ah, vay...
line:e8052272	Oh yeah I liked the first one.	Aa evet, ilkini sevmiştim.
line:a4a26529	Oh yeah, there's this nice place downtown called wings.	Aa evet, merkezde Wings diye güzel bir yer var.
line:d4d3ecd5	Oh yeah.	Aa evet.
line:059142a3	Oh Yeah?	Aa, öyle mi?
line:71053a53	Oh Yeah?	Aa, öyle mi?
line:1121309c	Oh yeah?	Öyle mi?
line:2b560f59	Oh yeah?	Öyle mi?
line:2d2820b0	Oh yeah?	Öyle mi?
line:6e82e54c	Oh yeah?	Öyle mi?
line:b9d8a22f	Oh yeah?	Öyle mi?
line:d8ce8566	Oh yeah?	Öyle mi?
line:f103a4a8	Oh yeah?	Öyle mi?
line:4f6344f1	Oh yeah? He sounds like a bit of a hothead.	Öyle mi? Biraz çabuk parlıyor gibi.
line:60cdf456	Oh yeah? The little red drake?	Aa, öyle mi? Küçük kızıl ejderha mı?
line:a9253dd8	Oh yeah? The sky blue drake I've seen around?	Aa, öyle mi? Buralarda gördüğüm gök mavisi ejderha mı?
line:762882b4	Oh yeeeaaah?	Aa, öyle miii?
line:5d737ca7	Oh yes	Aa evet.
line:1c90fb6d	Oh you. Gonna make me blush.	Ah sen... Beni utandıracaksın.
line:7e3e59aa	Oh!	Aa!
line:3605a48a	Oh! I think I've seen him. The tiny one, yeah?	Aa! Sanırım gördüm. Minik olan, değil mi?
line:3bc15278	Oh! No it wouldn't be. It's fun!	Aa! Hayır, olmaz. Eğlenceli!
line:c95a153d	Oh! nothing. I'll get the gate.	Aa! Bir şey yok. Kapıyı açayım.
line:b6fb6fce	Oh! Okay. I'll get the gate!	Aa! Tamam. Kapıyı açayım!
line:4d3233a1	Oh! That's cold!	Aa! Soğuk!
line:403f2ab7	Oh! Then I better let you in. I'll go get the gate.	Aa! O zaman sizi içeri alayım. Kapıyı açayım.
line:0f2dc134	Oh! Yeah that makes sense...	Aa! Evet, mantıklı...
line:1270a483	Oh, and I apologize for being absolutely filthy.	Bu arada, bu kadar kirli olduğum için özür dilerim.
line:7b5be1f8	Oh, and I've figured it where to go.	Aa, nereye gideceğimizi de buldum.
line:52fb116d	Oh, and seems I got some on my face. woops.	Aa, yüzüme de biraz bulaşmış. Hay aksi.
line:73a37947	Oh, awesome. I'm a big salmon guy.	Aa, harika. Ben somona bayılan bir adamım.
line:74c9c07b	Oh, like... working class?	Aa, yani... işçi sınıfı gibi mi?
line:e048566b	Oh, no.	Aa, hayır.
line:1a9e6537	Oh, no. Ryan is a sweetheart.	Aa, hayır. Ryan çok tatlıdır.
line:5f6a124a	Oh, okay. Thanks.	Aa, tamam. Sağ ol.
line:17716b05	Oh, right. Sorry.	Aa, doğru. Kusura bakma.
line:82ba64bf	Oh, sorry-	Aa, pardon...
line:956e5c91	Oh, sorry.	Aa, pardon.
line:54a8bb22	Oh, sure. Come on in.	Aa, tabii. İçeri gel.
line:270276eb	Oh, that's my favorite part!	Aa, en sevdiğim kısmı o!
line:1ff9a04c	Oh, the crest around my head?	Aa, başımı çevreleyen arma mı?
line:ffed6d04	Oh, wonderful. Seem's we're similar.	Aa, harika. Benziyoruz demek.
line:30e6b801	Oh, yeah!	Aa, evet!
line:bedeee82	Oh- Eager!	Aa... Çok heveslisin!
line:38b3c8c1	Oh- I mean. I'll go open the gate!	Aa... Yani, gidip kapıyı açayım!
line:714c180e	Oh- I'm glad!	Aa... Sevindim!
line:ccf87ea9	Oh- I'm not too interested in using that right now.	Aa... Şu anda onu kullanmaya pek hevesli değilim.
line:963981e4	Oh- I'm sorry for making a mess...	Aa... Ortalığı kirlettiğim için özür dilerim...
line:8e407c6e	Oh- Not just the wash.	Aa... Yalnızca yıkama için değil.
line:ad31ec4c	Oh- Not just the wash.	Aa... Yalnızca yıkama için değil.
line:6866c2c9	Oh- Right now? 'aight I'm down.	Aa... Şimdi mi? Tamam, varım.
line:9a6dca4b	Oh- Ya. On it.	Aa... Evet. Hemen.
line:3b6d644d	Oh.	Aa.
line:4399096b	Oh.	Aa.
line:8441bf7b	Oh.	Aa.
line:87233429	Oh.	Aa.
line:e90fee8e	Oh.	Aa.
line:ebd9b4d3	Oh.	Aa.
line:8a79f72c	Oh. And one other thing.	Aa. Bir şey daha var.
line:e8289be5	Oh. good.	Aa, güzel.
line:5442e228	Oh. Okay I'll go get the gate.	Aa, tamam. Gidip kapıyı açayım.
line:0da15c85	Oh. Okay.	Aa, tamam.
line:73f7f13d	OH. RIGHT.	AA. DOĞRU.
line:c35890c8	Oh. That's... Wonderful!	Aa. Bu... Harika!
line:0ce8d5aa	Oh. Then yeah, we're open.	Aa. O zaman evet, açığız.
line:52ed140c	Oh. Uhm. <size=70%>Good.	Aa. Şey. <size=70%>İyiydi.
line:780d0993	Oh. yeah. Sorry.	Aa, evet. Kusura bakmayın.
line:7f5113d5	OH. You're not used to eating them whole.	AA. Sen onları bütün yemeye alışık değilsin.
line:45bc649d	Oh...	Aa...
line:0a093816	Oh... hah. I like that.	Aa... Hah. Hoşuma gitti.
line:f885f11d	Oh... I suppose this is alright~	Ah... Sanırım benim için sorun yok~
line:7cd85c8e	Oh... I'm so sorry.	Ah... Çok üzüldüm.
line:8cc1aa72	Oh... yeah we don't have one.	Aa... Evet, bizde yok.
line:f16d7940	Oh... Yeah, tinier dragons tend to... Compensate.	Aa... Evet, küçük ejderhalar genelde... başka yerden telafi eder.
line:1d491283	Oh?	Aa?
line:21c46e75	Oh?	Aa?
line:fd8d786a	Oh?	Aa?
line:0ce8d3c2	ohmygod I thought the egg was decorative.	Aman tanrım, yumurtayı süs sanmıştım.
line:d9b26374	Ok I can do that	Tamam, bunu yapabilirim.
line:1777121d	Ok I got this..	Tamam, dayanabilirim...
line:f3af3ce8	Ok just tell me if you get uncomfortable or anything.	Tamam, rahatsız olursan ya da başka bir şey olursa söyle.
line:6c3a98cc	Ok lets wash it off for our date tonight then.	Tamam, o zaman bu geceki randevumuz için yıkayalım.
line:7a54a1e1	Okay	Tamam.
line:f64a5b30	Okay	Tamam.
line:249500dc	Okay!	Tamam!
line:a327b5f9	Okay!	Tamam!
line:ccaabca3	Okay!	Tamam!
line:82d0ea81	Okay! I'll be back later then.	Tamam! O zaman sonra yine gelirim.
line:3deb5f55	Okay! I'll go get the gate for you.	Tamam! Gidip sana kapıyı açayım.
line:9c3d6cb7	Okay! I'll see you soon.	Tamam! Yakında görüşürüz.
line:72e0348e	Okay, bye!	Tamam, hoşça kal!
line:255362b9	Okay, Conrad.	Tamam, Conrad.
line:0d16ab28	Okay, I'll be waiting. Thanks.	Tamam, bekliyorum. Sağ ol.
line:155d1c64	Okay, I'll open the gate!	Tamam, kapıyı açayım!
line:886f5df2	Okay, I'll see you later!	Tamam, sonra görüşürüz!
line:585d6a08	Okay, thank you.	Tamam, sağ ol.
line:c298bc55	Okay, thank you.	Tamam, sağ ol.
line:6acf71a3	Okay, thanks.	Tamam, sağ ol.
line:8ed5a204	Okay- okay. I'll go get the gate.	Tamam, tamam. Gidip kapıyı açayım.
line:10b9a653	Okay- Thanks.	Tamam... Teşekkürler.
line:00a81c16	Okay. I hope you're doing alright though.	Tamam. Yine de umarım iyisindir.
line:118a51bb	Okay. I should probably get out of your scales.	Tamam. Seni daha fazla meşgul etmeyeyim.
line:a62e8112	Okay. I'll open up shop. Give me a sec.	Tamam. Dükkânı açayım. Bir saniye verin.
line:9d434af5	Okay. I'll order a mount.	Tamam. Bir sehpa sipariş edeceğim.
line:2f3b06de	Okay. Then I think I'd like to try.	Tamam. O zaman denemek isterim.
line:54ad4706	Okay...	Tamam...
line:28311fbb	Omg you're hurt!	Aman tanrım, yaralanmışsın!
line:8b3abbf7	On it!	Hemen!
line:42e3eba2	Once I'm cleaned up I'm gonna head out and get our spot ready.	Temizlenince çıkıp yerimizi hazırlayacağım.
line:1d4b8a1c	One thing led to another...	Sonra bir şey diğerini getirdi...
line:c70bea2d	Only been cleaning for a few weeks now!	Daha birkaç haftadır bu işi yapıyorum!
line:5188bd4a	Only If that's alright-	Ancak sizin için uygunsa...
line:01505282	Only realized how much of a mess I made after Max yelled at me, haha.	Max bana bağırınca ne kadar ortalığı kirlettiğimi fark ettim, haha.
line:828eed25	Oof... Needed that. Thank you.	Uff... Buna ihtiyacım vardı. Sağ ol.
line:2d40c69a	Oooh, alrighty.	Ooo, tamamdır.
line:99ff9e7f	Ooooh must be a big deal then.	Ooo, bayağı önemli biri olmalısın.
line:e8ad4791	Ooooh.	Ooo.
line:64bfd62a	Oops, my bad.	Hay aksi, benim hatam.
line:0fa31c40	Our first meeting went great though!	Ama ilk buluşmamız harika geçti!
line:77cebc41	People tell me I've got a fat cock, is that true?	Sikimin kalın olduğunu söylüyorlar. Doğru mu?
line:80de6c63	Perfectly clean again. Thank you for taking me in at this hour.	Yine tertemiz oldum. Bu saatte kabul ettiğiniz için teşekkür ederim.
line:f212528b	Phew! I had an accident that needs to be taken care of... discretely.	Oh! Bir kaza geçirdim, bunun... gizlice halledilmesi gerekiyor.
line:b3c35166	Phew, I was worried I'd make another mess of things.	Oh, yine ortalığı kirleteceğim diye korkmuştum.
line:314c3d8a	physically or emotionally?	Bedenen mi, ruhen mi?
line:156e0b50	Picnic bathket-	Piknik fhepeti...
line:0d9de1a1	player hooked up with conrad	Oyuncu, Conrad ile eşleşti.
line:2cf1c95e	player hooked up with conrad	Oyuncu, Conrad ile eşleşti.
line:c2529648	player hooked up with conrad	Oyuncu, Conrad ile eşleşti.
line:f7fd34b2	player hooked up with conrad	Oyuncu, Conrad ile eşleşti.
line:66e08b22	player hooked up with ryan	Oyuncu, Ryan ile eşleşti.
line:78039fd1	player hooked up with ryan	Oyuncu, Ryan ile eşleşti.
line:96a0c0c7	player hooked up with ryan	Oyuncu, Ryan ile eşleşti.
line:9bade6d6	player hooked up with ryan	Oyuncu, Ryan ile eşleşti.
line:0ddcd600	Please scrub Igwix off my back would you?	Lütfen Igwix'i sırtımdan ovalayıp çıkarır mısınız?
line:0632acbf	Plus they feel really nice.	Üstelik çok da iyi geliyor.
line:c7b8ba3d	Possibly...?	Belki...?
line:637629a8	Pretty sure I can digest anything.	Her şeyi sindirebildiğimden oldukça eminim.
line:65a41bc5	Pretty sure I'm all clean!	Bence artık tertemizim!
line:3750bbf0	Pretty sure that was everything.	Sanırım hepsi bu kadardı.
line:960707b0	Primarily alchemy. Occasionally world history.	Ağırlıklı olarak simya. Bazen dünya tarihi.
line:1475f95c	Professor Igwyx- My colleague who self-immolated earlier.	Profesör Igwyx... Daha önce alev alan meslektaşım.
line:26e9d692	Professor, but yes. You have.	Profesör. Ama evet, öğrettiniz.
line:af0c15fd	Professor- But, yes. I usually don't go to public washes.	Profesör... Ama evet. Genelde halka açık yıkama yerlerine gitmem.
line:962abe27	Project Scale mary	Project Scale mary
line:e5d47feb	prole- <i><size=70%>wuh?	Prole... <i><size=70%>ne?
line:c7b73162	Psst..!	Pişt...!
line:9addfb4a	Ready!	Hazırım!
line:875b5372	Really damn good!	Acayip iyiydi!
line:9e9f3e75	Really damn good!	Acayip iyiydi!
line:9364911d	Really looking forward to finding new people.	Yeni insanlarla tanışmayı iple çekiyorum.
line:8b0b222c	Really sets the mood.	Gerçekten havaya sokuyor.
line:4010d36d	Really well honestly.	Açıkçası çok iyi.
line:cfcb40c7	Really?	Gerçekten mi?
line:0ec807a4	Really? Aw, That's really sweet.	Gerçekten mi? Ah, çok tatlısın.
line:630fed1b	Remove this barrier at once so I may enter.	İçeri girebilmem için bu engeli derhâl kaldırın.
line:65deb150	Right after this wash!	Yıkanır yıkanmaz!
line:0caa6657	Right, I'll get that for you ASAP.	Tamam, hemen açıyorum.
line:1271b80c	Right.	Doğru.
line:3ede5541	Right.	Doğru.
line:6a2e4e0d	Right. I'll get to it.	Doğru. İşe koyulayım.
line:29daeb62	Right. Phoenix feather. Obviously.	Doğru. Anka tüyü. Tabii ya.
line:51d1b41e	Ryan is a sweetheart	Ryan çok tatlı biri.
line:202fce0c	RYAN THE BONE!	RYAN, KEMİK!
line:93bd9a2b	Ryan!	Ryan!
line:9b7e09b8	Ryan!	Ryan!
line:b76f49cd	Ryan!	Ryan!
line:1fa0fbbe	Ryan! I met him.	Ryan! Onunla tanıştım.
line:f0427bb9	Ryan! this is so sweet.	Ryan! Ne kadar düşüncelisin.
line:92829935	Ryan's such a nice dragon.	Ryan çok iyi bir ejderha.
line:13ca0a74	Ryan, you're not supposed to eat the stems-	Ryan, sapları yenmez...
line:7a01d265	Ryan: I guess it is pretty exciting	Ryan: Sanırım oldukça heyecan verici.
line:e1526934	Ryan: I like that a lot	Ryan: Bu çok hoşuma gidiyor.
line:a430a2ff	Ryan: I think I am close too..	Ryan: Sanırım ben de yakınım...
line:77626e43	Ryan: I would say it is going great	Ryan: Bence harika gidiyor.
line:f5f5b815	Ryan: I've never done this outside before	Ryan: Bunu daha önce hiç dışarıda yapmadım.
line:6dd86b71	Ryan: This was nice	Ryan: Bu güzeldi.
line:41b9659f	Ryan: Wow.. Your stature is really the only thing small about you.	Ryan: Vay... Sende küçük olan tek şey gerçekten de boyunmuş.
line:aad89688	Ryan: Yea definitely. Worried about me?	Ryan: Evet, kesinlikle. Benim için mi endişelendin?
line:ce6d6d7f	Ryan? you sure everything is okay...?	Ryan? Her şeyin yolunda olduğundan emin misin...?
line:1d3b255b	Save your mood setting for tonight!	Havaya sokmayı bu geceye sakla!
line:3ed6ab5d	Say do you remember the name of the college I work at?	Söylesenize, çalıştığım yüksekokulun adını hatırlıyor musunuz?
line:a05a7804	Say...	Şey...
line:82d7b5e4	Says who?	Kim demiş?
line:6c193ba9	Scales different today? <size=70%><i>is that a thing...? </i><size=100%>You look good today.	Pullarını farklı mı yaptın? <size=70%><i>Öyle bir şey var mı ki...?</i><size=100%>Bugün iyi görünüyorsun.
line:426f40ff	See you again soon, yeah?	Yakında yine görüşürüz, değil mi?
line:3112d78d	See you soon.	Yakında görüşürüz.
line:8072b186	See you tonight.	Bu gece görüşürüz.
line:0d3b23da	Sheesh.	Vay be.
line:48435b12	Shh! I'm not from around here...	Şş! Buralı değilim...
line:0f86dbf6	So am I!	Ben de!
line:3063100e	So am I.	Ben de.
line:a241eec6	So far so good though, yeah?	Şimdiye kadar iyi gidiyor, değil mi?
line:813c6dd4	So is this like... our first date?	Yani bu... ilk randevumuz mu?
line:9b10d450	So this Conrad guy, seems like you like him?	Demek şu Conrad... Ondan hoşlanıyorsun gibi?
line:0c5dcd3c	So uh, gate?	Şey, kapı?
line:84d8a935	So uh, mind opening the gate?	Şey, kapıyı açar mısın?
line:7da41ecd	So uhh, let me know if you need me to move.	Şey, hareket etmem gerekirse söyle.
line:3a469ae4	So yeah, I had a mishap..	Şey, küçük bir aksilik yaşadım...
line:a6d6bf76	So you and Ryan huh?	Demek sen ve Ryan, ha?
line:31fa3bdf	So you came in just to...	Yani buraya sırf...
line:5f64c352	So you're a certified dragon washer huh?	Demek belgeli bir ejderha yıkayıcısısın, ha?
line:c9e7bb1e	So you're a certified dragon washer huh?	Demek belgeli bir ejderha yıkayıcısısın, ha?
line:aedb6a51	So, coming in for a wash?	Yani, yıkanmaya mı geldin?
line:1c856f1c	So, how was your date?	Peki, randevunuz nasıl geçti?
line:3cda84e6	So, tell me more about conrad!	Peki, Conrad'ı biraz daha anlat!
line:c10d9415	So, thanks on his behalf for caring.	O yüzden onu önemsediğin için onun adına teşekkür ederim.
line:e6aa9d20	So, with... relationships.	Şey, ilişkiler konusunda...
line:a99c5c88	So. How about a date?	Peki. Bir randevuya ne dersin?
line:c2f44537	So. My girlfriend was home before me. she's a work-from-home dragon.	Şöyle. Kız arkadaşım benden önce evdeydi. Evden çalışan bir ejderha.
line:d9652dff	So. Our date tonight...	Peki. Bu geceki randevumuz...
line:b983f922	So. Tonight.	Peki. Bu gece.
line:28c51dbf	So... A date. I think I'd like to go on one soon!	Yani... Bir randevu. Yakında çıkmak isterim!
line:7c56b2d8	So... I was thinking about my relationships.	Şey... İlişkilerimi düşünüyordum.
line:5a5e7f21	So<size=90%>o<size=80%>o<size=70%>o<size=60%>o... <size=100%>I 'aint dirty. But I am <i>~dirty~</i> y'know?	Şimdi<size=90%>i<size=80%>i<size=70%>i<size=60%>i... <size=100%>Üstüm kirli değil. Ama aklım <i>~kirli~</i>, anladın mı?
line:8a35fb7b	So<size=90%>o<size=80%>o<size=70%>o<size=60%>o... <size=100%>Was wonderin'	Şimdi<size=90%>i<size=80%>i<size=70%>i<size=60%>i... <size=100%>Merak ettim de...
line:5230bdfd	Soap, then rinse!	Önce sabun, sonra durulama!
line:c374e532	Somehow that feels more honest than anything anyone else says.	Nedense bu, başkalarının söylediği her şeyden daha dürüst geliyor.
line:2898f680	Something happened last night	Dün gece bir şey oldu.
line:4dac3d2b	Something went wrong with flags!	Hikâye işaretlerinde bir hata oluştu!
line:61c7f2d6	Something went wrong with flags!	Hikâye işaretlerinde bir hata oluştu!
line:6d5ba814	Something went wrong with flags!	Hikâye işaretlerinde bir hata oluştu!
line:8f64adc0	Something went wrong with flags!	Hikâye işaretlerinde bir hata oluştu!
line:19cedc30	Sooo. You gonna jerk me off?	Şimdiii. Bana elinle otuz bir çekecek misin?
line:1646ece2	Sorry for coming in late. My sleeps borked.	Geç geldiğim için kusura bakma. Uyku düzenim bozuldu.
line:b2b32876	Sorry I'm bad at flirting. Could you get the gate?	Kusura bakma, flört etmeyi beceremiyorum. Kapıyı açar mısın?
line:13ba93ef	sorry!	Üzgünüz!
line:e2f9c70c	Sorry, I meant to say I enjoy your wash.	Kusura bakmayın, hizmetinizden hoşlandığımı söylemek istedim.
line:78ca8d95	Sorry...	Üzgünüm...
line:4af15fc3	Sounds good to me!	Bana uyar!
line:8c6e66f3	Sounds good!	Kulağa iyi geliyor!
line:1ef36cb0	Sounds like a date then!	O zaman randevumuz belli!
line:d71ba53e	Sounds like a date then!	O zaman randevumuz belli!
line:5fc277a9	Sounds like a date then! Seafood then we play it by ear.	O zaman anlaştık! Deniz ürünleri yer, sonra doğaçlama takılırız.
line:0e643191	Sounds like a date then, I'm excited.	O zaman randevumuz belli. Heyecanlıyım.
line:c4642c9c	Sounds like a date then. I'm excited.	O zaman randevumuz belli. Çok heyecanlıyım.
line:ffc401d1	Sounds like a plan.	Anlaştık o zaman.
line:c4dd137b	Sounds like it was good then.	Demek güzeldi.
line:7b6c47bd	Sounds like it.	Öyle görünüyor.
line:5c51654f	Sounds nice.	Kulağa hoş geliyor.
line:3a23b81f	Sounds really cool.	Kulağa çok hoş geliyor.
line:1dbf50b3	Sure	Tabii.
line:c14ceb34	Sure is!	Kesinlikle!
line:de7cd73a	Sure it is. Thanks to Conrad for having me get it.	Evet, öyle. Bunu almamı sağladığı için Conrad'a teşekkür etmeli.
line:05c673e7	Sure!	Tabii!
line:52542beb	Sure!	Tabii!
line:67f14802	Sure!	Tabii!
line:a2dc4ac0	Sure! I'll go get the gate.	Tabii! Gidip kapıyı açayım.
line:dbb68858	Sure! I'll go get the gate.	Tabii! Gidip kapıyı açayım.
line:601e1b38	Sure! I'm excited to tell you about Conrad.	Tabii! Sana Conrad'ı anlatmak için sabırsızlanıyorum.
line:7b5c9d8c	Sure, but he needed someone who cared in that moment.	Elbette ama o anda onu önemseyen birine ihtiyacı vardı.
line:709a9a57	Sure.	Tabii.
line:4af4703c	Tasted real good though!	Ama tadı çok güzeldi!
line:048fe71b	TELL ME ABOUT YOU AND CONRAD!	BANA SENİ VE CONRAD'I ANLAT!
line:2b84f2eb	Test line 1	Test repliği 1
line:7a22b4d3	Test line 10	Test repliği 10
line:ec12b3a4	Test line 11	Test repliği 11
line:4f87d73a	Test line 12	Test repliği 12
line:d9b7d04d	Test line 13	Test repliği 13
line:63e6d9d4	Test line 14	Test repliği 14
line:f5d6dea3	Test line 15	Test repliği 15
line:64cb6133	Test line 16	Test repliği 16
line:f2fb6644	Test line 17	Test repliği 17
line:1772a124	Test line 18	Test repliği 18
line:88119675	Test line 2	Test repliği 2
line:1e219102	Test line 3	Test repliği 3
line:a470989b	Test line 4	Test repliği 4
line:32409fec	Test line 5	Test repliği 5
line:a35d207c	Test line 6	Test repliği 6
line:356d270b	Test line 7	Test repliği 7
line:5643ba3d	Test line 8	Test repliği 8
line:c073bd4a	Test line 9	Test repliği 9
line:394db643	Thank the stars you're open.	İyi ki açıksınız.
line:f1946aab	Thank you for cleaning me!!	Beni temizlediğin için sağ ol!!
line:75b5b084	Thank you for getting me and Ryan in contact.	Beni Ryan'la tanıştırdığın için sağ ol.
line:189d999e	Thank you for listening.	Dinlediğin için sağ ol.
line:3398aea2	Thank you for that.	Bunun için teşekkür ederim.
line:875f0961	Thank you for the clean!	Temizlediğiniz için teşekkür ederim!
line:acb8a5aa	Thank you for the quick clean!	Hızlıca temizlediğin için sağ ol!
line:8512365e	Thank you!	Teşekkürler!
line:bbca8a46	Thank you!	Teşekkürler!
line:e449156d	Thank you!	Teşekkür ederim!
line:bb4e1dc1	Thank you, Ryan. I'm happy I got to meet you too	Sağ ol, Ryan. Ben de seninle tanıştığıma sevindim.
line:3b568c14	Thank you.	Teşekkür ederim.
line:6b245989	Thank you.	Teşekkürler.
line:836d1b13	Thank you.	Teşekkür ederim.
line:d60f2dc0	Thank you.	Teşekkür ederim.
line:035a0830	Thank you. I'd really appreciate it	Sağ ol. Çok makbule geçer.
line:f3e7a8fe	Thank you. Look good feel good!	Sağ ol. İyi görün, iyi hisset!
line:d2d97c90	Thank you. You make this a whole lot easier to go through.	Sağ ol. Bütün bunları atlatmamı çok kolaylaştırıyorsun.
line:3027bcf7	Thanks for asking. It's enjoyable to be asked personal questions.	Sorduğunuz için teşekkür ederim. Kişisel sorular sorulması hoş.
line:aaf3066d	Thanks for cleaning me!	Beni temizlediğin için sağ ol!
line:8150e2a2	Thanks for helping me out.	Bana yardım ettiğin için sağ ol.
line:a2217280	Thanks for helping me out.	Bana yardım ettiğin için sağ ol.
line:7db0baf0	Thanks for introducing me to him.	Beni onunla tanıştırdığın için sağ ol.
line:c6cee89f	Thanks for letting me in so late.	Bu kadar geç içeri aldığın için sağ ol.
line:079b3782	Thanks for sharing food with me, You're a great friend.	Benimle yemek yediğin için sağ ol. Çok iyi bir arkadaşsın.
line:85f901b0	Thanks for sharing food with me...	Benimle yemek yediğin için sağ ol...
line:a39fd5a9	Thanks for that. Felt pretty damn good.	Sağ ol. Çok iyi geldi.
line:505e150f	Thanks for the clean.	Temizlediğiniz için teşekkür ederim.
line:a40e531c	Thanks for the food! I'll go get the gate.	Yemekler için sağ ol! Gidip kapıyı açayım.
line:f1692a96	Thanks for the suggestion!	Önerin için sağ ol!
line:81ebbec0	Thanks for the wash so late in the night.	Gecenin bu saatinde yıkadığın için sağ ol.
line:a9df4c5e	Thanks I'll be waiting!	Sağ ol, bekliyorum!
line:f73a3fc7	Thanks mate, see you tomorrow then.	Sağ ol, dostum. Yarın görüşürüz.
line:30f1f583	Thanks!	Sağ ol!
line:3484ab9d	Thanks!	Sağ ol!
line:44701902	Thanks!	Sağ olun!
line:4d868f2f	Thanks!	Sağ ol!
line:70190774	Thanks!	Sağ ol!
