# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	E aí, cachorrão.
line:7b5be1f8	Oh, and I've figured it where to go.	Ah, já descobri aonde a gente vai.
line:52fb116d	Oh, and seems I got some on my face. woops.	Ah, parece que sujei a cara. Ops.
line:73a37947	Oh, awesome. I'm a big salmon guy.	Ah, ótimo. Sou um homem que adora salmão.
line:74c9c07b	Oh, like... working class?	Ah, tipo... classe trabalhadora?
line:e048566b	Oh, no.	Ah, não.
line:1a9e6537	Oh, no. Ryan is a sweetheart.	Ah, não. O Ryan é um amor.
line:5f6a124a	Oh, okay. Thanks.	Ah, tá bom. Obrigado.
line:17716b05	Oh, right. Sorry.	Ah, verdade. Desculpa.
line:82ba64bf	Oh, sorry-	Ah, desculpa...
line:956e5c91	Oh, sorry.	Ah, desculpa.
line:54a8bb22	Oh, sure. Come on in.	Ah, claro. Pode entrar.
line:270276eb	Oh, that's my favorite part!	Ah, é minha parte favorita!
line:1ff9a04c	Oh, the crest around my head?	Ah, o brasão em volta da minha cabeça?
line:ffed6d04	Oh, wonderful. Seem's we're similar.	Ah, ótimo. Parece que estamos na mesma.
line:30e6b801	Oh, yeah!	Ah, sim!
line:bedeee82	Oh- Eager!	Ah, quanta animação!
line:38b3c8c1	Oh- I mean. I'll go open the gate!	Ah... Quer dizer, vou abrir o portão!
line:714c180e	Oh- I'm glad!	Ah, que bom!
line:ccf87ea9	Oh- I'm not too interested in using that right now.	Ah... Não estou muito a fim de usar aquilo agora.
line:963981e4	Oh- I'm sorry for making a mess...	Ah... Desculpe pela sujeira...
line:8e407c6e	Oh- Not just the wash.	Ah... Não só pelo banho.
line:ad31ec4c	Oh- Not just the wash.	Ah... Não só pelo banho.
line:6866c2c9	Oh- Right now? 'aight I'm down.	Ah, agora? Beleza, eu topo.
line:9a6dca4b	Oh- Ya. On it.	Ah, sim. Já vou.
line:3b6d644d	Oh.	Ah.
line:4399096b	Oh.	Ah.
line:8441bf7b	Oh.	Ah.
line:87233429	Oh.	Ah.
line:e90fee8e	Oh.	Ah.
line:ebd9b4d3	Oh.	Ah.
line:8a79f72c	Oh. And one other thing.	Ah. E outra coisa.
line:e8289be5	Oh. good.	Ah, que bom.
line:5442e228	Oh. Okay I'll go get the gate.	Ah. Tá bom, vou abrir o portão.
line:0da15c85	Oh. Okay.	Ah. Tá bom.
line:73f7f13d	OH. RIGHT.	AH. VERDADE.
line:c35890c8	Oh. That's... Wonderful!	Ah. Isso é... maravilhoso!
line:0ce8d5aa	Oh. Then yeah, we're open.	Ah. Então sim, estamos abertos.
line:52ed140c	Oh. Uhm. <size=70%>Good.	Ah. É. <size=70%>Bom.
line:780d0993	Oh. yeah. Sorry.	Ah. Sim. Desculpe.
line:7f5113d5	OH. You're not used to eating them whole.	AH. Você não está acostumado a comer eles inteiros.
line:45bc649d	Oh...	Ah...
line:0a093816	Oh... hah. I like that.	Ah... Ha. Gostei.
line:f885f11d	Oh... I suppose this is alright~	Ah... Acho que isso está bom~
line:7cd85c8e	Oh... I'm so sorry.	Ah... Sinto muito.
line:8cc1aa72	Oh... yeah we don't have one.	Ah... É, a gente não tem.
line:f16d7940	Oh... Yeah, tinier dragons tend to... Compensate.	Ah... É, os dragões menores costumam... compensar.
line:1d491283	Oh?	Ah, é?
line:21c46e75	Oh?	Ah, é?
line:fd8d786a	Oh?	Ah, é?
line:0ce8d3c2	ohmygod I thought the egg was decorative.	Meu Deus, achei que o ovo fosse de enfeite.
line:d9b26374	Ok I can do that	Tá bom, consigo fazer isso.
line:1777121d	Ok I got this..	Tá bom, eu consigo..
line:f3af3ce8	Ok just tell me if you get uncomfortable or anything.	Tá bom, me avisa se ficar desconfortável ou qualquer coisa.
line:6c3a98cc	Ok lets wash it off for our date tonight then.	Tá bom, vamos limpar isso pro nosso encontro de hoje à noite.
line:7a54a1e1	Okay	Tá bom.
line:f64a5b30	Okay	Tá bom.
line:249500dc	Okay!	Tá bom!
line:a327b5f9	Okay!	Tá bom!
line:ccaabca3	Okay!	Tá bom!
line:82d0ea81	Okay! I'll be back later then.	Tá bom! Então volto depois.
line:3deb5f55	Okay! I'll go get the gate for you.	Tá bom! Vou abrir o portão pra você.
line:9c3d6cb7	Okay! I'll see you soon.	Tá bom! Até logo.
line:72e0348e	Okay, bye!	Tá bom, tchau!
line:255362b9	Okay, Conrad.	Tá bom, Conrad.
line:0d16ab28	Okay, I'll be waiting. Thanks.	Tá bom, vou esperar. Obrigado.
line:155d1c64	Okay, I'll open the gate!	Tá bom, vou abrir o portão!
line:886f5df2	Okay, I'll see you later!	Tá bom, até mais!
line:585d6a08	Okay, thank you.	Tá bom, obrigado.
line:c298bc55	Okay, thank you.	Tá bom, obrigado.
line:6acf71a3	Okay, thanks.	Tá bom, obrigado.
line:8ed5a204	Okay- okay. I'll go get the gate.	Tá bom, tá bom. Vou abrir o portão.
line:10b9a653	Okay- Thanks.	Certo. Obrigado.
line:00a81c16	Okay. I hope you're doing alright though.	Tá bom. Mas espero que você esteja aguentando.
line:118a51bb	Okay. I should probably get out of your scales.	Tá bom. Acho melhor te deixar em paz.
line:a62e8112	Okay. I'll open up shop. Give me a sec.	Tá bom. Vou abrir. Só um segundo.
line:9d434af5	Okay. I'll order a mount.	Tá bom. Vou encomendar um aparelho.
line:2f3b06de	Okay. Then I think I'd like to try.	Tá bom. Então acho que quero tentar.
line:54ad4706	Okay...	Tá bom...
line:28311fbb	Omg you're hurt!	Meu Deus, você está machucado!
line:8b3abbf7	On it!	Já vou!
line:42e3eba2	Once I'm cleaned up I'm gonna head out and get our spot ready.	Assim que estiver limpo, vou preparar nosso lugar.
line:1d4b8a1c	One thing led to another...	Uma coisa levou à outra...
line:c70bea2d	Only been cleaning for a few weeks now!	Só faz algumas semanas que comecei!
line:5188bd4a	Only If that's alright-	Só se não houver problema...
line:01505282	Only realized how much of a mess I made after Max yelled at me, haha.	Só percebi a bagunça que fiz depois que Max gritou comigo, haha.
line:828eed25	Oof... Needed that. Thank you.	Ufa... Estava precisando. Obrigado.
line:2d40c69a	Oooh, alrighty.	Oooh, tá bom.
line:99ff9e7f	Ooooh must be a big deal then.	Oooh, então você deve ser importante mesmo.
line:e8ad4791	Ooooh.	Ooooh.
line:64bfd62a	Oops, my bad.	Ops, foi mal.
line:0fa31c40	Our first meeting went great though!	Mas nosso primeiro encontro foi ótimo!
line:77cebc41	People tell me I've got a fat cock, is that true?	Dizem que meu pau é grosso. É verdade?
line:80de6c63	Perfectly clean again. Thank you for taking me in at this hour.	Perfeitamente limpo outra vez. Obrigado por me receber a esta hora.
line:f212528b	Phew! I had an accident that needs to be taken care of... discretely.	Ufa! Tive um acidente que precisa ser resolvido... discretamente.
line:b3c35166	Phew, I was worried I'd make another mess of things.	Ufa, estava com medo de fazer outra bagunça.
line:314c3d8a	physically or emotionally?	Fisicamente ou emocionalmente?
line:156e0b50	Picnic bathket-	Uma cefta de piquenique...
line:0d9de1a1	player hooked up with conrad	O jogador ficou com Conrad.
line:2cf1c95e	player hooked up with conrad	O jogador ficou com Conrad.
line:c2529648	player hooked up with conrad	O jogador ficou com Conrad.
line:f7fd34b2	player hooked up with conrad	O jogador ficou com Conrad.
line:66e08b22	player hooked up with ryan	O jogador ficou com Ryan.
line:78039fd1	player hooked up with ryan	O jogador ficou com Ryan.
line:96a0c0c7	player hooked up with ryan	O jogador ficou com Ryan.
line:9bade6d6	player hooked up with ryan	O jogador ficou com Ryan.
line:0ddcd600	Please scrub Igwix off my back would you?	Poderia esfregar minhas costas para tirar Igwix, por favor?
line:0632acbf	Plus they feel really nice.	Além de serem uma delícia.
line:c7b8ba3d	Possibly...?	Talvez...?
line:637629a8	Pretty sure I can digest anything.	Tenho quase certeza de que consigo digerir qualquer coisa.
line:65a41bc5	Pretty sure I'm all clean!	Acho que já estou bem limpinho!
line:3750bbf0	Pretty sure that was everything.	Acho que foi tudo.
line:960707b0	Primarily alchemy. Occasionally world history.	Principalmente alquimia. Ocasionalmente, história mundial.
line:1475f95c	Professor Igwyx- My colleague who self-immolated earlier.	O professor Igwyx, meu colega que se incendiou.
line:26e9d692	Professor, but yes. You have.	Professor universitário, mas sim. Você me ensinou.
line:af0c15fd	Professor- But, yes. I usually don't go to public washes.	Professor universitário. Mas sim. Não costumo frequentar banhos públicos.
line:962abe27	Project Scale mary	Project Scale mary
line:e5d47feb	prole- <i><size=70%>wuh?	Prole... <i><size=70%>Quê?
line:c7b73162	Psst..!	Psst...!
line:9addfb4a	Ready!	Pronto!
line:875b5372	Really damn good!	Bom pra caralho!
line:9e9f3e75	Really damn good!	Bom pra caralho!
line:9364911d	Really looking forward to finding new people.	Estou com muita vontade de conhecer gente nova.
line:8b0b222c	Really sets the mood.	Dão um clima e tanto.
line:4010d36d	Really well honestly.	Foi muito bem, pra falar a verdade.
line:cfcb40c7	Really?	Mesmo?
line:0ec807a4	Really? Aw, That's really sweet.	Mesmo? Ah, que fofo.
line:630fed1b	Remove this barrier at once so I may enter.	Remova esta barreira imediatamente para que eu possa entrar.
line:65deb150	Right after this wash!	Logo depois deste banho!
line:0caa6657	Right, I'll get that for you ASAP.	Certo, já abro pra você.
line:1271b80c	Right.	Certo.
line:3ede5541	Right.	Certo.
line:6a2e4e0d	Right. I'll get to it.	Certo. Vou começar.
line:29daeb62	Right. Phoenix feather. Obviously.	Claro. Uma pena de fênix. Óbvio.
line:51d1b41e	Ryan is a sweetheart	O Ryan é um amor.
line:202fce0c	RYAN THE BONE!	RYAN, O OSSO!
line:93bd9a2b	Ryan!	Ryan!
line:9b7e09b8	Ryan!	Ryan!
line:b76f49cd	Ryan!	Ryan!
line:1fa0fbbe	Ryan! I met him.	Ryan! Conheci ele.
line:f0427bb9	Ryan! this is so sweet.	Ryan! Que gentileza.
line:92829935	Ryan's such a nice dragon.	O Ryan é um dragão tão gentil.
line:13ca0a74	Ryan, you're not supposed to eat the stems-	Ryan, não é pra comer os cabinhos...
line:7a01d265	Ryan: I guess it is pretty exciting	Ryan: É bem emocionante mesmo.
line:e1526934	Ryan: I like that a lot	Ryan: Gosto muito disso.
line:a430a2ff	Ryan: I think I am close too..	Ryan: Acho que também estou perto..
line:77626e43	Ryan: I would say it is going great	Ryan: Eu diria que está indo muito bem.
line:f5f5b815	Ryan: I've never done this outside before	Ryan: Nunca fiz isso ao ar livre.
line:6dd86b71	Ryan: This was nice	Ryan: Isso foi bom.
line:41b9659f	Ryan: Wow.. Your stature is really the only thing small about you.	Ryan: Nossa... A sua estatura é a única coisa pequena em você.
line:aad89688	Ryan: Yea definitely. Worried about me?	Ryan: Sim, muito. Está preocupado comigo?
line:ce6d6d7f	Ryan? you sure everything is okay...?	Ryan? Tem certeza de que está tudo bem...?
line:1d3b255b	Save your mood setting for tonight!	Guarda esse clima pra hoje à noite!
line:3ed6ab5d	Say do you remember the name of the college I work at?	Diga, lembra o nome da faculdade onde trabalho?
line:a05a7804	Say...	Diga...
line:82d7b5e4	Says who?	Quem disse?
line:6c193ba9	Scales different today? <size=70%><i>is that a thing...? </i><size=100%>You look good today.	Escamas hoje? <size=70%><i>Isso existe...? </i><size=100%>Você tá bonito hoje.
line:426f40ff	See you again soon, yeah?	A gente se vê logo, tá?
line:3112d78d	See you soon.	Até logo.
line:8072b186	See you tonight.	Até hoje à noite.
line:0d3b23da	Sheesh.	Nossa.
line:48435b12	Shh! I'm not from around here...	Shh! Não sou daqui...
line:0f86dbf6	So am I!	Eu também!
line:3063100e	So am I.	Eu também.
line:a241eec6	So far so good though, yeah?	Até agora tá indo bem, né?
line:813c6dd4	So is this like... our first date?	Então isso é tipo... nosso primeiro encontro?
line:9b10d450	So this Conrad guy, seems like you like him?	Então, esse Conrad... Parece que você gosta dele?
line:0c5dcd3c	So uh, gate?	Então, é... O portão?
line:84d8a935	So uh, mind opening the gate?	Então, pode abrir o portão?
line:7da41ecd	So uhh, let me know if you need me to move.	Então, me avisa se precisar que eu me mexa.
line:3a469ae4	So yeah, I had a mishap..	Então, tive um probleminha..
line:a6d6bf76	So you and Ryan huh?	Então você e o Ryan, hein?
line:31fa3bdf	So you came in just to...	Então você veio só pra...
line:5f64c352	So you're a certified dragon washer huh?	Então você tem certificado pra dar banho em dragões, né?
line:c9e7bb1e	So you're a certified dragon washer huh?	Então você tem certificado pra dar banho em dragões, né?
line:aedb6a51	So, coming in for a wash?	Então, veio tomar banho?
line:1c856f1c	So, how was your date?	Então, como foi seu encontro?
line:3cda84e6	So, tell me more about conrad!	Então, me conta mais do Conrad!
line:c10d9415	So, thanks on his behalf for caring.	Então, em nome dele, obrigado por se importar.
line:e6aa9d20	So, with... relationships.	Então, sobre... relacionamentos.
line:a99c5c88	So. How about a date?	Então. Que tal um encontro?
line:c2f44537	So. My girlfriend was home before me. she's a work-from-home dragon.	Bom. Minha namorada já estava em casa. Ela trabalha de casa.
line:d9652dff	So. Our date tonight...	Então. Nosso encontro de hoje à noite...
line:b983f922	So. Tonight.	Então. Hoje à noite.
line:28c51dbf	So... A date. I think I'd like to go on one soon!	Então... Um encontro. Acho que queria ter um logo!
line:7c56b2d8	So... I was thinking about my relationships.	Então... Estava pensando nos meus relacionamentos.
line:5a5e7f21	So<size=90%>o<size=80%>o<size=70%>o<size=60%>o... <size=100%>I 'aint dirty. But I am <i>~dirty~</i> y'know?	Entã<size=90%>ã<size=80%>ã<size=70%>ã<size=60%>ão... <size=100%>Não tô sujo. Mas a minha mente tá <i>~suja~</i>, sacou?
line:8a35fb7b	So<size=90%>o<size=80%>o<size=70%>o<size=60%>o... <size=100%>Was wonderin'	Entã<size=90%>ã<size=80%>ã<size=70%>ã<size=60%>ão... <size=100%>Tava pensando...
line:5230bdfd	Soap, then rinse!	Primeiro ensaboar, depois enxaguar!
line:c374e532	Somehow that feels more honest than anything anyone else says.	De alguma forma, isso parece mais honesto do que tudo que os outros dizem.
line:2898f680	Something happened last night	Aconteceu uma coisa ontem à noite.
line:4dac3d2b	Something went wrong with flags!	Algo deu errado com as variáveis da história!
line:61c7f2d6	Something went wrong with flags!	Algo deu errado com as variáveis da história!
line:6d5ba814	Something went wrong with flags!	Algo deu errado com as variáveis da história!
line:8f64adc0	Something went wrong with flags!	Algo deu errado com as variáveis da história!
line:19cedc30	Sooo. You gonna jerk me off?	Entããão. Vai bater uma pra mim?
line:1646ece2	Sorry for coming in late. My sleeps borked.	Desculpa vir tarde. Meu sono tá todo zoado.
line:b2b32876	Sorry I'm bad at flirting. Could you get the gate?	Desculpa, sou ruim de cantada. Pode abrir o portão?
line:13ba93ef	sorry!	Desculpa!
line:e2f9c70c	Sorry, I meant to say I enjoy your wash.	Desculpe, quis dizer que gosto do seu estabelecimento.
line:78ca8d95	Sorry...	Desculpa...
line:4af15fc3	Sounds good to me!	Por mim, tudo bem!
line:8c6e66f3	Sounds good!	Combinado!
line:1ef36cb0	Sounds like a date then!	Então temos um encontro!
line:d71ba53e	Sounds like a date then!	Então temos um encontro!
line:5fc277a9	Sounds like a date then! Seafood then we play it by ear.	Então temos um encontro! Frutos do mar e depois a gente improvisa.
line:0e643191	Sounds like a date then, I'm excited.	Então temos um encontro. Estou animado.
line:c4642c9c	Sounds like a date then. I'm excited.	Então temos um encontro. Estou animado.
line:ffc401d1	Sounds like a plan.	Combinado.
line:c4dd137b	Sounds like it was good then.	Então parece que foi bom.
line:7b6c47bd	Sounds like it.	Parece que sim.
line:5c51654f	Sounds nice.	Parece bom.
line:3a23b81f	Sounds really cool.	Parece muito legal.
line:1dbf50b3	Sure	Claro.
line:c14ceb34	Sure is!	É, sim!
line:de7cd73a	Sure it is. Thanks to Conrad for having me get it.	Claro que não. Agradeça ao Conrad por me fazer comprar.
line:05c673e7	Sure!	Claro!
line:52542beb	Sure!	Claro!
line:67f14802	Sure!	Claro!
line:a2dc4ac0	Sure! I'll go get the gate.	Claro! Vou abrir o portão.
line:dbb68858	Sure! I'll go get the gate.	Claro! Vou abrir o portão.
line:601e1b38	Sure! I'm excited to tell you about Conrad.	Claro! Estou animado pra te contar sobre o Conrad.
line:7b5c9d8c	Sure, but he needed someone who cared in that moment.	Claro, mas naquele momento ele precisava de alguém que se importasse.
line:709a9a57	Sure.	Claro.
line:4af4703c	Tasted real good though!	Mas estava muito gostoso!
line:048fe71b	TELL ME ABOUT YOU AND CONRAD!	ME CONTA SOBRE VOCÊ E O CONRAD!
line:2b84f2eb	Test line 1	Fala de teste 1
line:7a22b4d3	Test line 10	Fala de teste 10
line:ec12b3a4	Test line 11	Fala de teste 11
line:4f87d73a	Test line 12	Fala de teste 12
line:d9b7d04d	Test line 13	Fala de teste 13
line:63e6d9d4	Test line 14	Fala de teste 14
line:f5d6dea3	Test line 15	Fala de teste 15
line:64cb6133	Test line 16	Fala de teste 16
line:f2fb6644	Test line 17	Fala de teste 17
line:1772a124	Test line 18	Fala de teste 18
line:88119675	Test line 2	Fala de teste 2
line:1e219102	Test line 3	Fala de teste 3
line:a470989b	Test line 4	Fala de teste 4
line:32409fec	Test line 5	Fala de teste 5
line:a35d207c	Test line 6	Fala de teste 6
line:356d270b	Test line 7	Fala de teste 7
line:5643ba3d	Test line 8	Fala de teste 8
line:c073bd4a	Test line 9	Fala de teste 9
line:394db643	Thank the stars you're open.	Graças às estrelas, está aberto.
line:f1946aab	Thank you for cleaning me!!	Obrigado por me limpar!!
line:75b5b084	Thank you for getting me and Ryan in contact.	Obrigado por colocar eu e o Ryan em contato.
line:189d999e	Thank you for listening.	Obrigado por ouvir.
line:3398aea2	Thank you for that.	Obrigado por isso.
line:875f0961	Thank you for the clean!	Obrigado por me limpar!
line:acb8a5aa	Thank you for the quick clean!	Obrigado pelo banho rápido!
line:8512365e	Thank you!	Muito obrigado!
line:bbca8a46	Thank you!	Muito obrigado!
line:e449156d	Thank you!	Agradeço!
line:bb4e1dc1	Thank you, Ryan. I'm happy I got to meet you too	Obrigado, Ryan. Também fico feliz por ter te conhecido.
line:3b568c14	Thank you.	Agradeço.
line:6b245989	Thank you.	Obrigado.
line:836d1b13	Thank you.	Agradeço.
line:d60f2dc0	Thank you.	Agradeço.
line:035a0830	Thank you. I'd really appreciate it	Obrigado. Eu ia gostar muito.
line:f3e7a8fe	Thank you. Look good feel good!	Obrigado. Ficar bonito faz a gente se sentir bem!
line:d2d97c90	Thank you. You make this a whole lot easier to go through.	Obrigado. Você torna tudo isso muito mais fácil de enfrentar.
line:3027bcf7	Thanks for asking. It's enjoyable to be asked personal questions.	Obrigado por perguntar. É bom receber perguntas pessoais.
line:aaf3066d	Thanks for cleaning me!	Obrigado por me dar banho!
line:8150e2a2	Thanks for helping me out.	Obrigado por me ajudar.
line:a2217280	Thanks for helping me out.	Obrigado por me ajudar.
line:7db0baf0	Thanks for introducing me to him.	Obrigado por me apresentar a ele.
line:c6cee89f	Thanks for letting me in so late.	Obrigado por me deixar entrar tão tarde.
line:079b3782	Thanks for sharing food with me, You're a great friend.	Obrigado por dividir a comida comigo. Você é um grande amigo.
line:85f901b0	Thanks for sharing food with me...	Obrigado por dividir a comida comigo...
line:a39fd5a9	Thanks for that. Felt pretty damn good.	Valeu por isso. Foi bom pra caralho.
line:505e150f	Thanks for the clean.	Obrigado pela limpeza.
line:a40e531c	Thanks for the food! I'll go get the gate.	Obrigado pela comida! Vou abrir o portão.
line:f1692a96	Thanks for the suggestion!	Obrigado pela sugestão!
line:81ebbec0	Thanks for the wash so late in the night.	Obrigado pelo banho a esta hora da noite.
line:a9df4c5e	Thanks I'll be waiting!	Obrigado, vou esperar!
line:f73a3fc7	Thanks mate, see you tomorrow then.	Valeu, amigo. Até amanhã.
line:30f1f583	Thanks!	Obrigado!
line:3484ab9d	Thanks!	Valeu!
line:44701902	Thanks!	Obrigado!
line:4d868f2f	Thanks!	Valeu!
line:70190774	Thanks!	Obrigado!
line:8b8f57c4	Thanks!	Obrigado!
line:ab5b2574	Thanks!	Obrigado!
line:b588bf4c	Thanks!	Obrigado!
line:bc5d790a	Thanks!	Valeu!
line:c07a9171	Thanks!	Obrigado!
line:e7e57d9c	Thanks!	Obrigado!
line:fa293cde	Thanks! Whats with all the... Gloop?	Obrigado! O que é toda essa... meleca?
line:e1609903	Thanks, but I'll be better. I promise.	Obrigado, mas vou melhorar. Prometo.
line:02cbdc87	Thanks, I'm excited too.	Obrigado, também estou animado.
line:37c9d915	Thanks, You're pleasant too!	Obrigado, também gosto da sua companhia!
line:cb847372	Thanks, You're pleasant too!	Obrigado, também gosto da sua companhia!
line:188d4359	Thanks.	Valeu.
line:316bb26e	Thanks.	Obrigado.
line:34ec4db7	Thanks.	Valeu.
line:5183a6f2	Thanks.	Valeu.
line:c642cb17	Thanks.	Obrigado.
line:cf716777	Thanks.	Obrigado.
line:e00c6df5	Thanks.	Obrigado.
line:e521db76	Thanks.	Obrigado.
line:f62e1c4f	Thanks.	Obrigado.
line:fbba1293	Thanks.	Obrigado.
line:8bfa88d7	Thanks. I like being around you too.	Obrigado. Também gosto de ficar perto de você.
line:df0a8598	Thanks. I'm always happy to be here.	Obrigado. Sempre fico feliz de estar aqui.
line:084e3cbc	Thanks. See you soon.	Obrigado. Até logo.
line:71d57aeb	Thanks. That's kind of you to say.	Obrigado. É gentil da sua parte dizer isso.
line:a1f9de62	Thanks. That's kind of you to say.	Obrigado. É gentil da sua parte dizer isso.
line:9a9a6120	Thankth!	Obrigadu!
line:e721d512	That brings me to my next question...	O que me leva à próxima pergunta...
line:215a2d34	That felt <i>good</i>.	Isso foi <i>bom</i>.
line:89150715	That is rather kind of you to say.	É muita gentileza sua dizer isso.
line:a57409fb	That is the source of my worry...	É isso que me preocupa...
line:ad261b84	That just makes it harder!	Isso só torna mais difícil!
line:7111d265	That makes me feel a lot more sure of myself then.	Isso me dá muito mais confiança.
line:3fac5bff	That makes me feel good to hear.	É bom ouvir isso.
line:1c49f05b	That makes me happy to hear.	Fico feliz de ouvir isso.
line:a8b70da7	That must mean it is! I'm glad.	Isso deve querer dizer que não! Que bom.
line:5738ea38	That nice to hear... But, I mean being taken care of more... Primally?	É bom ouvir isso... Mas quero dizer de forma mais... instintiva?
line:8f598864	That one was almost too big-	Essa quase foi grande demais...
line:5960dcbb	That should be all though, could you go get the gate?	Bom, deve ser tudo. Pode abrir o portão?
line:116f0e16	That should be every spot.	Não deve ter ficado nenhuma mancha.
line:90444b09	That sounds like an over-reaction on her part.	Parece que ela exagerou na reação.
line:f07c9e39	That sounds like an over-reaction on her part.	Parece que ela exagerou na reação.
line:c78cf81f	That sounds lovely!	Parece maravilhoso!
line:eaa3c173	That they are...	De fato...
line:f4b9a455	That was much nicer than a hose.	Foi muito melhor do que um banho de mangueira.
line:78cef130	That was never a concern. I'm a rather risk averse dragon.	Isso nunca me preocupou. Sou um dragão bastante avesso a riscos.
line:22d271f4	That was really fun.	Isso foi muito divertido.
line:019b83df	That was wonderful! I feel so much better about dating.	Foi maravilhoso! Estou muito mais tranquilo sobre voltar a ter encontros.
line:d7bf167b	That was... Nicer than I expected.	Foi... melhor do que eu esperava.
line:577cec43	That's a mount, no?	É um daqueles aparelhos, não?
line:825536f5	That's a tricky question to answer.	É uma pergunta difícil de responder.
line:66fb84fe	That's all I want to ask.	Era só isso que eu queria perguntar.
line:ac1ed298	That's all you can ask for, right?	É tudo que dá pra pedir, né?
line:6605187b	That's an appeal to authority fallacy. But, yes. I'm correct.	Isso é uma falácia de apelo à autoridade. Mas sim, estou certo.
line:52f81dde	That's cute!	Que fofo!
line:45befc02	That's exciting!	Que legal!
line:13cd5511	That's fast... But I think so!	Foi rápido... Mas acho que sim!
line:4ff91cbd	That's fine!	Tudo bem!
line:163c524a	That's good to hear.	Que bom ouvir isso.
line:33e2bee6	That's good to hear.	Que bom ouvir isso.
line:30e461f2	That's good. You deserve a decent man.	Que bom. Você merece um homem decente.
line:aeae4744	That's good... Now what?	Que bom... E agora?
line:f3eeb627	That's great! whens your first date?	Que bom! Quando vai ser o primeiro encontro de vocês?
line:215f4eba	That's me.	Sou eu.
line:cf8c5f37	That's not a thing... But thank you!	Isso não existe... Mas obrigado!
line:3f29878b	That's rather nice of you to say.	É muita gentileza sua dizer isso.
line:d38c63ea	That's really cute.	Que fofo.
line:6474d7f7	That's really nice!	Que bom!
line:c5001a4c	That's the best way to eat'em!	É o melhor jeito de comer!
line:2a5cc3a5	That's very sweet.	Que gentil.
line:7052576b	That's what I like to hear.	É isso que gosto de ouvir.
line:2a154290	That's what I thought too.	Foi o que eu pensei também.
line:33d12f97	That's what I thought too.	Foi o que eu pensei também.
line:2b7bb6ce	That's what's terrifying.	É isso que me assusta.
line:36fb380f	That's wonderful, he's cute!	Que bom, ele é fofo!
line:266836f8	That's... the first time you've yipped for me.	Essa... é a primeira vez que você faz yip pra mim.
line:9b0b24ad	That.	Isso.
line:6ff80785	That... makes me feel a lot more sure of myself then.	Isso... me dá muito mais confiança.
line:cc6d631b	That... makes me feel a lot more sure of myself then.	Isso... me dá muito mais confiança.
line:ecf6206f	Thats awesome. I'm glad you two are working out.	Que ótimo. Fico feliz que vocês estejam dando certo.
line:0f8bb606	Thats good to hear.	Que bom ouvir isso.
line:f5324d68	Thats really good to hear.	Fico muito feliz em ouvir isso.
line:063dcd4b	The ability to open up to someone, even occasionally...	Poder se abrir com alguém, mesmo de vez em quando...
line:8919009a	The ambiance is nice.	O clima é agradável.
line:08c850bf	The apothecary will tarnish my name for months.	O boticário vai manchar meu nome por meses.
line:01b4161e	The breakup I went through earlier was rough.	O término que passei foi difícil.
line:c932c99d	The breakup I went through earlier was rough.	O término que passei foi difícil.
line:dd06ed39	The Burnswick Community College of Thaumaturgy, of course!	A Faculdade Comunitária de Taumaturgia de Burnswick, é claro!
line:515099ec	The button on the wall, I mean.	O botão na parede, quero dizer.
line:7fe73572	The clean was fine.	O banho foi bom.
line:e8a38ed0	The college cannot find out about this okay?	A faculdade não pode saber disso, entendido?
line:1a169dbc	The lights in the area are great too.	As luzes da região também são ótimas.
line:610dd8cb	The markers were fun.	A gente se divertiu com as canetinhas.
line:4b36ea4e	The most prestigious college hosting prestigious professors like me:	A mais prestigiada faculdade, com professores prestigiosos como eu:
line:ec00a1fe	The mount? I... suppose!	O aparelho? Eu... acho que sim!
line:94e04dcf	The mount? Sure!	O aparelho? Claro!
line:d8273d7f	The night 'aint gonna start itself!	A noite não vai começar sozinha!
line:1f2907ed	The rain has been unrelenting today!	A chuva não deu trégua hoje!
line:1804bf0a	The rain is nice.	A chuva é boa.
line:7e9a1f83	The stem is just extra food.	O cabinho é só mais comida.
line:c88244b5	The vibe at night is fuckin' great.	O clima à noite é bom pra caralho.
line:d8a2002e	Then I better let you out!	Então é melhor te deixar sair!
line:d7b3cd09	Then- Have a productive day.	Então, tenha um dia produtivo.
line:448afe95	There was a fault in his method.	Houve uma falha em seu método.
line:48d4a45a	There's this one red dragon, Conrad. He's... Hot headed, but cute.	Tem um dragão vermelho, o Conrad. Ele é... esquentado, mas fofo.
line:f4af8b88	Theres this club downtown. 'Wings'. It's an old favorite of mine.	Tem um clube no centro, o Wings. É um dos meus favoritos faz tempo.
line:972f132f	These washes really make things easier.	Esses banhos tornam tudo mais fácil.
line:352d1d6f	They cum	Eles gozam.
line:d78962e8	They cum	Eles gozam.
line:3200a588	They keep going	Eles continuam.
line:a31d1a18	They keep going	Eles continuam.
line:035e5be6	They seem cute!	Parece fofo!
line:454172b0	They took it too far.	Eles passaram dos limites.
line:d7b49fb8	They were! The stem is my favorite part though.	Estavam! Mas o cabinho é minha parte favorita.
line:d156a87f	Think that's every spot.	Acho que não ficou nenhuma mancha.
line:fa1a1e76	Think that's it.	Acho que é isso.
line:3112adad	This drake at the bar... I was stupid. Couldn't shut my mouth.	Um dragão no bar... Fui idiota. Não soube calar a boca.
