# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	Qué tal, perro grande.
line:e8052272	Oh yeah I liked the first one.	Ah, sí, me gustó la primera.
line:a4a26529	Oh yeah, there's this nice place downtown called wings.	Ah, sí, hay un buen lugar en el centro que se llama Wings.
line:d4d3ecd5	Oh yeah.	Ah, sí.
line:059142a3	Oh Yeah?	¿Ah, sí?
line:71053a53	Oh Yeah?	¿Ah, sí?
line:1121309c	Oh yeah?	¿Ah, sí?
line:2b560f59	Oh yeah?	¿Ah, sí?
line:2d2820b0	Oh yeah?	¿Ah, sí?
line:6e82e54c	Oh yeah?	¿Ah, sí?
line:b9d8a22f	Oh yeah?	¿Ah, sí?
line:d8ce8566	Oh yeah?	¿Ah, sí?
line:f103a4a8	Oh yeah?	¿Ah, sí?
line:4f6344f1	Oh yeah? He sounds like a bit of a hothead.	¿Ah, sí? Parece un poco impulsivo.
line:60cdf456	Oh yeah? The little red drake?	¿Ah, sí? ¿El pequeño dragón rojo?
line:a9253dd8	Oh yeah? The sky blue drake I've seen around?	¿Ah, sí? ¿El dragón azul cielo que he visto por aquí?
line:762882b4	Oh yeeeaaah?	¿Ah, sííí?
line:5d737ca7	Oh yes	Ah, sí.
line:1c90fb6d	Oh you. Gonna make me blush.	Ay, tú. Me vas a hacer sonrojar.
line:7e3e59aa	Oh!	¡Ah!
line:3605a48a	Oh! I think I've seen him. The tiny one, yeah?	¡Ah! Creo que lo he visto. El pequeñito, ¿no?
line:3bc15278	Oh! No it wouldn't be. It's fun!	¡Ah! No, para nada. ¡Es divertido!
line:c95a153d	Oh! nothing. I'll get the gate.	¡Ah! Nada. Te abro la puerta.
line:b6fb6fce	Oh! Okay. I'll get the gate!	¡Ah! Bueno. ¡Voy a abrir la puerta!
line:4d3233a1	Oh! That's cold!	¡Ah! ¡Está fría!
line:403f2ab7	Oh! Then I better let you in. I'll go get the gate.	¡Ah! Entonces será mejor que lo deje pasar. Voy a abrir la puerta.
line:0f2dc134	Oh! Yeah that makes sense...	¡Ah! Sí, tiene sentido...
line:1270a483	Oh, and I apologize for being absolutely filthy.	Ah, y le pido disculpas por estar tan sucio.
line:7b5be1f8	Oh, and I've figured it where to go.	Ah, y ya decidí adónde ir.
line:52fb116d	Oh, and seems I got some on my face. woops.	Ah, parece que me manché la cara. Ups.
line:73a37947	Oh, awesome. I'm a big salmon guy.	Ah, genial. Soy un hombre al que le encanta el salmón.
line:74c9c07b	Oh, like... working class?	Ah, ¿como... de la clase trabajadora?
line:e048566b	Oh, no.	Ah, no.
line:1a9e6537	Oh, no. Ryan is a sweetheart.	Ah, no. Ryan es un amor.
line:5f6a124a	Oh, okay. Thanks.	Ah, bueno. Gracias.
line:17716b05	Oh, right. Sorry.	Ah, cierto. Perdón.
line:82ba64bf	Oh, sorry-	Ah, perdón...
line:956e5c91	Oh, sorry.	Ah, perdón.
line:54a8bb22	Oh, sure. Come on in.	Ah, claro. Pasa.
line:270276eb	Oh, that's my favorite part!	Ah, ¡esa es mi parte favorita!
line:1ff9a04c	Oh, the crest around my head?	Ah, ¿el emblema que llevo alrededor de la cabeza?
line:ffed6d04	Oh, wonderful. Seem's we're similar.	Ah, estupendo. Parece que estamos en las mismas.
line:30e6b801	Oh, yeah!	¡Ah, sí!
line:bedeee82	Oh- Eager!	Ah... ¡Cuánto entusiasmo!
line:38b3c8c1	Oh- I mean. I'll go open the gate!	Ah... Quiero decir, ¡voy a abrir la puerta!
line:714c180e	Oh- I'm glad!	Ah, ¡me alegra!
line:ccf87ea9	Oh- I'm not too interested in using that right now.	Ah... Ahora no tengo muchas ganas de usar eso.
line:963981e4	Oh- I'm sorry for making a mess...	Ah... Perdón por el desastre...
line:8e407c6e	Oh- Not just the wash.	Ah... No solo me refiero al baño.
line:ad31ec4c	Oh- Not just the wash.	Ah... No solo me refiero al baño.
line:6866c2c9	Oh- Right now? 'aight I'm down.	Ah, ¿ahora? Bueno, me apunto.
line:9a6dca4b	Oh- Ya. On it.	Ah, sí. Ya voy.
line:3b6d644d	Oh.	Ah.
line:4399096b	Oh.	Ah.
line:8441bf7b	Oh.	Ah.
line:87233429	Oh.	Ah.
line:e90fee8e	Oh.	Ah.
line:ebd9b4d3	Oh.	Ah.
line:8a79f72c	Oh. And one other thing.	Ah. Y una cosa más.
line:e8289be5	Oh. good.	Ah, bien.
line:5442e228	Oh. Okay I'll go get the gate.	Ah. Bueno, voy a abrir la puerta.
line:0da15c85	Oh. Okay.	Ah. Bueno.
line:73f7f13d	OH. RIGHT.	AH. CIERTO.
line:c35890c8	Oh. That's... Wonderful!	Ah. Eso es... ¡maravilloso!
line:0ce8d5aa	Oh. Then yeah, we're open.	Ah. Entonces sí, está abierto.
line:52ed140c	Oh. Uhm. <size=70%>Good.	Ah. Este. <size=70%>Bien.
line:780d0993	Oh. yeah. Sorry.	Ah. Sí. Perdón.
line:7f5113d5	OH. You're not used to eating them whole.	AH. No tienes costumbre de comerlos enteros.
line:45bc649d	Oh...	Ah...
line:0a093816	Oh... hah. I like that.	Ah... Ja. Me gusta.
line:f885f11d	Oh... I suppose this is alright~	Ah... Supongo que esto está bien~
line:7cd85c8e	Oh... I'm so sorry.	Ah... Lo siento mucho.
line:8cc1aa72	Oh... yeah we don't have one.	Ah... Sí, no tenemos.
line:f16d7940	Oh... Yeah, tinier dragons tend to... Compensate.	Ah... Sí, los dragones pequeños suelen... compensar.
line:1d491283	Oh?	¿Ah, sí?
line:21c46e75	Oh?	¿Ah, sí?
line:fd8d786a	Oh?	¿Ah, sí?
line:0ce8d3c2	ohmygod I thought the egg was decorative.	Ay, creí que el huevo era de adorno.
line:d9b26374	Ok I can do that	Bueno, puedo hacerlo.
line:1777121d	Ok I got this..	Bueno, yo puedo..
line:f3af3ce8	Ok just tell me if you get uncomfortable or anything.	Bueno, avísame si te incomoda o algo.
line:6c3a98cc	Ok lets wash it off for our date tonight then.	Bueno, vamos a quitarme esto para nuestra cita de esta noche.
line:7a54a1e1	Okay	Bueno.
line:f64a5b30	Okay	Bueno.
line:249500dc	Okay!	¡Está bien!
line:a327b5f9	Okay!	¡Está bien!
line:ccaabca3	Okay!	¡Está bien!
line:82d0ea81	Okay! I'll be back later then.	¡Bueno! Entonces vuelvo después.
line:3deb5f55	Okay! I'll go get the gate for you.	¡Bueno! Te abro la puerta.
line:9c3d6cb7	Okay! I'll see you soon.	¡Bueno! Nos vemos pronto.
line:72e0348e	Okay, bye!	Bueno, ¡adiós!
line:255362b9	Okay, Conrad.	Bueno, Conrad.
line:0d16ab28	Okay, I'll be waiting. Thanks.	Bueno, aquí espero. Gracias.
line:155d1c64	Okay, I'll open the gate!	¡Está bien, voy a abrir la puerta!
line:886f5df2	Okay, I'll see you later!	Bueno, ¡nos vemos!
line:585d6a08	Okay, thank you.	Bueno, gracias.
line:c298bc55	Okay, thank you.	Bueno, gracias.
line:6acf71a3	Okay, thanks.	Bueno, gracias.
line:8ed5a204	Okay- okay. I'll go get the gate.	Bueno, bueno. Voy a abrir la puerta.
line:10b9a653	Okay- Thanks.	Bueno. Gracias.
line:00a81c16	Okay. I hope you're doing alright though.	Bueno. Espero que estés bien, de todos modos.
line:118a51bb	Okay. I should probably get out of your scales.	Bueno. Mejor te dejo tranquilo.
line:a62e8112	Okay. I'll open up shop. Give me a sec.	Está bien. Abriré el local. Deme un segundo.
line:9d434af5	Okay. I'll order a mount.	Está bien. Voy a pedir uno.
line:2f3b06de	Okay. Then I think I'd like to try.	Bueno. Entonces creo que me gustaría intentarlo.
line:54ad4706	Okay...	Bueno...
line:28311fbb	Omg you're hurt!	¡Ay, estás herido!
line:8b3abbf7	On it!	¡Enseguida!
line:42e3eba2	Once I'm cleaned up I'm gonna head out and get our spot ready.	En cuanto esté limpio, voy a preparar nuestro sitio.
line:1d4b8a1c	One thing led to another...	Una cosa llevó a la otra...
line:c70bea2d	Only been cleaning for a few weeks now!	¡Apenas llevo unas semanas en esto!
line:5188bd4a	Only If that's alright-	Solo si le parece bien...
line:01505282	Only realized how much of a mess I made after Max yelled at me, haha.	No me di cuenta del desastre que había hecho hasta que Max me gritó, jaja.
line:828eed25	Oof... Needed that. Thank you.	Uf... Lo necesitaba. Gracias.
line:2d40c69a	Oooh, alrighty.	Oooh, bueno.
line:99ff9e7f	Ooooh must be a big deal then.	Oooh, entonces sí que eres importante.
line:e8ad4791	Ooooh.	Ooooh.
line:64bfd62a	Oops, my bad.	Ups, perdón.
line:0fa31c40	Our first meeting went great though!	¡Aunque nuestro primer encuentro fue genial!
line:77cebc41	People tell me I've got a fat cock, is that true?	Me dicen que tengo una verga gruesa. ¿Es verdad?
line:80de6c63	Perfectly clean again. Thank you for taking me in at this hour.	Otra vez perfectamente limpio. Gracias por recibirme a estas horas.
line:f212528b	Phew! I had an accident that needs to be taken care of... discretely.	¡Uf! Tuve un accidente del que hay que ocuparse... discretamente.
line:b3c35166	Phew, I was worried I'd make another mess of things.	Uf, temía volver a hacer un desastre.
line:314c3d8a	physically or emotionally?	¿Física o emocionalmente?
line:156e0b50	Picnic bathket-	Una canafta de pícnic...
line:0d9de1a1	player hooked up with conrad	El jugador está con Conrad.
line:2cf1c95e	player hooked up with conrad	El jugador está con Conrad.
line:c2529648	player hooked up with conrad	El jugador está con Conrad.
line:f7fd34b2	player hooked up with conrad	El jugador está con Conrad.
line:66e08b22	player hooked up with ryan	El jugador está con Ryan.
line:78039fd1	player hooked up with ryan	El jugador está con Ryan.
line:96a0c0c7	player hooked up with ryan	El jugador está con Ryan.
line:9bade6d6	player hooked up with ryan	El jugador está con Ryan.
line:0ddcd600	Please scrub Igwix off my back would you?	¿Podría quitarme a Igwix de la espalda, por favor?
line:0632acbf	Plus they feel really nice.	Además, se sienten muy bien.
line:c7b8ba3d	Possibly...?	¿Tal vez...?
line:637629a8	Pretty sure I can digest anything.	Estoy casi seguro de que puedo digerir cualquier cosa.
line:65a41bc5	Pretty sure I'm all clean!	¡Creo que ya estoy bien limpio!
line:3750bbf0	Pretty sure that was everything.	Creo que eso fue todo.
line:960707b0	Primarily alchemy. Occasionally world history.	Principalmente alquimia. En ocasiones, historia universal.
line:1475f95c	Professor Igwyx- My colleague who self-immolated earlier.	El profesor Igwyx, mi colega que se prendió fuego.
line:26e9d692	Professor, but yes. You have.	Catedrático, pero sí. Usted me ha enseñado algo.
line:af0c15fd	Professor- But, yes. I usually don't go to public washes.	Catedrático. Pero sí. No suelo acudir a baños públicos.
line:962abe27	Project Scale mary	Project Scale mary
line:e5d47feb	prole- <i><size=70%>wuh?	¿Prole...? <i><size=70%>¿Qué?
line:c7b73162	Psst..!	¡Psst...!
line:9addfb4a	Ready!	¡Listo!
line:875b5372	Really damn good!	¡Buenísima, carajo!
line:9e9f3e75	Really damn good!	¡Buenísima, carajo!
line:9364911d	Really looking forward to finding new people.	Tengo muchas ganas de conocer gente nueva.
line:8b0b222c	Really sets the mood.	Crean el ambiente perfecto.
line:4010d36d	Really well honestly.	Muy bien, la verdad.
line:cfcb40c7	Really?	¿De verdad?
line:0ec807a4	Really? Aw, That's really sweet.	¿De verdad? Ay, qué lindo.
line:630fed1b	Remove this barrier at once so I may enter.	Quite esa barrera de inmediato para que pueda entrar.
line:65deb150	Right after this wash!	¡Justo después de este baño!
line:0caa6657	Right, I'll get that for you ASAP.	Claro, ya mismo te abro.
line:1271b80c	Right.	Cierto.
line:3ede5541	Right.	Cierto.
line:6a2e4e0d	Right. I'll get to it.	Bien. Me pongo a ello.
line:29daeb62	Right. Phoenix feather. Obviously.	Claro. Una pluma de fénix. Obviamente.
line:51d1b41e	Ryan is a sweetheart	Ryan es un amor.
line:202fce0c	RYAN THE BONE!	¡RYAN, EL HUESO!
line:93bd9a2b	Ryan!	¡Ryan!
line:9b7e09b8	Ryan!	¡Ryan!
line:b76f49cd	Ryan!	¡Ryan!
line:1fa0fbbe	Ryan! I met him.	¡Ryan! Lo conocí.
line:f0427bb9	Ryan! this is so sweet.	¡Ryan! Qué lindo detalle.
line:92829935	Ryan's such a nice dragon.	Ryan es un dragón tan amable.
line:13ca0a74	Ryan, you're not supposed to eat the stems-	Ryan, los tallos no se comen...
line:7a01d265	Ryan: I guess it is pretty exciting	Ryan: Supongo que sí es bastante emocionante.
line:e1526934	Ryan: I like that a lot	Ryan: Eso me gusta mucho.
line:a430a2ff	Ryan: I think I am close too..	Ryan: Creo que yo también estoy cerca..
line:77626e43	Ryan: I would say it is going great	Ryan: Yo diría que va de maravilla.
line:f5f5b815	Ryan: I've never done this outside before	Ryan: Nunca había hecho esto al aire libre.
line:6dd86b71	Ryan: This was nice	Ryan: Esto estuvo bien.
line:41b9659f	Ryan: Wow.. Your stature is really the only thing small about you.	Ryan: Vaya... Tu estatura es lo único pequeño que tienes.
line:aad89688	Ryan: Yea definitely. Worried about me?	Ryan: Sí, mucho. ¿Te preocupas por mí?
line:ce6d6d7f	Ryan? you sure everything is okay...?	¿Ryan? ¿Seguro que está todo bien...?
line:1d3b255b	Save your mood setting for tonight!	¡Guarda lo del ambiente para esta noche!
line:3ed6ab5d	Say do you remember the name of the college I work at?	Dígame, ¿recuerda el nombre de la universidad donde trabajo?
line:a05a7804	Say...	Dígame...
line:82d7b5e4	Says who?	¿Quién lo dice?
line:6c193ba9	Scales different today? <size=70%><i>is that a thing...? </i><size=100%>You look good today.	¿Escamas? <size=70%><i>¿Eso se puede...? </i><size=100%>Hoy te ves bien.
line:426f40ff	See you again soon, yeah?	Nos vemos pronto, ¿sí?
line:3112d78d	See you soon.	Hasta pronto.
line:8072b186	See you tonight.	Hasta esta noche.
line:0d3b23da	Sheesh.	Uf.
line:48435b12	Shh! I'm not from around here...	¡Shh! No soy de por aquí...
line:0f86dbf6	So am I!	¡Yo también!
line:3063100e	So am I.	Yo también.
line:a241eec6	So far so good though, yeah?	Hasta ahora voy bien, ¿no?
line:813c6dd4	So is this like... our first date?	Entonces, ¿esta es... nuestra primera cita?
line:9b10d450	So this Conrad guy, seems like you like him?	Entonces, ese tal Conrad... ¿Parece que te gusta?
line:0c5dcd3c	So uh, gate?	Entonces, eh... ¿la puerta?
line:84d8a935	So uh, mind opening the gate?	Entonces, eh, ¿me abres la puerta?
line:7da41ecd	So uhh, let me know if you need me to move.	Bueno, eh, avísame si necesitas que me mueva.
line:3a469ae4	So yeah, I had a mishap..	Bueno, tuve un percance..
line:a6d6bf76	So you and Ryan huh?	Así que tú y Ryan, ¿eh?
line:31fa3bdf	So you came in just to...	Así que viniste solo para...
line:5f64c352	So you're a certified dragon washer huh?	Así que tienes un certificado para bañar dragones, ¿eh?
line:c9e7bb1e	So you're a certified dragon washer huh?	Así que tienes un certificado para bañar dragones, ¿eh?
line:aedb6a51	So, coming in for a wash?	Entonces, ¿vienes a bañarte?
line:1c856f1c	So, how was your date?	Bueno, ¿cómo fue su cita?
line:3cda84e6	So, tell me more about conrad!	Bueno, ¡cuéntame más de Conrad!
line:c10d9415	So, thanks on his behalf for caring.	Así que, de su parte, gracias por preocuparte.
line:e6aa9d20	So, with... relationships.	Bueno, sobre... las relaciones.
line:a99c5c88	So. How about a date?	Entonces, ¿qué tal una cita?
line:c2f44537	So. My girlfriend was home before me. she's a work-from-home dragon.	Bueno. Mi novia estaba en casa antes que yo. Trabaja desde casa.
line:d9652dff	So. Our date tonight...	Bueno. Nuestra cita de esta noche...
line:b983f922	So. Tonight.	Bueno. Esta noche.
line:28c51dbf	So... A date. I think I'd like to go on one soon!	Bueno... Una cita. ¡Creo que me gustaría tener una pronto!
line:7c56b2d8	So... I was thinking about my relationships.	Bueno... Estuve pensando en mis relaciones.
line:5a5e7f21	So<size=90%>o<size=80%>o<size=70%>o<size=60%>o... <size=100%>I 'aint dirty. But I am <i>~dirty~</i> y'know?	Bue<size=90%>e<size=80%>e<size=70%>e<size=60%>eno... <size=100%>No estoy sucio. Pero sí tengo la mente <i>~sucia~</i>, ¿entiendes?
line:8a35fb7b	So<size=90%>o<size=80%>o<size=70%>o<size=60%>o... <size=100%>Was wonderin'	Bue<size=90%>e<size=80%>e<size=70%>e<size=60%>eno... <size=100%>Quería saber...
line:5230bdfd	Soap, then rinse!	¡Primero jabón y después enjuague!
line:c374e532	Somehow that feels more honest than anything anyone else says.	Por alguna razón, eso me parece más sincero que todo lo que dicen los demás.
line:2898f680	Something happened last night	Pasó algo anoche.
line:4dac3d2b	Something went wrong with flags!	¡Algo salió mal con las variables de la historia!
line:61c7f2d6	Something went wrong with flags!	¡Algo salió mal con las variables de la historia!
line:6d5ba814	Something went wrong with flags!	¡Algo salió mal con las variables de la historia!
line:8f64adc0	Something went wrong with flags!	¡Algo salió mal con las variables de la historia!
line:19cedc30	Sooo. You gonna jerk me off?	Bueeeno. ¿Me vas a masturbar?
line:1646ece2	Sorry for coming in late. My sleeps borked.	Perdón por venir tarde. Tengo el sueño hecho un desastre.
line:b2b32876	Sorry I'm bad at flirting. Could you get the gate?	Perdón, se me da mal coquetear. ¿Me abres la puerta?
line:13ba93ef	sorry!	¡Perdón!
line:e2f9c70c	Sorry, I meant to say I enjoy your wash.	Disculpe, quise decir que me gusta su establecimiento.
line:78ca8d95	Sorry...	Perdón...
line:4af15fc3	Sounds good to me!	¡Me parece bien!
line:8c6e66f3	Sounds good!	¡Me parece bien!
line:1ef36cb0	Sounds like a date then!	¡Entonces tenemos una cita!
line:d71ba53e	Sounds like a date then!	¡Entonces tenemos una cita!
line:5fc277a9	Sounds like a date then! Seafood then we play it by ear.	¡Entonces tenemos una cita! Comemos pescado y después improvisamos.
line:0e643191	Sounds like a date then, I'm excited.	Entonces tenemos una cita. Me hace mucha ilusión.
line:c4642c9c	Sounds like a date then. I'm excited.	Entonces tenemos una cita. Tengo ganas.
line:ffc401d1	Sounds like a plan.	Me parece un buen plan.
line:c4dd137b	Sounds like it was good then.	Entonces parece que estuvo bien.
line:7b6c47bd	Sounds like it.	Eso parece.
line:5c51654f	Sounds nice.	Suena bien.
line:3a23b81f	Sounds really cool.	Suena muy interesante.
line:1dbf50b3	Sure	Claro.
line:c14ceb34	Sure is!	¡Así es!
line:de7cd73a	Sure it is. Thanks to Conrad for having me get it.	Claro. Hay que agradecerle a Conrad que me hiciera conseguirlo.
line:05c673e7	Sure!	¡Claro!
line:52542beb	Sure!	¡Claro!
line:67f14802	Sure!	¡Claro!
line:a2dc4ac0	Sure! I'll go get the gate.	¡Claro! Voy a abrir la puerta.
line:dbb68858	Sure! I'll go get the gate.	¡Claro! Voy a abrir la puerta.
line:601e1b38	Sure! I'm excited to tell you about Conrad.	¡Claro! Tengo muchas ganas de contarte lo de Conrad.
line:7b5c9d8c	Sure, but he needed someone who cared in that moment.	Claro, pero en ese momento necesitaba que alguien se preocupara por él.
line:709a9a57	Sure.	Claro.
line:4af4703c	Tasted real good though!	¡Pero sabía muy bien!
line:048fe71b	TELL ME ABOUT YOU AND CONRAD!	¡CUÉNTAME LO DE CONRAD Y TÚ!
line:2b84f2eb	Test line 1	Línea de prueba 1
line:7a22b4d3	Test line 10	Línea de prueba 10
line:ec12b3a4	Test line 11	Línea de prueba 11
line:4f87d73a	Test line 12	Línea de prueba 12
line:d9b7d04d	Test line 13	Línea de prueba 13
line:63e6d9d4	Test line 14	Línea de prueba 14
line:f5d6dea3	Test line 15	Línea de prueba 15
line:64cb6133	Test line 16	Línea de prueba 16
line:f2fb6644	Test line 17	Línea de prueba 17
line:1772a124	Test line 18	Línea de prueba 18
line:88119675	Test line 2	Línea de prueba 2
line:1e219102	Test line 3	Línea de prueba 3
line:a470989b	Test line 4	Línea de prueba 4
line:32409fec	Test line 5	Línea de prueba 5
line:a35d207c	Test line 6	Línea de prueba 6
line:356d270b	Test line 7	Línea de prueba 7
line:5643ba3d	Test line 8	Línea de prueba 8
line:c073bd4a	Test line 9	Línea de prueba 9
line:394db643	Thank the stars you're open.	Gracias a las estrellas, está abierto.
line:f1946aab	Thank you for cleaning me!!	¡¡Gracias por limpiarme!!
line:75b5b084	Thank you for getting me and Ryan in contact.	Gracias por ponernos en contacto a Ryan y a mí.
line:189d999e	Thank you for listening.	Gracias por escucharme.
line:3398aea2	Thank you for that.	Gracias por eso.
line:875f0961	Thank you for the clean!	¡Gracias por limpiarme!
line:acb8a5aa	Thank you for the quick clean!	¡Gracias por el baño rápido!
line:8512365e	Thank you!	¡Muchas gracias!
line:bbca8a46	Thank you!	¡Muchas gracias!
line:e449156d	Thank you!	¡Se lo agradezco!
line:bb4e1dc1	Thank you, Ryan. I'm happy I got to meet you too	Gracias, Ryan. Yo también me alegro de haberte conocido.
line:3b568c14	Thank you.	Se lo agradezco.
line:6b245989	Thank you.	Gracias.
line:836d1b13	Thank you.	Se lo agradezco.
line:d60f2dc0	Thank you.	Se lo agradezco.
line:035a0830	Thank you. I'd really appreciate it	Gracias. Te lo agradecería mucho.
line:f3e7a8fe	Thank you. Look good feel good!	Gracias. ¡Verse bien ayuda a sentirse bien!
line:d2d97c90	Thank you. You make this a whole lot easier to go through.	Gracias. Haces que todo esto sea mucho más llevadero.
line:3027bcf7	Thanks for asking. It's enjoyable to be asked personal questions.	Gracias por preguntar. Es agradable que me hagan preguntas personales.
line:aaf3066d	Thanks for cleaning me!	¡Gracias por bañarme!
line:8150e2a2	Thanks for helping me out.	Gracias por ayudarme.
line:a2217280	Thanks for helping me out.	Gracias por ayudarme.
line:7db0baf0	Thanks for introducing me to him.	Gracias por presentármelo.
line:c6cee89f	Thanks for letting me in so late.	Gracias por dejarme entrar tan tarde.
line:079b3782	Thanks for sharing food with me, You're a great friend.	Gracias por compartir la comida conmigo. Eres un gran amigo.
line:85f901b0	Thanks for sharing food with me...	Gracias por compartir la comida conmigo...
line:a39fd5a9	Thanks for that. Felt pretty damn good.	Gracias por eso. Se sintió increíble.
line:505e150f	Thanks for the clean.	Gracias por el baño.
line:a40e531c	Thanks for the food! I'll go get the gate.	¡Gracias por la comida! Voy a abrir la puerta.
line:f1692a96	Thanks for the suggestion!	¡Gracias por la sugerencia!
line:81ebbec0	Thanks for the wash so late in the night.	Gracias por bañarme a estas horas.
line:a9df4c5e	Thanks I'll be waiting!	Gracias, ¡aquí espero!
line:f73a3fc7	Thanks mate, see you tomorrow then.	Gracias, amigo. Hasta mañana.
line:30f1f583	Thanks!	¡Gracias!
line:3484ab9d	Thanks!	¡Gracias!
line:44701902	Thanks!	¡Gracias!
line:4d868f2f	Thanks!	¡Gracias!
line:70190774	Thanks!	¡Gracias!
line:8b8f57c4	Thanks!	¡Gracias!
line:ab5b2574	Thanks!	¡Gracias!
line:b588bf4c	Thanks!	¡Gracias!
line:bc5d790a	Thanks!	¡Gracias!
line:c07a9171	Thanks!	¡Gracias!
line:e7e57d9c	Thanks!	¡Gracias!
line:fa293cde	Thanks! Whats with all the... Gloop?	¡Gracias! ¿Y todo ese... pegote?
line:e1609903	Thanks, but I'll be better. I promise.	Gracias, pero voy a mejorar. Lo prometo.
line:02cbdc87	Thanks, I'm excited too.	Gracias, yo también tengo ganas.
line:37c9d915	Thanks, You're pleasant too!	¡Gracias, usted también me agrada!
line:cb847372	Thanks, You're pleasant too!	¡Gracias, usted también me agrada!
line:188d4359	Thanks.	Gracias.
line:316bb26e	Thanks.	Gracias.
line:34ec4db7	Thanks.	Gracias.
line:5183a6f2	Thanks.	Gracias.
line:c642cb17	Thanks.	Gracias.
line:cf716777	Thanks.	Gracias.
line:e00c6df5	Thanks.	Gracias.
line:e521db76	Thanks.	Gracias.
line:f62e1c4f	Thanks.	Gracias.
line:fbba1293	Thanks.	Gracias.
line:8bfa88d7	Thanks. I like being around you too.	Gracias. A mí también me gusta estar contigo.
line:df0a8598	Thanks. I'm always happy to be here.	Gracias. Siempre me alegra estar aquí.
line:084e3cbc	Thanks. See you soon.	Gracias. Hasta pronto.
line:71d57aeb	Thanks. That's kind of you to say.	Gracias. Es muy amable de su parte.
line:a1f9de62	Thanks. That's kind of you to say.	Gracias. Es muy amable de su parte.
line:9a9a6120	Thankth!	¡Grafiaf!
line:e721d512	That brings me to my next question...	Lo que me lleva a mi siguiente pregunta...
line:215a2d34	That felt <i>good</i>.	Eso se sintió <i>bien</i>.
line:89150715	That is rather kind of you to say.	Es muy amable de su parte.
line:a57409fb	That is the source of my worry...	Eso es lo que me preocupa...
line:ad261b84	That just makes it harder!	¡Eso solo lo hace más difícil!
line:7111d265	That makes me feel a lot more sure of myself then.	Eso me da mucha más confianza en mí mismo.
line:3fac5bff	That makes me feel good to hear.	Me hace bien oír eso.
line:1c49f05b	That makes me happy to hear.	Me alegra oír eso.
line:a8b70da7	That must mean it is! I'm glad.	¡Supongo que eso significa que no! Me alegra.
line:5738ea38	That nice to hear... But, I mean being taken care of more... Primally?	Me alegra oírlo... Pero me refiero a que me cuiden de una forma más... ¿instintiva?
line:8f598864	That one was almost too big-	Esa casi fue demasiado grande...
line:5960dcbb	That should be all though, could you go get the gate?	Bueno, eso sería todo. ¿Me abres la puerta?
line:116f0e16	That should be every spot.	No debería quedar ninguna mancha.
line:90444b09	That sounds like an over-reaction on her part.	Parece que ella reaccionó de forma exagerada.
line:f07c9e39	That sounds like an over-reaction on her part.	Parece que ella reaccionó de forma exagerada.
line:c78cf81f	That sounds lovely!	¡Suena precioso!
line:eaa3c173	That they are...	Así es...
line:f4b9a455	That was much nicer than a hose.	Eso fue mucho más agradable que la manguera.
line:78cef130	That was never a concern. I'm a rather risk averse dragon.	Eso nunca me preocupó. Soy un dragón bastante precavido.
line:22d271f4	That was really fun.	Eso fue muy divertido.
line:019b83df	That was wonderful! I feel so much better about dating.	¡Fue maravilloso! Ahora me siento mucho mejor con lo de volver a tener citas.
line:d7bf167b	That was... Nicer than I expected.	Eso fue... más agradable de lo que esperaba.
line:577cec43	That's a mount, no?	Es un aparato de esos, ¿no?
line:825536f5	That's a tricky question to answer.	Es una pregunta difícil de responder.
line:66fb84fe	That's all I want to ask.	Eso es todo lo que quería preguntar.
line:ac1ed298	That's all you can ask for, right?	Es lo único que se puede pedir, ¿no?
line:6605187b	That's an appeal to authority fallacy. But, yes. I'm correct.	Eso es una falacia de apelación a la autoridad. Pero sí, tengo razón.
line:52f81dde	That's cute!	¡Qué lindo!
line:45befc02	That's exciting!	¡Qué emoción!
line:13cd5511	That's fast... But I think so!	Qué rápido... ¡Pero creo que sí!
line:4ff91cbd	That's fine!	¡No pasa nada!
line:163c524a	That's good to hear.	Me alegra oírlo.
line:33e2bee6	That's good to hear.	Me alegra oírlo.
line:30e461f2	That's good. You deserve a decent man.	Qué bien. Merece a un buen hombre.
line:aeae4744	That's good... Now what?	Qué bien... ¿Y ahora?
line:f3eeb627	That's great! whens your first date?	¡Qué bien! ¿Cuándo es su primera cita?
line:215f4eba	That's me.	Ese soy yo.
line:cf8c5f37	That's not a thing... But thank you!	Eso no se hace... ¡Pero gracias!
line:3f29878b	That's rather nice of you to say.	Es muy amable al decir eso.
line:d38c63ea	That's really cute.	Qué lindo.
line:6474d7f7	That's really nice!	¡Qué bonito!
line:c5001a4c	That's the best way to eat'em!	¡Es la mejor forma de comerlos!
line:2a5cc3a5	That's very sweet.	Qué lindo.
line:7052576b	That's what I like to hear.	Eso me gusta oír.
line:2a154290	That's what I thought too.	Eso pensé yo también.
line:33d12f97	That's what I thought too.	Eso pensé yo también.
line:2b7bb6ce	That's what's terrifying.	Eso es lo que me aterra.
line:36fb380f	That's wonderful, he's cute!	¡Qué bien, es lindo!
line:266836f8	That's... the first time you've yipped for me.	Es... la primera vez que haces «yip» para mí.
line:9b0b24ad	That.	Eso.
line:6ff80785	That... makes me feel a lot more sure of myself then.	Eso... me da mucha más confianza en mí mismo.
line:cc6d631b	That... makes me feel a lot more sure of myself then.	Eso... me da mucha más confianza en mí mismo.
