# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	Здоров, здоровенний псе.
line:1270a483	Oh, and I apologize for being absolutely filthy.	О, і перепрошую, що я такий брудний.
line:7b5be1f8	Oh, and I've figured it where to go.	О, і я вже придумав, куди підемо.
line:52fb116d	Oh, and seems I got some on my face. woops.	О, і, здається, трохи лишилося на морді. Ой.
line:73a37947	Oh, awesome. I'm a big salmon guy.	О, чудово. Я хлопець, який обожнює лосося.
line:74c9c07b	Oh, like... working class?	О, тобто... для робітничого класу?
line:e048566b	Oh, no.	О, ні.
line:1a9e6537	Oh, no. Ryan is a sweetheart.	Та ні. Раян — справжнє сонечко.
line:5f6a124a	Oh, okay. Thanks.	А, добре. Дякую.
line:17716b05	Oh, right. Sorry.	О, точно. Вибач.
line:82ba64bf	Oh, sorry-	Ой, вибач...
line:956e5c91	Oh, sorry.	Ой, вибач.
line:54a8bb22	Oh, sure. Come on in.	О, звісно. Заходь.
line:270276eb	Oh, that's my favorite part!	О, це моя улюблена частина!
line:1ff9a04c	Oh, the crest around my head?	О, той герб навколо моєї голови?
line:ffed6d04	Oh, wonderful. Seem's we're similar.	О, чудово. Схоже, ми в чомусь схожі.
line:30e6b801	Oh, yeah!	О, так!
line:bedeee82	Oh- Eager!	О, який нетерплячий!
line:38b3c8c1	Oh- I mean. I'll go open the gate!	Ой, тобто... Піду відчиню браму!
line:714c180e	Oh- I'm glad!	О, я радий!
line:ccf87ea9	Oh- I'm not too interested in using that right now.	О, зараз не дуже хочу цим користуватися.
line:963981e4	Oh- I'm sorry for making a mess...	Ой, перепрошую за безлад...
line:8e407c6e	Oh- Not just the wash.	О, я не лише про миття.
line:ad31ec4c	Oh- Not just the wash.	О, я не лише про миття.
line:6866c2c9	Oh- Right now? 'aight I'm down.	О, просто зараз? Гаразд, я за.
line:9a6dca4b	Oh- Ya. On it.	О, так. Уже йду.
line:3b6d644d	Oh.	О.
line:4399096b	Oh.	О.
line:8441bf7b	Oh.	О.
line:87233429	Oh.	О.
line:e90fee8e	Oh.	О.
line:ebd9b4d3	Oh.	О.
line:8a79f72c	Oh. And one other thing.	О. І ще дещо.
line:e8289be5	Oh. good.	О. Добре.
line:5442e228	Oh. Okay I'll go get the gate.	О. Добре, відчиню браму.
line:0da15c85	Oh. Okay.	А. Зрозуміло.
line:73f7f13d	OH. RIGHT.	О. ТОЧНО.
line:c35890c8	Oh. That's... Wonderful!	О. Це... чудово!
line:0ce8d5aa	Oh. Then yeah, we're open.	О. Тоді так, ми відчинені.
line:52ed140c	Oh. Uhm. <size=70%>Good.	О. Ем. <size=70%>Добре.
line:780d0993	Oh. yeah. Sorry.	О. Так. Перепрошую.
line:7f5113d5	OH. You're not used to eating them whole.	А-А. Ти не звик їсти їх цілими.
line:45bc649d	Oh...	Ох...
line:0a093816	Oh... hah. I like that.	О... Ха. Мені подобається.
line:f885f11d	Oh... I suppose this is alright~	Ох... Гадаю, я не проти~
line:7cd85c8e	Oh... I'm so sorry.	Ох... Мені дуже шкода.
line:8cc1aa72	Oh... yeah we don't have one.	О... Так, його в нас немає.
line:f16d7940	Oh... Yeah, tinier dragons tend to... Compensate.	О... Так, менші дракони зазвичай... компенсують.
line:1d491283	Oh?	О?
line:21c46e75	Oh?	О?
line:fd8d786a	Oh?	О?
line:0ce8d3c2	ohmygod I thought the egg was decorative.	Боже, я думав, те яйце декоративне.
line:d9b26374	Ok I can do that	Добре, я можу.
line:1777121d	Ok I got this..	Добре, я впораюся...
line:f3af3ce8	Ok just tell me if you get uncomfortable or anything.	Добре, тільки скажи, якщо стане незручно чи щось таке.
line:6c3a98cc	Ok lets wash it off for our date tonight then.	Гаразд, тоді змиємо це перед нашим вечірнім побаченням.
line:7a54a1e1	Okay	Гаразд.
line:f64a5b30	Okay	Гаразд.
line:249500dc	Okay!	Гаразд!
line:a327b5f9	Okay!	Гаразд!
line:ccaabca3	Okay!	Гаразд!
line:82d0ea81	Okay! I'll be back later then.	Добре! Тоді зайду пізніше.
line:3deb5f55	Okay! I'll go get the gate for you.	Добре! Піду відчиню тобі браму.
line:9c3d6cb7	Okay! I'll see you soon.	Добре! До скорої зустрічі.
line:72e0348e	Okay, bye!	Добре, бувай!
line:255362b9	Okay, Conrad.	Добре, Конраде.
line:0d16ab28	Okay, I'll be waiting. Thanks.	Добре, почекаю. Дякую.
line:155d1c64	Okay, I'll open the gate!	Добре, відчиню браму!
line:886f5df2	Okay, I'll see you later!	Добре, до зустрічі!
line:585d6a08	Okay, thank you.	Добре, дякую.
line:c298bc55	Okay, thank you.	Добре, дякую.
line:6acf71a3	Okay, thanks.	Гаразд, дякую.
line:8ed5a204	Okay- okay. I'll go get the gate.	Добре, добре. Відчиню браму.
line:10b9a653	Okay- Thanks.	Гаразд. Дякую.
line:00a81c16	Okay. I hope you're doing alright though.	Добре. Але сподіваюся, ти тримаєшся.
line:118a51bb	Okay. I should probably get out of your scales.	Гаразд. Мабуть, час перестати плутатися тобі під лапами.
line:a62e8112	Okay. I'll open up shop. Give me a sec.	Добре. Відчиню мийню. Хвилинку.
line:9d434af5	Okay. I'll order a mount.	Добре. Замовлю станок.
line:2f3b06de	Okay. Then I think I'd like to try.	Добре. Тоді, мабуть, хочу спробувати.
line:54ad4706	Okay...	Добре...
line:28311fbb	Omg you're hurt!	Боже, ти поранений!
line:8b3abbf7	On it!	Уже беруся!
line:42e3eba2	Once I'm cleaned up I'm gonna head out and get our spot ready.	Коли помиюся, вирушу готувати наше місце.
line:1d4b8a1c	One thing led to another...	Одне привело до іншого...
line:c70bea2d	Only been cleaning for a few weeks now!	Працюю мийником лише кілька тижнів!
line:5188bd4a	Only If that's alright-	Лише якщо ви не проти...
line:01505282	Only realized how much of a mess I made after Max yelled at me, haha.	Лише коли Макс здіймає крик, усвідомлюю, скільки бруду наробив, ха-ха.
line:828eed25	Oof... Needed that. Thank you.	Уф... Це було потрібно. Дякую.
line:2d40c69a	Oooh, alrighty.	О-о, гаразд.
line:99ff9e7f	Ooooh must be a big deal then.	О-о, то ти, мабуть, важлива персона.
line:e8ad4791	Ooooh.	О-о-о.
line:64bfd62a	Oops, my bad.	Ой, моя помилка.
line:0fa31c40	Our first meeting went great though!	Хоча перша зустріч пройшла чудово!
line:77cebc41	People tell me I've got a fat cock, is that true?	Кажуть, у мене товстий хуй. Це правда?
line:80de6c63	Perfectly clean again. Thank you for taking me in at this hour.	Знову бездоганно чистий. Дякую, що прийняли мене о такій порі.
line:f212528b	Phew! I had an accident that needs to be taken care of... discretely.	Фух! У мене сталася пригода, яку треба владнати... непомітно.
line:b3c35166	Phew, I was worried I'd make another mess of things.	Фух, боявся, що знову все забрудню.
line:314c3d8a	physically or emotionally?	Фізично чи морально?
line:156e0b50	Picnic bathket-	Кошшик для пікніка...
line:0d9de1a1	player hooked up with conrad	Гравець зійшовся з Конрадом.
line:2cf1c95e	player hooked up with conrad	Гравець зійшовся з Конрадом.
line:c2529648	player hooked up with conrad	Гравець зійшовся з Конрадом.
line:f7fd34b2	player hooked up with conrad	Гравець зійшовся з Конрадом.
line:66e08b22	player hooked up with ryan	Гравець зійшовся з Раяном.
line:78039fd1	player hooked up with ryan	Гравець зійшовся з Раяном.
line:96a0c0c7	player hooked up with ryan	Гравець зійшовся з Раяном.
line:9bade6d6	player hooked up with ryan	Гравець зійшовся з Раяном.
line:0ddcd600	Please scrub Igwix off my back would you?	Будь ласка, відчистіть Іґвікса з моєї спини, добре?
line:0632acbf	Plus they feel really nice.	А ще так приємно, коли мене миють.
line:c7b8ba3d	Possibly...?	Можливо...?
line:637629a8	Pretty sure I can digest anything.	Досить певен, що можу перетравити все.
line:65a41bc5	Pretty sure I'm all clean!	Здається, я вже зовсім чистий!
line:3750bbf0	Pretty sure that was everything.	Здається, це все.
line:960707b0	Primarily alchemy. Occasionally world history.	Переважно алхімію. Іноді світову історію.
line:1475f95c	Professor Igwyx- My colleague who self-immolated earlier.	Професор Іґвікс — мій колега, який тоді самозайнявся.
line:26e9d692	Professor, but yes. You have.	Професор. Але так, навчили.
line:af0c15fd	Professor- But, yes. I usually don't go to public washes.	Професора. Але так. Зазвичай я не відвідую громадські мийні.
line:962abe27	Project Scale mary	Project Scale mary
line:e5d47feb	prole- <i><size=70%>wuh?	Проле... <i><size=70%>Що?
line:c7b73162	Psst..!	Псст...!
line:9addfb4a	Ready!	Готовий!
line:875b5372	Really damn good!	До біса чудовим!
line:9e9f3e75	Really damn good!	До біса чудовим!
line:9364911d	Really looking forward to finding new people.	Дуже хочу познайомитися з новими людьми.
line:8b0b222c	Really sets the mood.	Добряче задає настрій.
line:4010d36d	Really well honestly.	Чесно, дуже добре.
line:cfcb40c7	Really?	Справді?
line:0ec807a4	Really? Aw, That's really sweet.	Справді? Ой, це дуже мило.
line:630fed1b	Remove this barrier at once so I may enter.	Негайно приберіть цю перепону, щоб я міг зайти.
line:65deb150	Right after this wash!	Одразу після цього миття!
line:0caa6657	Right, I'll get that for you ASAP.	Гаразд, зараз же відчиню.
line:1271b80c	Right.	Так.
line:3ede5541	Right.	Так.
line:6a2e4e0d	Right. I'll get to it.	Гаразд. Беруся до справи.
line:29daeb62	Right. Phoenix feather. Obviously.	Точно. Перо фенікса. Ну звісно.
line:51d1b41e	Ryan is a sweetheart	Раян — сонечко.
line:202fce0c	RYAN THE BONE!	РАЯНЕ, КІСТКА!
line:93bd9a2b	Ryan!	Раяне!
line:9b7e09b8	Ryan!	Раяне!
line:b76f49cd	Ryan!	Раяне!
line:1fa0fbbe	Ryan! I met him.	Раян! Я з ним зустрівся.
line:f0427bb9	Ryan! this is so sweet.	Раяне! Це так мило.
line:92829935	Ryan's such a nice dragon.	Раян такий добрий дракон.
line:13ca0a74	Ryan, you're not supposed to eat the stems-	Раяне, гілочки не їдять...
line:7a01d265	Ryan: I guess it is pretty exciting	Ryan: Мабуть, це досить збудливо.
line:e1526934	Ryan: I like that a lot	Ryan: Мені дуже подобається.
line:a430a2ff	Ryan: I think I am close too..	Ryan: Здається, я теж уже близько...
line:77626e43	Ryan: I would say it is going great	Ryan: Я б сказав, усе йде чудово.
line:f5f5b815	Ryan: I've never done this outside before	Ryan: Я ще ніколи не робив цього надворі.
line:6dd86b71	Ryan: This was nice	Ryan: Це було приємно.
line:41b9659f	Ryan: Wow.. Your stature is really the only thing small about you.	Ryan: Ого... Зріст — справді єдине, що в тебе маленьке.
line:aad89688	Ryan: Yea definitely. Worried about me?	Ryan: Так, звісно. Хвилюєшся за мене?
line:ce6d6d7f	Ryan? you sure everything is okay...?	Раяне? Точно все гаразд...?
line:1d3b255b	Save your mood setting for tonight!	От увечері й створюватимеш настрій!
line:3ed6ab5d	Say do you remember the name of the college I work at?	Скажіть, ви пам'ятаєте назву коледжу, де я працюю?
line:a05a7804	Say...	Послухайте...
line:82d7b5e4	Says who?	Хто сказав?
line:6c193ba9	Scales different today? <size=70%><i>is that a thing...? </i><size=100%>You look good today.	Луску вклав? <size=70%><i>Так узагалі можна...? </i><size=100%>Гарно сьогодні виглядаєш.
line:426f40ff	See you again soon, yeah?	Скоро ще побачимося, так?
line:3112d78d	See you soon.	До скорої зустрічі.
line:8072b186	See you tonight.	До вечора.
line:0d3b23da	Sheesh.	Ого.
line:48435b12	Shh! I'm not from around here...	Тсс! Я не місцевий...
line:0f86dbf6	So am I!	Я теж!
line:3063100e	So am I.	Я теж.
line:a241eec6	So far so good though, yeah?	Поки ж непогано виходить, так?
line:813c6dd4	So is this like... our first date?	То це ніби... наше перше побачення?
line:9b10d450	So this Conrad guy, seems like you like him?	То цей Конрад... Схоже, він тобі подобається?
line:0c5dcd3c	So uh, gate?	То, ем, брама?
line:84d8a935	So uh, mind opening the gate?	То, ем, відчиниш браму?
line:7da41ecd	So uhh, let me know if you need me to move.	То, ем, скажи, якщо треба буде посунутися.
line:3a469ae4	So yeah, I had a mishap..	Ну от, у мене сталася пригода...
line:a6d6bf76	So you and Ryan huh?	То ти й Раян, га?
line:31fa3bdf	So you came in just to...	То ти прийшов лише щоб...
line:5f64c352	So you're a certified dragon washer huh?	То ти дипломований мийник драконів?
line:c9e7bb1e	So you're a certified dragon washer huh?	То ти дипломований мийник драконів?
line:aedb6a51	So, coming in for a wash?	То прийшов помитися?
line:1c856f1c	So, how was your date?	То як пройшло ваше побачення?
line:3cda84e6	So, tell me more about conrad!	То розкажи більше про Конрада!
line:c10d9415	So, thanks on his behalf for caring.	Тож дякую тобі від його імені за небайдужість.
line:e6aa9d20	So, with... relationships.	От щодо... стосунків.
line:a99c5c88	So. How about a date?	То як щодо побачення?
line:c2f44537	So. My girlfriend was home before me. she's a work-from-home dragon.	Отже. Моя дівчина була вдома раніше за мене. Вона дракониця й працює з дому.
line:d9652dff	So. Our date tonight...	Отже. Наше побачення сьогодні ввечері...
line:b983f922	So. Tonight.	Отже. Сьогоднішній вечір.
line:28c51dbf	So... A date. I think I'd like to go on one soon!	Отже... Побачення. Думаю, я б хотів скоро на якесь сходити!
line:7c56b2d8	So... I was thinking about my relationships.	Отже... Я думав про свої стосунки.
line:5a5e7f21	So<size=90%>o<size=80%>o<size=70%>o<size=60%>o... <size=100%>I 'aint dirty. But I am <i>~dirty~</i> y'know?	То<size=90%>о<size=80%>о<size=70%>о<size=60%>ож... <size=100%>Я не брудний. Але думки в мене <i>~брудні~</i>, розумієш?
line:8a35fb7b	So<size=90%>o<size=80%>o<size=70%>o<size=60%>o... <size=100%>Was wonderin'	То<size=90%>о<size=80%>о<size=70%>о<size=60%>ож... <size=100%>Хотів спитати.
line:5230bdfd	Soap, then rinse!	Спершу намилити, потім сполоснути!
line:c374e532	Somehow that feels more honest than anything anyone else says.	Чомусь це звучить щиріше за все, що кажуть інші.
line:2898f680	Something happened last night	Учора ввечері щось сталося.
line:4dac3d2b	Something went wrong with flags!	Щось пішло не так із прапорцями сюжету!
line:61c7f2d6	Something went wrong with flags!	Щось пішло не так із прапорцями сюжету!
line:6d5ba814	Something went wrong with flags!	Щось пішло не так із прапорцями сюжету!
line:8f64adc0	Something went wrong with flags!	Щось пішло не так із прапорцями сюжету!
line:19cedc30	Sooo. You gonna jerk me off?	То-о-ож. Подрочиш мені?
line:1646ece2	Sorry for coming in late. My sleeps borked.	Вибач, що пізно прийшов. Збив собі режим сну.
line:b2b32876	Sorry I'm bad at flirting. Could you get the gate?	Вибач, фліртувати не вмію. Відчиниш браму?
line:13ba93ef	sorry!	Перепрошуємо!
line:e2f9c70c	Sorry, I meant to say I enjoy your wash.	Перепрошую, я хотів сказати, що мені подобається ваша мийня.
line:78ca8d95	Sorry...	Вибач...
line:4af15fc3	Sounds good to me!	Я не проти!
line:8c6e66f3	Sounds good!	Звучить добре!
line:1ef36cb0	Sounds like a date then!	От і домовилися про побачення!
line:d71ba53e	Sounds like a date then!	От і домовилися про побачення!
line:5fc277a9	Sounds like a date then! Seafood then we play it by ear.	Тоді домовилися! Морепродукти, а далі як піде.
line:0e643191	Sounds like a date then, I'm excited.	Тоді домовилися про побачення. Дуже чекаю.
line:c4642c9c	Sounds like a date then. I'm excited.	Тоді домовилися про побачення. Чекаю.
line:ffc401d1	Sounds like a plan.	Домовилися.
line:c4dd137b	Sounds like it was good then.	То, схоже, було добре.
line:7b6c47bd	Sounds like it.	Схоже на те.
line:5c51654f	Sounds nice.	Звучить приємно.
line:3a23b81f	Sounds really cool.	Звучить дуже цікаво.
line:1dbf50b3	Sure	Авжеж.
line:c14ceb34	Sure is!	Саме він!
line:de7cd73a	Sure it is. Thanks to Conrad for having me get it.	Звісно, не проти. Дякуємо Конраду, що переконав мене його придбати.
line:05c673e7	Sure!	Звісно!
line:52542beb	Sure!	Звісно!
line:67f14802	Sure!	Звісно!
line:a2dc4ac0	Sure! I'll go get the gate.	Звісно! Відчиню браму.
line:dbb68858	Sure! I'll go get the gate.	Звісно! Відчиню браму.
line:601e1b38	Sure! I'm excited to tell you about Conrad.	Звісно! Дуже хочу розповісти тобі про Конрада.
line:7b5c9d8c	Sure, but he needed someone who cared in that moment.	Звісно, але тієї миті йому був потрібен хтось небайдужий.
line:709a9a57	Sure.	Звісно.
line:4af4703c	Tasted real good though!	Але дуже смачне!
line:048fe71b	TELL ME ABOUT YOU AND CONRAD!	РОЗПОВІДАЙ ПРО ВАС ІЗ КОНРАДОМ!
line:2b84f2eb	Test line 1	Тестова репліка 1
line:7a22b4d3	Test line 10	Тестова репліка 10
line:ec12b3a4	Test line 11	Тестова репліка 11
line:4f87d73a	Test line 12	Тестова репліка 12
line:d9b7d04d	Test line 13	Тестова репліка 13
line:63e6d9d4	Test line 14	Тестова репліка 14
line:f5d6dea3	Test line 15	Тестова репліка 15
line:64cb6133	Test line 16	Тестова репліка 16
line:f2fb6644	Test line 17	Тестова репліка 17
line:1772a124	Test line 18	Тестова репліка 18
line:88119675	Test line 2	Тестова репліка 2
line:1e219102	Test line 3	Тестова репліка 3
line:a470989b	Test line 4	Тестова репліка 4
line:32409fec	Test line 5	Тестова репліка 5
line:a35d207c	Test line 6	Тестова репліка 6
line:356d270b	Test line 7	Тестова репліка 7
line:5643ba3d	Test line 8	Тестова репліка 8
line:c073bd4a	Test line 9	Тестова репліка 9
line:394db643	Thank the stars you're open.	Хвала зорям, ви відчинені.
line:f1946aab	Thank you for cleaning me!!	Дякую, що помив мене!!
line:75b5b084	Thank you for getting me and Ryan in contact.	Дякую, що познайомив мене з Раяном.
line:189d999e	Thank you for listening.	Дякую, що вислухав.
line:3398aea2	Thank you for that.	Дякую вам за це.
line:875f0961	Thank you for the clean!	Дякую за очищення!
line:acb8a5aa	Thank you for the quick clean!	Дякую за швидке миття!
line:8512365e	Thank you!	Щиро дякую!
line:bbca8a46	Thank you!	Щиро дякую!
line:e449156d	Thank you!	Дякую вам!
line:bb4e1dc1	Thank you, Ryan. I'm happy I got to meet you too	Дякую, Раяне. Я теж радий, що познайомився з тобою.
line:3b568c14	Thank you.	Дякую вам.
line:6b245989	Thank you.	Дякую тобі.
line:836d1b13	Thank you.	Дякую вам.
line:d60f2dc0	Thank you.	Дякую вам.
line:035a0830	Thank you. I'd really appreciate it	Дякую. Я був би дуже вдячний.
line:f3e7a8fe	Thank you. Look good feel good!	Дякую. Гарно виглядаєш — добре почуваєшся!
line:d2d97c90	Thank you. You make this a whole lot easier to go through.	Дякую. З тобою пройти через усе це значно легше.
line:3027bcf7	Thanks for asking. It's enjoyable to be asked personal questions.	Дякую, що питаєте. Приємно, коли цікавляться чимось особистим.
line:aaf3066d	Thanks for cleaning me!	Дякую, що помив!
line:8150e2a2	Thanks for helping me out.	Дякую, що допоміг мені.
line:a2217280	Thanks for helping me out.	Дякую, що допоміг мені.
line:7db0baf0	Thanks for introducing me to him.	Дякую, що познайомив мене з ним.
line:c6cee89f	Thanks for letting me in so late.	Дякую, що впустив так пізно.
line:079b3782	Thanks for sharing food with me, You're a great friend.	Дякую, що склав мені компанію за їжею. Ти чудовий друг.
line:85f901b0	Thanks for sharing food with me...	Дякую, що склав мені компанію за їжею...
line:a39fd5a9	Thanks for that. Felt pretty damn good.	Дякую за це. Було до біса приємно.
line:505e150f	Thanks for the clean.	Дякую за очищення.
line:a40e531c	Thanks for the food! I'll go get the gate.	Дякую за їжу! Відчиню браму.
line:f1692a96	Thanks for the suggestion!	Дякую за пропозицію!
line:81ebbec0	Thanks for the wash so late in the night.	Дякую, що помив так пізно ввечері.
line:a9df4c5e	Thanks I'll be waiting!	Дякую, чекатиму!
line:f73a3fc7	Thanks mate, see you tomorrow then.	Дякую, друже. Тоді до завтра.
line:30f1f583	Thanks!	Дякую!
line:3484ab9d	Thanks!	Дякую!
line:44701902	Thanks!	Дякую!
line:4d868f2f	Thanks!	Дякую!
line:70190774	Thanks!	Дякую!
line:8b8f57c4	Thanks!	Дякую!
line:ab5b2574	Thanks!	Дякую!
line:b588bf4c	Thanks!	Дякую тобі!
line:bc5d790a	Thanks!	Дякую!
line:c07a9171	Thanks!	Дякую!
line:e7e57d9c	Thanks!	Дякую!
line:fa293cde	Thanks! Whats with all the... Gloop?	Дякую! А що це за... жижа?
line:e1609903	Thanks, but I'll be better. I promise.	Дякую, але я стану кращим. Обіцяю.
line:02cbdc87	Thanks, I'm excited too.	Дякую, я теж чекаю.
line:37c9d915	Thanks, You're pleasant too!	Дякую, з вами теж приємно!
line:cb847372	Thanks, You're pleasant too!	Дякую, з вами теж приємно!
line:188d4359	Thanks.	Дякую.
line:316bb26e	Thanks.	Дякую.
line:34ec4db7	Thanks.	Дякую.
line:5183a6f2	Thanks.	Дякую.
line:c642cb17	Thanks.	Дякую.
line:cf716777	Thanks.	Дякую тобі.
line:e00c6df5	Thanks.	Дякую.
line:e521db76	Thanks.	Дякую тобі.
line:f62e1c4f	Thanks.	Дякую тобі.
line:fbba1293	Thanks.	Дякую тобі.
line:8bfa88d7	Thanks. I like being around you too.	Дякую. Мені теж добре з тобою.
line:df0a8598	Thanks. I'm always happy to be here.	Дякую. Мені тут завжди добре.
line:084e3cbc	Thanks. See you soon.	Дякую. До скорої зустрічі.
line:71d57aeb	Thanks. That's kind of you to say.	Дякую. Дуже мило з вашого боку.
line:a1f9de62	Thanks. That's kind of you to say.	Дякую. Дуже мило з вашого боку.
line:9a9a6120	Thankth!	Дякуюш!
line:e721d512	That brings me to my next question...	Це підводить мене до наступного запитання...
line:215a2d34	That felt <i>good</i>.	Це було <i>добре</i>.
line:89150715	That is rather kind of you to say.	Дуже люб'язно з вашого боку.
line:a57409fb	That is the source of my worry...	Ось що мене непокоїть...
line:ad261b84	That just makes it harder!	Від цього лише важче!
line:7111d265	That makes me feel a lot more sure of myself then.	Тоді я почуваюся значно впевненіше.
line:3fac5bff	That makes me feel good to hear.	Приємно це чути.
line:1c49f05b	That makes me happy to hear.	Мені радісно це чути.
line:a8b70da7	That must mean it is! I'm glad.	Мабуть, це означає, що не проти! Я радий.
line:5738ea38	That nice to hear... But, I mean being taken care of more... Primally?	Приємно чути... Та я маю на увазі турботу на більш... первісному рівні?
line:8f598864	That one was almost too big-	Цей був мало не завеликий...
line:5960dcbb	That should be all though, could you go get the gate?	Але на цьому, мабуть, усе. Відчиниш браму?
line:116f0e16	That should be every spot.	Це має бути остання плямка.
line:90444b09	That sounds like an over-reaction on her part.	Здається, вона занадто гостро відреагувала.
line:f07c9e39	That sounds like an over-reaction on her part.	Здається, вона занадто гостро відреагувала.
line:c78cf81f	That sounds lovely!	Звучить чудово!
line:eaa3c173	That they are...	Саме так...
line:f4b9a455	That was much nicer than a hose.	Це було значно приємніше за шланг.
line:78cef130	That was never a concern. I'm a rather risk averse dragon.	Про це я й не хвилювався. Я досить обережний дракон.
line:22d271f4	That was really fun.	Було дуже весело.
line:019b83df	That was wonderful! I feel so much better about dating.	Це було чудово! Тепер я значно спокійніше ставлюся до побачень.
line:d7bf167b	That was... Nicer than I expected.	Це було... приємніше, ніж я очікував.
line:577cec43	That's a mount, no?	Це станок, чи не так?
line:825536f5	That's a tricky question to answer.	На це непросто відповісти.
line:66fb84fe	That's all I want to ask.	Це все, що я хотів спитати.
line:ac1ed298	That's all you can ask for, right?	Більшого й не попросиш, правда?
line:6605187b	That's an appeal to authority fallacy. But, yes. I'm correct.	Це логічна хиба — апеляція до авторитету. Але так. Я маю рацію.
line:52f81dde	That's cute!	Це мило!
line:45befc02	That's exciting!	Як чудово!
line:13cd5511	That's fast... But I think so!	Це швидко... Але, думаю, так!
line:4ff91cbd	That's fine!	Нічого страшного!
line:163c524a	That's good to hear.	Радий це чути.
line:33e2bee6	That's good to hear.	Радий це чути.
line:30e461f2	That's good. You deserve a decent man.	Це добре. Ви заслуговуєте на гідного чоловіка.
line:aeae4744	That's good... Now what?	Це добре... А тепер що?
line:f3eeb627	That's great! whens your first date?	Це чудово! Коли перше побачення?
line:215f4eba	That's me.	Це я.
line:cf8c5f37	That's not a thing... But thank you!	Так не роблять... Але дякую!
line:3f29878b	That's rather nice of you to say.	Дуже приємно чути це від вас.
line:d38c63ea	That's really cute.	Це дуже мило.
line:6474d7f7	That's really nice!	Це так приємно!
line:c5001a4c	That's the best way to eat'em!	Так найсмачніше!
line:2a5cc3a5	That's very sweet.	Це дуже мило.
line:7052576b	That's what I like to hear.	Саме це я й люблю чути.
line:2a154290	That's what I thought too.	Я теж так подумав.
line:33d12f97	That's what I thought too.	Я теж так подумав.
line:2b7bb6ce	That's what's terrifying.	Оце й лякає.
line:36fb380f	That's wonderful, he's cute!	Це чудово, він милий!
line:266836f8	That's... the first time you've yipped for me.	Ти... вперше так дзявкнув для мене.
line:9b0b24ad	That.	Це.
line:6ff80785	That... makes me feel a lot more sure of myself then.	Тоді... я почуваюся значно впевненіше.
line:cc6d631b	That... makes me feel a lot more sure of myself then.	Тоді... я почуваюся значно впевненіше.
line:ecf6206f	Thats awesome. I'm glad you two are working out.	Це чудово. Радий, що у вас усе складається.
line:0f8bb606	Thats good to hear.	Приємно чути.
line:f5324d68	Thats really good to hear.	Дуже приємно це чути.
line:063dcd4b	The ability to open up to someone, even occasionally...	Можливість комусь відкритися, хоч іноді...
line:8919009a	The ambiance is nice.	Гарна атмосфера.
line:08c850bf	The apothecary will tarnish my name for months.	Аптекар місяцями паплюжитиме моє ім'я.
line:01b4161e	The breakup I went through earlier was rough.	Той розрив дався мені важко.
line:c932c99d	The breakup I went through earlier was rough.	Той розрив дався мені важко.
line:dd06ed39	The Burnswick Community College of Thaumaturgy, of course!	Звісно ж, Громадський коледж тауматургії Бернсвіка!
line:515099ec	The button on the wall, I mean.	Маю на увазі ту, що на стіні.
line:7fe73572	The clean was fine.	Помив нормально.
line:e8a38ed0	The college cannot find out about this okay?	Коледж не повинен про це дізнатися, гаразд?
line:1a169dbc	The lights in the area are great too.	Там ще й освітлення гарне.
line:610dd8cb	The markers were fun.	З маркерами було весело.
line:4b36ea4e	The most prestigious college hosting prestigious professors like me:	Найпрестижніший коледж із такими поважними професорами, як я:
line:ec00a1fe	The mount? I... suppose!	Станок? Я... мабуть, так!
line:94e04dcf	The mount? Sure!	Станок? Звісно!
line:d8273d7f	The night 'aint gonna start itself!	Ніч сама себе не почне!
line:1f2907ed	The rain has been unrelenting today!	Сьогодні дощ не вщухає!
line:1804bf0a	The rain is nice.	Дощ приємний.
line:7e9a1f83	The stem is just extra food.	Гілочка — це просто ще трохи їжі.
line:c88244b5	The vibe at night is fuckin' great.	Уночі там до біса класна атмосфера.
line:d8a2002e	Then I better let you out!	Тоді краще тебе випустити!
line:d7b3cd09	Then- Have a productive day.	Тоді... Продуктивного вам дня.
line:448afe95	There was a fault in his method.	Його метод виявився недосконалим.
line:48d4a45a	There's this one red dragon, Conrad. He's... Hot headed, but cute.	Є один червоний дракон, Конрад. Він... запальний, але милий.
line:f4af8b88	Theres this club downtown. 'Wings'. It's an old favorite of mine.	У центрі є клуб Wings. Давно його люблю.
line:972f132f	These washes really make things easier.	Завдяки цим відвідинам мені значно легше.
line:352d1d6f	They cum	Вони кінчають.
line:d78962e8	They cum	Вони кінчають.
line:3200a588	They keep going	Вони продовжують.
line:a31d1a18	They keep going	Вони продовжують.
line:035e5be6	They seem cute!	Схоже, він милий!
line:454172b0	They took it too far.	Вони зайшли надто далеко.
line:d7b49fb8	They were! The stem is my favorite part though.	Він і був смачний! Але гілочки я люблю найбільше.
line:d156a87f	Think that's every spot.	Здається, жодної плямки не лишилося.
line:fa1a1e76	Think that's it.	Здається, усе.
line:3112adad	This drake at the bar... I was stupid. Couldn't shut my mouth.	Один дракон у барі... Я повівся як дурень. Не міг стулити пельку.
line:bfd70320	This feels scandalous	Це здається непристойним.
line:cb437bd0	This is a common practice?	Це поширена практика?
line:831cbfda	This is a job only you can do.	Лише ви здатні з цим упоратися.
line:4944dbda	This is delicious!	Це смакота!
