# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	Salut, gros toutou.
line:fd145efe	Of course. Sorry you're going through all this.	Bien sûr. Je suis désolé que tu traverses tout ça.
line:7305cdbc	Oh cool!	Oh, chouette !
line:eb6ae4c3	Oh cool!	Oh, chouette !
line:77c996e8	Oh damn! You really are adventurous!	Oh putain ! T'as vraiment le goût de l'aventure !
line:3fdb9d01	Oh fcuk something went wrong	Oh merde, quelque chose a mal tourné.
line:9e403ecd	Oh fuck yeah.	Oh putain, ouais.
line:13c39c50	Oh fudge, forget I said that!	Oh, flûte ! Oubliez ce que je viens de dire !
line:e722753e	Oh goodness no..	Oh, ciel, non..
line:55e3dd36	Oh hi! um..	Oh, salut ! Euh...
line:e8ee5747	Oh hi! um..	Oh, salut ! Euh...
line:b90f527f	Oh huh, that's the tiny drake I saw coming in a bit back yeah?	Oh, c'est le petit dragon que j'ai vu entrer l'autre jour, non ?
line:001ab950	Oh I heard good things about that.	Oh, j'en ai entendu du bien.
line:0a4a28c0	Oh I see the button there, gotcha!	Oh, je vois le bouton. Compris !
line:c6b0b1aa	Oh like, swallowing things whole?	Oh, avaler les choses entières ?
line:10254d13	Oh my	Oh là là.
line:39f6c77d	Oh my bad	Oh, pardon.
line:79511a66	Oh my bad	Oh, pardon.
line:8cfbd75d	Oh my bad	Oh, pardon.
line:cb71b2a1	Oh my bad	Oh, pardon.
line:7d13eca0	Oh my- I didn't expect you to be so... hands on	Oh, ciel... Je ne vous savais pas si... entreprenant.
line:c60c65e8	Oh my. I suppose I could use the mount!	Oh, ciel. Je suppose que je pourrais utiliser le chevalet !
line:433cb27e	Oh no! Do you want to talk about it?	Oh non ! Tu veux en parler ?
line:d908622a	Oh no, Conrad. are you okay?	Oh non, Conrad. Ça va ?
line:bf977a7e	Oh okay. I'll go grab it.	Oh, d'accord. Je vais le chercher.
line:7428755b	Oh so it's new for both of us!	Oh, alors c'est nouveau pour nous deux !
line:513bed5a	Oh so it's new to both of us!	Alors c'est nouveau pour nous deux !
line:4bad37a5	Oh that's good. I'm happy he's okay.	Oh, tant mieux. Je suis content qu'il aille bien.
line:7d791906	Oh this is better, but I still feel dirty.	Oh, c'est mieux, mais je me sens encore sale.
line:63926ecd	Oh we're done?	Oh, on a fini ?
line:546d1bf2	Oh wow, you're really covered in it!	Oh là là, vous en êtes vraiment couvert !
line:b2d99a43	Oh wow..	Oh, ouah..
line:e8052272	Oh yeah I liked the first one.	Oh oui, j'ai aimé le premier.
line:a4a26529	Oh yeah, there's this nice place downtown called wings.	Oh oui, il y a un endroit sympa en centre-ville qui s'appelle le Wings.
line:d4d3ecd5	Oh yeah.	Oh ouais.
line:059142a3	Oh Yeah?	Ah oui ?
line:71053a53	Oh Yeah?	Ah oui ?
line:1121309c	Oh yeah?	Ah oui ?
line:2b560f59	Oh yeah?	Ah oui ?
line:2d2820b0	Oh yeah?	Ah oui ?
line:6e82e54c	Oh yeah?	Ah oui ?
line:b9d8a22f	Oh yeah?	Ah oui ?
line:d8ce8566	Oh yeah?	Ah oui ?
line:f103a4a8	Oh yeah?	Ah oui ?
line:4f6344f1	Oh yeah? He sounds like a bit of a hothead.	Ah oui ? Il a l'air un peu sanguin.
line:60cdf456	Oh yeah? The little red drake?	Ah oui ? Le petit dragon rouge ?
line:a9253dd8	Oh yeah? The sky blue drake I've seen around?	Ah oui ? Le dragon bleu ciel que j'ai aperçu dans le coin ?
line:762882b4	Oh yeeeaaah?	Ah ouiii ?
line:5d737ca7	Oh yes	Oh oui.
line:1c90fb6d	Oh you. Gonna make me blush.	Oh, toi. Tu vas me faire rougir.
line:7e3e59aa	Oh!	Oh !
line:3605a48a	Oh! I think I've seen him. The tiny one, yeah?	Oh ! Je crois l'avoir vu. Le tout petit, c'est ça ?
line:3bc15278	Oh! No it wouldn't be. It's fun!	Oh ! Pas du tout. C'est amusant !
line:c95a153d	Oh! nothing. I'll get the gate.	Oh ! Rien. Je vais ouvrir le portail.
line:b6fb6fce	Oh! Okay. I'll get the gate!	Oh ! D'accord. Je vais ouvrir le portail !
line:4d3233a1	Oh! That's cold!	Oh ! C'est froid !
line:403f2ab7	Oh! Then I better let you in. I'll go get the gate.	Oh ! Alors je ferais mieux de vous laisser entrer. Je vais ouvrir.
line:0f2dc134	Oh! Yeah that makes sense...	Oh ! Oui, c'est logique...
line:1270a483	Oh, and I apologize for being absolutely filthy.	Oh, et pardonnez-moi d'être aussi sale.
line:7b5be1f8	Oh, and I've figured it where to go.	Oh, et j'ai trouvé où aller.
line:52fb116d	Oh, and seems I got some on my face. woops.	Oh, on dirait que je m'en suis mis sur la figure. Oups.
line:73a37947	Oh, awesome. I'm a big salmon guy.	Oh, super. Je suis un homme qui adore le saumon.
line:74c9c07b	Oh, like... working class?	Oh, genre... classe ouvrière ?
line:e048566b	Oh, no.	Oh, non.
line:1a9e6537	Oh, no. Ryan is a sweetheart.	Oh non, Ryan est un amour.
line:5f6a124a	Oh, okay. Thanks.	Oh, d'accord. Merci.
line:17716b05	Oh, right. Sorry.	Oh, oui. Pardon.
line:82ba64bf	Oh, sorry-	Oh, pardon...
line:956e5c91	Oh, sorry.	Oh, pardon.
line:54a8bb22	Oh, sure. Come on in.	Oh, bien sûr. Entre.
line:270276eb	Oh, that's my favorite part!	Oh, c'est ma partie préférée !
line:1ff9a04c	Oh, the crest around my head?	Oh, l'emblème autour de ma tête ?
line:ffed6d04	Oh, wonderful. Seem's we're similar.	Oh, merveilleux. On est un peu pareils, alors.
line:30e6b801	Oh, yeah!	Oh, oui !
line:bedeee82	Oh- Eager!	Oh, quel enthousiasme !
line:38b3c8c1	Oh- I mean. I'll go open the gate!	Oh... Je veux dire, je vais ouvrir le portail !
line:714c180e	Oh- I'm glad!	Oh, tant mieux !
line:ccf87ea9	Oh- I'm not too interested in using that right now.	Oh... Je n'ai pas trop envie d'utiliser ça pour l'instant.
line:963981e4	Oh- I'm sorry for making a mess...	Oh... Pardon d'en avoir mis partout...
line:8e407c6e	Oh- Not just the wash.	Oh... Pas seulement pour le bain.
line:ad31ec4c	Oh- Not just the wash.	Oh... Pas seulement pour le bain.
line:6866c2c9	Oh- Right now? 'aight I'm down.	Oh, maintenant ? D'accord, je suis partant.
line:9a6dca4b	Oh- Ya. On it.	Oh, oui. J'y vais.
line:3b6d644d	Oh.	Oh.
line:4399096b	Oh.	Oh.
line:8441bf7b	Oh.	Oh.
line:87233429	Oh.	Oh.
line:e90fee8e	Oh.	Oh.
line:ebd9b4d3	Oh.	Oh.
line:8a79f72c	Oh. And one other thing.	Oh. Et autre chose.
line:e8289be5	Oh. good.	Oh, tant mieux.
line:5442e228	Oh. Okay I'll go get the gate.	Oh. D'accord, je vais ouvrir le portail.
line:0da15c85	Oh. Okay.	Oh. D'accord.
line:73f7f13d	OH. RIGHT.	OH. C'EST VRAI.
line:c35890c8	Oh. That's... Wonderful!	Oh. C'est... merveilleux !
line:0ce8d5aa	Oh. Then yeah, we're open.	Oh. Alors oui, c'est ouvert.
line:52ed140c	Oh. Uhm. <size=70%>Good.	Oh. Euh. <size=70%>Bien.
line:780d0993	Oh. yeah. Sorry.	Oh. Oui. Pardon.
line:7f5113d5	OH. You're not used to eating them whole.	OH. Tu n'as pas l'habitude de les manger entiers.
line:45bc649d	Oh...	Oh...
line:0a093816	Oh... hah. I like that.	Oh... Ha. J'aime bien.
line:f885f11d	Oh... I suppose this is alright~	Oh... Je suppose que cela me convient~
line:7cd85c8e	Oh... I'm so sorry.	Oh... Je suis vraiment désolé.
line:8cc1aa72	Oh... yeah we don't have one.	Oh... Oui, on n'en a pas.
line:f16d7940	Oh... Yeah, tinier dragons tend to... Compensate.	Oh... Oui, les petits dragons ont tendance à... compenser.
line:1d491283	Oh?	Oh ?
line:21c46e75	Oh?	Oh ?
line:fd8d786a	Oh?	Oh ?
line:0ce8d3c2	ohmygod I thought the egg was decorative.	Oh là là, je croyais que l'œuf était décoratif.
line:d9b26374	Ok I can do that	D'accord, je peux faire ça.
line:1777121d	Ok I got this..	D'accord, je gère..
line:f3af3ce8	Ok just tell me if you get uncomfortable or anything.	D'accord, dis-moi si tu es mal à l'aise ou quoi que ce soit.
line:6c3a98cc	Ok lets wash it off for our date tonight then.	Bon, on va nettoyer ça pour notre rendez-vous de ce soir.
line:7a54a1e1	Okay	D'accord.
line:f64a5b30	Okay	D'accord.
line:249500dc	Okay!	D'accord !
line:a327b5f9	Okay!	D'accord !
line:ccaabca3	Okay!	D'accord !
line:82d0ea81	Okay! I'll be back later then.	D'accord ! Je repasserai alors.
line:3deb5f55	Okay! I'll go get the gate for you.	D'accord ! Je vais t'ouvrir le portail.
line:9c3d6cb7	Okay! I'll see you soon.	D'accord ! À bientôt.
line:72e0348e	Okay, bye!	D'accord, salut !
line:255362b9	Okay, Conrad.	D'accord, Conrad.
line:0d16ab28	Okay, I'll be waiting. Thanks.	D'accord, j'attends ici. Merci.
line:155d1c64	Okay, I'll open the gate!	D'accord, je vais ouvrir le portail !
line:886f5df2	Okay, I'll see you later!	D'accord, à bientôt !
line:585d6a08	Okay, thank you.	D'accord, merci.
line:c298bc55	Okay, thank you.	D'accord, merci.
line:6acf71a3	Okay, thanks.	D'accord, merci.
line:8ed5a204	Okay- okay. I'll go get the gate.	D'accord, d'accord. Je vais ouvrir le portail.
line:10b9a653	Okay- Thanks.	D'accord. Merci.
line:00a81c16	Okay. I hope you're doing alright though.	D'accord. J'espère quand même que tu tiens le coup.
line:118a51bb	Okay. I should probably get out of your scales.	Bon. Je devrais te laisser tranquille.
line:a62e8112	Okay. I'll open up shop. Give me a sec.	D'accord. Je vais ouvrir. Laissez-moi une seconde.
line:9d434af5	Okay. I'll order a mount.	D'accord. Je vais commander un chevalet.
line:2f3b06de	Okay. Then I think I'd like to try.	D'accord. Alors je crois que j'aimerais essayer.
line:54ad4706	Okay...	D'accord...
line:28311fbb	Omg you're hurt!	Oh non, tu es blessé !
line:8b3abbf7	On it!	Je m'en occupe !
line:42e3eba2	Once I'm cleaned up I'm gonna head out and get our spot ready.	Une fois propre, je vais aller préparer notre coin.
line:1d4b8a1c	One thing led to another...	Et de fil en aiguille...
line:c70bea2d	Only been cleaning for a few weeks now!	Ça ne fait que quelques semaines que je fais ça !
line:5188bd4a	Only If that's alright-	Seulement si cela vous convient...
line:01505282	Only realized how much of a mess I made after Max yelled at me, haha.	Je n'ai compris l'ampleur des dégâts que quand Max m'a crié dessus, haha.
line:828eed25	Oof... Needed that. Thank you.	Pfiou... J'en avais besoin. Merci.
line:2d40c69a	Oooh, alrighty.	Oooh, d'accord.
line:99ff9e7f	Ooooh must be a big deal then.	Oooh, tu dois vraiment être quelqu'un, alors.
line:e8ad4791	Ooooh.	Ooooh.
line:64bfd62a	Oops, my bad.	Oups, c'est ma faute.
line:0fa31c40	Our first meeting went great though!	Notre première rencontre s'est super bien passée, en tout cas !
line:77cebc41	People tell me I've got a fat cock, is that true?	On me dit que j'ai une grosse queue. C'est vrai ?
line:80de6c63	Perfectly clean again. Thank you for taking me in at this hour.	De nouveau parfaitement propre. Merci de m'avoir accueilli à cette heure-ci.
line:f212528b	Phew! I had an accident that needs to be taken care of... discretely.	Ouf ! J'ai eu un accident dont il faut s'occuper... discrètement.
line:b3c35166	Phew, I was worried I'd make another mess of things.	Ouf, j'avais peur de faire encore un désastre.
line:314c3d8a	physically or emotionally?	Physiquement ou moralement ?
line:156e0b50	Picnic bathket-	Un panier de pique-nique...
line:0d9de1a1	player hooked up with conrad	Le joueur est avec Conrad.
line:2cf1c95e	player hooked up with conrad	Le joueur est avec Conrad.
line:c2529648	player hooked up with conrad	Le joueur est avec Conrad.
line:f7fd34b2	player hooked up with conrad	Le joueur est avec Conrad.
line:66e08b22	player hooked up with ryan	Le joueur est avec Ryan.
line:78039fd1	player hooked up with ryan	Le joueur est avec Ryan.
line:96a0c0c7	player hooked up with ryan	Le joueur est avec Ryan.
line:9bade6d6	player hooked up with ryan	Le joueur est avec Ryan.
line:0ddcd600	Please scrub Igwix off my back would you?	Pourriez-vous me débarrasser d'Igwix, sur mon dos ?
line:0632acbf	Plus they feel really nice.	Et puis, ils sont tellement agréables.
line:c7b8ba3d	Possibly...?	Peut-être... ?
line:637629a8	Pretty sure I can digest anything.	Je suis presque sûr de pouvoir tout digérer.
line:65a41bc5	Pretty sure I'm all clean!	Je crois que je suis tout propre !
line:3750bbf0	Pretty sure that was everything.	Je crois que c'était tout.
line:960707b0	Primarily alchemy. Occasionally world history.	Principalement l'alchimie. Parfois, l'histoire du monde.
line:1475f95c	Professor Igwyx- My colleague who self-immolated earlier.	Le professeur Igwyx, mon collègue qui s'était embrasé.
line:26e9d692	Professor, but yes. You have.	Professeur d'université, mais oui. Vous m'avez appris quelque chose.
line:af0c15fd	Professor- But, yes. I usually don't go to public washes.	Professeur d'université. Mais oui. Je ne fréquente pas souvent les bains publics.
line:962abe27	Project Scale mary	Project Scale mary
line:e5d47feb	prole- <i><size=70%>wuh?	Prolé... <i><size=70%>Hein ?
line:c7b73162	Psst..!	Psst... !
line:9addfb4a	Ready!	Prêt !
line:875b5372	Really damn good!	Vraiment génial, putain !
line:9e9f3e75	Really damn good!	Vraiment génial, putain !
line:9364911d	Really looking forward to finding new people.	J'ai vraiment hâte de rencontrer de nouvelles personnes.
line:8b0b222c	Really sets the mood.	Ça met vraiment dans l'ambiance.
line:4010d36d	Really well honestly.	Vraiment bien, pour être honnête.
line:cfcb40c7	Really?	Vraiment ?
line:0ec807a4	Really? Aw, That's really sweet.	Vraiment ? Oh, c'est adorable.
line:630fed1b	Remove this barrier at once so I may enter.	Retirez immédiatement cette barrière afin que je puisse entrer.
line:65deb150	Right after this wash!	Juste après ce bain !
line:0caa6657	Right, I'll get that for you ASAP.	Oui, je t'ouvre tout de suite.
line:1271b80c	Right.	Bien.
line:3ede5541	Right.	Bien.
line:6a2e4e0d	Right. I'll get to it.	Bien. Je m'y mets.
line:29daeb62	Right. Phoenix feather. Obviously.	Bien sûr. Une plume de phénix. Évidemment.
line:51d1b41e	Ryan is a sweetheart	Ryan est un amour.
line:202fce0c	RYAN THE BONE!	RYAN, L'OS !
line:93bd9a2b	Ryan!	Ryan !
line:9b7e09b8	Ryan!	Ryan !
line:b76f49cd	Ryan!	Ryan !
line:1fa0fbbe	Ryan! I met him.	Ryan ! Je l'ai rencontré.
line:f0427bb9	Ryan! this is so sweet.	Ryan ! C'est adorable.
line:92829935	Ryan's such a nice dragon.	Ryan est tellement gentil.
line:13ca0a74	Ryan, you're not supposed to eat the stems-	Ryan, les tiges ne se mangent pas...
line:7a01d265	Ryan: I guess it is pretty exciting	Ryan: C'est vrai que c'est assez excitant.
line:e1526934	Ryan: I like that a lot	Ryan: J'aime beaucoup ça.
line:a430a2ff	Ryan: I think I am close too..	Ryan: Je crois que je suis proche aussi..
line:77626e43	Ryan: I would say it is going great	Ryan: Je dirais que ça se passe très bien.
line:f5f5b815	Ryan: I've never done this outside before	Ryan: Je n'ai jamais fait ça dehors.
line:6dd86b71	Ryan: This was nice	Ryan: C'était agréable.
line:41b9659f	Ryan: Wow.. Your stature is really the only thing small about you.	Ryan: Ouah... Il n'y a vraiment que ta taille qui soit petite.
line:aad89688	Ryan: Yea definitely. Worried about me?	Ryan: Oui, vraiment. Tu t'inquiètes pour moi ?
line:ce6d6d7f	Ryan? you sure everything is okay...?	Ryan ? Tu es sûr que tout va bien... ?
line:1d3b255b	Save your mood setting for tonight!	Garde tes talents pour mettre l'ambiance pour ce soir !
line:3ed6ab5d	Say do you remember the name of the college I work at?	Dites, vous souvenez-vous du nom de l'établissement où je travaille ?
line:a05a7804	Say...	Dites-moi...
line:82d7b5e4	Says who?	Qui a dit ça ?
line:6c193ba9	Scales different today? <size=70%><i>is that a thing...? </i><size=100%>You look good today.	Écailles, aujourd'hui ? <size=70%><i>Ça se fait, ça... ? </i><size=100%>T'es beau aujourd'hui.
line:426f40ff	See you again soon, yeah?	On se revoit bientôt, d'accord ?
line:3112d78d	See you soon.	À bientôt.
line:8072b186	See you tonight.	À ce soir.
line:0d3b23da	Sheesh.	Eh ben.
line:48435b12	Shh! I'm not from around here...	Chut ! Je ne suis pas d'ici...
line:0f86dbf6	So am I!	Moi aussi !
line:3063100e	So am I.	Moi aussi.
line:a241eec6	So far so good though, yeah?	Pour l'instant, ça va plutôt bien, non ?
line:813c6dd4	So is this like... our first date?	Alors, c'est... notre premier rendez-vous ?
line:9b10d450	So this Conrad guy, seems like you like him?	Alors, ce Conrad, il a l'air de te plaire ?
line:0c5dcd3c	So uh, gate?	Alors, euh... Le portail ?
line:84d8a935	So uh, mind opening the gate?	Alors, euh, tu peux ouvrir le portail ?
line:7da41ecd	So uhh, let me know if you need me to move.	Alors, euh, dis-moi si tu as besoin que je bouge.
line:3a469ae4	So yeah, I had a mishap..	Alors, j'ai eu un petit accident..
line:a6d6bf76	So you and Ryan huh?	Alors, toi et Ryan, hein ?
line:31fa3bdf	So you came in just to...	Alors tu es venu juste pour...
line:5f64c352	So you're a certified dragon washer huh?	Alors comme ça, tu as un diplôme pour laver les dragons ?
line:c9e7bb1e	So you're a certified dragon washer huh?	Alors comme ça, tu as un diplôme pour laver les dragons ?
line:aedb6a51	So, coming in for a wash?	Alors, tu viens pour un bain ?
line:1c856f1c	So, how was your date?	Alors, comment s'est passé votre rendez-vous ?
line:3cda84e6	So, tell me more about conrad!	Alors, parle-moi un peu plus de Conrad !
line:c10d9415	So, thanks on his behalf for caring.	Alors, de sa part, merci d'avoir été là pour lui.
line:e6aa9d20	So, with... relationships.	Alors, pour ce qui est... des couples.
line:a99c5c88	So. How about a date?	Alors. Ça te dirait, un rendez-vous ?
line:c2f44537	So. My girlfriend was home before me. she's a work-from-home dragon.	Alors. Ma copine était rentrée avant moi. Elle travaille de chez elle.
line:d9652dff	So. Our date tonight...	Alors. Notre rendez-vous de ce soir...
line:b983f922	So. Tonight.	Alors. Ce soir.
line:28c51dbf	So... A date. I think I'd like to go on one soon!	Alors... Un rendez-vous. J'aimerais bien qu'on en ait un bientôt !
line:7c56b2d8	So... I was thinking about my relationships.	Alors... Je réfléchissais à mes relations.
line:5a5e7f21	So<size=90%>o<size=80%>o<size=70%>o<size=60%>o... <size=100%>I 'aint dirty. But I am <i>~dirty~</i> y'know?	Alo<size=90%>o<size=80%>o<size=70%>o<size=60%>ors... <size=100%>J'ai rien de sale. À part mes <i>~pensées~</i>, tu vois ?
line:8a35fb7b	So<size=90%>o<size=80%>o<size=70%>o<size=60%>o... <size=100%>Was wonderin'	Alo<size=90%>o<size=80%>o<size=70%>o<size=60%>ors... <size=100%>Je me demandais...
line:5230bdfd	Soap, then rinse!	On savonne, puis on rince !
line:c374e532	Somehow that feels more honest than anything anyone else says.	Curieusement, cela me semble plus sincère que tout ce que disent les autres.
line:2898f680	Something happened last night	Il s'est passé quelque chose hier soir.
line:4dac3d2b	Something went wrong with flags!	Un problème est survenu avec les variables de scénario !
line:61c7f2d6	Something went wrong with flags!	Un problème est survenu avec les variables de scénario !
line:6d5ba814	Something went wrong with flags!	Un problème est survenu avec les variables de scénario !
line:8f64adc0	Something went wrong with flags!	Un problème est survenu avec les variables de scénario !
line:19cedc30	Sooo. You gonna jerk me off?	Alooors. Tu vas me branler ?
line:1646ece2	Sorry for coming in late. My sleeps borked.	Désolé de venir tard. Mon sommeil est complètement déréglé.
line:b2b32876	Sorry I'm bad at flirting. Could you get the gate?	Désolé, je suis nul pour draguer. Tu peux ouvrir ?
line:13ba93ef	sorry!	Désolé !
line:e2f9c70c	Sorry, I meant to say I enjoy your wash.	Pardon, je voulais dire que j'apprécie votre établissement.
line:78ca8d95	Sorry...	Désolé...
line:4af15fc3	Sounds good to me!	Ça me va !
line:8c6e66f3	Sounds good!	Ça marche !
line:1ef36cb0	Sounds like a date then!	Alors, c'est un rendez-vous !
line:d71ba53e	Sounds like a date then!	Alors, c'est un rendez-vous !
line:5fc277a9	Sounds like a date then! Seafood then we play it by ear.	Alors, on a rendez-vous ! Un resto de la mer, puis on improvise.
line:0e643191	Sounds like a date then, I'm excited.	Alors, on a rendez-vous. J'ai hâte.
line:c4642c9c	Sounds like a date then. I'm excited.	Alors, on a rendez-vous. J'ai hâte.
line:ffc401d1	Sounds like a plan.	Marché conclu.
line:c4dd137b	Sounds like it was good then.	On dirait que c'était bien, alors.
line:7b6c47bd	Sounds like it.	On dirait bien.
line:5c51654f	Sounds nice.	Ça me plaît.
line:3a23b81f	Sounds really cool.	Ça a l'air vraiment chouette.
line:1dbf50b3	Sure	Bien sûr.
line:c14ceb34	Sure is!	Tout à fait !
line:de7cd73a	Sure it is. Thanks to Conrad for having me get it.	Bien sûr. Merci à Conrad de m'avoir poussé à l'acheter.
line:05c673e7	Sure!	Bien sûr !
line:52542beb	Sure!	Bien sûr !
line:67f14802	Sure!	Bien sûr !
line:a2dc4ac0	Sure! I'll go get the gate.	Bien sûr ! Je vais ouvrir le portail.
line:dbb68858	Sure! I'll go get the gate.	Bien sûr ! Je vais ouvrir le portail.
line:601e1b38	Sure! I'm excited to tell you about Conrad.	Bien sûr ! J'ai hâte de te parler de Conrad.
line:7b5c9d8c	Sure, but he needed someone who cared in that moment.	Oui, mais à ce moment-là, il avait besoin que quelqu'un se soucie de lui.
line:709a9a57	Sure.	Bien sûr.
line:4af4703c	Tasted real good though!	Mais il était très bon !
line:048fe71b	TELL ME ABOUT YOU AND CONRAD!	RACONTE-MOI POUR TOI ET CONRAD !
line:2b84f2eb	Test line 1	Ligne de test 1
line:7a22b4d3	Test line 10	Ligne de test 10
line:ec12b3a4	Test line 11	Ligne de test 11
line:4f87d73a	Test line 12	Ligne de test 12
line:d9b7d04d	Test line 13	Ligne de test 13
line:63e6d9d4	Test line 14	Ligne de test 14
line:f5d6dea3	Test line 15	Ligne de test 15
line:64cb6133	Test line 16	Ligne de test 16
line:f2fb6644	Test line 17	Ligne de test 17
line:1772a124	Test line 18	Ligne de test 18
line:88119675	Test line 2	Ligne de test 2
line:1e219102	Test line 3	Ligne de test 3
line:a470989b	Test line 4	Ligne de test 4
line:32409fec	Test line 5	Ligne de test 5
line:a35d207c	Test line 6	Ligne de test 6
line:356d270b	Test line 7	Ligne de test 7
line:5643ba3d	Test line 8	Ligne de test 8
line:c073bd4a	Test line 9	Ligne de test 9
line:394db643	Thank the stars you're open.	Merci aux étoiles, vous êtes ouvert.
line:f1946aab	Thank you for cleaning me!!	Merci de m'avoir nettoyé !!
line:75b5b084	Thank you for getting me and Ryan in contact.	Merci de nous avoir mis en contact, Ryan et moi.
line:189d999e	Thank you for listening.	Merci de m'avoir écouté.
line:3398aea2	Thank you for that.	Merci pour cela.
line:875f0961	Thank you for the clean!	Merci de m'avoir nettoyé !
line:acb8a5aa	Thank you for the quick clean!	Merci pour ce bain rapide !
line:8512365e	Thank you!	Merci beaucoup !
line:bbca8a46	Thank you!	Merci beaucoup !
line:e449156d	Thank you!	Je vous remercie !
line:bb4e1dc1	Thank you, Ryan. I'm happy I got to meet you too	Merci, Ryan. Moi aussi, je suis content de t'avoir rencontré.
line:3b568c14	Thank you.	Je vous remercie.
line:6b245989	Thank you.	Merci.
line:836d1b13	Thank you.	Je vous remercie.
line:d60f2dc0	Thank you.	Je vous remercie.
line:035a0830	Thank you. I'd really appreciate it	Merci. Ça me ferait vraiment plaisir.
line:f3e7a8fe	Thank you. Look good feel good!	Merci. Quand on se sent beau, on se sent bien !
line:d2d97c90	Thank you. You make this a whole lot easier to go through.	Merci. Grâce à toi, tout ça est beaucoup plus facile à traverser.
line:3027bcf7	Thanks for asking. It's enjoyable to be asked personal questions.	Merci de vos questions. Il est agréable qu'on me pose des questions personnelles.
line:aaf3066d	Thanks for cleaning me!	Merci de m'avoir lavé !
line:8150e2a2	Thanks for helping me out.	Merci de m'avoir aidé.
line:a2217280	Thanks for helping me out.	Merci de m'avoir aidé.
line:7db0baf0	Thanks for introducing me to him.	Merci de me l'avoir présenté.
line:c6cee89f	Thanks for letting me in so late.	Merci de m'avoir laissé entrer si tard.
line:079b3782	Thanks for sharing food with me, You're a great friend.	Merci d'avoir partagé ce repas avec moi. Tu es un ami formidable.
line:85f901b0	Thanks for sharing food with me...	Merci d'avoir partagé ce repas avec moi...
line:a39fd5a9	Thanks for that. Felt pretty damn good.	Merci pour ça. Ça faisait un bien fou.
line:505e150f	Thanks for the clean.	Merci pour le bain.
line:a40e531c	Thanks for the food! I'll go get the gate.	Merci pour le repas ! Je vais ouvrir le portail.
line:f1692a96	Thanks for the suggestion!	Merci pour l'idée !
line:81ebbec0	Thanks for the wash so late in the night.	Merci pour le bain à une heure pareille.
line:a9df4c5e	Thanks I'll be waiting!	Merci, j'attends ici !
line:f73a3fc7	Thanks mate, see you tomorrow then.	Merci, mon pote. À demain.
line:30f1f583	Thanks!	Merci !
line:3484ab9d	Thanks!	Merci !
line:44701902	Thanks!	Merci !
line:4d868f2f	Thanks!	Merci !
line:70190774	Thanks!	Merci !
line:8b8f57c4	Thanks!	Merci !
line:ab5b2574	Thanks!	Merci !
line:b588bf4c	Thanks!	Merci !
line:bc5d790a	Thanks!	Merci !
line:c07a9171	Thanks!	Merci !
line:e7e57d9c	Thanks!	Merci !
line:fa293cde	Thanks! Whats with all the... Gloop?	Merci ! C'est quoi, toute cette... mélasse ?
line:e1609903	Thanks, but I'll be better. I promise.	Merci, mais je vais faire mieux. Promis.
line:02cbdc87	Thanks, I'm excited too.	Merci, moi aussi, j'ai hâte.
line:37c9d915	Thanks, You're pleasant too!	Merci, vous aussi, vous êtes agréable !
line:cb847372	Thanks, You're pleasant too!	Merci, vous aussi, vous êtes agréable !
line:188d4359	Thanks.	Merci.
line:316bb26e	Thanks.	Merci.
line:34ec4db7	Thanks.	Merci.
line:5183a6f2	Thanks.	Merci.
line:c642cb17	Thanks.	Merci.
line:cf716777	Thanks.	Merci.
line:e00c6df5	Thanks.	Merci.
line:e521db76	Thanks.	Merci.
line:f62e1c4f	Thanks.	Merci.
line:fbba1293	Thanks.	Merci.
line:8bfa88d7	Thanks. I like being around you too.	Merci. Moi aussi, j'aime bien être avec toi.
line:df0a8598	Thanks. I'm always happy to be here.	Merci. Je suis toujours content de venir.
line:084e3cbc	Thanks. See you soon.	Merci. À bientôt.
line:71d57aeb	Thanks. That's kind of you to say.	Merci. C'est gentil de votre part.
line:a1f9de62	Thanks. That's kind of you to say.	Merci. C'est gentil de votre part.
line:9a9a6120	Thankth!	Merchi !
line:e721d512	That brings me to my next question...	Ce qui m'amène à ma question suivante...
line:215a2d34	That felt <i>good</i>.	Ça faisait du <i>bien</i>.
line:89150715	That is rather kind of you to say.	C'est très aimable à vous de dire cela.
line:a57409fb	That is the source of my worry...	Voilà ce qui m'inquiète...
line:ad261b84	That just makes it harder!	Ça rend les choses encore plus difficiles !
line:7111d265	That makes me feel a lot more sure of myself then.	Cela me donne bien plus d'assurance.
line:3fac5bff	That makes me feel good to hear.	Ça fait du bien d'entendre ça.
line:1c49f05b	That makes me happy to hear.	Ça me fait plaisir d'entendre ça.
line:a8b70da7	That must mean it is! I'm glad.	Ça doit vouloir dire que non ! Tant mieux.
line:5738ea38	That nice to hear... But, I mean being taken care of more... Primally?	Cela fait plaisir à entendre... Mais je veux dire de façon plus... instinctive ?
line:8f598864	That one was almost too big-	Celle-là était presque trop grosse...
line:5960dcbb	That should be all though, could you go get the gate?	Bon, ça devrait être tout. Tu peux ouvrir le portail ?
line:116f0e16	That should be every spot.	Il ne devrait plus rester de tache.
line:90444b09	That sounds like an over-reaction on her part.	On dirait qu'elle a réagi de façon excessive.
line:f07c9e39	That sounds like an over-reaction on her part.	On dirait qu'elle a réagi de façon excessive.
line:c78cf81f	That sounds lovely!	Ça a l'air merveilleux !
