# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	Hey, großer Hund.
line:54faa7c0	No, I don't think I do.	Nein, ich glaube nicht.
line:38419d8b	No, it's not. No more excuses.	Nein, ist es nicht. Schluss mit den Ausreden.
line:cd9b2a8f	No, thank you. I'm... Really excited.	Nein, ich danke dir. Ich bin... richtig aufgeregt.
line:1af1ad05	No, we don't offer things like that here.	Nein, solche Dienste bieten wir nicht an.
line:cb7e94e5	no.	Nein.
line:6128a09c	No. A lime that is yellow.	Nein. Eine Limette, die gelb ist.
line:de25dacd	No. I'm not. Do you have a medkit or not?	Nein, tut's nicht. Hast du einen Verbandskasten oder nicht?
line:1cc64bcf	No.. No it's fine... thank you.	Nein... Nein, schon gut... Danke.
line:525f5744	Nope	Nö.
line:fbd2c3e7	Nope.	Nö.
line:5406ba8e	Normally I'd say yes to a mount. But, not right now.	Normalerweise wäre ich beim Bock sofort dabei. Aber jetzt nicht.
line:ab92da6a	Not anymore at least!	Zumindest jetzt nicht mehr!
line:0cfcd179	Not for a date though.	Aber nicht für ein Date.
line:d1b90e2c	Not sure yet.	Noch nicht sicher.
line:e9643b5d	Not yet.	Noch nicht.
line:326cc84d	Not yet. a little longer.	Noch nicht. Ein bisschen länger.
line:56a729f6	Nothing more attractive than a man who can improve!	Nichts ist attraktiver als ein Mann, der an sich arbeitet!
line:b5dabf9f	Nothing more attractive than a man who can improve!	Nichts ist attraktiver als ein Mann, der an sich arbeitet!
line:8a321997	Now I'm eyeballing the mount...	Jetzt habe ich den Bock im Auge...
line:5e0a6d7a	Now I'm out here, agh!	Und jetzt stehe ich hier draußen, ach!
line:564a9606	Now they'll never need to know!	Jetzt brauchen sie nie davon zu erfahren!
line:d66b7986	Now!	Und jetzt!
line:63596bb3	Now, do you have a medkit or not?	Hast du jetzt einen Verbandskasten oder nicht?
line:eefc4e9f	Now, lemme in! I want to try that thing out!	Dann lass mich rein! Ich will das Ding ausprobieren!
line:0554966a	Now, more food?	Und jetzt, noch etwas essen?
line:3fb3f8d4	Now, round two!	Jetzt kommt Runde zwei!
line:12e6043e	Now... Food?	Also... Essen?
line:5f8b2de4	oah. <size=70%>okay.	Oh. <size=70%>Okay.
line:13223129	Of course	Natürlich.
line:283e56d8	Of course I am! I know I'm very...	Klar bin ich das! Ich weiß schließlich, dass ich total...
line:5788e15c	Of course I do. I'm a <i>professional</i>.	Natürlich. Ich bin schließlich <i>Profi</i>.
line:0b226939	Of course it is!	Natürlich ist es das!
line:f21dd9d4	Of course it is!	Natürlich ist es das!
line:642255fc	Of course!	Natürlich!
line:76f8c20c	Of course!	Natürlich!
line:877aced7	Of course!	Natürlich!
line:d2401e75	Of course!	Natürlich!
line:f9eb2b4a	Of course! Right this way!	Natürlich! Hier entlang!
line:0d20d327	Of course! Thank you for the food.	Natürlich! Danke für das Essen.
line:4da976f5	Of course! You run a fine establishment.	Natürlich! Sie führen ein ausgezeichnetes Etablissement.
line:b629bcf2	Of course! You're wonderful.	Natürlich! Sie sind wunderbar.
line:b6c96475	Of course, you run a fine establishment.	Natürlich, Ihr Etablissement ist ausgezeichnet.
line:dd082478	Of course.	Aber natürlich.
line:203cc3d2	Of course. One moment!	Natürlich. Einen Augenblick!
line:fd145efe	Of course. Sorry you're going through all this.	Natürlich. Tut mir leid, dass du das durchmachen musst.
line:7305cdbc	Oh cool!	Oh, klasse!
line:eb6ae4c3	Oh cool!	Oh, klasse!
line:77c996e8	Oh damn! You really are adventurous!	Verdammt! Du bist ja echt abenteuerlustig!
line:3fdb9d01	Oh fcuk something went wrong	Oh Scheiße, da ist was schiefgelaufen.
line:9e403ecd	Oh fuck yeah.	Oh, fuck, ja.
line:13c39c50	Oh fudge, forget I said that!	Ach, verflixt! Vergessen Sie, dass ich das gesagt habe!
line:e722753e	Oh goodness no..	Oh, gütiger Himmel, nein..
line:55e3dd36	Oh hi! um..	Oh, hi! Ähm...
line:e8ee5747	Oh hi! um..	Oh, hi! Ähm...
line:b90f527f	Oh huh, that's the tiny drake I saw coming in a bit back yeah?	Ach, das ist der kleine Drache, den ich neulich reinkommen sah?
line:001ab950	Oh I heard good things about that.	Oh, davon habe ich Gutes gehört.
line:0a4a28c0	Oh I see the button there, gotcha!	Oh, da ist der Knopf. Alles klar!
line:c6b0b1aa	Oh like, swallowing things whole?	Ach, dass ich Sachen im Ganzen schlucke?
line:10254d13	Oh my	Meine Güte.
line:39f6c77d	Oh my bad	Oh, mein Fehler.
line:79511a66	Oh my bad	Oh, mein Fehler.
line:8cfbd75d	Oh my bad	Oh, mein Fehler.
line:cb71b2a1	Oh my bad	Oh, mein Fehler.
line:7d13eca0	Oh my- I didn't expect you to be so... hands on	Oh je... Ich hätte nicht gedacht, dass Sie so... handfest zur Sache gehen.
line:c60c65e8	Oh my. I suppose I could use the mount!	Oh je. Dann könnte ich wohl den Bock benutzen!
line:433cb27e	Oh no! Do you want to talk about it?	Oh nein! Möchtest du darüber reden?
line:d908622a	Oh no, Conrad. are you okay?	Oh nein, Conrad. Geht's dir gut?
line:bf977a7e	Oh okay. I'll go grab it.	Oh, okay. Ich hole ihn.
line:7428755b	Oh so it's new for both of us!	Oh, dann ist es für uns beide neu!
line:513bed5a	Oh so it's new to both of us!	Dann ist das für uns beide neu!
line:4bad37a5	Oh that's good. I'm happy he's okay.	Oh, gut. Ich freue mich, dass er wohlauf ist.
line:7d791906	Oh this is better, but I still feel dirty.	So ist es besser, aber ich fühle mich noch schmutzig.
line:63926ecd	Oh we're done?	Oh, sind wir fertig?
line:546d1bf2	Oh wow, you're really covered in it!	Oh wow, Sie sind wirklich überall voll damit!
line:b2d99a43	Oh wow..	Oh, wow..
line:e8052272	Oh yeah I liked the first one.	Ach ja, den ersten mochte ich.
line:a4a26529	Oh yeah, there's this nice place downtown called wings.	Ach ja, in der Innenstadt gibt es einen netten Laden namens Wings.
line:d4d3ecd5	Oh yeah.	Ach ja.
line:059142a3	Oh Yeah?	Ach, ja?
line:71053a53	Oh Yeah?	Ach, ja?
line:1121309c	Oh yeah?	Ach ja?
line:2b560f59	Oh yeah?	Ach ja?
line:2d2820b0	Oh yeah?	Ach ja?
line:6e82e54c	Oh yeah?	Ach ja?
line:b9d8a22f	Oh yeah?	Ach ja?
line:d8ce8566	Oh yeah?	Ach ja?
line:f103a4a8	Oh yeah?	Ach ja?
line:4f6344f1	Oh yeah? He sounds like a bit of a hothead.	Ach ja? Klingt nach einem kleinen Hitzkopf.
line:60cdf456	Oh yeah? The little red drake?	Ach ja? Mit dem kleinen roten Drachen?
line:a9253dd8	Oh yeah? The sky blue drake I've seen around?	Ach ja? Mit dem himmelblauen Drachen, den ich hier gesehen habe?
line:762882b4	Oh yeeeaaah?	Aaaach ja?
line:5d737ca7	Oh yes	Oh ja.
line:1c90fb6d	Oh you. Gonna make me blush.	Ach du. Da werde ich noch rot.
line:7e3e59aa	Oh!	Oh!
line:3605a48a	Oh! I think I've seen him. The tiny one, yeah?	Oh! Den habe ich wohl schon gesehen. Den winzigen, oder?
line:3bc15278	Oh! No it wouldn't be. It's fun!	Oh! Nein, gar nicht. Das macht Spaß!
line:c95a153d	Oh! nothing. I'll get the gate.	Oh! Nichts. Ich öffne das Tor.
line:b6fb6fce	Oh! Okay. I'll get the gate!	Oh! Okay, ich mache auf!
line:4d3233a1	Oh! That's cold!	Oh! Das ist kalt!
line:403f2ab7	Oh! Then I better let you in. I'll go get the gate.	Oh! Dann lasse ich Sie lieber rein. Ich öffne das Tor.
line:0f2dc134	Oh! Yeah that makes sense...	Oh! Ja, das ergibt Sinn...
line:1270a483	Oh, and I apologize for being absolutely filthy.	Und verzeihen Sie bitte meinen ausgesprochen schmutzigen Zustand.
line:7b5be1f8	Oh, and I've figured it where to go.	Oh, ich weiß jetzt auch, wohin wir gehen.
line:52fb116d	Oh, and seems I got some on my face. woops.	Oh, anscheinend hängt mir was im Gesicht. Ups.
line:73a37947	Oh, awesome. I'm a big salmon guy.	Oh, super. Ich bin so ein richtiger Lachs-Typ.
line:74c9c07b	Oh, like... working class?	Ach, so wie... Arbeiterklasse?
line:e048566b	Oh, no.	Oh, nein.
line:1a9e6537	Oh, no. Ryan is a sweetheart.	Ach was. Ryan ist ein Schatz.
line:5f6a124a	Oh, okay. Thanks.	Ach so. Okay, danke.
line:17716b05	Oh, right. Sorry.	Ach ja. Entschuldige.
line:82ba64bf	Oh, sorry-	Oh, entschuldige...
line:956e5c91	Oh, sorry.	Oh, entschuldige.
line:54a8bb22	Oh, sure. Come on in.	Klar, komm rein.
line:270276eb	Oh, that's my favorite part!	Oh, das ist mein Lieblingsstück!
line:1ff9a04c	Oh, the crest around my head?	Oh, das Wappen um meinen Kopf?
line:ffed6d04	Oh, wonderful. Seem's we're similar.	Oh, wunderbar. Da geht's uns wohl ähnlich.
line:30e6b801	Oh, yeah!	Oh, ja!
line:bedeee82	Oh- Eager!	Oh, da ist jemand neugierig!
line:38b3c8c1	Oh- I mean. I'll go open the gate!	Oh! Ich meine, ich mache das Tor auf!
line:714c180e	Oh- I'm glad!	Oh, das freut mich!
line:ccf87ea9	Oh- I'm not too interested in using that right now.	Oh... Ich habe gerade nicht so viel Lust, das zu benutzen.
line:963981e4	Oh- I'm sorry for making a mess...	Oh... Entschuldigen Sie die Sauerei...
line:8e407c6e	Oh- Not just the wash.	Oh, nicht nur fürs Waschen.
line:ad31ec4c	Oh- Not just the wash.	Oh, nicht nur fürs Waschen.
line:6866c2c9	Oh- Right now? 'aight I'm down.	Oh, jetzt gleich? Okay, bin dabei.
line:9a6dca4b	Oh- Ya. On it.	Oh, ja. Bin dabei.
line:3b6d644d	Oh.	Oh.
line:4399096b	Oh.	Oh.
line:8441bf7b	Oh.	Oh.
line:87233429	Oh.	Oh.
line:e90fee8e	Oh.	Oh.
line:ebd9b4d3	Oh.	Oh.
line:8a79f72c	Oh. And one other thing.	Oh. Und noch etwas.
line:e8289be5	Oh. good.	Oh, gut.
line:5442e228	Oh. Okay I'll go get the gate.	Oh. Okay, ich öffne das Tor.
line:0da15c85	Oh. Okay.	Oh, okay.
line:73f7f13d	OH. RIGHT.	OH. STIMMT.
line:c35890c8	Oh. That's... Wonderful!	Oh. Das ist... wunderbar!
line:0ce8d5aa	Oh. Then yeah, we're open.	Oh. Dann haben wir doch offen.
line:52ed140c	Oh. Uhm. <size=70%>Good.	Oh. Ähm. <size=70%>Gut.
line:780d0993	Oh. yeah. Sorry.	Oh, ja. Entschuldigung.
line:7f5113d5	OH. You're not used to eating them whole.	ACH SO. Du isst sie normalerweise nicht am Stück.
line:45bc649d	Oh...	Oh...
line:0a093816	Oh... hah. I like that.	Oh... Ha. Gefällt mir.
line:f885f11d	Oh... I suppose this is alright~	Oh... So ist es wohl ganz angenehm~
line:7cd85c8e	Oh... I'm so sorry.	Oh... Das tut mir sehr leid.
line:8cc1aa72	Oh... yeah we don't have one.	Oh... stimmt, wir haben keinen.
line:f16d7940	Oh... Yeah, tinier dragons tend to... Compensate.	Oh... Ja, kleinere Drachen neigen zum... Ausgleichen.
line:1d491283	Oh?	Oh?
line:21c46e75	Oh?	Oh?
line:fd8d786a	Oh?	Oh?
line:0ce8d3c2	ohmygod I thought the egg was decorative.	Oh Gott, ich dachte, das Ei wäre Deko.
line:d9b26374	Ok I can do that	Okay, das schaffe ich.
line:1777121d	Ok I got this..	Okay, ich krieg das hin..
line:f3af3ce8	Ok just tell me if you get uncomfortable or anything.	Okay, sag einfach Bescheid, wenn es unangenehm wird oder so.
line:6c3a98cc	Ok lets wash it off for our date tonight then.	Okay, dann waschen wir's für unser Date heute Abend ab.
line:7a54a1e1	Okay	Okay.
line:f64a5b30	Okay	Okay.
line:249500dc	Okay!	Alles klar!
line:a327b5f9	Okay!	Alles klar!
line:ccaabca3	Okay!	Alles klar!
line:82d0ea81	Okay! I'll be back later then.	Okay! Dann komme ich später wieder.
line:3deb5f55	Okay! I'll go get the gate for you.	Okay! Ich öffne dir das Tor.
line:9c3d6cb7	Okay! I'll see you soon.	Okay! Bis bald dann.
line:72e0348e	Okay, bye!	Okay, tschüss!
line:255362b9	Okay, Conrad.	Okay, Conrad.
line:0d16ab28	Okay, I'll be waiting. Thanks.	Okay, ich warte. Danke.
line:155d1c64	Okay, I'll open the gate!	Okay, ich öffne das Tor!
line:886f5df2	Okay, I'll see you later!	Okay, dann bis später!
line:585d6a08	Okay, thank you.	Okay, vielen Dank.
line:c298bc55	Okay, thank you.	Okay, vielen Dank.
line:6acf71a3	Okay, thanks.	Okay, danke.
line:8ed5a204	Okay- okay. I'll go get the gate.	Okay, okay. Ich mache das Tor auf.
line:10b9a653	Okay- Thanks.	Okay, danke.
line:00a81c16	Okay. I hope you're doing alright though.	Okay. Ich hoffe trotzdem, dass es dir gut geht.
line:118a51bb	Okay. I should probably get out of your scales.	Okay. Ich sollte dich wohl nicht länger von der Arbeit abhalten.
line:a62e8112	Okay. I'll open up shop. Give me a sec.	Okay. Ich mache auf. Geben Sie mir einen Moment.
line:9d434af5	Okay. I'll order a mount.	Okay. Ich bestelle einen Bock.
line:2f3b06de	Okay. Then I think I'd like to try.	Okay. Dann würde ich's gerne versuchen.
line:54ad4706	Okay...	Okay...
line:28311fbb	Omg you're hurt!	Oh Gott, du bist verletzt!
line:8b3abbf7	On it!	Wird erledigt!
line:42e3eba2	Once I'm cleaned up I'm gonna head out and get our spot ready.	Sobald ich sauber bin, gehe ich los und bereite unseren Platz vor.
line:1d4b8a1c	One thing led to another...	Eins führte zum anderen...
line:c70bea2d	Only been cleaning for a few weeks now!	Ich mache das erst seit ein paar Wochen!
line:5188bd4a	Only If that's alright-	Nur, wenn es Ihnen recht ist...
line:01505282	Only realized how much of a mess I made after Max yelled at me, haha.	Erst als Max mich angeschrien hat, ist mir aufgefallen, was für eine Sauerei ich angerichtet habe, haha.
line:828eed25	Oof... Needed that. Thank you.	Uff... Das habe ich gebraucht. Danke.
line:2d40c69a	Oooh, alrighty.	Oooh, alles klar.
line:99ff9e7f	Ooooh must be a big deal then.	Oooh, dann bist du wohl eine große Nummer.
line:e8ad4791	Ooooh.	Oooh.
line:64bfd62a	Oops, my bad.	Ups, mein Fehler.
line:0fa31c40	Our first meeting went great though!	Unser erstes Treffen war aber großartig!
line:77cebc41	People tell me I've got a fat cock, is that true?	Die Leute sagen, ich hab einen dicken Schwanz. Stimmt das?
line:80de6c63	Perfectly clean again. Thank you for taking me in at this hour.	Wieder vollkommen sauber. Danke, dass Sie mich zu dieser Stunde empfangen haben.
line:f212528b	Phew! I had an accident that needs to be taken care of... discretely.	Puh! Mir ist ein Missgeschick passiert, um das man sich kümmern muss... diskret.
line:b3c35166	Phew, I was worried I'd make another mess of things.	Puh, ich hatte schon Angst, wieder eine Sauerei zu machen.
line:314c3d8a	physically or emotionally?	Körperlich oder seelisch?
line:156e0b50	Picnic bathket-	Einen Picknickkorb...
line:0d9de1a1	player hooked up with conrad	Der Spieler ist mit Conrad zusammengekommen.
line:2cf1c95e	player hooked up with conrad	Der Spieler ist mit Conrad zusammengekommen.
line:c2529648	player hooked up with conrad	Der Spieler ist mit Conrad zusammengekommen.
line:f7fd34b2	player hooked up with conrad	Der Spieler ist mit Conrad zusammengekommen.
line:66e08b22	player hooked up with ryan	Der Spieler ist mit Ryan zusammengekommen.
line:78039fd1	player hooked up with ryan	Der Spieler ist mit Ryan zusammengekommen.
line:96a0c0c7	player hooked up with ryan	Der Spieler ist mit Ryan zusammengekommen.
line:9bade6d6	player hooked up with ryan	Der Spieler ist mit Ryan zusammengekommen.
line:0ddcd600	Please scrub Igwix off my back would you?	Würden Sie Igwix bitte von meinem Rücken schrubben?
line:0632acbf	Plus they feel really nice.	Und sie fühlen sich richtig gut an.
line:c7b8ba3d	Possibly...?	Vielleicht...?
line:637629a8	Pretty sure I can digest anything.	Ich bin ziemlich sicher, dass ich alles verdauen kann.
line:65a41bc5	Pretty sure I'm all clean!	Ich glaube, jetzt bin ich ganz sauber!
line:3750bbf0	Pretty sure that was everything.	Ich glaube, das war alles.
line:960707b0	Primarily alchemy. Occasionally world history.	Vor allem Alchemie. Gelegentlich Weltgeschichte.
line:1475f95c	Professor Igwyx- My colleague who self-immolated earlier.	Professor Igwyx, mein Kollege, der kürzlich in Flammen aufging.
line:26e9d692	Professor, but yes. You have.	Professor. Aber ja, das haben Sie.
line:af0c15fd	Professor- But, yes. I usually don't go to public washes.	Professor, bitte. Aber ja. Öffentliche Waschanlagen suche ich für gewöhnlich nicht auf.
line:962abe27	Project Scale mary	Project Scale mary
line:e5d47feb	prole- <i><size=70%>wuh?	Prole... <i><size=70%>was?
line:c7b73162	Psst..!	Psst..!
line:9addfb4a	Ready!	Bereit!
line:875b5372	Really damn good!	Verdammt gut!
line:9e9f3e75	Really damn good!	Verdammt gut!
line:9364911d	Really looking forward to finding new people.	Ich freue mich sehr darauf, neue Leute kennenzulernen.
line:8b0b222c	Really sets the mood.	Sorgt für die richtige Stimmung.
line:4010d36d	Really well honestly.	Ehrlich gesagt richtig gut.
line:cfcb40c7	Really?	Wirklich?
line:0ec807a4	Really? Aw, That's really sweet.	Wirklich? Ach, das ist lieb.
line:630fed1b	Remove this barrier at once so I may enter.	Entfernen Sie sofort diese Absperrung, damit ich eintreten kann.
line:65deb150	Right after this wash!	Direkt nach der Wäsche!
line:0caa6657	Right, I'll get that for you ASAP.	Klar, ich beeile mich!
line:1271b80c	Right.	Richtig.
line:3ede5541	Right.	Richtig.
line:6a2e4e0d	Right. I'll get to it.	Stimmt. Ich lege los.
line:29daeb62	Right. Phoenix feather. Obviously.	Richtig. Eine Phönixfeder. Natürlich.
line:51d1b41e	Ryan is a sweetheart	Ryan ist ein Schatz.
line:202fce0c	RYAN THE BONE!	RYAN, DER KNOCHEN!
line:93bd9a2b	Ryan!	Ryan!
line:9b7e09b8	Ryan!	Ryan!
line:b76f49cd	Ryan!	Ryan!
line:1fa0fbbe	Ryan! I met him.	Ryan! Ich habe ihn getroffen.
line:f0427bb9	Ryan! this is so sweet.	Ryan! Wie lieb von dir.
line:92829935	Ryan's such a nice dragon.	Ryan ist so ein netter Drache.
line:13ca0a74	Ryan, you're not supposed to eat the stems-	Ryan, die Stiele isst man nicht mit...
line:7a01d265	Ryan: I guess it is pretty exciting	Ryan: Ist schon ziemlich aufregend, muss ich sagen.
line:e1526934	Ryan: I like that a lot	Ryan: Das gefällt mir sehr.
line:a430a2ff	Ryan: I think I am close too..	Ryan: Ich glaube, ich bin auch gleich so weit..
line:77626e43	Ryan: I would say it is going great	Ryan: Ich würde sagen, es läuft großartig.
line:f5f5b815	Ryan: I've never done this outside before	Ryan: Ich hab das noch nie draußen gemacht.
line:6dd86b71	Ryan: This was nice	Ryan: Das war schön.
line:41b9659f	Ryan: Wow.. Your stature is really the only thing small about you.	Ryan: Wow... An dir ist wirklich nur die Körpergröße klein.
line:aad89688	Ryan: Yea definitely. Worried about me?	Ryan: Ja, total. Machst du dir Sorgen um mich?
line:ce6d6d7f	Ryan? you sure everything is okay...?	Ryan? Ist wirklich alles in Ordnung...?
line:1d3b255b	Save your mood setting for tonight!	Heb dir das Stimmungmachen für heute Abend auf!
line:3ed6ab5d	Say do you remember the name of the college I work at?	Sagen Sie, erinnern Sie sich an den Namen der Hochschule, an der ich arbeite?
line:a05a7804	Say...	Sagen Sie...
line:82d7b5e4	Says who?	Wer sagt das?
line:6c193ba9	Scales different today? <size=70%><i>is that a thing...? </i><size=100%>You look good today.	Schuppen anders gemacht? <size=70%><i>Macht man so was...? </i><size=100%>Du siehst heute gut aus.
line:426f40ff	See you again soon, yeah?	Wir sehen uns bald wieder, ja?
line:3112d78d	See you soon.	Bis bald.
line:8072b186	See you tonight.	Bis heute Abend.
line:0d3b23da	Sheesh.	Alter.
line:48435b12	Shh! I'm not from around here...	Psst! Ich bin nicht von hier...
line:0f86dbf6	So am I!	Ich mich auch!
line:3063100e	So am I.	Bin ich auch.
line:a241eec6	So far so good though, yeah?	Bislang läuft's doch, oder?
line:813c6dd4	So is this like... our first date?	Ist das dann sozusagen... unser erstes Date?
line:9b10d450	So this Conrad guy, seems like you like him?	Du scheinst diesen Conrad ziemlich zu mögen?
line:0c5dcd3c	So uh, gate?	Also, äh... das Tor?
line:84d8a935	So uh, mind opening the gate?	Also, äh, machst du das Tor auf?
line:7da41ecd	So uhh, let me know if you need me to move.	Also, äh, sag Bescheid, wenn ich mich bewegen soll.
line:3a469ae4	So yeah, I had a mishap..	Also, mir ist ein Missgeschick passiert..
line:a6d6bf76	So you and Ryan huh?	Du und Ryan also?
line:31fa3bdf	So you came in just to...	Du bist also nur hier, um...
line:5f64c352	So you're a certified dragon washer huh?	Du bist also ein geprüfter Drachenwäscher?
line:c9e7bb1e	So you're a certified dragon washer huh?	Du bist also ein geprüfter Drachenwäscher?
line:aedb6a51	So, coming in for a wash?	Also, möchtest du gewaschen werden?
line:1c856f1c	So, how was your date?	Und, wie war Ihr Date?
line:3cda84e6	So, tell me more about conrad!	Also, erzähl mir mehr von Conrad!
line:c10d9415	So, thanks on his behalf for caring.	Darum danke ich dir in seinem Namen dafür, dass du für ihn da warst.
line:e6aa9d20	So, with... relationships.	Also, bei... Beziehungen.
line:a99c5c88	So. How about a date?	Also. Wie wär's mit einem Date?
line:c2f44537	So. My girlfriend was home before me. she's a work-from-home dragon.	Also. Meine Freundin war schon zu Hause, als ich ankam. Sie ist eine Drachin und arbeitet im Homeoffice.
line:d9652dff	So. Our date tonight...	Also. Unser Date heute Abend...
line:b983f922	So. Tonight.	Also. Heute Abend.
line:28c51dbf	So... A date. I think I'd like to go on one soon!	Also... Ein Date. Ich würde gerne bald eines haben!
line:7c56b2d8	So... I was thinking about my relationships.	Also... Ich habe über meine Beziehungen nachgedacht.
line:5a5e7f21	So<size=90%>o<size=80%>o<size=70%>o<size=60%>o... <size=100%>I 'aint dirty. But I am <i>~dirty~</i> y'know?	A<size=90%>a<size=80%>a<size=70%>a<size=60%>also... <size=100%>Ich bin nicht dreckig. Hab aber <i>~dreckige~</i> Gedanken, verstehst du?
line:8a35fb7b	So<size=90%>o<size=80%>o<size=70%>o<size=60%>o... <size=100%>Was wonderin'	A<size=90%>a<size=80%>a<size=70%>a<size=60%>also... <size=100%>Wollte mal fragen.
line:5230bdfd	Soap, then rinse!	Erst einseifen, dann abspülen!
line:c374e532	Somehow that feels more honest than anything anyone else says.	Irgendwie wirkt das ehrlicher als alles, was andere sagen.
line:2898f680	Something happened last night	Gestern Abend ist etwas passiert.
line:4dac3d2b	Something went wrong with flags!	Mit den Handlungsvariablen ist etwas schiefgelaufen!
line:61c7f2d6	Something went wrong with flags!	Mit den Handlungsvariablen ist etwas schiefgelaufen!
line:6d5ba814	Something went wrong with flags!	Mit den Handlungsvariablen ist etwas schiefgelaufen!
line:8f64adc0	Something went wrong with flags!	Mit den Handlungsvariablen ist etwas schiefgelaufen!
line:19cedc30	Sooo. You gonna jerk me off?	Aaalso. Holst du mir einen runter?
line:1646ece2	Sorry for coming in late. My sleeps borked.	Sorry für die späte Stunde. Mein Schlafrhythmus ist im Eimer.
line:b2b32876	Sorry I'm bad at flirting. Could you get the gate?	Sorry, ich kann nicht gut flirten. Machst du auf?
line:13ba93ef	sorry!	Entschuldigung!
line:e2f9c70c	Sorry, I meant to say I enjoy your wash.	Verzeihung, ich wollte sagen, dass mir Ihre Waschanlage gefällt.
line:78ca8d95	Sorry...	Tut mir leid...
line:4af15fc3	Sounds good to me!	Klingt gut für mich!
line:8c6e66f3	Sounds good!	Klingt gut!
line:1ef36cb0	Sounds like a date then!	Dann haben wir ein Date!
line:d71ba53e	Sounds like a date then!	Dann haben wir ein Date!
line:5fc277a9	Sounds like a date then! Seafood then we play it by ear.	Dann steht das Date! Meeresfrüchte, und danach schauen wir weiter.
line:0e643191	Sounds like a date then, I'm excited.	Dann steht unser Date. Ich freue mich.
line:c4642c9c	Sounds like a date then. I'm excited.	Dann steht unser Date. Ich freue mich drauf.
line:ffc401d1	Sounds like a plan.	Abgemacht.
line:c4dd137b	Sounds like it was good then.	Klingt, als wäre es gut gewesen.
line:7b6c47bd	Sounds like it.	Klingt so.
line:5c51654f	Sounds nice.	Klingt schön.
line:3a23b81f	Sounds really cool.	Klingt wirklich cool.
line:1dbf50b3	Sure	Klar.
line:c14ceb34	Sure is!	Ganz genau!
line:de7cd73a	Sure it is. Thanks to Conrad for having me get it.	Natürlich. Conrad hat mich dazu gebracht, ihn anzuschaffen.
line:05c673e7	Sure!	Klar doch!
line:52542beb	Sure!	Klar doch!
line:67f14802	Sure!	Klar doch!
line:a2dc4ac0	Sure! I'll go get the gate.	Klar! Ich öffne das Tor.
line:dbb68858	Sure! I'll go get the gate.	Klar! Ich öffne das Tor.
line:601e1b38	Sure! I'm excited to tell you about Conrad.	Klar! Ich möchte dir unbedingt von Conrad erzählen.
line:7b5c9d8c	Sure, but he needed someone who cared in that moment.	Klar, aber in dem Moment brauchte er jemanden, dem er nicht egal war.
line:709a9a57	Sure.	Klar.
line:4af4703c	Tasted real good though!	War aber richtig lecker!
line:048fe71b	TELL ME ABOUT YOU AND CONRAD!	ERZÄHL MIR VON DIR UND CONRAD!
line:2b84f2eb	Test line 1	Testzeile 1
line:7a22b4d3	Test line 10	Testzeile 10
line:ec12b3a4	Test line 11	Testzeile 11
line:4f87d73a	Test line 12	Testzeile 12
line:d9b7d04d	Test line 13	Testzeile 13
line:63e6d9d4	Test line 14	Testzeile 14
line:f5d6dea3	Test line 15	Testzeile 15
line:64cb6133	Test line 16	Testzeile 16
line:f2fb6644	Test line 17	Testzeile 17
line:1772a124	Test line 18	Testzeile 18
line:88119675	Test line 2	Testzeile 2
line:1e219102	Test line 3	Testzeile 3
line:a470989b	Test line 4	Testzeile 4
line:32409fec	Test line 5	Testzeile 5
line:a35d207c	Test line 6	Testzeile 6
line:356d270b	Test line 7	Testzeile 7
line:5643ba3d	Test line 8	Testzeile 8
line:c073bd4a	Test line 9	Testzeile 9
line:394db643	Thank the stars you're open.	Den Sternen sei Dank, Sie haben offen.
line:f1946aab	Thank you for cleaning me!!	Danke fürs Saubermachen!!
line:75b5b084	Thank you for getting me and Ryan in contact.	Danke, dass du mich mit Ryan bekannt gemacht hast.
line:189d999e	Thank you for listening.	Danke fürs Zuhören.
line:3398aea2	Thank you for that.	Dafür danke ich Ihnen.
line:875f0961	Thank you for the clean!	Vielen Dank fürs Saubermachen!
line:acb8a5aa	Thank you for the quick clean!	Danke für die schnelle Wäsche!
line:8512365e	Thank you!	Vielen Dank!
line:bbca8a46	Thank you!	Vielen Dank!
line:e449156d	Thank you!	Ich danke Ihnen!
line:bb4e1dc1	Thank you, Ryan. I'm happy I got to meet you too	Danke, Ryan. Ich bin auch froh, dass wir uns kennengelernt haben.
line:3b568c14	Thank you.	Ich danke Ihnen.
line:6b245989	Thank you.	Danke.
line:836d1b13	Thank you.	Ich danke Ihnen.
line:d60f2dc0	Thank you.	Ich danke Ihnen.
line:035a0830	Thank you. I'd really appreciate it	Danke. Das würde mir viel bedeuten.
line:f3e7a8fe	Thank you. Look good feel good!	Danke. Gut aussehen, gut fühlen!
line:d2d97c90	Thank you. You make this a whole lot easier to go through.	Danke. Mit dir ist das alles viel leichter durchzustehen.
line:3027bcf7	Thanks for asking. It's enjoyable to be asked personal questions.	Danke für die Fragen. Es ist schön, wenn jemand Persönliches wissen möchte.
line:aaf3066d	Thanks for cleaning me!	Danke, dass du mich gewaschen hast!
line:8150e2a2	Thanks for helping me out.	Danke für deine Hilfe.
line:a2217280	Thanks for helping me out.	Danke für deine Hilfe.
line:7db0baf0	Thanks for introducing me to him.	Danke, dass du uns vorgestellt hast.
line:c6cee89f	Thanks for letting me in so late.	Danke, dass du mich noch reingelassen hast.
