# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	Ehi, cagnone.
line:7428755b	Oh so it's new for both of us!	Oh, allora è una novità per entrambi!
line:513bed5a	Oh so it's new to both of us!	Oh, allora è una novità per entrambi!
line:4bad37a5	Oh that's good. I'm happy he's okay.	Oh, bene. Sono contento che stia bene.
line:7d791906	Oh this is better, but I still feel dirty.	Oh, va meglio, ma mi sento ancora sporco.
line:63926ecd	Oh we're done?	Oh, abbiamo finito?
line:546d1bf2	Oh wow, you're really covered in it!	Oh, wow, ne è proprio ricoperto!
line:b2d99a43	Oh wow..	Oh, wow...
line:e8052272	Oh yeah I liked the first one.	Oh sì, il primo mi era piaciuto.
line:a4a26529	Oh yeah, there's this nice place downtown called wings.	Oh sì, c'è un bel posto in centro che si chiama Wings.
line:d4d3ecd5	Oh yeah.	Oh, già.
line:059142a3	Oh Yeah?	Ah sì?
line:71053a53	Oh Yeah?	Ah sì?
line:1121309c	Oh yeah?	Ah sì?
line:2b560f59	Oh yeah?	Ah sì?
line:2d2820b0	Oh yeah?	Ah sì?
line:6e82e54c	Oh yeah?	Ah sì?
line:b9d8a22f	Oh yeah?	Ah sì?
line:d8ce8566	Oh yeah?	Ah sì?
line:f103a4a8	Oh yeah?	Ah sì?
line:4f6344f1	Oh yeah? He sounds like a bit of a hothead.	Ah sì? Sembra un tipo piuttosto irascibile.
line:60cdf456	Oh yeah? The little red drake?	Ah sì? Il draghetto rosso?
line:a9253dd8	Oh yeah? The sky blue drake I've seen around?	Ah sì? Il drago azzurro che ho visto in giro?
line:762882b4	Oh yeeeaaah?	Ah sììì?
line:5d737ca7	Oh yes	Oh sì.
line:1c90fb6d	Oh you. Gonna make me blush.	Ma smettila. Mi fai arrossire.
line:7e3e59aa	Oh!	Oh!
line:3605a48a	Oh! I think I've seen him. The tiny one, yeah?	Oh! Mi sembra di averlo visto. Quello piccolino, giusto?
line:3bc15278	Oh! No it wouldn't be. It's fun!	Oh! No, per niente. È divertente!
line:c95a153d	Oh! nothing. I'll get the gate.	Oh! Niente. Apro il cancello.
line:b6fb6fce	Oh! Okay. I'll get the gate!	Oh! Va bene. Apro il cancello!
line:4d3233a1	Oh! That's cold!	Oh! È fredda!
line:403f2ab7	Oh! Then I better let you in. I'll go get the gate.	Oh! Allora sarà meglio farla entrare. Apro il cancello.
line:0f2dc134	Oh! Yeah that makes sense...	Oh! Sì, ha senso...
line:1270a483	Oh, and I apologize for being absolutely filthy.	Oh, e mi scuso per essere così sporco.
line:7b5be1f8	Oh, and I've figured it where to go.	Oh, e ho deciso dove andare.
line:52fb116d	Oh, and seems I got some on my face. woops.	Oh, e sembra che me ne sia finita un po' sul muso. Ops.
line:73a37947	Oh, awesome. I'm a big salmon guy.	Oh, fantastico. Sono un uomo che adora il salmone.
line:74c9c07b	Oh, like... working class?	Oh, cioè... da classe operaia?
line:e048566b	Oh, no.	Oh, no.
line:1a9e6537	Oh, no. Ryan is a sweetheart.	Oh, no. Ryan è un tesoro.
line:5f6a124a	Oh, okay. Thanks.	Oh, va bene. Grazie.
line:17716b05	Oh, right. Sorry.	Oh, giusto. Scusa.
line:82ba64bf	Oh, sorry-	Oh, scusa...
line:956e5c91	Oh, sorry.	Oh, scusa.
line:54a8bb22	Oh, sure. Come on in.	Oh, certo. Entra pure.
line:270276eb	Oh, that's my favorite part!	Oh, quella è la mia parte preferita!
line:1ff9a04c	Oh, the crest around my head?	Oh, lo stemma intorno alla testa?
line:ffed6d04	Oh, wonderful. Seem's we're similar.	Oh, splendido. Sembra che abbiamo qualcosa in comune.
line:30e6b801	Oh, yeah!	Oh, sì!
line:bedeee82	Oh- Eager!	Oh... Che entusiasmo!
line:38b3c8c1	Oh- I mean. I'll go open the gate!	Oh... Volevo dire: vado ad aprire il cancello!
line:714c180e	Oh- I'm glad!	Oh, sono contento!
line:ccf87ea9	Oh- I'm not too interested in using that right now.	Oh... Non mi interessa molto usarlo adesso.
line:963981e4	Oh- I'm sorry for making a mess...	Oh... Mi scusi per aver sporcato...
line:8e407c6e	Oh- Not just the wash.	Oh... Non solo per il lavaggio.
line:ad31ec4c	Oh- Not just the wash.	Oh... Non solo per il lavaggio.
line:6866c2c9	Oh- Right now? 'aight I'm down.	Oh... Adesso? Va bene, ci sto.
line:9a6dca4b	Oh- Ya. On it.	Oh... Sì. Ci penso io.
line:3b6d644d	Oh.	Oh.
line:4399096b	Oh.	Oh.
line:8441bf7b	Oh.	Oh.
line:87233429	Oh.	Oh.
line:e90fee8e	Oh.	Oh.
line:ebd9b4d3	Oh.	Oh.
line:8a79f72c	Oh. And one other thing.	Oh. E un'altra cosa.
line:e8289be5	Oh. good.	Oh. Bene.
line:5442e228	Oh. Okay I'll go get the gate.	Oh. Va bene, vado ad aprire il cancello.
line:0da15c85	Oh. Okay.	Oh. Va bene.
line:73f7f13d	OH. RIGHT.	OH. GIUSTO.
line:c35890c8	Oh. That's... Wonderful!	Oh. È... Meraviglioso!
line:0ce8d5aa	Oh. Then yeah, we're open.	Oh. Allora sì, siamo aperti.
line:52ed140c	Oh. Uhm. <size=70%>Good.	Oh. Ehm. <size=70%>Bello.
line:780d0993	Oh. yeah. Sorry.	Oh, sì. Mi scusi.
line:7f5113d5	OH. You're not used to eating them whole.	OH. Non sei abituato a mangiarli interi.
line:45bc649d	Oh...	Oh...
line:0a093816	Oh... hah. I like that.	Oh... Ah. Mi piace.
line:f885f11d	Oh... I suppose this is alright~	Oh... Direi che può andare~
line:7cd85c8e	Oh... I'm so sorry.	Oh... Mi dispiace tanto.
line:8cc1aa72	Oh... yeah we don't have one.	Oh... Sì, non ce l'abbiamo.
line:f16d7940	Oh... Yeah, tinier dragons tend to... Compensate.	Oh... Già, i draghi più piccoli tendono a... compensare.
line:1d491283	Oh?	Oh?
line:21c46e75	Oh?	Oh?
line:fd8d786a	Oh?	Oh?
line:0ce8d3c2	ohmygod I thought the egg was decorative.	Oddio, pensavo che l'uovo fosse decorativo.
line:d9b26374	Ok I can do that	Va bene, posso farlo.
line:1777121d	Ok I got this..	Va bene, ce la faccio...
line:f3af3ce8	Ok just tell me if you get uncomfortable or anything.	Va bene, dimmelo se senti fastidio o altro.
line:6c3a98cc	Ok lets wash it off for our date tonight then.	Va bene, allora laviamolo via per il nostro appuntamento di stasera.
line:7a54a1e1	Okay	Va bene.
line:f64a5b30	Okay	Va bene.
line:249500dc	Okay!	Va bene!
line:a327b5f9	Okay!	Va bene!
line:ccaabca3	Okay!	Va bene!
line:82d0ea81	Okay! I'll be back later then.	Va bene! Allora torno più tardi.
line:3deb5f55	Okay! I'll go get the gate for you.	Va bene! Vado ad aprirti il cancello.
line:9c3d6cb7	Okay! I'll see you soon.	Va bene! A presto.
line:72e0348e	Okay, bye!	Va bene, ciao!
line:255362b9	Okay, Conrad.	Va bene, Conrad.
line:0d16ab28	Okay, I'll be waiting. Thanks.	Va bene, aspetto. Grazie.
line:155d1c64	Okay, I'll open the gate!	Va bene, apro il cancello!
line:886f5df2	Okay, I'll see you later!	Va bene, a dopo!
line:585d6a08	Okay, thank you.	Va bene, grazie.
line:c298bc55	Okay, thank you.	Va bene, grazie.
line:6acf71a3	Okay, thanks.	Va bene, grazie.
line:8ed5a204	Okay- okay. I'll go get the gate.	Va bene, va bene. Vado ad aprire il cancello.
line:10b9a653	Okay- Thanks.	Va bene... Grazie.
line:00a81c16	Okay. I hope you're doing alright though.	Va bene. Spero comunque che tu stia bene.
line:118a51bb	Okay. I should probably get out of your scales.	Va bene. Sarà meglio che ti lasci in pace.
line:a62e8112	Okay. I'll open up shop. Give me a sec.	Va bene. Riapro. Mi dia un attimo.
line:9d434af5	Okay. I'll order a mount.	Va bene. Ordinerò un cavalletto.
line:2f3b06de	Okay. Then I think I'd like to try.	Va bene. Allora vorrei provarci.
line:54ad4706	Okay...	Va bene...
line:28311fbb	Omg you're hurt!	Oddio, sei ferito!
line:8b3abbf7	On it!	Ci penso io!
line:42e3eba2	Once I'm cleaned up I'm gonna head out and get our spot ready.	Appena sono pulito vado a preparare il nostro posto.
line:1d4b8a1c	One thing led to another...	Una cosa ha tirato l'altra...
line:c70bea2d	Only been cleaning for a few weeks now!	Ho cominciato solo da qualche settimana!
line:5188bd4a	Only If that's alright-	Solo se non è un problema...
line:01505282	Only realized how much of a mess I made after Max yelled at me, haha.	Solo dopo le urla di Max mi sono reso conto del pasticcio che avevo combinato, ahah.
line:828eed25	Oof... Needed that. Thank you.	Uff... Mi ci voleva. Grazie.
line:2d40c69a	Oooh, alrighty.	Ooooh, d'accordo.
line:99ff9e7f	Ooooh must be a big deal then.	Ooooh, allora devi essere importante.
line:e8ad4791	Ooooh.	Ooooh.
line:64bfd62a	Oops, my bad.	Ops, colpa mia.
line:0fa31c40	Our first meeting went great though!	Però il nostro primo incontro è andato alla grande!
line:77cebc41	People tell me I've got a fat cock, is that true?	Mi dicono che ho un cazzo bello grosso. È vero?
line:80de6c63	Perfectly clean again. Thank you for taking me in at this hour.	Di nuovo perfettamente pulito. Grazie per avermi accolto a quest'ora.
line:f212528b	Phew! I had an accident that needs to be taken care of... discretely.	Fiu! Ho avuto un incidente che va sistemato... discretamente.
line:b3c35166	Phew, I was worried I'd make another mess of things.	Fiu, temevo di combinare un altro pasticcio.
line:314c3d8a	physically or emotionally?	Fisicamente o emotivamente?
line:156e0b50	Picnic bathket-	Ceftino da picnic...
line:0d9de1a1	player hooked up with conrad	Il giocatore sta con Conrad.
line:2cf1c95e	player hooked up with conrad	Il giocatore sta con Conrad.
line:c2529648	player hooked up with conrad	Il giocatore sta con Conrad.
line:f7fd34b2	player hooked up with conrad	Il giocatore sta con Conrad.
line:66e08b22	player hooked up with ryan	Il giocatore sta con Ryan.
line:78039fd1	player hooked up with ryan	Il giocatore sta con Ryan.
line:96a0c0c7	player hooked up with ryan	Il giocatore sta con Ryan.
line:9bade6d6	player hooked up with ryan	Il giocatore sta con Ryan.
line:0ddcd600	Please scrub Igwix off my back would you?	Potrebbe strofinare via Igwix dalla mia schiena, per favore?
line:0632acbf	Plus they feel really nice.	E poi sono così piacevoli.
line:c7b8ba3d	Possibly...?	Forse...?
line:637629a8	Pretty sure I can digest anything.	Sono abbastanza sicuro di poter digerire qualsiasi cosa.
line:65a41bc5	Pretty sure I'm all clean!	Direi che sono pulito da cima a fondo!
line:3750bbf0	Pretty sure that was everything.	Direi che non manca niente.
line:960707b0	Primarily alchemy. Occasionally world history.	Principalmente alchimia. A volte storia del mondo.
line:1475f95c	Professor Igwyx- My colleague who self-immolated earlier.	Il professor Igwyx... Il mio collega che è andato a fuoco l'altra volta.
line:26e9d692	Professor, but yes. You have.	Professore. Ma sì, mi ha insegnato qualcosa.
line:af0c15fd	Professor- But, yes. I usually don't go to public washes.	Professore... Ma sì. Di solito non frequento i lavaggi pubblici.
line:962abe27	Project Scale mary	Project Scale mary
line:e5d47feb	prole- <i><size=70%>wuh?	Prole... <i><size=70%>che?
line:c7b73162	Psst..!	Psst...!
line:9addfb4a	Ready!	Pronto!
line:875b5372	Really damn good!	Davvero fantastico, cazzo!
line:9e9f3e75	Really damn good!	Davvero fantastico, cazzo!
line:9364911d	Really looking forward to finding new people.	Non vedo l'ora di conoscere gente nuova.
line:8b0b222c	Really sets the mood.	Creano proprio l'atmosfera giusta.
line:4010d36d	Really well honestly.	Davvero bene, a essere sincero.
line:cfcb40c7	Really?	Davvero?
line:0ec807a4	Really? Aw, That's really sweet.	Davvero? Oh, che dolce.
line:630fed1b	Remove this barrier at once so I may enter.	Rimuova subito questa barriera, così che io possa entrare.
line:65deb150	Right after this wash!	Subito dopo questa lavata!
line:0caa6657	Right, I'll get that for you ASAP.	Certo, te lo apro subito.
line:1271b80c	Right.	Giusto.
line:3ede5541	Right.	Giusto.
line:6a2e4e0d	Right. I'll get to it.	Giusto. Mi metto al lavoro.
line:29daeb62	Right. Phoenix feather. Obviously.	Giusto. Una piuma di fenice. Ovvio.
line:51d1b41e	Ryan is a sweetheart	Ryan è un tesoro.
line:202fce0c	RYAN THE BONE!	RYAN, L'OSSO!
line:93bd9a2b	Ryan!	Ryan!
line:9b7e09b8	Ryan!	Ryan!
line:b76f49cd	Ryan!	Ryan!
line:1fa0fbbe	Ryan! I met him.	Ryan! L'ho conosciuto.
line:f0427bb9	Ryan! this is so sweet.	Ryan! Che pensiero dolce.
line:92829935	Ryan's such a nice dragon.	Ryan è un drago così gentile.
line:13ca0a74	Ryan, you're not supposed to eat the stems-	Ryan, i raspi non si mangiano...
line:7a01d265	Ryan: I guess it is pretty exciting	Ryan: In effetti è piuttosto eccitante.
line:e1526934	Ryan: I like that a lot	Ryan: Mi piace molto.
line:a430a2ff	Ryan: I think I am close too..	Ryan: Credo di essere vicino anch'io...
line:77626e43	Ryan: I would say it is going great	Ryan: Direi che sta andando alla grande.
line:f5f5b815	Ryan: I've never done this outside before	Ryan: Non l'ho mai fatto all'aperto prima d'ora.
line:6dd86b71	Ryan: This was nice	Ryan: È stato bello.
line:41b9659f	Ryan: Wow.. Your stature is really the only thing small about you.	Ryan: Wow... La statura è davvero l'unica cosa piccola che hai.
line:aad89688	Ryan: Yea definitely. Worried about me?	Ryan: Sì, decisamente. Ti preoccupi per me?
line:ce6d6d7f	Ryan? you sure everything is okay...?	Ryan? Sei sicuro che vada tutto bene...?
line:1d3b255b	Save your mood setting for tonight!	Risparmia l'atmosfera per stasera!
line:3ed6ab5d	Say do you remember the name of the college I work at?	Mi dica, ricorda il nome dell'istituto in cui lavoro?
line:a05a7804	Say...	Senta...
line:82d7b5e4	Says who?	Chi lo dice?
line:6c193ba9	Scales different today? <size=70%><i>is that a thing...? </i><size=100%>You look good today.	Sistemato le squame in modo diverso? <size=70%><i>Si può fare...?</i><size=100%>Oggi stai proprio bene.
line:426f40ff	See you again soon, yeah?	Ci rivediamo presto, vero?
line:3112d78d	See you soon.	A presto.
line:8072b186	See you tonight.	A stasera.
line:0d3b23da	Sheesh.	Accidenti.
line:48435b12	Shh! I'm not from around here...	Shh! Non sono di queste parti...
line:0f86dbf6	So am I!	Anch'io!
line:3063100e	So am I.	Anch'io.
line:a241eec6	So far so good though, yeah?	Finora tutto bene, però, no?
line:813c6dd4	So is this like... our first date?	Quindi questo è... il nostro primo appuntamento?
line:9b10d450	So this Conrad guy, seems like you like him?	Quindi questo Conrad... Sembra che ti piaccia?
line:0c5dcd3c	So uh, gate?	Quindi, ehm... il cancello?
line:84d8a935	So uh, mind opening the gate?	Allora, ehm... Mi apri il cancello?
line:7da41ecd	So uhh, let me know if you need me to move.	Quindi, ehm... Dimmi se devo spostarmi.
line:3a469ae4	So yeah, I had a mishap..	Ecco, ho avuto un piccolo incidente...
line:a6d6bf76	So you and Ryan huh?	Quindi tu e Ryan, eh?
line:31fa3bdf	So you came in just to...	Quindi sei venuto qui solo per...
line:5f64c352	So you're a certified dragon washer huh?	Quindi sei un lavadraghi qualificato, eh?
line:c9e7bb1e	So you're a certified dragon washer huh?	Quindi sei un lavadraghi qualificato, eh?
line:aedb6a51	So, coming in for a wash?	Allora, sei qui per una lavata?
line:1c856f1c	So, how was your date?	Allora, com'è andato l'appuntamento?
line:3cda84e6	So, tell me more about conrad!	Allora, raccontami ancora di Conrad!
line:c10d9415	So, thanks on his behalf for caring.	Quindi ti ringrazio da parte sua per esserti preso cura di lui.
line:e6aa9d20	So, with... relationships.	Ecco, riguardo alle... relazioni.
line:a99c5c88	So. How about a date?	Allora. Che ne dici di un appuntamento?
line:c2f44537	So. My girlfriend was home before me. she's a work-from-home dragon.	Ecco. La mia ragazza era a casa prima di me. È una dragonessa che lavora da casa.
line:d9652dff	So. Our date tonight...	Allora. Il nostro appuntamento di stasera...
line:b983f922	So. Tonight.	Allora. Stasera.
line:28c51dbf	So... A date. I think I'd like to go on one soon!	Allora... Un appuntamento. Credo che mi piacerebbe averne uno presto!
line:7c56b2d8	So... I was thinking about my relationships.	Quindi... Stavo pensando alle mie relazioni.
line:5a5e7f21	So<size=90%>o<size=80%>o<size=70%>o<size=60%>o... <size=100%>I 'aint dirty. But I am <i>~dirty~</i> y'know?	Allora<size=90%>a<size=80%>a<size=70%>a<size=60%>a... <size=100%>Non sono sporco. Però ho pensieri <i>~sporchi~</i>, capisci?
line:8a35fb7b	So<size=90%>o<size=80%>o<size=70%>o<size=60%>o... <size=100%>Was wonderin'	Allora<size=90%>a<size=80%>a<size=70%>a<size=60%>a... <size=100%>Mi chiedevo...
line:5230bdfd	Soap, then rinse!	Prima il sapone, poi il risciacquo!
line:c374e532	Somehow that feels more honest than anything anyone else says.	Per qualche motivo, sembra più sincero di tutto quello che dicono gli altri.
line:2898f680	Something happened last night	È successo qualcosa ieri sera.
line:4dac3d2b	Something went wrong with flags!	Qualcosa è andato storto con i flag!
line:61c7f2d6	Something went wrong with flags!	Qualcosa è andato storto con i flag!
line:6d5ba814	Something went wrong with flags!	Qualcosa è andato storto con i flag!
line:8f64adc0	Something went wrong with flags!	Qualcosa è andato storto con i flag!
line:19cedc30	Sooo. You gonna jerk me off?	Alloraaa. Mi fai una sega?
line:1646ece2	Sorry for coming in late. My sleeps borked.	Scusa se arrivo tardi. Ho gli orari del sonno sballati.
line:b2b32876	Sorry I'm bad at flirting. Could you get the gate?	Scusa, non so flirtare. Mi apri il cancello?
line:13ba93ef	sorry!	Scusa!
line:e2f9c70c	Sorry, I meant to say I enjoy your wash.	Mi scusi, volevo dire che apprezzo il suo servizio.
line:78ca8d95	Sorry...	Scusa...
line:4af15fc3	Sounds good to me!	Per me va benissimo!
line:8c6e66f3	Sounds good!	Mi sta bene!
line:1ef36cb0	Sounds like a date then!	Allora è un appuntamento!
line:d71ba53e	Sounds like a date then!	Allora è un appuntamento!
line:5fc277a9	Sounds like a date then! Seafood then we play it by ear.	Allora è un appuntamento! Pesce, poi improvvisiamo.
line:0e643191	Sounds like a date then, I'm excited.	Allora è un appuntamento. Non vedo l'ora.
line:c4642c9c	Sounds like a date then. I'm excited.	Allora è un appuntamento. Sono emozionato.
line:ffc401d1	Sounds like a plan.	Mi sembra un buon piano.
line:c4dd137b	Sounds like it was good then.	Allora direi che è stato bello.
line:7b6c47bd	Sounds like it.	Si direbbe.
line:5c51654f	Sounds nice.	Mi sembra bello.
line:3a23b81f	Sounds really cool.	Sembra proprio bello.
line:1dbf50b3	Sure	Certo.
line:c14ceb34	Sure is!	Proprio così!
line:de7cd73a	Sure it is. Thanks to Conrad for having me get it.	Sì, proprio così. Devo ringraziare Conrad per avermelo fatto comprare.
line:05c673e7	Sure!	Certo!
line:52542beb	Sure!	Certo!
line:67f14802	Sure!	Certo!
line:a2dc4ac0	Sure! I'll go get the gate.	Certo! Vado ad aprire il cancello.
line:dbb68858	Sure! I'll go get the gate.	Certo! Vado ad aprire il cancello.
line:601e1b38	Sure! I'm excited to tell you about Conrad.	Certo! Non vedo l'ora di raccontarti di Conrad.
line:7b5c9d8c	Sure, but he needed someone who cared in that moment.	Certo, ma in quel momento aveva bisogno di qualcuno che tenesse a lui.
line:709a9a57	Sure.	Certo.
line:4af4703c	Tasted real good though!	Però era proprio buono!
line:048fe71b	TELL ME ABOUT YOU AND CONRAD!	RACCONTAMI DI TE E CONRAD!
line:2b84f2eb	Test line 1	Battuta di prova 1
line:7a22b4d3	Test line 10	Battuta di prova 10
line:ec12b3a4	Test line 11	Battuta di prova 11
line:4f87d73a	Test line 12	Battuta di prova 12
line:d9b7d04d	Test line 13	Battuta di prova 13
line:63e6d9d4	Test line 14	Battuta di prova 14
line:f5d6dea3	Test line 15	Battuta di prova 15
line:64cb6133	Test line 16	Battuta di prova 16
line:f2fb6644	Test line 17	Battuta di prova 17
line:1772a124	Test line 18	Battuta di prova 18
line:88119675	Test line 2	Battuta di prova 2
line:1e219102	Test line 3	Battuta di prova 3
line:a470989b	Test line 4	Battuta di prova 4
line:32409fec	Test line 5	Battuta di prova 5
line:a35d207c	Test line 6	Battuta di prova 6
line:356d270b	Test line 7	Battuta di prova 7
line:5643ba3d	Test line 8	Battuta di prova 8
line:c073bd4a	Test line 9	Battuta di prova 9
line:394db643	Thank the stars you're open.	Grazie al cielo è ancora aperto.
line:f1946aab	Thank you for cleaning me!!	Grazie per avermi pulito!!
line:75b5b084	Thank you for getting me and Ryan in contact.	Grazie per avermi messo in contatto con Ryan.
line:189d999e	Thank you for listening.	Grazie per avermi ascoltato.
line:3398aea2	Thank you for that.	La ringrazio per questo.
line:875f0961	Thank you for the clean!	Grazie per la pulizia!
line:acb8a5aa	Thank you for the quick clean!	Grazie per la lavata veloce!
line:8512365e	Thank you!	Grazie mille!
line:bbca8a46	Thank you!	Grazie mille!
line:e449156d	Thank you!	La ringrazio!
line:bb4e1dc1	Thank you, Ryan. I'm happy I got to meet you too	Grazie, Ryan. Anch'io sono felice di averti conosciuto.
line:3b568c14	Thank you.	La ringrazio.
line:6b245989	Thank you.	Grazie.
line:836d1b13	Thank you.	La ringrazio.
line:d60f2dc0	Thank you.	La ringrazio.
line:035a0830	Thank you. I'd really appreciate it	Grazie. Te ne sarei davvero grato.
line:f3e7a8fe	Thank you. Look good feel good!	Grazie. Quando hai un bell'aspetto, ti senti bene!
line:d2d97c90	Thank you. You make this a whole lot easier to go through.	Grazie. Con te è molto più facile superare tutto questo.
line:3027bcf7	Thanks for asking. It's enjoyable to be asked personal questions.	Grazie per avermelo chiesto. È piacevole ricevere domande personali.
line:aaf3066d	Thanks for cleaning me!	Grazie per avermi pulito!
line:8150e2a2	Thanks for helping me out.	Grazie per avermi aiutato.
line:a2217280	Thanks for helping me out.	Grazie per avermi aiutato.
line:7db0baf0	Thanks for introducing me to him.	Grazie per avermelo presentato.
line:c6cee89f	Thanks for letting me in so late.	Grazie per avermi fatto entrare così tardi.
line:079b3782	Thanks for sharing food with me, You're a great friend.	Grazie per aver mangiato con me. Sei un ottimo amico.
line:85f901b0	Thanks for sharing food with me...	Grazie per aver mangiato insieme a me...
line:a39fd5a9	Thanks for that. Felt pretty damn good.	Grazie. È stato davvero una goduria.
line:505e150f	Thanks for the clean.	Grazie per la pulizia.
line:a40e531c	Thanks for the food! I'll go get the gate.	Grazie per il cibo! Vado ad aprire il cancello.
line:f1692a96	Thanks for the suggestion!	Grazie del suggerimento!
line:81ebbec0	Thanks for the wash so late in the night.	Grazie per la lavata a quest'ora di notte.
line:a9df4c5e	Thanks I'll be waiting!	Grazie, aspetto!
line:f73a3fc7	Thanks mate, see you tomorrow then.	Grazie, amico. Ci vediamo domani.
line:30f1f583	Thanks!	Grazie!
line:3484ab9d	Thanks!	Grazie!
line:44701902	Thanks!	Grazie!
line:4d868f2f	Thanks!	Grazie!
line:70190774	Thanks!	Grazie!
line:8b8f57c4	Thanks!	Grazie!
line:ab5b2574	Thanks!	Grazie!
line:b588bf4c	Thanks!	Grazie!
line:bc5d790a	Thanks!	Grazie!
line:c07a9171	Thanks!	Grazie!
line:e7e57d9c	Thanks!	Grazie!
line:fa293cde	Thanks! Whats with all the... Gloop?	Grazie! Cos'è tutta quella... poltiglia?
line:e1609903	Thanks, but I'll be better. I promise.	Grazie, ma migliorerò. Te lo prometto.
line:02cbdc87	Thanks, I'm excited too.	Grazie, anch'io sono emozionato.
line:37c9d915	Thanks, You're pleasant too!	Grazie, anche lei è piacevole!
line:cb847372	Thanks, You're pleasant too!	Grazie, anche lei è piacevole!
line:188d4359	Thanks.	Grazie.
line:316bb26e	Thanks.	Grazie.
line:34ec4db7	Thanks.	Grazie.
line:5183a6f2	Thanks.	Grazie.
line:c642cb17	Thanks.	Grazie.
line:cf716777	Thanks.	Grazie.
line:e00c6df5	Thanks.	Grazie.
line:e521db76	Thanks.	Grazie.
line:f62e1c4f	Thanks.	Grazie.
line:fbba1293	Thanks.	Grazie.
line:8bfa88d7	Thanks. I like being around you too.	Grazie. Anche a me piace stare con te.
line:df0a8598	Thanks. I'm always happy to be here.	Grazie. Sono sempre felice di essere qui.
line:084e3cbc	Thanks. See you soon.	Grazie. A presto.
line:71d57aeb	Thanks. That's kind of you to say.	Grazie. È gentile a dirlo.
line:a1f9de62	Thanks. That's kind of you to say.	Grazie. È gentile a dirlo.
line:9a9a6120	Thankth!	Grazhie!
line:e721d512	That brings me to my next question...	Il che mi porta alla prossima domanda...
line:215a2d34	That felt <i>good</i>.	È stato <i>bello</i>.
line:89150715	That is rather kind of you to say.	È molto gentile da parte sua.
line:a57409fb	That is the source of my worry...	È questo che mi preoccupa...
line:ad261b84	That just makes it harder!	Così è ancora più difficile!
line:7111d265	That makes me feel a lot more sure of myself then.	Questo mi dà molta più fiducia in me stesso.
line:3fac5bff	That makes me feel good to hear.	Mi fa bene sentirtelo dire.
line:1c49f05b	That makes me happy to hear.	Mi rende felice sentirlo.
line:a8b70da7	That must mean it is! I'm glad.	Allora direi che va bene! Sono contento.
line:5738ea38	That nice to hear... But, I mean being taken care of more... Primally?	Mi fa piacere sentirlo... Ma intendo essere accudito in modo più... istintivo?
line:8f598864	That one was almost too big-	Quella era quasi troppo grande...
line:5960dcbb	That should be all though, could you go get the gate?	Comunque direi che abbiamo finito. Potresti aprire il cancello?
line:116f0e16	That should be every spot.	Ora dovrebbe essere tutto pulito.
line:90444b09	That sounds like an over-reaction on her part.	Mi sembra una reazione esagerata da parte sua.
line:f07c9e39	That sounds like an over-reaction on her part.	Mi sembra una reazione esagerata da parte sua.
line:c78cf81f	That sounds lovely!	Sembra bellissimo!
line:eaa3c173	That they are...	Lo sono davvero...
line:f4b9a455	That was much nicer than a hose.	Molto meglio del tubo dell'acqua.
line:78cef130	That was never a concern. I'm a rather risk averse dragon.	Quello non mi ha mai preoccupato. Sono un drago piuttosto avverso al rischio.
line:22d271f4	That was really fun.	È stato davvero divertente.
line:019b83df	That was wonderful! I feel so much better about dating.	È stato meraviglioso! Ora mi sento molto più sereno all'idea di uscire con qualcuno.
line:d7bf167b	That was... Nicer than I expected.	È stato... Più piacevole del previsto.
line:577cec43	That's a mount, no?	È un cavalletto, no?
line:825536f5	That's a tricky question to answer.	È una domanda difficile.
line:66fb84fe	That's all I want to ask.	Non ho altre domande.
line:ac1ed298	That's all you can ask for, right?	È tutto quello che si può chiedere, no?
line:6605187b	That's an appeal to authority fallacy. But, yes. I'm correct.	È una fallacia d'appello all'autorità. Ma sì, ho ragione.
line:52f81dde	That's cute!	Che teneri!
line:45befc02	That's exciting!	Che emozione!
line:13cd5511	That's fast... But I think so!	Così presto... Ma credo di sì!
line:4ff91cbd	That's fine!	Non fa niente!
line:163c524a	That's good to hear.	Mi fa piacere sentirlo.
line:33e2bee6	That's good to hear.	Mi fa piacere sentirlo.
line:30e461f2	That's good. You deserve a decent man.	Bene. Si merita un brav'uomo.
line:aeae4744	That's good... Now what?	Bene... E adesso?
line:f3eeb627	That's great! whens your first date?	Che bello! Quando sarà il vostro primo appuntamento?
line:215f4eba	That's me.	Sono io.
line:cf8c5f37	That's not a thing... But thank you!	Non si può fare... Ma grazie!
line:3f29878b	That's rather nice of you to say.	È molto gentile a dirlo.
line:d38c63ea	That's really cute.	È davvero tenero.
line:6474d7f7	That's really nice!	È davvero bello!
line:c5001a4c	That's the best way to eat'em!	È il modo migliore di mangiarli!
line:2a5cc3a5	That's very sweet.	È molto dolce.
line:7052576b	That's what I like to hear.	È quello che mi piace sentire.
line:2a154290	That's what I thought too.	È quello che pensavo anch'io.
line:33d12f97	That's what I thought too.	È quello che pensavo anch'io.
line:2b7bb6ce	That's what's terrifying.	È proprio questo che mi spaventa.
line:36fb380f	That's wonderful, he's cute!	Che bello, è carino!
line:266836f8	That's... the first time you've yipped for me.	È... la prima volta che fai yip per me.
line:9b0b24ad	That.	Quello.
line:6ff80785	That... makes me feel a lot more sure of myself then.	Questo... mi dà molta più fiducia in me stesso.
