# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	Siema, duży piesku.
line:0d20d327	Of course! Thank you for the food.	Oczywiście! Dzięki za jedzenie.
line:4da976f5	Of course! You run a fine establishment.	Oczywiście! Prowadzi pan wspaniały zakład.
line:b629bcf2	Of course! You're wonderful.	Oczywiście! Jest pan wspaniały.
line:b6c96475	Of course, you run a fine establishment.	Oczywiście, prowadzi pan wspaniały zakład.
line:dd082478	Of course.	Oczywiście.
line:203cc3d2	Of course. One moment!	Oczywiście. Chwileczkę!
line:fd145efe	Of course. Sorry you're going through all this.	Oczywiście. Przykro mi, że przez to przechodzisz.
line:7305cdbc	Oh cool!	O, fajnie!
line:eb6ae4c3	Oh cool!	O, fajnie!
line:77c996e8	Oh damn! You really are adventurous!	O kurwa! Naprawdę lubisz przygody!
line:3fdb9d01	Oh fcuk something went wrong	O kurwa, coś poszło nie tak.
line:9e403ecd	Oh fuck yeah.	O kurwa, tak.
line:13c39c50	Oh fudge, forget I said that!	O rety, proszę zapomnieć, że to powiedziałem!
line:e722753e	Oh goodness no..	O nie, skądże..
line:55e3dd36	Oh hi! um..	O, cześć! Eee...
line:e8ee5747	Oh hi! um..	O, cześć! Eee...
line:b90f527f	Oh huh, that's the tiny drake I saw coming in a bit back yeah?	O, to ten malutki smok, którego widziałem tu niedawno, tak?
line:001ab950	Oh I heard good things about that.	O, słyszałem dobre opinie.
line:0a4a28c0	Oh I see the button there, gotcha!	O, widzę przycisk. Jasne!
line:c6b0b1aa	Oh like, swallowing things whole?	O, chodzi o połykanie w całości?
line:10254d13	Oh my	O rety.
line:39f6c77d	Oh my bad	Och, mój błąd.
line:79511a66	Oh my bad	Och, mój błąd.
line:8cfbd75d	Oh my bad	Och, mój błąd.
line:cb71b2a1	Oh my bad	Och, mój błąd.
line:7d13eca0	Oh my- I didn't expect you to be so... hands on	O rety... Nie spodziewałem się, że będzie pan tak... bezpośredni.
line:c60c65e8	Oh my. I suppose I could use the mount!	O rety. Chyba mógłbym skorzystać z przyrządu!
line:433cb27e	Oh no! Do you want to talk about it?	O nie! Chcesz o tym porozmawiać?
line:d908622a	Oh no, Conrad. are you okay?	O nie, Conrad. Nic ci nie jest?
line:bf977a7e	Oh okay. I'll go grab it.	O, dobrze. Przyniosę go.
line:7428755b	Oh so it's new for both of us!	O, czyli dla nas obu to coś nowego!
line:513bed5a	Oh so it's new to both of us!	Czyli dla nas obu to coś nowego!
line:4bad37a5	Oh that's good. I'm happy he's okay.	O, to dobrze. Cieszę się, że nic mu nie jest.
line:7d791906	Oh this is better, but I still feel dirty.	Och, lepiej, ale nadal czuję się brudny.
line:63926ecd	Oh we're done?	O, skończyliśmy?
line:546d1bf2	Oh wow, you're really covered in it!	Ojej, rzeczywiście jest go wszędzie pełno!
line:b2d99a43	Oh wow..	O rany..
line:e8052272	Oh yeah I liked the first one.	O tak, podobała mi się pierwsza część.
line:a4a26529	Oh yeah, there's this nice place downtown called wings.	O tak, jest fajne miejsce w centrum, Wings.
line:d4d3ecd5	Oh yeah.	O tak.
line:059142a3	Oh Yeah?	O tak?
line:71053a53	Oh Yeah?	O tak?
line:1121309c	Oh yeah?	O tak?
line:2b560f59	Oh yeah?	O tak?
line:2d2820b0	Oh yeah?	O tak?
line:6e82e54c	Oh yeah?	O tak?
line:b9d8a22f	Oh yeah?	O tak?
line:d8ce8566	Oh yeah?	O tak?
line:f103a4a8	Oh yeah?	O tak?
line:4f6344f1	Oh yeah? He sounds like a bit of a hothead.	Tak? Brzmi na trochę porywczego.
line:60cdf456	Oh yeah? The little red drake?	O tak? Tym małym czerwonym smokiem?
line:a9253dd8	Oh yeah? The sky blue drake I've seen around?	O tak? Tym błękitnym smokiem, którego tu widywałem?
line:762882b4	Oh yeeeaaah?	O taaak?
line:5d737ca7	Oh yes	O tak.
line:1c90fb6d	Oh you. Gonna make me blush.	Och, ty. Jeszcze się zarumienię.
line:7e3e59aa	Oh!	O!
line:3605a48a	Oh! I think I've seen him. The tiny one, yeah?	O! Chyba go widziałem. Ten malutki, tak?
line:3bc15278	Oh! No it wouldn't be. It's fun!	Och! Wcale nie. To zabawne!
line:c95a153d	Oh! nothing. I'll get the gate.	O! Nic. Otworzę bramę.
line:b6fb6fce	Oh! Okay. I'll get the gate!	O! Dobrze. Otworzę bramę!
line:4d3233a1	Oh! That's cold!	O! Ale zimna!
line:403f2ab7	Oh! Then I better let you in. I'll go get the gate.	O! To lepiej pana wpuszczę. Otworzę bramę.
line:0f2dc134	Oh! Yeah that makes sense...	O! Tak, to zrozumiałe...
line:1270a483	Oh, and I apologize for being absolutely filthy.	Och, i przepraszam, że jestem tak brudny.
line:7b5be1f8	Oh, and I've figured it where to go.	O, i już wiem, dokąd pójdziemy.
line:52fb116d	Oh, and seems I got some on my face. woops.	O, chyba trochę się pobrudziłem na pysku. Ups.
line:73a37947	Oh, awesome. I'm a big salmon guy.	O, świetnie. Jestem facetem, który uwielbia łososia.
line:74c9c07b	Oh, like... working class?	Och, czyli... robotnicze?
line:e048566b	Oh, no.	Och, nie.
line:1a9e6537	Oh, no. Ryan is a sweetheart.	Och, nie. Ryan to skarb.
line:5f6a124a	Oh, okay. Thanks.	A, dobrze. Dzięki.
line:17716b05	Oh, right. Sorry.	Ach, racja. Przepraszam.
line:82ba64bf	Oh, sorry-	Och, przepraszam...
line:956e5c91	Oh, sorry.	Och, przepraszam.
line:54a8bb22	Oh, sure. Come on in.	Och, jasne. Wejdź.
line:270276eb	Oh, that's my favorite part!	O, to moja ulubiona część!
line:1ff9a04c	Oh, the crest around my head?	Och, herb wokół mojej głowy?
line:ffed6d04	Oh, wonderful. Seem's we're similar.	Och, wspaniale. Wygląda na to, że mamy coś wspólnego.
line:30e6b801	Oh, yeah!	O, tak!
line:bedeee82	Oh- Eager!	O, ale zapał!
line:38b3c8c1	Oh- I mean. I'll go open the gate!	O... To znaczy, idę otworzyć bramę!
line:714c180e	Oh- I'm glad!	Och, cieszę się!
line:ccf87ea9	Oh- I'm not too interested in using that right now.	O... Teraz nie mam ochoty tego używać.
line:963981e4	Oh- I'm sorry for making a mess...	Och... Przepraszam za bałagan...
line:8e407c6e	Oh- Not just the wash.	O... Nie chodzi tylko o mycie.
line:ad31ec4c	Oh- Not just the wash.	O... Nie chodzi tylko o mycie.
line:6866c2c9	Oh- Right now? 'aight I'm down.	O, teraz? Dobra, jestem chętny.
line:9a6dca4b	Oh- Ya. On it.	O, tak. Już idę.
line:3b6d644d	Oh.	Och.
line:4399096b	Oh.	Och.
line:8441bf7b	Oh.	Och.
line:87233429	Oh.	Och.
line:e90fee8e	Oh.	Och.
line:ebd9b4d3	Oh.	Och.
line:8a79f72c	Oh. And one other thing.	O, jeszcze jedno.
line:e8289be5	Oh. good.	O, dobrze.
line:5442e228	Oh. Okay I'll go get the gate.	O. Dobrze, otworzę bramę.
line:0da15c85	Oh. Okay.	Och. Dobrze.
line:73f7f13d	OH. RIGHT.	O. RACJA.
line:c35890c8	Oh. That's... Wonderful!	Och. To... wspaniale!
line:0ce8d5aa	Oh. Then yeah, we're open.	O. W takim razie tak, jest otwarte.
line:52ed140c	Oh. Uhm. <size=70%>Good.	Och. Eee. <size=70%>Dobrze.
line:780d0993	Oh. yeah. Sorry.	Och. Tak. Przepraszam.
line:7f5113d5	OH. You're not used to eating them whole.	AHA. Nie jesteś przyzwyczajony do zjadania ich w całości.
line:45bc649d	Oh...	Och...
line:0a093816	Oh... hah. I like that.	Och... Ha. Podoba mi się.
line:f885f11d	Oh... I suppose this is alright~	Och... To chyba całkiem w porządku~
line:7cd85c8e	Oh... I'm so sorry.	Och... Bardzo mi przykro.
line:8cc1aa72	Oh... yeah we don't have one.	O... Tak, nie mamy go.
line:f16d7940	Oh... Yeah, tinier dragons tend to... Compensate.	Och... Tak, mniejsze smoki mają tendencję do... nadrabiania.
line:1d491283	Oh?	Och?
line:21c46e75	Oh?	Och?
line:fd8d786a	Oh?	Och?
line:0ce8d3c2	ohmygod I thought the egg was decorative.	Ojej, myślałem, że to jajko jest ozdobą.
line:d9b26374	Ok I can do that	Dobrze, dam radę.
line:1777121d	Ok I got this..	Dobrze, dam sobie radę..
line:f3af3ce8	Ok just tell me if you get uncomfortable or anything.	Dobrze, powiedz tylko, jeśli będzie niewygodnie albo coś.
line:6c3a98cc	Ok lets wash it off for our date tonight then.	Dobra, zmyjmy to przed naszą dzisiejszą randką.
line:7a54a1e1	Okay	Dobrze.
line:f64a5b30	Okay	Dobrze.
line:249500dc	Okay!	Dobrze!
line:a327b5f9	Okay!	Dobrze!
line:ccaabca3	Okay!	Dobrze!
line:82d0ea81	Okay! I'll be back later then.	Dobra! To wpadnę później.
line:3deb5f55	Okay! I'll go get the gate for you.	Dobrze! Pójdę otworzyć ci bramę.
line:9c3d6cb7	Okay! I'll see you soon.	Dobrze! Do zobaczenia.
line:72e0348e	Okay, bye!	Dobrze, pa!
line:255362b9	Okay, Conrad.	Dobra, Conrad.
line:0d16ab28	Okay, I'll be waiting. Thanks.	Dobrze, poczekam. Dzięki.
line:155d1c64	Okay, I'll open the gate!	Dobrze, otworzę bramę!
line:886f5df2	Okay, I'll see you later!	Dobrze, do zobaczenia!
line:585d6a08	Okay, thank you.	Dobrze, dzięki.
line:c298bc55	Okay, thank you.	Dobrze, dzięki.
line:6acf71a3	Okay, thanks.	Dobrze, dzięki.
line:8ed5a204	Okay- okay. I'll go get the gate.	Dobrze, dobrze. Otworzę bramę.
line:10b9a653	Okay- Thanks.	Dobrze. Dziękuję.
line:00a81c16	Okay. I hope you're doing alright though.	Dobrze. Mam jednak nadzieję, że się trzymasz.
line:118a51bb	Okay. I should probably get out of your scales.	Dobrze. Powinienem już dać ci spokój.
line:a62e8112	Okay. I'll open up shop. Give me a sec.	Dobrze. Otworzę zakład. Chwileczkę.
line:9d434af5	Okay. I'll order a mount.	Dobrze. Zamówię przyrząd.
line:2f3b06de	Okay. Then I think I'd like to try.	Dobra. To chyba chciałbym spróbować.
line:54ad4706	Okay...	Dobrze...
line:28311fbb	Omg you're hurt!	O nie, jesteś ranny!
line:8b3abbf7	On it!	Już się robi!
line:42e3eba2	Once I'm cleaned up I'm gonna head out and get our spot ready.	Jak tylko będę czysty, pójdę przygotować nasze miejsce.
line:1d4b8a1c	One thing led to another...	Od jednego do drugiego...
line:c70bea2d	Only been cleaning for a few weeks now!	Zajmuję się tym dopiero od kilku tygodni!
line:5188bd4a	Only If that's alright-	Tylko jeśli to nie problem...
line:01505282	Only realized how much of a mess I made after Max yelled at me, haha.	Max zaczyna na mnie krzyczeć, a ja dopiero wtedy widzę, ile narobiłem bałaganu, haha.
line:828eed25	Oof... Needed that. Thank you.	Uff... Potrzebowałem tego. Dzięki.
line:2d40c69a	Oooh, alrighty.	Ooo, dobrze.
line:99ff9e7f	Ooooh must be a big deal then.	Ooo, to musisz być naprawdę kimś.
line:e8ad4791	Ooooh.	Oooch.
line:64bfd62a	Oops, my bad.	Ups, mój błąd.
line:0fa31c40	Our first meeting went great though!	Pierwsze spotkanie poszło świetnie!
line:77cebc41	People tell me I've got a fat cock, is that true?	Mówią, że mam grubego kutasa. To prawda?
line:80de6c63	Perfectly clean again. Thank you for taking me in at this hour.	Znów idealnie czysty. Dziękuję za przyjęcie mnie o tej porze.
line:f212528b	Phew! I had an accident that needs to be taken care of... discretely.	Uff! Miałem wypadek, którym trzeba się zająć... dyskretnie.
line:b3c35166	Phew, I was worried I'd make another mess of things.	Uff, bałem się, że znów narobię bałaganu.
line:314c3d8a	physically or emotionally?	Fizycznie czy psychicznie?
line:156e0b50	Picnic bathket-	Koszyk piknikowy...
line:0d9de1a1	player hooked up with conrad	Gracz jest z Conradem.
line:2cf1c95e	player hooked up with conrad	Gracz jest z Conradem.
line:c2529648	player hooked up with conrad	Gracz jest z Conradem.
line:f7fd34b2	player hooked up with conrad	Gracz jest z Conradem.
line:66e08b22	player hooked up with ryan	Gracz jest z Ryanem.
line:78039fd1	player hooked up with ryan	Gracz jest z Ryanem.
line:96a0c0c7	player hooked up with ryan	Gracz jest z Ryanem.
line:9bade6d6	player hooked up with ryan	Gracz jest z Ryanem.
line:0ddcd600	Please scrub Igwix off my back would you?	Czy mógłby pan zmyć Igwixa z moich pleców?
line:0632acbf	Plus they feel really nice.	A do tego są takie przyjemne.
line:c7b8ba3d	Possibly...?	Może...?
line:637629a8	Pretty sure I can digest anything.	Jestem prawie pewien, że strawię wszystko.
line:65a41bc5	Pretty sure I'm all clean!	Chyba jestem już całkiem czysty!
line:3750bbf0	Pretty sure that was everything.	Chyba to już wszystko.
line:960707b0	Primarily alchemy. Occasionally world history.	Głównie alchemii. Czasem historii świata.
line:1475f95c	Professor Igwyx- My colleague who self-immolated earlier.	Profesor Igwyx, mój kolega, który się wcześniej zapalił.
line:26e9d692	Professor, but yes. You have.	Profesorem, ale tak. Nauczył mnie pan.
line:af0c15fd	Professor- But, yes. I usually don't go to public washes.	Profesora. Ale tak. Zwykle nie korzystam z publicznych myjni.
line:962abe27	Project Scale mary	Project Scale mary
line:e5d47feb	prole- <i><size=70%>wuh?	Prole... <i><size=70%>Co?
line:c7b73162	Psst..!	Psst...!
line:9addfb4a	Ready!	Gotowy!
line:875b5372	Really damn good!	Cholernie udana!
line:9e9f3e75	Really damn good!	Cholernie udana!
line:9364911d	Really looking forward to finding new people.	Naprawdę chcę poznawać nowe osoby.
line:8b0b222c	Really sets the mood.	Robi nastrój.
line:4010d36d	Really well honestly.	Naprawdę bardzo dobrze.
line:cfcb40c7	Really?	Naprawdę?
line:0ec807a4	Really? Aw, That's really sweet.	Naprawdę? Och, to bardzo miłe.
line:630fed1b	Remove this barrier at once so I may enter.	Proszę natychmiast usunąć tę barierę, abym mógł wejść.
line:65deb150	Right after this wash!	Zaraz po tym myciu!
line:0caa6657	Right, I'll get that for you ASAP.	Jasne, zaraz otwieram.
line:1271b80c	Right.	Racja.
line:3ede5541	Right.	Racja.
line:6a2e4e0d	Right. I'll get to it.	Jasne. Biorę się do roboty.
line:29daeb62	Right. Phoenix feather. Obviously.	Racja. Pióro feniksa. Oczywiście.
line:51d1b41e	Ryan is a sweetheart	Ryan to skarb.
line:202fce0c	RYAN THE BONE!	RYAN, KOŚĆ!
line:93bd9a2b	Ryan!	Ryan!
line:9b7e09b8	Ryan!	Ryan!
line:b76f49cd	Ryan!	Ryan!
line:1fa0fbbe	Ryan! I met him.	Ryan! Poznałem go.
line:f0427bb9	Ryan! this is so sweet.	Ryan! To takie miłe.
line:92829935	Ryan's such a nice dragon.	Ryan jest takim miłym smokiem.
line:13ca0a74	Ryan, you're not supposed to eat the stems-	Ryan, łodyżek się nie je...
line:7a01d265	Ryan: I guess it is pretty exciting	Ryan: W sumie to dość ekscytujące.
line:e1526934	Ryan: I like that a lot	Ryan: Bardzo mi się to podoba.
line:a430a2ff	Ryan: I think I am close too..	Ryan: Chyba też jestem blisko..
line:77626e43	Ryan: I would say it is going great	Ryan: Powiedziałbym, że jest świetnie.
line:f5f5b815	Ryan: I've never done this outside before	Ryan: Nigdy wcześniej nie robiłem tego na dworze.
line:6dd86b71	Ryan: This was nice	Ryan: To było miłe.
line:41b9659f	Ryan: Wow.. Your stature is really the only thing small about you.	Ryan: O rany... Naprawdę tylko wzrost masz niewielki.
line:aad89688	Ryan: Yea definitely. Worried about me?	Ryan: Tak, bardzo. Martwisz się o mnie?
line:ce6d6d7f	Ryan? you sure everything is okay...?	Ryan? Na pewno wszystko dobrze...?
line:1d3b255b	Save your mood setting for tonight!	Zostaw robienie nastroju na wieczór!
line:3ed6ab5d	Say do you remember the name of the college I work at?	Proszę powiedzieć, pamięta pan nazwę uczelni, na której pracuję?
line:a05a7804	Say...	Wie pan...
line:82d7b5e4	Says who?	Kto tak mówi?
line:6c193ba9	Scales different today? <size=70%><i>is that a thing...? </i><size=100%>You look good today.	Łuskami? <size=70%><i>Tak się w ogóle da...? </i><size=100%>Dobrze dziś wyglądasz.
line:426f40ff	See you again soon, yeah?	Do zobaczenia wkrótce, tak?
line:3112d78d	See you soon.	Do zobaczenia.
line:8072b186	See you tonight.	Do wieczora.
line:0d3b23da	Sheesh.	O rany.
line:48435b12	Shh! I'm not from around here...	Ciii! Nie jestem stąd...
line:0f86dbf6	So am I!	Ja też!
line:3063100e	So am I.	Ja też.
line:a241eec6	So far so good though, yeah?	Na razie chyba nieźle idzie, co?
line:813c6dd4	So is this like... our first date?	Czyli to... nasza pierwsza randka?
line:9b10d450	So this Conrad guy, seems like you like him?	Czyli ten Conrad... Chyba ci się podoba?
line:0c5dcd3c	So uh, gate?	To, eee... Brama?
line:84d8a935	So uh, mind opening the gate?	To co, otworzysz bramę?
line:7da41ecd	So uhh, let me know if you need me to move.	Więc daj znać, jeśli mam się przesunąć.
line:3a469ae4	So yeah, I had a mishap..	Więc miałem mały wypadek..
line:a6d6bf76	So you and Ryan huh?	Czyli ty i Ryan, co?
line:31fa3bdf	So you came in just to...	Czyli przyszedłeś tylko po to, żeby...
line:5f64c352	So you're a certified dragon washer huh?	Czyli masz uprawnienia do mycia smoków, tak?
line:c9e7bb1e	So you're a certified dragon washer huh?	Czyli masz uprawnienia do mycia smoków, tak?
line:aedb6a51	So, coming in for a wash?	Przyszedłeś się umyć?
line:1c856f1c	So, how was your date?	Jak zatem poszła pańska randka?
line:3cda84e6	So, tell me more about conrad!	To opowiedz więcej o Conradzie!
line:c10d9415	So, thanks on his behalf for caring.	Więc dziękuję w jego imieniu, że się nim przejąłeś.
line:e6aa9d20	So, with... relationships.	Więc, jeśli chodzi o... związki.
line:a99c5c88	So. How about a date?	To co, randka?
line:c2f44537	So. My girlfriend was home before me. she's a work-from-home dragon.	Więc moja dziewczyna była już w domu. Jest smoczycą i pracuje z domu.
line:d9652dff	So. Our date tonight...	Więc. Nasza dzisiejsza randka...
line:b983f922	So. Tonight.	Więc. Dziś wieczorem.
line:28c51dbf	So... A date. I think I'd like to go on one soon!	Więc... Randka. Chyba chciałbym niedługo na jakąś pójść!
line:7c56b2d8	So... I was thinking about my relationships.	Więc... Myślałem o moich związkach.
line:5a5e7f21	So<size=90%>o<size=80%>o<size=70%>o<size=60%>o... <size=100%>I 'aint dirty. But I am <i>~dirty~</i> y'know?	No<size=90%>o<size=80%>o<size=70%>o<size=60%>o... <size=100%>Nie jestem brudny. Ale myśli mam <i>~brudne~</i>, rozumiesz?
line:8a35fb7b	So<size=90%>o<size=80%>o<size=70%>o<size=60%>o... <size=100%>Was wonderin'	No<size=90%>o<size=80%>o<size=70%>o<size=60%>o... <size=100%>Tak się zastanawiałem...
line:5230bdfd	Soap, then rinse!	Najpierw mydło, potem płukanie!
line:c374e532	Somehow that feels more honest than anything anyone else says.	Dziwnym trafem brzmi to szczerzej niż cokolwiek, co mówią inni.
line:2898f680	Something happened last night	Wczoraj wieczorem coś się stało.
line:4dac3d2b	Something went wrong with flags!	Coś poszło nie tak ze zmiennymi fabuły!
line:61c7f2d6	Something went wrong with flags!	Coś poszło nie tak ze zmiennymi fabuły!
line:6d5ba814	Something went wrong with flags!	Coś poszło nie tak ze zmiennymi fabuły!
line:8f64adc0	Something went wrong with flags!	Coś poszło nie tak ze zmiennymi fabuły!
line:19cedc30	Sooo. You gonna jerk me off?	Nooo. Zwalisz mi?
line:1646ece2	Sorry for coming in late. My sleeps borked.	Sorry, że tak późno. Mam rozwalony rytm snu.
line:b2b32876	Sorry I'm bad at flirting. Could you get the gate?	Sorry, kiepsko flirtuję. Otworzysz bramę?
line:13ba93ef	sorry!	Przepraszamy!
line:e2f9c70c	Sorry, I meant to say I enjoy your wash.	Przepraszam, chciałem powiedzieć, że podoba mi się pańska myjnia.
line:78ca8d95	Sorry...	Przepraszam...
line:4af15fc3	Sounds good to me!	Brzmi dobrze!
line:8c6e66f3	Sounds good!	Brzmi dobrze!
line:1ef36cb0	Sounds like a date then!	To jesteśmy umówieni!
line:d71ba53e	Sounds like a date then!	To jesteśmy umówieni!
line:5fc277a9	Sounds like a date then! Seafood then we play it by ear.	To jesteśmy umówieni! Owoce morza, a potem zobaczymy.
line:0e643191	Sounds like a date then, I'm excited.	To jesteśmy umówieni. Cieszę się.
line:c4642c9c	Sounds like a date then. I'm excited.	To jesteśmy umówieni. Nie mogę się doczekać.
line:ffc401d1	Sounds like a plan.	Umowa stoi.
line:c4dd137b	Sounds like it was good then.	Czyli chyba dobrze.
line:7b6c47bd	Sounds like it.	Tak to brzmi.
line:5c51654f	Sounds nice.	Brzmi fajnie.
line:3a23b81f	Sounds really cool.	Brzmi naprawdę fajnie.
line:1dbf50b3	Sure	Jasne.
line:c14ceb34	Sure is!	Zgadza się!
line:de7cd73a	Sure it is. Thanks to Conrad for having me get it.	Nie ma problemu. Podziękujmy Conradowi, że namówił mnie na zakup.
line:05c673e7	Sure!	Jasne!
line:52542beb	Sure!	Jasne!
line:67f14802	Sure!	Jasne!
line:a2dc4ac0	Sure! I'll go get the gate.	Jasne! Otworzę bramę.
line:dbb68858	Sure! I'll go get the gate.	Jasne! Otworzę bramę.
line:601e1b38	Sure! I'm excited to tell you about Conrad.	Jasne! Już chcę ci opowiedzieć o Conradzie.
line:7b5c9d8c	Sure, but he needed someone who cared in that moment.	Tak, ale wtedy potrzebował kogoś, komu zależy.
line:709a9a57	Sure.	Jasne.
line:4af4703c	Tasted real good though!	Ale smakowało świetnie!
line:048fe71b	TELL ME ABOUT YOU AND CONRAD!	OPOWIADAJ O TOBIE I CONRADZIE!
line:2b84f2eb	Test line 1	Kwestia testowa 1
line:7a22b4d3	Test line 10	Kwestia testowa 10
line:ec12b3a4	Test line 11	Kwestia testowa 11
line:4f87d73a	Test line 12	Kwestia testowa 12
line:d9b7d04d	Test line 13	Kwestia testowa 13
line:63e6d9d4	Test line 14	Kwestia testowa 14
line:f5d6dea3	Test line 15	Kwestia testowa 15
line:64cb6133	Test line 16	Kwestia testowa 16
line:f2fb6644	Test line 17	Kwestia testowa 17
line:1772a124	Test line 18	Kwestia testowa 18
line:88119675	Test line 2	Kwestia testowa 2
line:1e219102	Test line 3	Kwestia testowa 3
line:a470989b	Test line 4	Kwestia testowa 4
line:32409fec	Test line 5	Kwestia testowa 5
line:a35d207c	Test line 6	Kwestia testowa 6
line:356d270b	Test line 7	Kwestia testowa 7
line:5643ba3d	Test line 8	Kwestia testowa 8
line:c073bd4a	Test line 9	Kwestia testowa 9
line:394db643	Thank the stars you're open.	Dzięki gwiazdom, że jest otwarte.
line:f1946aab	Thank you for cleaning me!!	Dzięki za umycie mnie!!
line:75b5b084	Thank you for getting me and Ryan in contact.	Dzięki, że skontaktowałeś mnie z Ryanem.
line:189d999e	Thank you for listening.	Dziękuję, że wysłuchałeś.
line:3398aea2	Thank you for that.	Dziękuję panu za to.
line:875f0961	Thank you for the clean!	Dziękuję za umycie!
line:acb8a5aa	Thank you for the quick clean!	Dzięki za szybkie mycie!
line:8512365e	Thank you!	Bardzo dziękuję!
line:bbca8a46	Thank you!	Bardzo dziękuję!
line:e449156d	Thank you!	Dziękuję!
line:bb4e1dc1	Thank you, Ryan. I'm happy I got to meet you too	Dzięki, Ryan. Ja też się cieszę, że cię poznałem.
line:3b568c14	Thank you.	Dziękuję.
line:6b245989	Thank you.	Dziękuję.
line:836d1b13	Thank you.	Dziękuję.
line:d60f2dc0	Thank you.	Dziękuję.
line:035a0830	Thank you. I'd really appreciate it	Dzięki. Bardzo bym to docenił.
line:f3e7a8fe	Thank you. Look good feel good!	Dzięki. Dobry wygląd to dobre samopoczucie!
line:d2d97c90	Thank you. You make this a whole lot easier to go through.	Dziękuję. Dzięki tobie dużo łatwiej to wszystko znieść.
line:3027bcf7	Thanks for asking. It's enjoyable to be asked personal questions.	Dziękuję za pytania. Miło, gdy ktoś pyta o sprawy osobiste.
line:aaf3066d	Thanks for cleaning me!	Dzięki, że mnie umyłeś!
line:8150e2a2	Thanks for helping me out.	Dzięki za pomoc.
line:a2217280	Thanks for helping me out.	Dzięki za pomoc.
line:7db0baf0	Thanks for introducing me to him.	Dzięki, że mnie z nim poznałeś.
line:c6cee89f	Thanks for letting me in so late.	Dzięki, że wpuściłeś mnie tak późno.
line:079b3782	Thanks for sharing food with me, You're a great friend.	Dzięki za wspólny posiłek. Jesteś świetnym przyjacielem.
line:85f901b0	Thanks for sharing food with me...	Dzięki za wspólny posiłek...
line:a39fd5a9	Thanks for that. Felt pretty damn good.	Dzięki za to. Było cholernie przyjemnie.
line:505e150f	Thanks for the clean.	Dzięki za mycie.
line:a40e531c	Thanks for the food! I'll go get the gate.	Dzięki za jedzenie! Otworzę bramę.
line:f1692a96	Thanks for the suggestion!	Dzięki za pomysł!
line:81ebbec0	Thanks for the wash so late in the night.	Dzięki za mycie o tak późnej porze.
line:a9df4c5e	Thanks I'll be waiting!	Dzięki, poczekam!
line:f73a3fc7	Thanks mate, see you tomorrow then.	Dzięki, stary. To do jutra.
line:30f1f583	Thanks!	Dzięki!
line:3484ab9d	Thanks!	Dzięki!
line:44701902	Thanks!	Dzięki!
line:4d868f2f	Thanks!	Dzięki!
line:70190774	Thanks!	Dzięki!
line:8b8f57c4	Thanks!	Dzięki!
line:ab5b2574	Thanks!	Dzięki!
line:b588bf4c	Thanks!	Dziękuję!
line:bc5d790a	Thanks!	Dzięki!
line:c07a9171	Thanks!	Dzięki!
line:e7e57d9c	Thanks!	Dzięki!
line:fa293cde	Thanks! Whats with all the... Gloop?	Dzięki! Co to za... maź?
line:e1609903	Thanks, but I'll be better. I promise.	Dzięki, ale będę lepszy. Obiecuję.
line:02cbdc87	Thanks, I'm excited too.	Dzięki, ja też się cieszę.
line:37c9d915	Thanks, You're pleasant too!	Dziękuję, pan też jest miły!
line:cb847372	Thanks, You're pleasant too!	Dziękuję, pan też jest miły!
line:188d4359	Thanks.	Dzięki.
line:316bb26e	Thanks.	Dziękuję.
line:34ec4db7	Thanks.	Dzięki.
line:5183a6f2	Thanks.	Dzięki.
line:c642cb17	Thanks.	Dziękuję.
line:cf716777	Thanks.	Dziękuję.
line:e00c6df5	Thanks.	Dziękuję.
line:e521db76	Thanks.	Dziękuję.
line:f62e1c4f	Thanks.	Dziękuję.
line:fbba1293	Thanks.	Dziękuję.
line:8bfa88d7	Thanks. I like being around you too.	Dzięki. Ja też lubię z tobą przebywać.
line:df0a8598	Thanks. I'm always happy to be here.	Dzięki. Zawsze się cieszę, że tu jestem.
line:084e3cbc	Thanks. See you soon.	Dzięki. Do zobaczenia wkrótce.
line:71d57aeb	Thanks. That's kind of you to say.	Dziękuję. To miłe z pańskiej strony.
line:a1f9de62	Thanks. That's kind of you to say.	Dziękuję. To miłe z pańskiej strony.
line:9a9a6120	Thankth!	Dzienki!
line:e721d512	That brings me to my next question...	To prowadzi mnie do kolejnego pytania...
line:215a2d34	That felt <i>good</i>.	To było <i>dobre</i>.
line:89150715	That is rather kind of you to say.	To bardzo miłe z pańskiej strony.
line:a57409fb	That is the source of my worry...	I to właśnie mnie martwi...
line:ad261b84	That just makes it harder!	To tylko utrudnia sprawę!
line:7111d265	That makes me feel a lot more sure of myself then.	To dodaje mi znacznie więcej pewności siebie.
line:3fac5bff	That makes me feel good to hear.	Miło to słyszeć.
line:1c49f05b	That makes me happy to hear.	Cieszę się, że to słyszę.
line:a8b70da7	That must mean it is! I'm glad.	To chyba znaczy, że nie! Cieszę się.
line:5738ea38	That nice to hear... But, I mean being taken care of more... Primally?	Miło to słyszeć... Ale chodzi mi o opiekę w bardziej... pierwotnym sensie?
line:8f598864	That one was almost too big-	Ten był prawie za duży...
line:5960dcbb	That should be all though, could you go get the gate?	Ale to już chyba wszystko. Otworzysz bramę?
line:116f0e16	That should be every spot.	Chyba nie została już żadna plama.
