# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	ไง เจ้าหมาตัวโต
line:cf716777	Thanks.	ขอบคุณนะ
line:e00c6df5	Thanks.	ขอบคุณ
line:e521db76	Thanks.	ขอบคุณนะ
line:f62e1c4f	Thanks.	ขอบคุณนะ
line:fbba1293	Thanks.	ขอบคุณนะ
line:8bfa88d7	Thanks. I like being around you too.	ขอบคุณ ผมก็ชอบอยู่ใกล้คุณ
line:df0a8598	Thanks. I'm always happy to be here.	ขอบคุณ อยู่ที่นี่แล้วสบายใจเสมอ
line:084e3cbc	Thanks. See you soon.	ขอบคุณ แล้วเจอกันเร็วๆ นี้
line:71d57aeb	Thanks. That's kind of you to say.	ขอบคุณ พูดแบบนั้นใจดีจัง
line:a1f9de62	Thanks. That's kind of you to say.	ขอบคุณ พูดแบบนั้นใจดีจัง
line:9a9a6120	Thankth!	ขอบคุง!
line:e721d512	That brings me to my next question...	งั้นคำถามต่อไป...
line:215a2d34	That felt <i>good</i>.	นั่น<i>ดีจริงๆ</i>
line:89150715	That is rather kind of you to say.	คุณพูดแบบนั้นใจดีมาก
line:a57409fb	That is the source of my worry...	นั่นแหละคือสิ่งที่ผมห่วง...
line:ad261b84	That just makes it harder!	นั่นยิ่งทำให้กลั้นยาก!
line:7111d265	That makes me feel a lot more sure of myself then.	นั่นทำให้ผมมั่นใจขึ้นมาก
line:3fac5bff	That makes me feel good to hear.	ได้ยินแล้วรู้สึกดีเลย
line:1c49f05b	That makes me happy to hear.	ได้ยินแล้วดีใจนะ
line:a8b70da7	That must mean it is! I'm glad.	คงแปลว่าได้สินะ! ดีใจจัง
line:5738ea38	That nice to hear... But, I mean being taken care of more... Primally?	ดีใจที่ได้ยิน... แต่ผมหมายถึงการดูแลแบบ... สัญชาตญาณมากกว่า?
line:8f598864	That one was almost too big-	ลูกนั้นเกือบใหญ่ไปแล้ว...
line:5960dcbb	That should be all though, could you go get the gate?	แต่คงหมดแล้วล่ะ เปิดประตูหน่อยได้ไหม?
line:116f0e16	That should be every spot.	น่าจะครบทุกจุดแล้ว
line:90444b09	That sounds like an over-reaction on her part.	ฟังดูเธอตอบสนองแรงเกินไปนะ
line:f07c9e39	That sounds like an over-reaction on her part.	ฟังดูเธอตอบสนองแรงเกินไปนะ
line:c78cf81f	That sounds lovely!	ฟังดูดีมาก!
line:eaa3c173	That they are...	เป็นเช่นนั้นจริงๆ...
line:f4b9a455	That was much nicer than a hose.	สบายกว่าฉีดสายยางเยอะเลย
line:78cef130	That was never a concern. I'm a rather risk averse dragon.	เรื่องนั้นไม่เคยเป็นปัญหา ผมเป็นมังกรที่ไม่ชอบเสี่ยง
line:22d271f4	That was really fun.	เมื่อกี้สนุกมาก
line:019b83df	That was wonderful! I feel so much better about dating.	ดีมากเลย! รู้สึกดีกับการเดตขึ้นเยอะ
line:d7bf167b	That was... Nicer than I expected.	นั่น... ดีกว่าที่คาดไว้
line:577cec43	That's a mount, no?	นั่นแท่นผสมพันธุ์ใช่ไหม?
line:825536f5	That's a tricky question to answer.	เป็นคำถามที่ตอบยาก
line:66fb84fe	That's all I want to ask.	ผมอยากถามแค่นี้
line:ac1ed298	That's all you can ask for, right?	ก็ขอได้แค่นั้นแหละเนอะ?
line:6605187b	That's an appeal to authority fallacy. But, yes. I'm correct.	นั่นคือตรรกะวิบัติแบบอ้างผู้มีอำนาจ แต่ใช่ ผมถูก
line:52f81dde	That's cute!	น่ารักจัง!
line:45befc02	That's exciting!	น่าตื่นเต้นจัง!
line:13cd5511	That's fast... But I think so!	เร็วเหมือนกัน... แต่ผมว่าได้!
line:4ff91cbd	That's fine!	ไม่เป็นไร!
line:163c524a	That's good to hear.	ดีใจที่ได้ยินนะ
line:33e2bee6	That's good to hear.	ดีใจที่ได้ยินนะ
line:30e461f2	That's good. You deserve a decent man.	ดีแล้ว คุณควรได้คบผู้ชายดีๆ
line:aeae4744	That's good... Now what?	ดีแล้ว... แล้วต่อไปล่ะ?
line:f3eeb627	That's great! whens your first date?	ดีเลย! เดตแรกเมื่อไร?
line:215f4eba	That's me.	ผมเอง
line:cf8c5f37	That's not a thing... But thank you!	มันทำแบบนั้นไม่ได้... แต่ขอบคุณ!
line:3f29878b	That's rather nice of you to say.	คุณพูดแบบนั้นใจดีมาก
line:d38c63ea	That's really cute.	น่ารักจริงๆ
line:6474d7f7	That's really nice!	ดีมากเลย!
line:c5001a4c	That's the best way to eat'em!	แบบนั้นอร่อยที่สุด!
line:2a5cc3a5	That's very sweet.	น่ารักจัง
line:7052576b	That's what I like to hear.	นั่นแหละที่ผมชอบฟัง
line:2a154290	That's what I thought too.	ผมก็คิดแบบนั้น
line:33d12f97	That's what I thought too.	ผมก็คิดแบบนั้น
line:2b7bb6ce	That's what's terrifying.	นั่นแหละที่น่ากลัว
line:36fb380f	That's wonderful, he's cute!	ดีเลย เขาน่ารัก!
line:266836f8	That's... the first time you've yipped for me.	นี่... ครั้งแรกที่นายยิปให้ฉัน
line:9b0b24ad	That.	นั่น
line:6ff80785	That... makes me feel a lot more sure of myself then.	นั่น... ทำให้ผมมั่นใจขึ้นมาก
line:cc6d631b	That... makes me feel a lot more sure of myself then.	นั่น... ทำให้ผมมั่นใจขึ้นมาก
line:ecf6206f	Thats awesome. I'm glad you two are working out.	เยี่ยมเลย ดีใจที่คุณสองคนไปได้ดี
line:0f8bb606	Thats good to hear.	ดีใจที่ได้ยิน
line:f5324d68	Thats really good to hear.	ดีใจมากที่ได้ยิน
line:063dcd4b	The ability to open up to someone, even occasionally...	การได้เปิดใจกับใครสักคน แม้แค่บางครั้ง...
line:8919009a	The ambiance is nice.	บรรยากาศดีนะ
line:08c850bf	The apothecary will tarnish my name for months.	เภสัชกรจะเอาชื่อผมไปนินทาหลายเดือน
line:01b4161e	The breakup I went through earlier was rough.	เรื่องเลิกกันก่อนหน้านี้หนักมาก
line:c932c99d	The breakup I went through earlier was rough.	เรื่องเลิกกันก่อนหน้านี้หนักมาก
line:dd06ed39	The Burnswick Community College of Thaumaturgy, of course!	วิทยาลัยชุมชนเวทมนตร์เบิร์นสวิก แน่นอน!
line:515099ec	The button on the wall, I mean.	หมายถึงปุ่มบนกำแพงนะ
line:7fe73572	The clean was fine.	อาบน้ำก็ใช้ได้
line:e8a38ed0	The college cannot find out about this okay?	อย่าให้วิทยาลัยรู้เรื่องนี้นะ?
line:1a169dbc	The lights in the area are great too.	ไฟแถวนั้นก็ดีด้วย
line:610dd8cb	The markers were fun.	เล่นปากกาเมจิกกันสนุกดี
line:4b36ea4e	The most prestigious college hosting prestigious professors like me:	วิทยาลัยที่มีชื่อเสียงที่สุด มีศาสตราจารย์ผู้ทรงเกียรติอย่างผม:
line:ec00a1fe	The mount? I... suppose!	แท่นเหรอ? ผม... คงได้!
line:94e04dcf	The mount? Sure!	แท่นเหรอ? ได้เลย!
line:d8273d7f	The night 'aint gonna start itself!	ค่ำคืนไม่เริ่มเองหรอกนะ!
line:1f2907ed	The rain has been unrelenting today!	วันนี้ฝนไม่ยอมหยุดเลย!
line:1804bf0a	The rain is nice.	ฝนดีนะ
line:7e9a1f83	The stem is just extra food.	ก้านก็แค่อาหารเพิ่ม
line:c88244b5	The vibe at night is fuckin' great.	บรรยากาศตอนกลางคืนโคตรดี
line:d8a2002e	Then I better let you out!	งั้นรีบให้คุณออกไปดีกว่า!
line:d7b3cd09	Then- Have a productive day.	ถ้าอย่างนั้น... ขอให้ทำงานได้ราบรื่น
line:448afe95	There was a fault in his method.	วิธีการของเขามีข้อผิดพลาด
line:48d4a45a	There's this one red dragon, Conrad. He's... Hot headed, but cute.	มีมังกรสีแดงชื่อคอนราด เขา... ใจร้อน แต่น่ารัก
line:f4af8b88	Theres this club downtown. 'Wings'. It's an old favorite of mine.	มีคลับชื่อ Wings ในเมือง เป็นร้านโปรดเก่าแก่ของฉัน
line:972f132f	These washes really make things easier.	การมาอาบน้ำช่วยให้ผมรับมือได้ง่ายขึ้นมาก
line:352d1d6f	They cum	พวกเขาถึงจุดสุดยอด
line:d78962e8	They cum	พวกเขาถึงจุดสุดยอด
line:3200a588	They keep going	พวกเขาทำต่อ
line:a31d1a18	They keep going	พวกเขาทำต่อ
line:035e5be6	They seem cute!	ดูน่ารักดีนะ!
line:454172b0	They took it too far.	พวกเขาทำเกินไป
line:d7b49fb8	They were! The stem is my favorite part though.	อร่อยนะ! แต่ผมชอบก้านที่สุด
line:d156a87f	Think that's every spot.	คิดว่าครบทุกจุดแล้ว
line:fa1a1e76	Think that's it.	คิดว่าหมดแล้ว
line:3112adad	This drake at the bar... I was stupid. Couldn't shut my mouth.	มังกรตัวหนึ่งที่บาร์... ฉันโง่เอง หุบปากไม่เป็น
line:bfd70320	This feels scandalous	รู้สึกอื้อฉาวจัง
line:cb437bd0	This is a common practice?	นี่เป็นบริการทั่วไปเหรอ?
line:831cbfda	This is a job only you can do.	งานนี้มีแค่คุณที่ทำได้
line:4944dbda	This is delicious!	อร่อยจัง!
line:088893da	This is my first time with a Kobold.	นี่ครั้งแรกของผมกับโคโบลด์
line:e218722c	This is my first time, actually!	จริงๆ นี่ครั้งแรกของผม!
line:9eb894ad	This is really nice..	สบายมากเลย...
line:c7e4e36f	This is the kind of shit I try to avoid!	เรื่องเหี้ยนี่แหละที่ฉันพยายามเลี่ยง!
line:22929636	This place could use a makeover, I know would it could use!	ที่นี่น่าปรับปรุงหน่อย ฉันรู้ว่าขาดอะไร!
line:b06e13bc	This soap isn't fitting for a professor don't you think?	สบู่นี่ไม่เหมาะกับศาสตราจารย์เท่าไรว่าไหม?
line:97841169	This was a nice escape.	ที่นี่ช่วยให้ผมหลบพักได้
line:5f02ceea	This was a wonderful escape...	ที่นี่เป็นที่หลบพักที่ดีมาก...
line:d45f4788	This was nice...	เมื่อกี้ดีจัง...
line:418498cf	Those grapes looked good.	องุ่นดูน่าอร่อย
line:e9d73205	Though every other wash I've been to at least has a mount	แต่ร้านอื่นที่ฉันเคยไปอย่างน้อยก็มีแท่น
line:29e70457	Though I can't say I am not curious	แต่ก็พูดไม่ได้ว่าไม่อยากรู้
line:9c3e6004	Though you probably shouldn't eat them.	แต่คุณคงไม่ควรกินนะ
line:f1ca33da	title: Alexander_Done	title: Alexander_Done
line:3ed2f649	title: Conrad_OutroDone	title: Conrad_OutroDone
line:74c28add	title: ConradBeatup_OutroDone	title: ConradBeatup_OutroDone
line:722243c8	title: RyanDate_OutroDone	title: RyanDate_OutroDone
line:b4eee981	title: RyanExploded_OutroDone	title: RyanExploded_OutroDone
line:6298f08b	Told me about the time he got beat up.	เล่าเรื่องตอนเขาถูกซ้อม
line:ee954bd9	Told me to go to a wash, and was acting extremely offended.	บอกให้ผมไปร้านอาบน้ำ แล้วทำเหมือนถูกลบหลู่อย่างแรง
line:c66e1278	Tonight- on campus. The library is the large blue spire building.	คืนนี้ ที่วิทยาลัย ห้องสมุดคือตึกใหญ่ที่มียอดแหลมสีฟ้า
line:434527c6	Truly terrible, no?	ช่างเลวร้ายจริงไหม?
line:5a5d646c	Truly?	จริงเหรอ?
line:e3aa4e29	Truth be told, I got dirty to come here.	พูดตามตรง ผมทำให้ตัวเองเปื้อนเพื่อมาที่นี่
line:0979dea3	Uh, I'm still really soapy!	เอ่อ ผมยังมีสบู่เยอะเลย!
line:05bbe58c	Uh-huh, I'll go get the gate	อือฮึ ผมจะไปเปิดประตู
line:7de638fb	Uh... Hello?	เอ่อ... สวัสดี?
line:7de9b3a4	Uh... uhm...	เอ่อ... อืม...
line:159c5c1f	Uh... Yeah.	เอ่อ... อืม
line:2089db44	Uhhhm we're not exactly.	เอ่อ จริงๆ เรายังไม่ได้...
line:3ed62e6b	Uhm, no, I'll just be REALLY upset.	เอ่อ เปล่า แค่จะหงุดหงิดมากๆ
line:f0a579a5	Uhm...	เอ่อ...
line:cc295885	uhm... <size=60%>no?	เอ่อ... <size=60%>ไม่มี?
line:29237bc3	Use the crowbar to open and place it in storage, would you?	ใช้ชะแลงเปิดลังแล้วเก็บไว้ในห้องเก็บของด้วยนะ
line:1ec0dc6a	Use the sprayer on the wall to wash me off.	ใช้หัวฉีดบนกำแพงล้างตัวให้ผม
line:a716d3b8	Uunf. T-that was... Rather undignified.	อึฟ น-นั่น... ไม่ค่อยสมเกียรติเท่าไร
line:a37177dd	V-very well. I'll try.	ด-ได้ ผมจะพยายาม
line:209ddf97	Very cool	เจ๋งมาก
line:2f10f572	Very well. Don't let me interrupt the wash then!	ดีมาก งั้นผมไม่ขัดจังหวะอาบน้ำแล้ว!
line:7678511c	Wah- huh- <size=80%>oah. <size=60%>we don't-	อะ... หะ... <size=80%>อ๋อ <size=60%>เราไม่ได้...
line:82e2c158	Wait a sec, I need to open the gate.	รอเดี๋ยวนะ ผมต้องเปิดประตูก่อน
line:9c7a2fb7	Wait a sec, I need to open the gate.	รอเดี๋ยวนะ ผมต้องเปิดประตูก่อน
line:8ab5686b	Was great! Ryan is a sweetheart.	ดีมาก! ไรอันใจดีสุดๆ
line:d8c9f912	Was just doing my job!	ผมแค่ทำหน้าที่!
line:148a63c8	Was just trying to play along. Happy to see you!	แค่อยากเล่นมุกด้วย ดีใจที่ได้เจอ!
line:56261ccb	Was still good though! I like how it feels sliding down.	แต่ก็ยังดีนะ! ผมชอบตอนมันไหลลงไป
line:4d002f47	Was... <i>Really</i> upset I was muddy.	เธอ... โมโห<i>มาก</i>ที่ผมเปื้อนโคลน
line:014b5da5	Watch where those paws are going would you?	ดูหน่อยสิว่าอุ้งเท้าจะไปโดนไหน?
line:3028feb5	We also had sex after our date.	เรามีเซ็กซ์กันหลังเดตด้วย
line:d132db41	We can just lay here...	เรานอนอยู่ตรงนี้เฉยๆ ก็ได้...
line:4da8b942	We can make an opening.	จัดคิวให้ได้
line:8c563ab8	We can make an opening.	จัดคิวให้ได้
line:33a79dbe	We do! Are you... from the college...?	รับ! คุณ... มาจากวิทยาลัย...?
line:b83ec453	We got your request for the mount!	เราได้รับคำขอแท่นผสมพันธุ์แล้ว!
line:8b7b8d6b	We went out to eat. Had some good conversation.	เราออกไปกินข้าว คุยกันสนุกดี
line:74706bb3	We will need to clean the floors...	เราต้องทำความสะอาดพื้น...
line:df8fb8c9	We'll be going out to this seafood place-	เราจะไปร้านอาหารทะเล...
line:110a2ced	Welcome back!	ยินดีต้อนรับกลับมา!
line:b042f12a	Welcome back!	ยินดีต้อนรับกลับมา!
line:c46f5033	Well great, I appreciate your discretion, I'll be headed off to the apothecary.	ดีมาก ขอบคุณที่เก็บเงียบ ผมจะไปหาเภสัชกร
line:08f40e32	Well I had a good time, see you later then!	สนุกดีนะ แล้วเจอกัน!
line:c1e8b05d	Well I had a good time, see you later then!	สนุกดีนะ แล้วเจอกัน!
line:fcff7b00	Well, go to the window and speak with your customer.	งั้นไปที่หน้าต่างแล้วคุยกับลูกค้า
line:fc1e497a	Well, good luck getting your hands around all of me.	งั้นขอให้โชคดี กำให้รอบทั้งหมดของฉันล่ะ
line:60f14972	Well, I do enjoy the color. But I believe that is unrelated to my hue.	ผมชอบสีนั้นนะ แต่คิดว่าไม่เกี่ยวกับสีตัวเอง
line:c9f270de	Well, I'm a dragon- but... You know what I mean.	ที่จริงเป็นมังกร แต่... เข้าใจใช่ไหม
line:f7f87f6c	Well, That's why I'm here!	ก็เพราะแบบนี้ถึงมีผมไง!
line:629d89d1	Well, yes. I mean more... Primally?	อืม ใช่ หมายถึงในแง่... สัญชาตญาณมากกว่า?
line:8aa0fc1a	Well, you are one hell of a catch.	ก็คุณเป็นคนที่ใครๆ ต้องอยากคบ
line:5d34e715	Well, you better get one then!	งั้นก็หามาซะ!
line:f16e75f3	Well...	ก็...
line:a71a8385	Went to the bar... Things got spicy. You can imagine what happened next... <size=70%>Hah...	ไปบาร์... เริ่มร้อนแรงขึ้น คงเดาได้ว่าเกิดอะไรต่อ... <size=70%>ฮะ...
line:2e0ec324	Wha..?	อะไร...?
line:29ec93b2	Whaaat. Nothing wrong with it! figured you'd like to know.	อะไรเล่า? ไม่เห็นผิดอะไร! คิดว่าคุณคงอยากรู้
line:18e5a573	Whaaat? It's good to make sure you're warmed up!	อะไรเล่า? อุ่นเครื่องไว้ก่อนก็ดีนี่!
line:bd66082e	What about a movie?	ดูหนังเป็นไง?
line:ee3c126b	What about your private washers?	แล้วคนอาบน้ำส่วนตัวล่ะ?
line:871137eb	What about?	เรื่องอะไร?
line:bb3b6c71	What brings you in so late?	อะไรทำให้มาดึกขนาดนี้?
line:2dd518f0	What do you mean?	หมายความว่ายังไง?
line:2fae1274	What do you mean?	หมายความว่ายังไง?
line:3c2c53dc	What do you mean?	หมายความว่ายังไง?
line:838cdf1b	What do you think of me?	คุณคิดยังไงกับผม?
line:c2bdc402	What does the number 7 taste like?	เลข 7 รสชาติเป็นยังไง?
line:56fc085a	What happened!?	เกิดอะไรขึ้น!?
line:0bc56d4d	what happened?	เกิดอะไรขึ้น?
line:8c3b76ea	What is it?	อะไรเหรอ?
line:44b711a0	What is..	นี่คือ...
line:53301d3b	What kind of egg was that?	ไข่อะไรเหรอ?
line:073701b7	What kind of movie are you thinking?	คิดถึงหนังเรื่องไหน?
line:03cf1c9a	What kind of question?	คำถามแบบไหน?
line:003700c7	What kinds of classes do you teach?	คุณสอนวิชาอะไรบ้าง?
line:e2406cc4	What now?	แล้วต่อไปล่ะ?
line:0c583118	What was in those opened crates?	ในลังที่เปิดแล้วมีอะไร?
line:5a195ff2	What!? that's terrible! You don't even have a mount...?	อะไรนะ!? แย่ชะมัด! ไม่มีแม้แต่แท่นผสมพันธุ์เลยเหรอ...?
line:8ebd442e	What's got you looking so happy?	อะไรทำให้อารมณ์ดีขนาดนี้?
line:fc7aaaa0	What's teaching like?	การสอนเป็นยังไงบ้าง?
line:f99840cd	What's that?	นั่นอะไร?
line:1a0b719d	What's up?	มีเรื่องอะไร?
line:29359884	What's up?	มีเรื่องอะไร?
line:8d5c7802	What's up?	มีเรื่องอะไร?
line:712f9d7c	what?	อะไรนะ?
line:766c2abd	What? All the best places do it!	อะไร? ร้านดีๆ มีทั้งนั้น!
line:159a1d54	What? I'm a professor! Can't you tell from my crest?	อะไร? ผมเป็นศาสตราจารย์! ดูตราผมไม่ออกเหรอ?
line:9aa86a9b	What? There is no harm caused by a genuine compliment!	อะไร? คำชมจากใจไม่ได้ทำร้ายใครสักหน่อย!
line:b2fe309b	Whats got you in a good mood?	อะไรทำให้อารมณ์ดี?
line:93a145d4	Whats up, big guy?	มีอะไร เจ้าตัวโต?
line:4efe8211	Whats up?	มีอะไรเหรอ?
line:866cd495	Whats up?	มีอะไรเหรอ?
line:bfc04b3a	Whats up?	มีอะไรเหรอ?
line:e01885c3	Whats up?	มีอะไรเหรอ?
line:f7d786b6	Whats with all the... Gloop?	อะไรที่... เละๆ นี่?
line:c4c81aa9	Whats your favorite part about him?	ชอบอะไรในตัวเขาที่สุด?
line:ff6ef027	When do you actually end the relationship?	ควรยุติความสัมพันธ์จริงๆ ตอนไหน?
line:2ffe284b	When I met him at first I was falling back on my old script.	ตอนเจอเขาแรกๆ ฉันกลับไปทำตัวแบบเดิม
line:eb019075	When you're done go ahead and hit the button.	เสร็จแล้วกดปุ่มได้เลย
line:5d4e9392	Where did he go...?	เขาหายไปไหน...?
line:7af04961	Where would you like to go?	อยากไปไหน?
line:7e9389a7	Which college?	วิทยาลัยไหน?
line:2d315c6c	Who knew a dragon could get so dirty, huh?	ใครจะรู้ว่ามังกรสกปรกได้ขนาดนี้เนอะ?
line:a97338b0	Who knew places such as this existed so readily available to the public!	ใครจะรู้ว่ามีที่แบบนี้เปิดให้คนทั่วไปมาใช้ได้ง่ายๆ!
line:8b7915f4	Who's that?	ใครเหรอ?
line:ebd63f8c	Who's there?	ใครน่ะ?
line:eea7573f	Whoa! Cold!	โห! เย็น!
line:1acbd02a	Whoops	อุ๊ย
line:5a6c0d31	Whoops	อุ๊ย
line:afc6c00a	Whoops	อุ๊ย
line:c30013ff	Whoops	อุ๊ย
line:9df56a3a	why are you here so late?	ทำไมมาดึกขนาดนี้?
line:bb8583c1	With Ryan, I'm pretty sure we're gonna go on a date tonight.	ฉันกับไรอันน่าจะไปเดตกันคืนนี้
line:c236bdf9	Woah. Uhm.	โห เอ่อ
line:390f05be	Woah... What is that in your mouth?	โห... ในปากนั่นอะไร?
line:4b93b009	Woah... You want me to use that? Even with the food? Alright!	โห... อยากให้ผมใช้นั่นเหรอ? ทั้งที่มีอาหารด้วย? ได้เลย!
line:4cacfab8	Wonderful to hear you're seeing someone!	ดีใจที่ได้ยินว่าคุณกำลังคบใครอยู่!
line:f6fdf321	Wonderful to hear you're seeing someone!	ดีใจที่ได้ยินว่าคุณกำลังคบใครอยู่!
line:7e2421b6	Wonderful to hear.	ดีใจที่ได้ยิน
line:36d49875	Wonderful!	เยี่ยมเลย!
line:6046bedf	Wonderful!	เยี่ยมเลย!
line:ab423ac7	Wonderful!	เยี่ยมเลย!
line:5a9abbd4	Wonderful. Have a <i>productive</i> day.	ดีมาก ขอให้เป็นวันที่<i>ได้งาน</i>
line:ec771552	Woops.	อุ๊ยตาย
line:51bcff68	Would that interest you?	คุณสนใจไหม?
line:8c8591ec	Would you care to join me at the college library this evening...?	คืนนี้อยากมาที่ห้องสมุดวิทยาลัยกับผมไหม...?
line:985436e6	Wouldn't that be degrading?	ไม่เป็นการดูถูกคุณเหรอ?
line:1e027369	Wow thanks, that feels good.	โห ขอบคุณ สบายดี
line:737184f5	Wow!	ว้าว!
line:ead1bf44	Wow, it's an experience seeing you eat like that.	โห ดูคุณกินแบบนั้นเปิดโลกเลย
line:5da1e074	Y'know?	เข้าใจไหม?
line:79352475	Ya.	ชอบ
line:f6c14e05	Ya.	อืม
line:b6add8e0	Yea! I do!	ใช่! ฉันเจ๋ง!
line:b44edd29	Yeaaah I'm not sticking with that one.	อืม... ฉันไม่ใช้ชื่อนี้ต่อหรอก
line:7a471225	Yeaaah.	ใช่...
line:5483c5fd	Yeah	อืม
line:3a5d5ca4	Yeah he seems like he'd push some buttons.	อืม ดูเหมือนเขาน่าจะยั่วคุณได้ดี
line:63024a1f	Yeah he's improved a lot.	อืม เขาพัฒนาขึ้นเยอะ
line:5847a779	Yeah I have.	คุยแล้วครับ
line:f3b5952a	Yeah I'm happy too.	อืม ผมก็ดีใจ
line:fb47f998	Yeah it go BRRT haha.	ใช่ มันดังบรื้ด ฮ่าๆ
line:eef9b2bb	Yeah It's fine. Sorry.	อืม ไม่เป็นไร ขอโทษนะ
line:fbc80e96	Yeah let me get that for you.	ได้ เดี๋ยวเปิดให้
line:f212b2de	Yeah so I'm all muddy and stuff, love romping around in the public park.	อืม ผมเปื้อนโคลนไปหมด ชอบวิ่งเล่นในสวนสาธารณะ
line:108de471	Yeah that sounds pretty good.	อืม ฟังดูดี
line:fdd800c2	Yeah! clean as always.	ใช่! สะอาดเหมือนทุกที
line:dee4a32d	Yeah! Conrad, he's adorable. Though he'd hate I said that.	ใช่! คอนราด เขาน่าเอ็นดูมาก แต่คงไม่ชอบที่ผมพูดแบบนั้น
line:ab1bc039	Yeah! I feel clean.	ใช่! รู้สึกสะอาดดี
line:6733a3df	Yeah! I'm going on a date with him soon.	ใช่! อีกไม่นานจะไปเดตกับเขา
line:66727cce	Yeah! It has food that should be good for both of us.	ใช่! มีอาหารที่น่าจะเหมาะกับเราทั้งคู่
line:b482634c	Yeah! its useful.	ใช่! มีประโยชน์มาก
line:da9cfdcf	Yeah! Just went on a date with Conrad.	สบายดี! เพิ่งไปเดตกับคอนราดมา
line:3f153aaf	Yeah! Just went on a date with Ryan.	สบายดี! เพิ่งไปเดตกับไรอันมา
line:77ca2316	Yeah! Thanks for the food. I'll go get the gate.	อื้ม! ขอบคุณสำหรับอาหาร ผมจะเปิดประตู
line:c87d632b	Yeah! That would be amazing.	อื้ม! คงเยี่ยมมาก
line:71c0ee9a	Yeah, ever since the breakup I've been looking for something new.	อืม ตั้งแต่เลิกกันผมก็มองหาอะไรใหม่ๆ
line:bee397db	Yeah, he's so kind to me.	ใช่ เขาใจดีกับฉันมาก
line:4815ddba	Yeah, I've got one.	มี ผมมี
line:24efaa49	Yeah, me too. He's real nice.	อืม ฉันก็หวัง เขานิสัยดีจริงๆ
line:6fa847ba	Yeah, nah. Mate you gotta get in on this. I'll pay good!	ไม่ได้สิ เพื่อน นายต้องลองเรื่องนี้ ฉันจ่ายงาม!
line:266f699d	Yeah, taste good!	ใช่ อร่อย!
line:67cc394b	Yeah, that was scary at first.	ใช่ ตอนแรกน่ากลัวนะ
line:a9980f5e	Yeah, this has been super nice.	อืม นี่ดีมากเลย
line:54c44240	Yeah, you're right.	อืม คุณพูดถูก
line:bb1827c7	Yeah- Though only if you want!	ใช่ แต่ถ้านายอยากทำนะ!
line:7311dc01	Yeah.	ได้
line:95e2f7cc	Yeah.	อืม
line:9fd5b834	Yeah. <size=90%>Oh- <size=80%>you know. I'm like... <size=70%>Haha. Yeah. Mhm!	อืม <size=90%>อ๊ะ... <size=80%>รู้ไหม ผมแบบว่า... <size=70%>ฮ่าๆ ใช่ อื้ม!
line:a28a70c6	Yeah. At least I got to meet you because of it.	อืม อย่างน้อยเรื่องนี้ก็ทำให้ได้เจอคุณ
line:e5937e30	Yeah. I like fish!	อืม ผมชอบปลา!
line:0372e0d1	Yeah. It wasn't too expensive.	ใช่ ไม่แพงมากนี่
line:6804839d	Yeah. It's hard to unwind groups after something like that.	อืม หลังเรื่องแบบนั้นจะแยกกลุ่มเพื่อนออกจากกันก็ยาก
line:6e0e4e11	Yeah. You two will be cute.	อืม คุณสองคนต้องน่ารักมาก
line:616121a9	Yeah...	อืม...
line:f244d080	Yeah... He's really great.	อืม... เขาดีจริงๆ
line:5bab2df8	Yeah... I've never gone on a date with a kobold before.	อืม... ผมไม่เคยเดตกับโคโบลด์มาก่อน
line:8eeb7e28	Yeah... It really isn't.	อืม... ไม่ง่ายจริงๆ
line:039a0c83	Yeah?	ว่าไง?
line:2fb3fe55	Yeah?	ว่าไง?
line:92bd78f3	Yeah?	ว่าไง?
line:3690a3eb	Yeah? I don't even see a mount.	ใช่ไง ฉันยังไม่เห็นแท่นด้วยซ้ำ
line:ea2adb20	Yeah? tell me about it!	จริงเหรอ? เล่าให้ฟังสิ!
line:78eccd9b	Yellow lime.	รสมะนาวลูกสีเหลือง
line:5fd7bc69	Yep!	ใช่!
line:b6c878fa	Yep!	ใช่!
line:fcff76d4	Yep! I'll get the gate.	อื้ม! ผมเปิดประตูให้
line:3cdcbd4a	Yes	ได้
line:991dc643	Yes	โกรธ
line:e535cacb	Yes	ใช่
line:fb4265f7	Yes	ได้
line:4ab6c5a9	yes	ใช่
line:db98be35	Yes right this way.	มี ทางนี้เลย
line:52010e35	YES!	ได้เลย!
line:c4310942	Yes!	ได้!
line:d5f94e23	Yes!	ได้!
line:5592e639	Yes, welcome to Drag'N Wash!	ใช่แล้ว ยินดีต้อนรับสู่ Drag'N Wash!
line:f676b9a8	Yes, welcome to Drag'n wash!	ใช่แล้ว ยินดีต้อนรับสู่ Drag'N Wash!
line:a610ce0b	YES.	ใช่!
line:85fd5266	Yes.	ใช่
line:152cb8ad	Yes. I'm in need of a clean. The situation is rather dire!	ใช่ ผมต้องทำความสะอาด สถานการณ์ค่อนข้างร้ายแรง!
line:c4595dd5	Yes. It's invigorating to be so candid.	ใช่ การได้ตรงไปตรงมาแบบนี้สดชื่นดี
line:d7e50f2d	Yes..	ได้...
line:5811655d	Yes... But I believe we need to clean the floors.	ใช่... แต่คิดว่าเราต้องทำความสะอาดพื้น
line:9444cdba	Yip	ยิป
line:14d2c62f	Yip!	ยิป!
line:296ff3f4	Yip!	ยิป!
line:3d516ddb	Yip!	ยิป!
