# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	Hei, anjing besar.
line:d66b7986	Now!	Sekarang!
line:63596bb3	Now, do you have a medkit or not?	Sekarang, kamu punya kotak P3K atau tidak?
line:eefc4e9f	Now, lemme in! I want to try that thing out!	Sekarang biarkan aku masuk! Aku ingin mencobanya!
line:0554966a	Now, more food?	Sekarang... Makan lagi?
line:3fb3f8d4	Now, round two!	Sekarang, ronde kedua!
line:12e6043e	Now... Food?	Sekarang... Makan?
line:5f8b2de4	oah. <size=70%>okay.	Oh. <size=70%>Oke.
line:13223129	Of course	Tentu.
line:283e56d8	Of course I am! I know I'm very...	Tentu! Aku tahu aku sangat...
line:5788e15c	Of course I do. I'm a <i>professional</i>.	Tentu. Aku <i>profesional</i>.
line:0b226939	Of course it is!	Tentu saja tidak!
line:f21dd9d4	Of course it is!	Tentu saja tidak!
line:642255fc	Of course!	Tentu saja!
line:76f8c20c	Of course!	Tentu saja!
line:877aced7	Of course!	Tentu saja!
line:d2401e75	Of course!	Tentu saja!
line:f9eb2b4a	Of course! Right this way!	Tentu saja! Lewat sini!
line:0d20d327	Of course! Thank you for the food.	Tentu! Terima kasih makanannya.
line:4da976f5	Of course! You run a fine establishment.	Tentu! Anda mengelola tempat yang bagus.
line:b629bcf2	Of course! You're wonderful.	Tentu! Anda luar biasa.
line:b6c96475	Of course, you run a fine establishment.	Tentu, Anda mengelola tempat yang bagus.
line:dd082478	Of course.	Tentu.
line:203cc3d2	Of course. One moment!	Tentu. Tunggu sebentar!
line:fd145efe	Of course. Sorry you're going through all this.	Tentu. Aku ikut sedih kamu harus melalui semua ini.
line:7305cdbc	Oh cool!	Oh, keren!
line:eb6ae4c3	Oh cool!	Oh, keren!
line:77c996e8	Oh damn! You really are adventurous!	Oh, sial! Kamu benar-benar berani mencoba!
line:3fdb9d01	Oh fcuk something went wrong	Sial, ada yang bermasalah.
line:9e403ecd	Oh fuck yeah.	Oh, anjir, mantap.
line:13c39c50	Oh fudge, forget I said that!	Aduh, lupakan saya mengatakan itu!
line:e722753e	Oh goodness no..	Astaga, tidak...
line:55e3dd36	Oh hi! um..	Oh, hai! Ehm...
line:e8ee5747	Oh hi! um..	Oh, hai! Ehm...
line:b90f527f	Oh huh, that's the tiny drake I saw coming in a bit back yeah?	Oh, itu naga mungil yang kulihat datang beberapa waktu lalu, ya?
line:001ab950	Oh I heard good things about that.	Oh, aku mendengar ulasan bagus tentang itu.
line:0a4a28c0	Oh I see the button there, gotcha!	Oh, aku lihat tombol di sana. Paham!
line:c6b0b1aa	Oh like, swallowing things whole?	Oh, menelan semuanya utuh?
line:10254d13	Oh my	Astaga.
line:39f6c77d	Oh my bad	Oh, salahku.
line:79511a66	Oh my bad	Oh, salahku.
line:8cfbd75d	Oh my bad	Oh, salahku.
line:cb71b2a1	Oh my bad	Oh, salahku.
line:7d13eca0	Oh my- I didn't expect you to be so... hands on	Astaga... Saya tidak menyangka Anda begitu... cepat turun tangan.
line:c60c65e8	Oh my. I suppose I could use the mount!	Astaga. Kurasa saya bisa memakai alat itu!
line:433cb27e	Oh no! Do you want to talk about it?	Oh tidak! Mau membicarakannya?
line:d908622a	Oh no, Conrad. are you okay?	Oh tidak, Conrad. Kamu baik-baik saja?
line:bf977a7e	Oh okay. I'll go grab it.	Oh, oke. Aku ambil dulu.
line:7428755b	Oh so it's new for both of us!	Oh, jadi ini baru buat kita berdua!
line:513bed5a	Oh so it's new to both of us!	Oh, jadi ini baru buat kita berdua!
line:4bad37a5	Oh that's good. I'm happy he's okay.	Oh, bagus. Saya senang dia baik-baik saja.
line:7d791906	Oh this is better, but I still feel dirty.	Oh, ini lebih baik, tapi aku masih merasa kotor.
line:63926ecd	Oh we're done?	Oh, sudah selesai?
line:546d1bf2	Oh wow, you're really covered in it!	Wah, Anda benar-benar berlumuran tinta!
line:b2d99a43	Oh wow..	Oh, wah...
line:e8052272	Oh yeah I liked the first one.	Oh ya, aku suka film pertamanya.
line:a4a26529	Oh yeah, there's this nice place downtown called wings.	Oh ya, ada tempat bagus di pusat kota bernama Wings.
line:d4d3ecd5	Oh yeah.	Oh ya.
line:059142a3	Oh Yeah?	Oh ya?
line:71053a53	Oh Yeah?	Oh ya?
line:1121309c	Oh yeah?	Oh ya?
line:2b560f59	Oh yeah?	Oh ya?
line:2d2820b0	Oh yeah?	Oh ya?
line:6e82e54c	Oh yeah?	Oh ya?
line:b9d8a22f	Oh yeah?	Oh ya?
line:d8ce8566	Oh yeah?	Oh ya?
line:f103a4a8	Oh yeah?	Oh ya?
line:4f6344f1	Oh yeah? He sounds like a bit of a hothead.	Oh ya? Dia terdengar agak pemarah.
line:60cdf456	Oh yeah? The little red drake?	Oh ya? Naga merah kecil itu?
line:a9253dd8	Oh yeah? The sky blue drake I've seen around?	Oh ya? Naga biru langit yang saya lihat di sekitar sini?
line:762882b4	Oh yeeeaaah?	Oh iyaaa?
line:5d737ca7	Oh yes	Oh ya.
line:1c90fb6d	Oh you. Gonna make me blush.	Ah, kamu. Nanti aku tersipu.
line:7e3e59aa	Oh!	Oh!
line:3605a48a	Oh! I think I've seen him. The tiny one, yeah?	Oh! Sepertinya aku pernah melihatnya. Yang mungil itu, ya?
line:3bc15278	Oh! No it wouldn't be. It's fun!	Oh! Tidak, sama sekali tidak. Itu seru!
line:c95a153d	Oh! nothing. I'll get the gate.	Oh! Tidak apa-apa. Aku buka gerbangnya.
line:b6fb6fce	Oh! Okay. I'll get the gate!	Oh! Oke. Aku buka gerbangnya!
line:4d3233a1	Oh! That's cold!	Oh! Dingin!
line:403f2ab7	Oh! Then I better let you in. I'll go get the gate.	Oh! Kalau begitu sebaiknya Anda masuk. Saya buka gerbangnya.
line:0f2dc134	Oh! Yeah that makes sense...	Oh! Ya, masuk akal...
line:1270a483	Oh, and I apologize for being absolutely filthy.	Oh, saya juga minta maaf karena kotor sekali.
line:7b5be1f8	Oh, and I've figured it where to go.	Oh, aku juga sudah tahu harus pergi ke mana.
line:52fb116d	Oh, and seems I got some on my face. woops.	Oh, sepertinya ada yang menempel di wajahku. Ups.
line:73a37947	Oh, awesome. I'm a big salmon guy.	Oh, bagus. Aku pria yang sangat suka salmon.
line:74c9c07b	Oh, like... working class?	Oh, seperti... kelas pekerja?
line:e048566b	Oh, no.	Oh, tidak.
line:1a9e6537	Oh, no. Ryan is a sweetheart.	Oh, tidak. Ryan baik sekali.
line:5f6a124a	Oh, okay. Thanks.	Oh, oke. Makasih.
line:17716b05	Oh, right. Sorry.	Oh, benar. Maaf.
line:82ba64bf	Oh, sorry-	Oh, maaf...
line:956e5c91	Oh, sorry.	Oh, maaf.
line:54a8bb22	Oh, sure. Come on in.	Oh, tentu. Masuklah.
line:270276eb	Oh, that's my favorite part!	Oh, itu bagian favoritku!
line:1ff9a04c	Oh, the crest around my head?	Oh, lambang di sekeliling kepala saya?
line:ffed6d04	Oh, wonderful. Seem's we're similar.	Oh, bagus. Sepertinya kami mirip.
line:30e6b801	Oh, yeah!	Oh, ya!
line:bedeee82	Oh- Eager!	Oh, semangat sekali!
line:38b3c8c1	Oh- I mean. I'll go open the gate!	Oh... Maksudku, aku buka gerbangnya dulu!
line:714c180e	Oh- I'm glad!	Oh, syukurlah!
line:ccf87ea9	Oh- I'm not too interested in using that right now.	Oh, aku tidak terlalu ingin memakainya sekarang.
line:963981e4	Oh- I'm sorry for making a mess...	Oh, maaf sudah membuat berantakan...
line:8e407c6e	Oh- Not just the wash.	Oh, bukan cuma mandi.
line:ad31ec4c	Oh- Not just the wash.	Oh, bukan cuma mandi.
line:6866c2c9	Oh- Right now? 'aight I'm down.	Oh... Sekarang? Oke, aku mau.
line:9a6dca4b	Oh- Ya. On it.	Oh... Ya. Sebentar.
line:3b6d644d	Oh.	Oh.
line:4399096b	Oh.	Oh.
line:8441bf7b	Oh.	Oh.
line:87233429	Oh.	Oh.
line:e90fee8e	Oh.	Oh.
line:ebd9b4d3	Oh.	Oh.
line:8a79f72c	Oh. And one other thing.	Oh, satu hal lagi.
line:e8289be5	Oh. good.	Oh, bagus.
line:5442e228	Oh. Okay I'll go get the gate.	Oh, oke. Aku buka gerbangnya dulu.
line:0da15c85	Oh. Okay.	Oh, oke.
line:73f7f13d	OH. RIGHT.	OH. BENAR.
line:c35890c8	Oh. That's... Wonderful!	Oh, itu... luar biasa!
line:0ce8d5aa	Oh. Then yeah, we're open.	Oh. Kalau begitu, ya, kami buka.
line:52ed140c	Oh. Uhm. <size=70%>Good.	Oh. Ehm. <size=70%>Enak.
line:780d0993	Oh. yeah. Sorry.	Oh, ya. Maaf.
line:7f5113d5	OH. You're not used to eating them whole.	OH. Kamu tidak terbiasa memakannya utuh.
line:45bc649d	Oh...	Oh...
line:0a093816	Oh... hah. I like that.	Oh... Hah. Aku suka.
line:f885f11d	Oh... I suppose this is alright~	Oh... Saya rasa ini tidak apa-apa~
line:7cd85c8e	Oh... I'm so sorry.	Oh... Aku ikut sedih.
line:8cc1aa72	Oh... yeah we don't have one.	Oh... Ya, kami tidak punya.
line:f16d7940	Oh... Yeah, tinier dragons tend to... Compensate.	Oh... Ya, naga kecil biasanya... punya kelebihan di tempat lain.
line:1d491283	Oh?	Oh?
line:21c46e75	Oh?	Oh?
line:fd8d786a	Oh?	Oh?
line:0ce8d3c2	ohmygod I thought the egg was decorative.	Astaga, kukira telur itu hiasan.
line:d9b26374	Ok I can do that	Oke, aku bisa.
line:1777121d	Ok I got this..	Oke, aku bisa menahannya...
line:f3af3ce8	Ok just tell me if you get uncomfortable or anything.	Oke, bilang saja kalau kamu merasa tidak nyaman atau apa pun.
line:6c3a98cc	Ok lets wash it off for our date tonight then.	Oke, kalau begitu ayo bersihkan untuk kencan kita malam ini.
line:7a54a1e1	Okay	Oke.
line:f64a5b30	Okay	Oke.
line:249500dc	Okay!	Oke!
line:a327b5f9	Okay!	Oke!
line:ccaabca3	Okay!	Oke!
line:82d0ea81	Okay! I'll be back later then.	Oke! Kalau begitu nanti aku kembali.
line:3deb5f55	Okay! I'll go get the gate for you.	Oke! Aku buka gerbangnya untukmu.
line:9c3d6cb7	Okay! I'll see you soon.	Oke! Sampai ketemu lagi.
line:72e0348e	Okay, bye!	Oke, sampai jumpa!
line:255362b9	Okay, Conrad.	Oke, Conrad.
line:0d16ab28	Okay, I'll be waiting. Thanks.	Oke, aku tunggu. Terima kasih.
line:155d1c64	Okay, I'll open the gate!	Oke, saya buka gerbangnya!
line:886f5df2	Okay, I'll see you later!	Oke, sampai nanti!
line:585d6a08	Okay, thank you.	Oke, terima kasih.
line:c298bc55	Okay, thank you.	Oke, terima kasih.
line:6acf71a3	Okay, thanks.	Oke, makasih.
line:8ed5a204	Okay- okay. I'll go get the gate.	Oke, oke. Aku buka gerbangnya dulu.
line:10b9a653	Okay- Thanks.	Oke... Terima kasih.
line:00a81c16	Okay. I hope you're doing alright though.	Oke. Tapi semoga kamu baik-baik saja.
line:118a51bb	Okay. I should probably get out of your scales.	Oke. Sepertinya aku tidak boleh mengganggumu lagi.
line:a62e8112	Okay. I'll open up shop. Give me a sec.	Oke. Saya buka lagi. Tunggu sebentar.
line:9d434af5	Okay. I'll order a mount.	Oke. Aku akan memesan alat kawin.
line:2f3b06de	Okay. Then I think I'd like to try.	Oke. Kalau begitu aku ingin mencoba.
line:54ad4706	Okay...	Oke...
line:28311fbb	Omg you're hurt!	Astaga, kamu terluka!
line:8b3abbf7	On it!	Segera!
line:42e3eba2	Once I'm cleaned up I'm gonna head out and get our spot ready.	Setelah bersih, aku akan pergi menyiapkan tempat kita.
line:1d4b8a1c	One thing led to another...	Satu hal berlanjut ke hal lain...
line:c70bea2d	Only been cleaning for a few weeks now!	Aku baru melakukan ini beberapa minggu!
line:5188bd4a	Only If that's alright-	Hanya kalau tidak keberatan...
line:01505282	Only realized how much of a mess I made after Max yelled at me, haha.	Baru sadar betapa berantakannya aku setelah Max membentakku, haha.
line:828eed25	Oof... Needed that. Thank you.	Uff... Aku butuh itu. Terima kasih.
line:2d40c69a	Oooh, alrighty.	Ooooh, oke.
line:99ff9e7f	Ooooh must be a big deal then.	Ooooh, berarti kamu cukup penting, ya.
line:e8ad4791	Ooooh.	Ooooh.
line:64bfd62a	Oops, my bad.	Ups, salahku.
line:0fa31c40	Our first meeting went great though!	Tapi pertemuan pertama kami berjalan sangat baik!
line:77cebc41	People tell me I've got a fat cock, is that true?	Orang bilang kontolku tebal. Benar tidak?
line:80de6c63	Perfectly clean again. Thank you for taking me in at this hour.	Bersih sempurna lagi. Terima kasih sudah menerima saya pada jam selarut ini.
line:f212528b	Phew! I had an accident that needs to be taken care of... discretely.	Fiuh! Saya mengalami kecelakaan yang perlu ditangani... diam-diam.
line:b3c35166	Phew, I was worried I'd make another mess of things.	Fiuh, aku khawatir akan membuat berantakan lagi.
line:314c3d8a	physically or emotionally?	Secara fisik atau emosional?
line:156e0b50	Picnic bathket-	Keranjang piknikh...
line:0d9de1a1	player hooked up with conrad	Pemain berpasangan dengan Conrad.
line:2cf1c95e	player hooked up with conrad	Pemain berpasangan dengan Conrad.
line:c2529648	player hooked up with conrad	Pemain berpasangan dengan Conrad.
line:f7fd34b2	player hooked up with conrad	Pemain berpasangan dengan Conrad.
line:66e08b22	player hooked up with ryan	Pemain berpasangan dengan Ryan.
line:78039fd1	player hooked up with ryan	Pemain berpasangan dengan Ryan.
line:96a0c0c7	player hooked up with ryan	Pemain berpasangan dengan Ryan.
line:9bade6d6	player hooked up with ryan	Pemain berpasangan dengan Ryan.
line:0ddcd600	Please scrub Igwix off my back would you?	Tolong gosok Igwix dari punggung saya, bisa?
line:0632acbf	Plus they feel really nice.	Ditambah lagi rasanya nyaman sekali.
line:c7b8ba3d	Possibly...?	Mungkin...?
line:637629a8	Pretty sure I can digest anything.	Cukup yakin aku bisa mencerna apa saja.
line:65a41bc5	Pretty sure I'm all clean!	Sepertinya aku sudah bersih semua!
line:3750bbf0	Pretty sure that was everything.	Sepertinya sudah semuanya.
line:960707b0	Primarily alchemy. Occasionally world history.	Terutama alkimia. Sesekali sejarah dunia.
line:1475f95c	Professor Igwyx- My colleague who self-immolated earlier.	Profesor Igwyx... Rekan saya yang sebelumnya terbakar itu.
line:26e9d692	Professor, but yes. You have.	Profesor. Tapi ya, Anda memang mengajari saya.
line:af0c15fd	Professor- But, yes. I usually don't go to public washes.	Profesor... Tapi ya. Biasanya saya tidak pergi ke pemandian umum.
line:962abe27	Project Scale mary	Project Scale mary
line:e5d47feb	prole- <i><size=70%>wuh?	Prole... <i><size=70%>apa?
line:c7b73162	Psst..!	Psst...!
line:9addfb4a	Ready!	Siap!
line:875b5372	Really damn good!	Bagus banget, sialan!
line:9e9f3e75	Really damn good!	Bagus banget, sialan!
line:9364911d	Really looking forward to finding new people.	Aku sangat menantikan bertemu orang baru.
line:8b0b222c	Really sets the mood.	Benar-benar membangun suasana.
line:4010d36d	Really well honestly.	Jujur, sangat baik.
line:cfcb40c7	Really?	Sungguh?
line:0ec807a4	Really? Aw, That's really sweet.	Sungguh? Ah, manis sekali.
line:630fed1b	Remove this barrier at once so I may enter.	Segera singkirkan penghalang ini agar saya bisa masuk.
line:65deb150	Right after this wash!	Langsung setelah mandi ini!
line:0caa6657	Right, I'll get that for you ASAP.	Baik, segera kubukakan.
line:1271b80c	Right.	Benar.
line:3ede5541	Right.	Benar.
line:6a2e4e0d	Right. I'll get to it.	Benar. Aku mulai.
line:29daeb62	Right. Phoenix feather. Obviously.	Benar. Bulu feniks. Tentu saja.
line:51d1b41e	Ryan is a sweetheart	Ryan baik sekali.
line:202fce0c	RYAN THE BONE!	RYAN, TULANGNYA!
line:93bd9a2b	Ryan!	Ryan!
line:9b7e09b8	Ryan!	Ryan!
line:b76f49cd	Ryan!	Ryan!
line:1fa0fbbe	Ryan! I met him.	Ryan! Aku sudah bertemu dengannya.
line:f0427bb9	Ryan! this is so sweet.	Ryan! Kamu baik sekali.
line:92829935	Ryan's such a nice dragon.	Ryan naga yang sangat baik.
line:13ca0a74	Ryan, you're not supposed to eat the stems-	Ryan, tangkainya tidak seharusnya dimakan...
line:7a01d265	Ryan: I guess it is pretty exciting	Ryan: Kurasa memang cukup menggairahkan.
line:e1526934	Ryan: I like that a lot	Ryan: Aku sangat suka itu.
line:a430a2ff	Ryan: I think I am close too..	Ryan: Kurasa aku juga hampir...
line:77626e43	Ryan: I would say it is going great	Ryan: Menurutku ini berjalan sangat baik.
line:f5f5b815	Ryan: I've never done this outside before	Ryan: Aku belum pernah melakukan ini di luar sebelumnya.
line:6dd86b71	Ryan: This was nice	Ryan: Tadi menyenangkan.
line:41b9659f	Ryan: Wow.. Your stature is really the only thing small about you.	Ryan: Wah... Tinggimu memang satu-satunya yang kecil darimu.
line:aad89688	Ryan: Yea definitely. Worried about me?	Ryan: Ya, tentu. Mengkhawatirkanku?
line:ce6d6d7f	Ryan? you sure everything is okay...?	Ryan? Kamu yakin semuanya baik-baik saja...?
line:1d3b255b	Save your mood setting for tonight!	Simpan rayuanmu sampai nanti malam!
line:3ed6ab5d	Say do you remember the name of the college I work at?	Apa Anda ingat nama kampus tempat saya bekerja?
line:a05a7804	Say...	Begini...
line:82d7b5e4	Says who?	Siapa bilang?
line:6c193ba9	Scales different today? <size=70%><i>is that a thing...? </i><size=100%>You look good today.	Sisikmu dengan cara berbeda? <size=70%><i>Memangnya bisa...?</i><size=100%>Kamu kelihatan bagus hari ini.
line:426f40ff	See you again soon, yeah?	Sampai bertemu lagi dalam waktu dekat, ya?
line:3112d78d	See you soon.	Sampai sebentar lagi.
line:8072b186	See you tonight.	Sampai nanti malam.
line:0d3b23da	Sheesh.	Astaga.
line:48435b12	Shh! I'm not from around here...	Sst! Saya bukan dari sekitar sini...
line:0f86dbf6	So am I!	Saya juga!
line:3063100e	So am I.	Aku juga.
line:a241eec6	So far so good though, yeah?	Tapi sejauh ini baik-baik saja, kan?
line:813c6dd4	So is this like... our first date?	Jadi ini... kencan pertama kita?
line:9b10d450	So this Conrad guy, seems like you like him?	Jadi soal Conrad ini... Sepertinya kamu menyukainya?
line:0c5dcd3c	So uh, gate?	Jadi, ehm... gerbangnya?
line:84d8a935	So uh, mind opening the gate?	Jadi, ehm... Bisa buka gerbangnya?
line:7da41ecd	So uhh, let me know if you need me to move.	Jadi, ehm... Bilang kalau aku perlu bergerak.
line:3a469ae4	So yeah, I had a mishap..	Jadi, aku mengalami kecelakaan kecil...
line:a6d6bf76	So you and Ryan huh?	Jadi kamu dan Ryan, ya?
line:31fa3bdf	So you came in just to...	Jadi kamu datang hanya untuk...
line:5f64c352	So you're a certified dragon washer huh?	Jadi kamu petugas pemandian naga bersertifikat, ya?
line:c9e7bb1e	So you're a certified dragon washer huh?	Jadi kamu petugas pemandian naga bersertifikat, ya?
line:aedb6a51	So, coming in for a wash?	Jadi, datang untuk mandi?
line:1c856f1c	So, how was your date?	Jadi, bagaimana kencan Anda?
line:3cda84e6	So, tell me more about conrad!	Jadi, ceritakan lebih banyak soal Conrad!
line:c10d9415	So, thanks on his behalf for caring.	Jadi, aku berterima kasih atas namanya karena kamu peduli.
line:e6aa9d20	So, with... relationships.	Jadi, soal... hubungan.
line:a99c5c88	So. How about a date?	Jadi. Mau berkencan?
line:c2f44537	So. My girlfriend was home before me. she's a work-from-home dragon.	Jadi, pacarku sudah di rumah sebelum aku pulang. Dia naga betina yang bekerja dari rumah.
line:d9652dff	So. Our date tonight...	Jadi, kencan kita malam ini...
line:b983f922	So. Tonight.	Jadi, malam ini.
line:28c51dbf	So... A date. I think I'd like to go on one soon!	Jadi... Kencan. Kurasa aku ingin segera berkencan!
line:7c56b2d8	So... I was thinking about my relationships.	Jadi... Aku memikirkan hubungan-hubunganku.
line:5a5e7f21	So<size=90%>o<size=80%>o<size=70%>o<size=60%>o... <size=100%>I 'aint dirty. But I am <i>~dirty~</i> y'know?	Jadi<size=90%>i<size=80%>i<size=70%>i<size=60%>i... <size=100%>Badanku tidak kotor. Tapi pikiranku <i>~kotor~</i>, mengerti?
line:8a35fb7b	So<size=90%>o<size=80%>o<size=70%>o<size=60%>o... <size=100%>Was wonderin'	Jadi<size=90%>i<size=80%>i<size=70%>i<size=60%>i... <size=100%>Aku penasaran...
line:5230bdfd	Soap, then rinse!	Sabun dulu, lalu bilas!
line:c374e532	Somehow that feels more honest than anything anyone else says.	Entah kenapa, itu terasa lebih jujur daripada semua perkataan orang lain.
line:2898f680	Something happened last night	Ada kejadian semalam.
line:4dac3d2b	Something went wrong with flags!	Ada kesalahan pada penanda alur!
line:61c7f2d6	Something went wrong with flags!	Ada kesalahan pada penanda alur!
line:6d5ba814	Something went wrong with flags!	Ada kesalahan pada penanda alur!
line:8f64adc0	Something went wrong with flags!	Ada kesalahan pada penanda alur!
line:19cedc30	Sooo. You gonna jerk me off?	Jadiii. Kamu mau mengocokkanku?
line:1646ece2	Sorry for coming in late. My sleeps borked.	Maaf datang selarut ini. Jadwal tidurku kacau.
line:b2b32876	Sorry I'm bad at flirting. Could you get the gate?	Maaf, aku tidak pandai merayu. Bisa buka gerbangnya?
line:13ba93ef	sorry!	Maaf!
line:e2f9c70c	Sorry, I meant to say I enjoy your wash.	Maaf, maksud saya, saya menikmati layanan Anda.
line:78ca8d95	Sorry...	Maaf...
line:4af15fc3	Sounds good to me!	Aku setuju!
line:8c6e66f3	Sounds good!	Kedengarannya bagus!
line:1ef36cb0	Sounds like a date then!	Kalau begitu, jadi kencan!
line:d71ba53e	Sounds like a date then!	Kalau begitu, jadi kencan!
line:5fc277a9	Sounds like a date then! Seafood then we play it by ear.	Kalau begitu, jadi kencan! Makan hidangan laut, lalu lihat nanti.
line:0e643191	Sounds like a date then, I'm excited.	Kalau begitu, jadi kencan. Aku tidak sabar.
line:c4642c9c	Sounds like a date then. I'm excited.	Kalau begitu, jadi kencan. Aku bersemangat.
line:ffc401d1	Sounds like a plan.	Oke, sepakat.
line:c4dd137b	Sounds like it was good then.	Berarti menyenangkan, ya.
line:7b6c47bd	Sounds like it.	Kedengarannya begitu.
line:5c51654f	Sounds nice.	Kedengarannya menyenangkan.
line:3a23b81f	Sounds really cool.	Kedengarannya keren sekali.
line:1dbf50b3	Sure	Tentu.
line:c14ceb34	Sure is!	Benar sekali!
line:de7cd73a	Sure it is. Thanks to Conrad for having me get it.	Benar. Terima kasih kepada Conrad yang menyuruh saya membelinya.
line:05c673e7	Sure!	Tentu!
line:52542beb	Sure!	Tentu!
line:67f14802	Sure!	Tentu!
line:a2dc4ac0	Sure! I'll go get the gate.	Tentu! Aku buka gerbangnya dulu.
line:dbb68858	Sure! I'll go get the gate.	Tentu! Aku buka gerbangnya dulu.
line:601e1b38	Sure! I'm excited to tell you about Conrad.	Tentu! Aku tidak sabar cerita tentang Conrad.
line:7b5c9d8c	Sure, but he needed someone who cared in that moment.	Tentu, tapi saat itu dia butuh seseorang yang peduli.
line:709a9a57	Sure.	Boleh.
line:4af4703c	Tasted real good though!	Tapi rasanya enak sekali!
line:048fe71b	TELL ME ABOUT YOU AND CONRAD!	CERITAKAN TENTANG KAMU DAN CONRAD!
line:2b84f2eb	Test line 1	Dialog uji 1
line:7a22b4d3	Test line 10	Dialog uji 10
line:ec12b3a4	Test line 11	Dialog uji 11
line:4f87d73a	Test line 12	Dialog uji 12
line:d9b7d04d	Test line 13	Dialog uji 13
line:63e6d9d4	Test line 14	Dialog uji 14
line:f5d6dea3	Test line 15	Dialog uji 15
line:64cb6133	Test line 16	Dialog uji 16
line:f2fb6644	Test line 17	Dialog uji 17
line:1772a124	Test line 18	Dialog uji 18
line:88119675	Test line 2	Dialog uji 2
line:1e219102	Test line 3	Dialog uji 3
line:a470989b	Test line 4	Dialog uji 4
line:32409fec	Test line 5	Dialog uji 5
line:a35d207c	Test line 6	Dialog uji 6
line:356d270b	Test line 7	Dialog uji 7
line:5643ba3d	Test line 8	Dialog uji 8
line:c073bd4a	Test line 9	Dialog uji 9
line:394db643	Thank the stars you're open.	Syukurlah Anda masih buka.
line:f1946aab	Thank you for cleaning me!!	Terima kasih sudah membersihkanku!!
line:75b5b084	Thank you for getting me and Ryan in contact.	Terima kasih sudah mengenalkanku dengan Ryan.
line:189d999e	Thank you for listening.	Terima kasih sudah mendengarkan.
line:3398aea2	Thank you for that.	Terima kasih untuk itu.
line:875f0961	Thank you for the clean!	Terima kasih sudah membersihkan saya!
line:acb8a5aa	Thank you for the quick clean!	Terima kasih sudah membersihkanku dengan cepat!
line:8512365e	Thank you!	Terima kasih!
line:bbca8a46	Thank you!	Terima kasih!
line:e449156d	Thank you!	Terima kasih!
line:bb4e1dc1	Thank you, Ryan. I'm happy I got to meet you too	Terima kasih, Ryan. Aku juga senang bisa mengenalmu.
line:3b568c14	Thank you.	Terima kasih.
line:6b245989	Thank you.	Makasih, ya.
line:836d1b13	Thank you.	Terima kasih.
line:d60f2dc0	Thank you.	Terima kasih.
line:035a0830	Thank you. I'd really appreciate it	Terima kasih. Aku sangat menghargainya.
line:f3e7a8fe	Thank you. Look good feel good!	Terima kasih. Penampilan bagus bikin perasaan enak!
line:d2d97c90	Thank you. You make this a whole lot easier to go through.	Terima kasih. Kamu membuat semua ini lebih mudah dilalui.
line:3027bcf7	Thanks for asking. It's enjoyable to be asked personal questions.	Terima kasih sudah bertanya. Menyenangkan mendapat pertanyaan pribadi.
line:aaf3066d	Thanks for cleaning me!	Terima kasih sudah membersihkanku!
line:8150e2a2	Thanks for helping me out.	Terima kasih sudah membantuku.
line:a2217280	Thanks for helping me out.	Terima kasih sudah membantuku.
line:7db0baf0	Thanks for introducing me to him.	Terima kasih sudah mengenalkanku kepadanya.
line:c6cee89f	Thanks for letting me in so late.	Terima kasih sudah membiarkanku masuk selarut ini.
line:079b3782	Thanks for sharing food with me, You're a great friend.	Terima kasih sudah makan bersamaku. Kamu teman yang baik sekali.
line:85f901b0	Thanks for sharing food with me...	Terima kasih sudah makan bersamaku...
line:a39fd5a9	Thanks for that. Felt pretty damn good.	Makasih. Enak banget tadi.
line:505e150f	Thanks for the clean.	Terima kasih sudah membersihkan saya.
line:a40e531c	Thanks for the food! I'll go get the gate.	Terima kasih makanannya! Aku buka gerbangnya dulu.
line:f1692a96	Thanks for the suggestion!	Makasih atas sarannya!
line:81ebbec0	Thanks for the wash so late in the night.	Terima kasih sudah memandikanku selarut ini.
line:a9df4c5e	Thanks I'll be waiting!	Terima kasih, aku tunggu!
line:f73a3fc7	Thanks mate, see you tomorrow then.	Makasih, kawan. Sampai besok.
line:30f1f583	Thanks!	Makasih!
line:3484ab9d	Thanks!	Makasih!
line:44701902	Thanks!	Makasih!
line:4d868f2f	Thanks!	Makasih!
line:70190774	Thanks!	Makasih!
line:8b8f57c4	Thanks!	Makasih!
line:ab5b2574	Thanks!	Makasih!
line:b588bf4c	Thanks!	Makasih, ya!
line:bc5d790a	Thanks!	Makasih!
line:c07a9171	Thanks!	Makasih!
line:e7e57d9c	Thanks!	Makasih!
line:fa293cde	Thanks! Whats with all the... Gloop?	Makasih! Ada apa dengan semua... lendir ini?
line:e1609903	Thanks, but I'll be better. I promise.	Makasih, tapi aku akan berubah lebih baik. Janji.
line:02cbdc87	Thanks, I'm excited too.	Makasih, aku juga bersemangat.
line:37c9d915	Thanks, You're pleasant too!	Terima kasih, Anda juga menyenangkan!
line:cb847372	Thanks, You're pleasant too!	Terima kasih, Anda juga menyenangkan!
line:188d4359	Thanks.	Makasih.
line:316bb26e	Thanks.	Makasih.
line:34ec4db7	Thanks.	Makasih.
line:5183a6f2	Thanks.	Makasih.
line:c642cb17	Thanks.	Makasih.
line:cf716777	Thanks.	Makasih, ya.
line:e00c6df5	Thanks.	Makasih.
line:e521db76	Thanks.	Makasih, ya.
