# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	a, soweli suli o.
line:326cc84d	Not yet. a little longer.	tenpo ni ala. lili sin.
line:56a729f6	Nothing more attractive than a man who can improve!	jan mije li ken kama pona la, jan ante ala li sama pona olin!
line:b5dabf9f	Nothing more attractive than a man who can improve!	jan mije li ken kama pona la, jan ante ala li sama pona olin!
line:8a321997	Now I'm eyeballing the mount...	tenpo ni la mi lukin wile e ilo unpa...
line:5e0a6d7a	Now I'm out here, agh!	tenpo ni la mi lon ma ni, a!
line:564a9606	Now they'll never need to know!	tenpo ni la, ona li wile sona ala lon tenpo ale!
line:d66b7986	Now!	tenpo ni la!
line:63596bb3	Now, do you have a medkit or not?	poki pi pona sijelo li lon anu seme?
line:eefc4e9f	Now, lemme in! I want to try that thing out!	o pana e ken pi kama insa tawa mi! mi wile lukin pali e ilo ni!
line:0554966a	Now, more food?	ni la, moku sin anu seme?
line:3fb3f8d4	Now, round two!	tenpo ni la nanpa tu!
line:12e6043e	Now... Food?	tenpo ni la... moku?
line:5f8b2de4	oah. <size=70%>okay.	a. <size=70%>pona.
line:13223129	Of course	lon.
line:283e56d8	Of course I am! I know I'm very...	lon a! mi sona e ni: mi...
line:5788e15c	Of course I do. I'm a <i>professional</i>.	lon a. mi <i>jan sona pali</i>.
line:0b226939	Of course it is!	lon a!
line:f21dd9d4	Of course it is!	lon a!
line:642255fc	Of course!	lon a!
line:76f8c20c	Of course!	lon a!
line:877aced7	Of course!	lon a!
line:d2401e75	Of course!	lon a!
line:f9eb2b4a	Of course! Right this way!	ken a! o tawa ni!
line:0d20d327	Of course! Thank you for the food.	lon a! sina pana e moku la, sina pona.
line:4da976f5	Of course! You run a fine establishment.	lon a! tomo sina li pona.
line:b629bcf2	Of course! You're wonderful.	lon a! sina pona mute.
line:b6c96475	Of course, you run a fine establishment.	lon a. tomo sina li pona.
line:dd082478	Of course.	lon a.
line:203cc3d2	Of course. One moment!	ken. o awen lili!
line:fd145efe	Of course. Sorry you're going through all this.	ken. ike ni li lon sina la mi pilin ike kin.
line:7305cdbc	Oh cool!	a, pona!
line:eb6ae4c3	Oh cool!	a, pona!
line:77c996e8	Oh damn! You really are adventurous!	a pakala! sina wile a alasa e ijo sin!
line:3fdb9d01	Oh fcuk something went wrong	pakala, ijo li pakala.
line:9e403ecd	Oh fuck yeah.	a, pakala, pona.
line:13c39c50	Oh fudge, forget I said that!	a pakala, o weka sona e toki ni mi!
line:e722753e	Oh goodness no..	a, ala a..
line:55e3dd36	Oh hi! um..	a, toki! mi...
line:e8ee5747	Oh hi! um..	a, toki! mi...
line:b90f527f	Oh huh, that's the tiny drake I saw coming in a bit back yeah?	a, ona li akesi lili ni anu seme? mi lukin e ona lon tenpo pini lili?
line:001ab950	Oh I heard good things about that.	a, mi kute e toki pona pi ona ni.
line:0a4a28c0	Oh I see the button there, gotcha!	a, mi lukin e nena lon ni. mi sona!
line:c6b0b1aa	Oh like, swallowing things whole?	a, pana e ijo ale tawa insa lon tenpo sama?
line:10254d13	Oh my	a pakala
line:39f6c77d	Oh my bad	a, mi pakala.
line:79511a66	Oh my bad	a, mi pakala.
line:8cfbd75d	Oh my bad	a, mi pakala.
line:cb71b2a1	Oh my bad	a, mi pakala.
line:7d13eca0	Oh my- I didn't expect you to be so... hands on	a... mi sona ala e ni: sina... luka wawa.
line:c60c65e8	Oh my. I suppose I could use the mount!	a. mi ken kepeken ilo unpa!
line:433cb27e	Oh no! Do you want to talk about it?	a, ike! sina wile toki e ona anu seme?
line:d908622a	Oh no, Conrad. are you okay?	a, jan Konwa o. sina pona ala pona?
line:bf977a7e	Oh okay. I'll go grab it.	a, pona. mi kama jo e ona.
line:7428755b	Oh so it's new for both of us!	a, ni la ni li sin tawa mi tu!
line:513bed5a	Oh so it's new to both of us!	ni li sin tawa mi tu!
line:4bad37a5	Oh that's good. I'm happy he's okay.	a, pona. ona li pona la mi pilin pona.
line:7d791906	Oh this is better, but I still feel dirty.	a, ni li pona sin. taso mi awen pilin jaki.
line:63926ecd	Oh we're done?	a, mi tu li pini?
line:546d1bf2	Oh wow, you're really covered in it!	a, selo sina ale li jo e ona!
line:b2d99a43	Oh wow..	a pakala..
line:e8052272	Oh yeah I liked the first one.	a lon, nanpa wan li pona tawa mi.
line:a4a26529	Oh yeah, there's this nice place downtown called wings.	a lon, tomo pona ni li lon insa ma tomo. nimi ona li Wings.
line:d4d3ecd5	Oh yeah.	a lon.
line:059142a3	Oh Yeah?	a, lon?
line:71053a53	Oh Yeah?	a, lon?
line:1121309c	Oh yeah?	lon anu seme?
line:2b560f59	Oh yeah?	lon anu seme?
line:2d2820b0	Oh yeah?	lon anu seme?
line:6e82e54c	Oh yeah?	lon anu seme?
line:b9d8a22f	Oh yeah?	lon anu seme?
line:d8ce8566	Oh yeah?	lon anu seme?
line:f103a4a8	Oh yeah?	lon anu seme?
line:4f6344f1	Oh yeah? He sounds like a bit of a hothead.	lon anu seme? ona li pilin utala kute.
line:60cdf456	Oh yeah? The little red drake?	a lon? akesi loje lili ni anu seme?
line:a9253dd8	Oh yeah? The sky blue drake I've seen around?	a lon? akesi laso sewi ni anu seme? mi lukin e ona lon poka?
line:762882b4	Oh yeeeaaah?	a, looon?
line:5d737ca7	Oh yes	a lon
line:1c90fb6d	Oh you. Gonna make me blush.	a sina... sina kama loje e sinpin mi.
line:7e3e59aa	Oh!	a!
line:3605a48a	Oh! I think I've seen him. The tiny one, yeah?	a! mi pilin e ni: mi lukin e ona. ona lili a, anu seme?
line:3bc15278	Oh! No it wouldn't be. It's fun!	a! ni li anpa ala. ona li musi!
line:c95a153d	Oh! nothing. I'll get the gate.	a! ala. mi open e lupa suli.
line:b6fb6fce	Oh! Okay. I'll get the gate!	a! pona. mi open e lupa suli!
line:4d3233a1	Oh! That's cold!	a! ni li lete!
line:403f2ab7	Oh! Then I better let you in. I'll go get the gate.	a! mi o pana e ken pi kama insa tawa sina. mi open e lupa suli.
line:0f2dc134	Oh! Yeah that makes sense...	a! lon, ni li pona tawa sona...
line:1270a483	Oh, and I apologize for being absolutely filthy.	mi toki e pakala mi: jaki mute li lon mi.
line:7b5be1f8	Oh, and I've figured it where to go.	a, mi pini alasa sona e ma tawa.
line:52fb116d	Oh, and seems I got some on my face. woops.	a, kili lili li lon sinpin mi. pakala.
line:73a37947	Oh, awesome. I'm a big salmon guy.	a, pona. mi jan ni: mi olin mute e kala loje.
line:74c9c07b	Oh, like... working class?	a, sama... kulupu pi jan pali?
line:e048566b	Oh, no.	a, ala.
line:1a9e6537	Oh, no. Ryan is a sweetheart.	a, ala. jan Wajan li suwi.
line:5f6a124a	Oh, okay. Thanks.	a, pona. sina pona.
line:17716b05	Oh, right. Sorry.	a, lon. mi pakala.
line:82ba64bf	Oh, sorry-	a, mi pakala-
line:956e5c91	Oh, sorry.	a, mi pakala.
line:54a8bb22	Oh, sure. Come on in.	a, ken. o kama insa.
line:270276eb	Oh, that's my favorite part!	a, kipisi ni li pona nanpa wan tawa mi!
line:1ff9a04c	Oh, the crest around my head?	a, sitelen kulupu lon poka lawa mi?
line:ffed6d04	Oh, wonderful. Seem's we're similar.	a, pona. mi tu li sama.
line:30e6b801	Oh, yeah!	a, lon!
line:bedeee82	Oh- Eager!	a- sina wile wawa!
line:38b3c8c1	Oh- I mean. I'll go open the gate!	a... mi toki e ni: mi tawa open e lupa suli!
line:714c180e	Oh- I'm glad!	a, pona!
line:ccf87ea9	Oh- I'm not too interested in using that right now.	a- tenpo ni la, mi wile ala kepeken ona.
line:963981e4	Oh- I'm sorry for making a mess...	a- mi pana e jaki la, mi pakala...
line:8e407c6e	Oh- Not just the wash.	a- telo taso ala.
line:ad31ec4c	Oh- Not just the wash.	a- telo taso ala.
line:6866c2c9	Oh- Right now? 'aight I'm down.	a- tenpo ni? pona, mi wile.
line:9a6dca4b	Oh- Ya. On it.	a, lon. mi pali.
line:3b6d644d	Oh.	a.
line:4399096b	Oh.	a.
line:8441bf7b	Oh.	a.
line:87233429	Oh.	a.
line:e90fee8e	Oh.	a.
line:ebd9b4d3	Oh.	a.
line:8a79f72c	Oh. And one other thing.	a. ijo sin wan li lon.
line:e8289be5	Oh. good.	a, pona.
line:5442e228	Oh. Okay I'll go get the gate.	a. pona, mi tawa open e lupa suli.
line:0da15c85	Oh. Okay.	a. pona.
line:73f7f13d	OH. RIGHT.	a. lon a.
line:c35890c8	Oh. That's... Wonderful!	a. ni li... pona mute!
line:0ce8d5aa	Oh. Then yeah, we're open.	a. ni la mi open.
line:52ed140c	Oh. Uhm. <size=70%>Good.	a. mmm. <size=70%>pona.
line:780d0993	Oh. yeah. Sorry.	a. lon. mi pakala.
line:7f5113d5	OH. You're not used to eating them whole.	a. sina moku ala e sike mama ale lon tenpo sama.
line:45bc649d	Oh...	a...
line:0a093816	Oh... hah. I like that.	a... a. ni li pona.
line:f885f11d	Oh... I suppose this is alright~	a... mi pilin e ni: ni li pona~
line:7cd85c8e	Oh... I'm so sorry.	a... mi pilin ike tan ni.
line:8cc1aa72	Oh... yeah we don't have one.	a... mi mute li jo ala e ona.
line:f16d7940	Oh... Yeah, tinier dragons tend to... Compensate.	a... lon, akesi lili li jo e... palisa suli.
line:1d491283	Oh?	a?
line:21c46e75	Oh?	a?
line:fd8d786a	Oh?	a?
line:0ce8d3c2	ohmygod I thought the egg was decorative.	a pakala, mi pilin e ni: sike mama li pona lukin taso.
line:d9b26374	Ok I can do that	pona, mi ken ni
line:1777121d	Ok I got this..	pona, mi ken ni..
line:f3af3ce8	Ok just tell me if you get uncomfortable or anything.	pona. sina pilin ike anu seme la, o toki tawa mi.
line:6c3a98cc	Ok lets wash it off for our date tonight then.	pona, ni la o telo e ni tawa tenpo olin mi tu pi pimeja ni.
line:7a54a1e1	Okay	pona
line:f64a5b30	Okay	pona
line:249500dc	Okay!	pona!
line:a327b5f9	Okay!	pona!
line:ccaabca3	Okay!	pona!
line:82d0ea81	Okay! I'll be back later then.	pona! mi kama sin lon tenpo kama.
line:3deb5f55	Okay! I'll go get the gate for you.	pona! mi open e lupa suli tawa sina.
line:9c3d6cb7	Okay! I'll see you soon.	pona! mi lukin e sina lon tenpo kama poka.
line:72e0348e	Okay, bye!	pona. o awen pona!
line:255362b9	Okay, Conrad.	pona, jan Konwa o.
line:0d16ab28	Okay, I'll be waiting. Thanks.	pona. mi awen. sina pona.
line:155d1c64	Okay, I'll open the gate!	pona. mi open e lupa suli!
line:886f5df2	Okay, I'll see you later!	pona, mi lukin e sina lon tenpo kama!
line:585d6a08	Okay, thank you.	pona. sina pona.
line:c298bc55	Okay, thank you.	pona. sina pona.
line:6acf71a3	Okay, thanks.	pona. sina pona.
line:8ed5a204	Okay- okay. I'll go get the gate.	pona- pona. mi tawa open e lupa suli.
line:10b9a653	Okay- Thanks.	pona- sina pona.
line:00a81c16	Okay. I hope you're doing alright though.	pona. taso mi wile e ni: sina awen pona.
line:118a51bb	Okay. I should probably get out of your scales.	pona. mi o pana e tenpo sina tawa sina.
line:a62e8112	Okay. I'll open up shop. Give me a sec.	pona. mi open e tomo telo. o awen lili.
line:9d434af5	Okay. I'll order a mount.	pona. mi esun e ilo unpa.
line:2f3b06de	Okay. Then I think I'd like to try.	pona. ni la mi wile alasa.
line:54ad4706	Okay...	pona...
line:28311fbb	Omg you're hurt!	a pakala, sina pakala!
line:8b3abbf7	On it!	mi pali!
line:42e3eba2	Once I'm cleaned up I'm gonna head out and get our spot ready.	jaki mi li weka la, mi tawa li kama pona e ma mi tu.
line:1d4b8a1c	One thing led to another...	ijo wan li pana e ijo sin...
line:c70bea2d	Only been cleaning for a few weeks now!	mi open e pali ni lon tenpo poka taso!
line:5188bd4a	Only If that's alright-	ni li pona tawa sina la taso-
line:01505282	Only realized how much of a mess I made after Max yelled at me, haha.	jan Maku li toki wawa tawa mi la, mi sona e ni lon tenpo ni taso: mi pana e jaki mute a. a a.
line:828eed25	Oof... Needed that. Thank you.	haa... mi wile e ni. sina pona.
line:2d40c69a	Oooh, alrighty.	aaa, pona.
line:99ff9e7f	Ooooh must be a big deal then.	aaa, ni la sina suli a.
line:e8ad4791	Ooooh.	aaa.
line:64bfd62a	Oops, my bad.	a, mi pakala.
line:0fa31c40	Our first meeting went great though!	taso tenpo pi kama sona nanpa wan mi tu li pona mute!
line:77cebc41	People tell me I've got a fat cock, is that true?	jan li toki e ni: palisa unpa mi li suli. ni li lon anu seme?
line:80de6c63	Perfectly clean again. Thank you for taking me in at this hour.	jaki ale li weka sin. sina kama jo e mi lon tenpo ni. sina pona.
line:f212528b	Phew! I had an accident that needs to be taken care of... discretely.	haa! mi jo e pakala. mi wile pona e ona... lon nasin pi sona jan ala.
line:b3c35166	Phew, I was worried I'd make another mess of things.	haa, mi monsuta e ni: mi jaki sin e ijo.
line:314c3d8a	physically or emotionally?	lon sijelo anu lon pilin?
line:156e0b50	Picnic bathket-	poki pi moku ma-
line:0d9de1a1	player hooked up with conrad	jan musi li olin e jan Konwa
line:2cf1c95e	player hooked up with conrad	jan musi li olin e jan Konwa
line:c2529648	player hooked up with conrad	jan musi li olin e jan Konwa
line:f7fd34b2	player hooked up with conrad	jan musi li olin e jan Konwa
line:66e08b22	player hooked up with ryan	jan musi li olin e jan Wajan
line:78039fd1	player hooked up with ryan	jan musi li olin e jan Wajan
line:96a0c0c7	player hooked up with ryan	jan musi li olin e jan Wajan
line:9bade6d6	player hooked up with ryan	jan musi li olin e jan Wajan
line:0ddcd600	Please scrub Igwix off my back would you?	o weka e jan Ikuwi tan monsi mi kepeken telo wawa, ken?
line:0632acbf	Plus they feel really nice.	kin la ona li pona mute tawa sijelo.
line:c7b8ba3d	Possibly...?	ken...?
line:637629a8	Pretty sure I can digest anything.	mi pilin e ni: insa mi li ken pakala e ijo ale.
line:65a41bc5	Pretty sure I'm all clean!	mi pilin e ni: jaki li weka ale tan mi!
line:3750bbf0	Pretty sure that was everything.	mi pilin e ni: ale li pini.
line:960707b0	Primarily alchemy. Occasionally world history.	sona pi ante nasa ijo li suli. tenpo ante la mi pana e sona pi tenpo pini ale.
line:1475f95c	Professor Igwyx- My colleague who self-immolated earlier.	jan pana sona Ikuwi, jan pali poka mi pi kama seli.
line:26e9d692	Professor, but yes. You have.	mi jan pi pana sona suli. taso lon. sina pana.
line:af0c15fd	Professor- But, yes. I usually don't go to public washes.	mi jan pi pana sona suli. taso lon. tenpo mute la mi kama ala tawa tomo telo pi jan ale.
line:962abe27	Project Scale mary	Project Scale mary
line:e5d47feb	prole- <i><size=70%>wuh?	jan pa... <i><size=70%>seme?
line:c7b73162	Psst..!	pss..!
line:9addfb4a	Ready!	mi ken!
line:875b5372	Really damn good!	pona mute a!
line:9e9f3e75	Really damn good!	pona mute a!
line:9364911d	Really looking forward to finding new people.	mi wile a kama sona e jan sin.
line:8b0b222c	Really sets the mood.	ona li pana a e pilin pona.
line:4010d36d	Really well honestly.	mi toki lon la, ni li pona mute.
line:cfcb40c7	Really?	lon anu seme?
line:0ec807a4	Really? Aw, That's really sweet.	lon ala lon? a, ni li suwi mute.
line:630fed1b	Remove this barrier at once so I may enter.	o weka e sinpin ni lon tenpo ni a tawa ni: mi ken kama insa.
line:65deb150	Right after this wash!	telo ni li pini la, mi tawa a!
line:0caa6657	Right, I'll get that for you ASAP.	pona. mi open e ona kepeken tenpo lili a.
line:1271b80c	Right.	lon.
line:3ede5541	Right.	lon.
line:6a2e4e0d	Right. I'll get to it.	lon. mi open pali.
line:29daeb62	Right. Phoenix feather. Obviously.	lon. lipu pi waso seli pi kama lon sin. lon a.
line:51d1b41e	Ryan is a sweetheart	jan Wajan li jan suwi
line:202fce0c	RYAN THE BONE!	jan WAJAN o, kiwen sijelo a!
line:93bd9a2b	Ryan!	jan Wajan o!
line:9b7e09b8	Ryan!	jan Wajan o!
line:b76f49cd	Ryan!	jan Wajan o!
line:1fa0fbbe	Ryan! I met him.	jan Wajan a! mi lukin e ona.
line:f0427bb9	Ryan! this is so sweet.	jan Wajan o! ni li suwi mute.
line:92829935	Ryan's such a nice dragon.	jan Wajan li akesi pona mute.
line:13ca0a74	Ryan, you're not supposed to eat the stems-	jan Wajan o, sina o moku ala e palisa kasi-
line:7a01d265	Ryan: I guess it is pretty exciting	Ryan: mi pilin e ni: ona li pana e pilin wawa pona
line:e1526934	Ryan: I like that a lot	Ryan: ni li pona mute tawa mi
line:a430a2ff	Ryan: I think I am close too..	Ryan: mi pilin e ni: mi kin li poka e pana..
line:77626e43	Ryan: I would say it is going great	Ryan: mi la ni li pona mute
line:f5f5b815	Ryan: I've never done this outside before	Ryan: tenpo pini la mi pali ala e ni lon ma pi tomo ala
line:6dd86b71	Ryan: This was nice	Ryan: ni li pona
line:41b9659f	Ryan: Wow.. Your stature is really the only thing small about you.	Ryan: a.. sijelo sina li lili lon sewi taso a.
line:aad89688	Ryan: Yea definitely. Worried about me?	Ryan: lon a. sina pilin monsuta tan mi anu seme?
line:ce6d6d7f	Ryan? you sure everything is okay...?	jan Wajan o, ale li pona lon ala lon...?
line:1d3b255b	Save your mood setting for tonight!	o awen e pana pi pilin pona tawa pimeja ni!
line:3ed6ab5d	Say do you remember the name of the college I work at?	a, sina awen sona e nimi pi tomo sona suli mi anu seme?
line:a05a7804	Say...	o...
line:82d7b5e4	Says who?	jan seme li toki e ni?
line:6c193ba9	Scales different today? <size=70%><i>is that a thing...? </i><size=100%>You look good today.	selo sina? <size=70%><i>jan li ken ni anu seme...? </i><size=100%>tenpo suno ni la sina lukin pona.
line:426f40ff	See you again soon, yeah?	mi lukin sin e sina lon tenpo kama poka, anu seme?
line:3112d78d	See you soon.	mi lukin e sina lon tenpo kama poka.
line:8072b186	See you tonight.	mi lukin e sina lon pimeja ni.
line:0d3b23da	Sheesh.	a suli.
line:48435b12	Shh! I'm not from around here...	ss! mi tan ma ante...
line:0f86dbf6	So am I!	mi kin!
line:3063100e	So am I.	mi kin.
line:a241eec6	So far so good though, yeah?	taso tenpo ni la, ni li pona, anu seme?
line:813c6dd4	So is this like... our first date?	ni la... ni li tenpo olin nanpa wan mi anu seme?
line:9b10d450	So this Conrad guy, seems like you like him?	ni la, jan Konwa ni... sina olin e ona anu seme?
line:0c5dcd3c	So uh, gate?	ni la... lupa suli?
line:84d8a935	So uh, mind opening the gate?	ni la sina ken ala ken open e lupa suli?
line:7da41ecd	So uhh, let me know if you need me to move.	ni la mmm, sina wile e ni: mi o tawa, la o toki.
line:3a469ae4	So yeah, I had a mishap..	ni la, mi jo e pakala..
line:a6d6bf76	So you and Ryan huh?	ni la, sina en jan Wajan?
line:31fa3bdf	So you came in just to...	ni la sina kama tan...
line:5f64c352	So you're a certified dragon washer huh?	lipu lawa li toki e ni: sina ken telo e akesi, anu seme?
line:c9e7bb1e	So you're a certified dragon washer huh?	lipu lawa li toki e ni: sina ken telo e akesi, anu seme?
line:aedb6a51	So, coming in for a wash?	ni la, sina kama tawa telo anu seme?
line:1c856f1c	So, how was your date?	ni la, tenpo olin sina li seme?
line:3cda84e6	So, tell me more about conrad!	ni la, o toki sin tawa mi e jan Konwa!
line:c10d9415	So, thanks on his behalf for caring.	ni la, mi toki e ni tawa sina tan ona: sina awen pona la sina pona.
line:e6aa9d20	So, with... relationships.	ni li lon... poka olin.
line:a99c5c88	So. How about a date?	ni la o kama tawa tenpo olin?
line:c2f44537	So. My girlfriend was home before me. she's a work-from-home dragon.	meli olin mi li lon tomo lon tenpo ni: mi kama ala kin. ona li akesi pi pali lon tomo.
line:d9652dff	So. Our date tonight...	ni la. tenpo olin mi tu pi pimeja ni...
line:b983f922	So. Tonight.	ni la. pimeja ni.
line:28c51dbf	So... A date. I think I'd like to go on one soon!	ni la... tenpo olin. mi wile jo e ona lon tenpo kama poka!
line:7c56b2d8	So... I was thinking about my relationships.	ni la... mi toki insa e kulupu olin mi.
line:5a5e7f21	So<size=90%>o<size=80%>o<size=70%>o<size=60%>o... <size=100%>I 'aint dirty. But I am <i>~dirty~</i> y'know?	ni<size=90%>i<size=80%>i<size=70%>i<size=60%>i la... <size=100%>jaki li lon ala selo mi. taso pilin mi li <i>~jaki~</i>. sina sona?
line:8a35fb7b	So<size=90%>o<size=80%>o<size=70%>o<size=60%>o... <size=100%>Was wonderin'	ni<size=90%>i<size=80%>i<size=70%>i<size=60%>i la... <size=100%>mi wile sona.
line:5230bdfd	Soap, then rinse!	ko telo li pini la, telo taso!
line:c374e532	Somehow that feels more honest than anything anyone else says.	toki ni li sama lon mute tawa toki pi jan ante ale.
line:2898f680	Something happened last night	ijo li kama lon pimeja pini
line:4dac3d2b	Something went wrong with flags!	sona nasin musi li pakala!
line:61c7f2d6	Something went wrong with flags!	sona nasin musi li pakala!
line:6d5ba814	Something went wrong with flags!	sona nasin musi li pakala!
line:8f64adc0	Something went wrong with flags!	sona nasin musi li pakala!
line:19cedc30	Sooo. You gonna jerk me off?	ni la... sina unpa ala unpa e mi kepeken luka?
line:1646ece2	Sorry for coming in late. My sleeps borked.	mi pakala tan kama mi pi tenpo monsi. tenpo lape mi li pakala.
line:b2b32876	Sorry I'm bad at flirting. Could you get the gate?	mi pakala. mi ken ala toki olin pona. sina ken open e lupa suli anu seme?
line:13ba93ef	sorry!	mi pakala!
line:e2f9c70c	Sorry, I meant to say I enjoy your wash.	mi pakala. mi wile toki e ni: tomo telo sina li pona tawa mi.
line:78ca8d95	Sorry...	mi pakala...
line:4af15fc3	Sounds good to me!	ni li pona tawa mi!
line:8c6e66f3	Sounds good!	ni li pona kute!
line:1ef36cb0	Sounds like a date then!	ni la, ni li tenpo olin!
line:d71ba53e	Sounds like a date then!	ni la, ni li tenpo olin!
line:5fc277a9	Sounds like a date then! Seafood then we play it by ear.	ni la, ni li tenpo olin! moku telo li pini la, mi tu li alasa e pali kama.
line:0e643191	Sounds like a date then, I'm excited.	ni la ni li tenpo olin. mi pilin wawa pona.
line:c4642c9c	Sounds like a date then. I'm excited.	ni la ni li tenpo olin. mi pilin wawa pona.
line:ffc401d1	Sounds like a plan.	ni li nasin pona.
line:c4dd137b	Sounds like it was good then.	ni la, ona li pona kute.
line:7b6c47bd	Sounds like it.	mi kute e ni.
line:5c51654f	Sounds nice.	ni li pona kute.
line:3a23b81f	Sounds really cool.	ni li wawa pona mute kute.
line:1dbf50b3	Sure	ken
line:c14ceb34	Sure is!	lon a!
line:de7cd73a	Sure it is. Thanks to Conrad for having me get it.	lon a. jan Konwa li wile e ni: mi kama jo e ona. pona tawa ona.
line:05c673e7	Sure!	ken!
line:52542beb	Sure!	ken!
line:67f14802	Sure!	ken!
line:a2dc4ac0	Sure! I'll go get the gate.	ken! mi tawa open e lupa suli.
line:dbb68858	Sure! I'll go get the gate.	ken! mi tawa open e lupa suli.
line:601e1b38	Sure! I'm excited to tell you about Conrad.	ken! mi wile a toki tawa sina e jan Konwa.
line:7b5c9d8c	Sure, but he needed someone who cared in that moment.	lon, taso tenpo ni la ona li wile e jan pi awen pona.
line:709a9a57	Sure.	ken.
line:4af4703c	Tasted real good though!	taso ona li pona a tawa uta!
line:048fe71b	TELL ME ABOUT YOU AND CONRAD!	o toki tawa mi e sina e jan KONWA a!
line:2b84f2eb	Test line 1	toki pi alasa pakala 1
line:7a22b4d3	Test line 10	toki pi alasa pakala 10
line:ec12b3a4	Test line 11	toki pi alasa pakala 11
line:4f87d73a	Test line 12	toki pi alasa pakala 12
line:d9b7d04d	Test line 13	toki pi alasa pakala 13
line:63e6d9d4	Test line 14	toki pi alasa pakala 14
line:f5d6dea3	Test line 15	toki pi alasa pakala 15
line:64cb6133	Test line 16	toki pi alasa pakala 16
line:f2fb6644	Test line 17	toki pi alasa pakala 17
line:1772a124	Test line 18	toki pi alasa pakala 18
line:88119675	Test line 2	toki pi alasa pakala 2
line:1e219102	Test line 3	toki pi alasa pakala 3
line:a470989b	Test line 4	toki pi alasa pakala 4
line:32409fec	Test line 5	toki pi alasa pakala 5
line:a35d207c	Test line 6	toki pi alasa pakala 6
line:356d270b	Test line 7	toki pi alasa pakala 7
line:5643ba3d	Test line 8	toki pi alasa pakala 8
line:c073bd4a	Test line 9	toki pi alasa pakala 9
line:394db643	Thank the stars you're open.	mun sewi li pona. sina open.
line:f1946aab	Thank you for cleaning me!!	sina weka e jaki mi la, sina pona a!!
line:75b5b084	Thank you for getting me and Ryan in contact.	sina pana e nasin toki tawa mi tawa jan Wajan la, sina pona.
line:189d999e	Thank you for listening.	sina kute la sina pona.
line:3398aea2	Thank you for that.	sina pona tan ni.
line:875f0961	Thank you for the clean!	sina pona tan weka jaki!
line:acb8a5aa	Thank you for the quick clean!	sina pona tan weka jaki pi tenpo lili!
line:8512365e	Thank you!	sina pona mute!
line:bbca8a46	Thank you!	sina pona mute!
line:e449156d	Thank you!	sina pona!
line:bb4e1dc1	Thank you, Ryan. I'm happy I got to meet you too	jan Wajan o, sina pona. mi kin li pilin pona tan kama sona sina.
line:3b568c14	Thank you.	sina pona.
line:6b245989	Thank you.	sina pona.
line:836d1b13	Thank you.	sina pona.
line:d60f2dc0	Thank you.	sina pona.
line:035a0830	Thank you. I'd really appreciate it	sina pona. ni li pona mute tawa mi.
line:f3e7a8fe	Thank you. Look good feel good!	sina pona. sina lukin pona la, sina pilin pona!
line:d2d97c90	Thank you. You make this a whole lot easier to go through.	sina pona. sina lon la ike ale ni li lili.
line:3027bcf7	Thanks for asking. It's enjoyable to be asked personal questions.	sina wile sona la sina pona. wile sona pi ijo mi li pona.
line:aaf3066d	Thanks for cleaning me!	sina weka e jaki mi la, sina pona!
line:8150e2a2	Thanks for helping me out.	sina pona e mi la, sina pona.
line:a2217280	Thanks for helping me out.	sina pona e mi la, sina pona.
line:7db0baf0	Thanks for introducing me to him.	sina pana e ona tawa mi la, sina pona.
line:c6cee89f	Thanks for letting me in so late.	tenpo monsi la, sina open tawa mi. sina pona.
line:079b3782	Thanks for sharing food with me, You're a great friend.	sina moku lon poka mi la, sina pona. sina jan pona pona a.
line:85f901b0	Thanks for sharing food with me...	sina moku lon poka mi la, sina pona...
line:a39fd5a9	Thanks for that. Felt pretty damn good.	sina pona tan ni. ni li pona mute tawa sijelo.
line:505e150f	Thanks for the clean.	sina pona tan weka jaki.
line:a40e531c	Thanks for the food! I'll go get the gate.	sina pona tan moku! mi tawa open e lupa suli.
line:f1692a96	Thanks for the suggestion!	sina pona tan nasin ni!
line:81ebbec0	Thanks for the wash so late in the night.	pimeja li suli la, sina telo e mi. sina pona.
line:a9df4c5e	Thanks I'll be waiting!	sina pona. mi awen!
line:f73a3fc7	Thanks mate, see you tomorrow then.	sina pona, jan pona o. mi tu li kama poka lon tenpo suno kama.
line:30f1f583	Thanks!	sina pona!
line:3484ab9d	Thanks!	sina pona!
line:44701902	Thanks!	sina pona!
line:4d868f2f	Thanks!	sina pona!
line:70190774	Thanks!	sina pona!
line:8b8f57c4	Thanks!	sina pona!
line:ab5b2574	Thanks!	sina pona!
line:b588bf4c	Thanks!	sina pona!
line:bc5d790a	Thanks!	sina pona!
line:c07a9171	Thanks!	sina pona!
line:e7e57d9c	Thanks!	sina pona!
line:fa293cde	Thanks! Whats with all the... Gloop?	sina pona! ko ale ni li... seme?
line:e1609903	Thanks, but I'll be better. I promise.	sina pona. taso mi kama pona. mi pana e nimi mi.
line:02cbdc87	Thanks, I'm excited too.	sina pona. mi kin li pilin wawa pona.
line:37c9d915	Thanks, You're pleasant too!	sina pona. sina kin li pona tawa mi!
line:cb847372	Thanks, You're pleasant too!	sina pona. sina kin li pona tawa mi!
line:188d4359	Thanks.	sina pona.
line:316bb26e	Thanks.	sina pona.
line:34ec4db7	Thanks.	sina pona.
line:5183a6f2	Thanks.	sina pona.
line:c642cb17	Thanks.	sina pona.
