# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	Эй, здоровенный пёс!
line:3605a48a	Oh! I think I've seen him. The tiny one, yeah?	О! Кажется, я его видел. Такой маленький, да?
line:3bc15278	Oh! No it wouldn't be. It's fun!	О! Нет, нисколько. Это же весело!
line:c95a153d	Oh! nothing. I'll get the gate.	А! Ничего. Иду открывать.
line:b6fb6fce	Oh! Okay. I'll get the gate!	А! Ладно. Открываю ворота!
line:4d3233a1	Oh! That's cold!	Ой! Холодно!
line:403f2ab7	Oh! Then I better let you in. I'll go get the gate.	О! Тогда нужно скорее вас впустить. Иду к воротам.
line:0f2dc134	Oh! Yeah that makes sense...	А! Да, это понятно...
line:1270a483	Oh, and I apologize for being absolutely filthy.	И прошу прощения, что явился в столь грязном виде.
line:7b5be1f8	Oh, and I've figured it where to go.	А ещё я решил, куда пойдём.
line:52fb116d	Oh, and seems I got some on my face. woops.	О, кажется, я морду испачкал. Упс.
line:73a37947	Oh, awesome. I'm a big salmon guy.	О, отлично. Я парень, который обожает лосося.
line:74c9c07b	Oh, like... working class?	Ну, то есть... рабочего класса?
line:e048566b	Oh, no.	А, нет.
line:1a9e6537	Oh, no. Ryan is a sweetheart.	Да нет, Райан — само очарование.
line:5f6a124a	Oh, okay. Thanks.	А, ладно. Спасибо.
line:17716b05	Oh, right. Sorry.	Ах да. Извини.
line:82ba64bf	Oh, sorry-	Ой, извини...
line:956e5c91	Oh, sorry.	Ой, прости.
line:54a8bb22	Oh, sure. Come on in.	Конечно. Заходи.
line:270276eb	Oh, that's my favorite part!	О, это самое вкусное!
line:1ff9a04c	Oh, the crest around my head?	А, вы о гербе вокруг головы?
line:ffed6d04	Oh, wonderful. Seem's we're similar.	Прекрасно. Видимо, у нас кое-что общее.
line:30e6b801	Oh, yeah!	О, да!
line:bedeee82	Oh- Eager!	Ого, какое нетерпение!
line:38b3c8c1	Oh- I mean. I'll go open the gate!	Ой! В смысле, сейчас открою ворота!
line:714c180e	Oh- I'm glad!	А, как же я рад!
line:ccf87ea9	Oh- I'm not too interested in using that right now.	А... Сейчас мне не особенно хочется этим пользоваться.
line:963981e4	Oh- I'm sorry for making a mess...	Ох, простите, что испачкал тут всё...
line:8e407c6e	Oh- Not just the wash.	Нет, я не только про мойку.
line:ad31ec4c	Oh- Not just the wash.	Нет, я не только про мойку.
line:6866c2c9	Oh- Right now? 'aight I'm down.	О, сейчас? Ладно, я за.
line:9a6dca4b	Oh- Ya. On it.	Ой, да. Сейчас.
line:3b6d644d	Oh.	О.
line:4399096b	Oh.	О.
line:8441bf7b	Oh.	О.
line:87233429	Oh.	О.
line:e90fee8e	Oh.	О.
line:ebd9b4d3	Oh.	О.
line:8a79f72c	Oh. And one other thing.	А. Ещё кое-что.
line:e8289be5	Oh. good.	О, хорошо.
line:5442e228	Oh. Okay I'll go get the gate.	А. Хорошо, пойду открою.
line:0da15c85	Oh. Okay.	А, понятно.
line:73f7f13d	OH. RIGHT.	А! ТОЧНО!
line:c35890c8	Oh. That's... Wonderful!	О. Это... замечательно!
line:0ce8d5aa	Oh. Then yeah, we're open.	А. Тогда да, мы открыты.
line:52ed140c	Oh. Uhm. <size=70%>Good.	Ой. Эм. <size=70%>Хорошо.
line:780d0993	Oh. yeah. Sorry.	А, да. Простите.
line:7f5113d5	OH. You're not used to eating them whole.	А-а. Ты просто не привык есть их целиком.
line:45bc649d	Oh...	Ох...
line:0a093816	Oh... hah. I like that.	О... Ха. Здорово.
line:f885f11d	Oh... I suppose this is alright~	О... Полагаю, я не против~
line:7cd85c8e	Oh... I'm so sorry.	Ох... Мне так жаль.
line:8cc1aa72	Oh... yeah we don't have one.	А... Да, его у нас нет.
line:f16d7940	Oh... Yeah, tinier dragons tend to... Compensate.	О... Ну да, маленькие драконы обычно... компенсируют.
line:1d491283	Oh?	О?
line:21c46e75	Oh?	О?
line:fd8d786a	Oh?	О?
line:0ce8d3c2	ohmygod I thought the egg was decorative.	Боже, я думал, это яйцо для украшения.
line:d9b26374	Ok I can do that	Хорошо, я могу.
line:1777121d	Ok I got this..	Ладно, я справлюсь...
line:f3af3ce8	Ok just tell me if you get uncomfortable or anything.	Ладно, только скажи, если будет неприятно или ещё что.
line:6c3a98cc	Ok lets wash it off for our date tonight then.	Ладно, давай всё смоем к нашему свиданию сегодня.
line:7a54a1e1	Okay	Ладно.
line:f64a5b30	Okay	Ладно.
line:249500dc	Okay!	Хорошо!
line:a327b5f9	Okay!	Хорошо!
line:ccaabca3	Okay!	Хорошо!
line:82d0ea81	Okay! I'll be back later then.	Хорошо! Тогда ещё загляну.
line:3deb5f55	Okay! I'll go get the gate for you.	Хорошо! Сейчас открою тебе.
line:9c3d6cb7	Okay! I'll see you soon.	Хорошо! До скорой встречи.
line:72e0348e	Okay, bye!	Ну всё, пока!
line:255362b9	Okay, Conrad.	Ладно, Конрад.
line:0d16ab28	Okay, I'll be waiting. Thanks.	Ладно, подожду. Спасибо.
line:155d1c64	Okay, I'll open the gate!	Хорошо, сейчас открою ворота!
line:886f5df2	Okay, I'll see you later!	Ладно, ещё увидимся!
line:585d6a08	Okay, thank you.	Ладно, спасибо тебе.
line:c298bc55	Okay, thank you.	Ладно, спасибо тебе.
line:6acf71a3	Okay, thanks.	Хорошо, спасибо.
line:8ed5a204	Okay- okay. I'll go get the gate.	Ладно-ладно. Иду открывать.
line:10b9a653	Okay- Thanks.	Хорошо. Благодарю.
line:00a81c16	Okay. I hope you're doing alright though.	Ладно. Надеюсь, тебе всё-таки получше.
line:118a51bb	Okay. I should probably get out of your scales.	Ну что ж. Не буду больше мешать тебе работать.
line:a62e8112	Okay. I'll open up shop. Give me a sec.	Ладно, открою мойку. Секундочку.
line:9d434af5	Okay. I'll order a mount.	Ладно. Закажу станок.
line:2f3b06de	Okay. Then I think I'd like to try.	Ладно. Думаю, попробовать стоит.
line:54ad4706	Okay...	Ладно...
line:28311fbb	Omg you're hurt!	Боже, ты ранен!
line:8b3abbf7	On it!	Уже занимаюсь!
line:42e3eba2	Once I'm cleaned up I'm gonna head out and get our spot ready.	Как помоюсь, сразу пойду всё для нас готовить.
line:1d4b8a1c	One thing led to another...	Ну, одно за другим...
line:c70bea2d	Only been cleaning for a few weeks now!	Я этим всего несколько недель занимаюсь!
line:5188bd4a	Only If that's alright-	Только если вы не против...
line:01505282	Only realized how much of a mess I made after Max yelled at me, haha.	Макс кричит на меня, и тут я понимаю, сколько от меня грязи, ха-ха.
line:828eed25	Oof... Needed that. Thank you.	Уф... Это было нужно. Спасибо.
line:2d40c69a	Oooh, alrighty.	О-о, ну ладно.
line:99ff9e7f	Ooooh must be a big deal then.	О-о, значит, ты у нас большая шишка.
line:e8ad4791	Ooooh.	О-о-о.
line:64bfd62a	Oops, my bad.	Упс, виноват.
line:0fa31c40	Our first meeting went great though!	Зато в первый раз всё отлично прошло!
line:77cebc41	People tell me I've got a fat cock, is that true?	Говорят, у меня толстый член. Это правда?
line:80de6c63	Perfectly clean again. Thank you for taking me in at this hour.	Снова безупречная чистота. Благодарю, что приняли меня в такой час.
line:f212528b	Phew! I had an accident that needs to be taken care of... discretely.	Фух! У меня случилась неприятность, которую надо устранить... без огласки.
line:b3c35166	Phew, I was worried I'd make another mess of things.	Фух, а я боялся опять натворить дел.
line:314c3d8a	physically or emotionally?	Телу или душе?
line:156e0b50	Picnic bathket-	Коржинку для пикника...
line:0d9de1a1	player hooked up with conrad	Игрок сошёлся с Конрадом.
line:2cf1c95e	player hooked up with conrad	Игрок сошёлся с Конрадом.
line:c2529648	player hooked up with conrad	Игрок сошёлся с Конрадом.
line:f7fd34b2	player hooked up with conrad	Игрок сошёлся с Конрадом.
line:66e08b22	player hooked up with ryan	Игрок сошёлся с Райаном.
line:78039fd1	player hooked up with ryan	Игрок сошёлся с Райаном.
line:96a0c0c7	player hooked up with ryan	Игрок сошёлся с Райаном.
line:9bade6d6	player hooked up with ryan	Игрок сошёлся с Райаном.
line:0ddcd600	Please scrub Igwix off my back would you?	Не могли бы вы отскрести Игвикса с моей спины?
line:0632acbf	Plus they feel really nice.	Да и телу приятно.
line:c7b8ba3d	Possibly...?	Возможно...?
line:637629a8	Pretty sure I can digest anything.	Почти уверен, что могу переварить всё.
line:65a41bc5	Pretty sure I'm all clean!	По-моему, я уже совершенно чистый!
line:3750bbf0	Pretty sure that was everything.	Кажется, больше ничего не осталось.
line:960707b0	Primarily alchemy. Occasionally world history.	В основном алхимию. Изредка — всемирную историю.
line:1475f95c	Professor Igwyx- My colleague who self-immolated earlier.	Профессор Игвикс... Мой коллега, который тогда воспламенился.
line:26e9d692	Professor, but yes. You have.	Профессор. Но да, научили именно вы.
line:af0c15fd	Professor- But, yes. I usually don't go to public washes.	Профессора. Но в целом верно. Обычно я не пользуюсь общественными мойками.
line:962abe27	Project Scale mary	Project Scale mary
line:e5d47feb	prole- <i><size=70%>wuh?	Проле... <i><size=70%>чего?
line:c7b73162	Psst..!	Пс-с...!
line:9addfb4a	Ready!	Готов!
line:875b5372	Really damn good!	Просто офигенным!
line:9e9f3e75	Really damn good!	Просто офигенным!
line:9364911d	Really looking forward to finding new people.	Очень хочется познакомиться с кем-нибудь новым.
line:8b0b222c	Really sets the mood.	Создаёт нужное настроение.
line:4010d36d	Really well honestly.	Очень хорошо, честно.
line:cfcb40c7	Really?	В самом деле?
line:0ec807a4	Really? Aw, That's really sweet.	Правда? Ох, как же приятно.
line:630fed1b	Remove this barrier at once so I may enter.	Немедленно уберите преграду, чтобы я мог войти.
line:65deb150	Right after this wash!	Прямо после мойки!
line:0caa6657	Right, I'll get that for you ASAP.	Сейчас, как можно скорее!
line:1271b80c	Right.	Верно.
line:3ede5541	Right.	Верно.
line:6a2e4e0d	Right. I'll get to it.	Точно. Приступаю.
line:29daeb62	Right. Phoenix feather. Obviously.	А, ну да. Перо феникса. Само собой.
line:51d1b41e	Ryan is a sweetheart	Райан — душка.
line:202fce0c	RYAN THE BONE!	РАЙАН, ТАМ КОСТЬ!
line:93bd9a2b	Ryan!	Райан!
line:9b7e09b8	Ryan!	Райан!
line:b76f49cd	Ryan!	Райан!
line:1fa0fbbe	Ryan! I met him.	Райан! Я с ним познакомился.
line:f0427bb9	Ryan! this is so sweet.	Райан! Как это мило с твоей стороны.
line:92829935	Ryan's such a nice dragon.	Райан такой хороший дракон.
line:13ca0a74	Ryan, you're not supposed to eat the stems-	Райан, веточки есть не надо...
line:7a01d265	Ryan: I guess it is pretty exciting	Ryan: Пожалуй, это и правда волнительно.
line:e1526934	Ryan: I like that a lot	Ryan: Мне это очень нравится.
line:a430a2ff	Ryan: I think I am close too..	Ryan: Кажется, я тоже уже близко...
line:77626e43	Ryan: I would say it is going great	Ryan: По-моему, всё идёт замечательно.
line:f5f5b815	Ryan: I've never done this outside before	Ryan: Раньше я на улице этим не занимался.
line:6dd86b71	Ryan: This was nice	Ryan: Хорошо было.
line:41b9659f	Ryan: Wow.. Your stature is really the only thing small about you.	Ryan: Ух ты... Выходит, рост — единственное, что у тебя маленькое.
line:aad89688	Ryan: Yea definitely. Worried about me?	Ryan: Да, очень. За меня волнуешься?
line:ce6d6d7f	Ryan? you sure everything is okay...?	Райан? У тебя точно всё нормально...?
line:1d3b255b	Save your mood setting for tonight!	Вот вечером и будешь создавать настроение!
line:3ed6ab5d	Say do you remember the name of the college I work at?	Кстати, помните название колледжа, где я работаю?
line:a05a7804	Say...	Скажите...
line:82d7b5e4	Says who?	Кто сказал?
line:6c193ba9	Scales different today? <size=70%><i>is that a thing...? </i><size=100%>You look good today.	Чешую сегодня по-другому уложил? <size=70%><i>Так вообще делают...? </i><size=100%>Хорошо сегодня выглядишь.
line:426f40ff	See you again soon, yeah?	Скоро ещё увидимся, да?
line:3112d78d	See you soon.	До скорого.
line:8072b186	See you tonight.	До вечера.
line:0d3b23da	Sheesh.	Вот это да.
line:48435b12	Shh! I'm not from around here...	Тс-с! Я не здешний...
line:0f86dbf6	So am I!	И я!
line:3063100e	So am I.	Я тоже профессионал.
line:a241eec6	So far so good though, yeah?	Пока вроде неплохо, да?
line:813c6dd4	So is this like... our first date?	То есть... это наше первое свидание?
line:9b10d450	So this Conrad guy, seems like you like him?	Так тебе нравится этот Конрад, да?
line:0c5dcd3c	So uh, gate?	Так, эм... Ворота?
line:84d8a935	So uh, mind opening the gate?	Так это, ворота откроешь?
line:7da41ecd	So uhh, let me know if you need me to move.	Так, эм... Если нужно подвинуться, скажи.
line:3a469ae4	So yeah, I had a mishap..	В общем, произошла небольшая неприятность...
line:a6d6bf76	So you and Ryan huh?	Так у тебя с Райаном, да?
line:31fa3bdf	So you came in just to...	То есть ты пришёл только чтобы...
line:5f64c352	So you're a certified dragon washer huh?	Значит, ты дипломированный мойщик драконов?
line:c9e7bb1e	So you're a certified dragon washer huh?	Значит, ты дипломированный мойщик драконов?
line:aedb6a51	So, coming in for a wash?	Ну что, пришёл мыться?
line:1c856f1c	So, how was your date?	Так как же прошло ваше свидание?
line:3cda84e6	So, tell me more about conrad!	Ну, расскажи ещё о Конраде!
line:c10d9415	So, thanks on his behalf for caring.	Так что спасибо тебе от его имени за заботу.
line:e6aa9d20	So, with... relationships.	Вот если... в отношениях.
line:a99c5c88	So. How about a date?	Ну что, может, на свидание?
line:c2f44537	So. My girlfriend was home before me. she's a work-from-home dragon.	В общем, моя девушка уже была дома, когда я вернулся. Она драконица, работает удалённо.
line:d9652dff	So. Our date tonight...	Так вот. Наше свидание сегодня...
line:b983f922	So. Tonight.	Так вот. Сегодня вечером.
line:28c51dbf	So... A date. I think I'd like to go on one soon!	Так... Свидание. Я бы хотел поскорее выбраться!
line:7c56b2d8	So... I was thinking about my relationships.	Я тут... думал о своих отношениях.
line:5a5e7f21	So<size=90%>o<size=80%>o<size=70%>o<size=60%>o... <size=100%>I 'aint dirty. But I am <i>~dirty~</i> y'know?	Та<size=90%>а<size=80%>а<size=70%>а<size=60%>ак... <size=100%>Я не грязный. Зато мысли у меня <i>~грязные~</i>, сечёшь?
line:8a35fb7b	So<size=90%>o<size=80%>o<size=70%>o<size=60%>o... <size=100%>Was wonderin'	Та<size=90%>а<size=80%>а<size=70%>а<size=60%>ак... <size=100%>Хотел спросить.
line:5230bdfd	Soap, then rinse!	Сначала мыло, потом смыть!
line:c374e532	Somehow that feels more honest than anything anyone else says.	Почему-то в этом больше искренности, чем в любых чужих словах.
line:2898f680	Something happened last night	Вчера вечером кое-что случилось.
line:4dac3d2b	Something went wrong with flags!	Ошибка в переменных сюжета!
line:61c7f2d6	Something went wrong with flags!	Ошибка в переменных сюжета!
line:6d5ba814	Something went wrong with flags!	Ошибка в переменных сюжета!
line:8f64adc0	Something went wrong with flags!	Ошибка в переменных сюжета!
line:19cedc30	Sooo. You gonna jerk me off?	Ну та-ак. Подрочишь мне?
line:1646ece2	Sorry for coming in late. My sleeps borked.	Прости, что поздно пришёл. Режим сна совсем сбился.
line:b2b32876	Sorry I'm bad at flirting. Could you get the gate?	Прости, флиртовать не умею. Откроешь ворота?
line:13ba93ef	sorry!	Извините!
line:e2f9c70c	Sorry, I meant to say I enjoy your wash.	Простите, я хотел сказать, что ваша мойка мне нравится.
line:78ca8d95	Sorry...	Прости...
line:4af15fc3	Sounds good to me!	По мне, отлично!
line:8c6e66f3	Sounds good!	Договорились!
line:1ef36cb0	Sounds like a date then!	Ну вот и договорились о свидании!
line:d71ba53e	Sounds like a date then!	Ну вот и договорились о свидании!
line:5fc277a9	Sounds like a date then! Seafood then we play it by ear.	Тогда договорились! Поедим морепродуктов, а дальше разберёмся.
line:0e643191	Sounds like a date then, I'm excited.	Тогда договорились. Уже жду свидания.
line:c4642c9c	Sounds like a date then. I'm excited.	Значит, свидание решено. Жду с нетерпением.
line:ffc401d1	Sounds like a plan.	Договорились.
line:c4dd137b	Sounds like it was good then.	Значит, хорошо было.
line:7b6c47bd	Sounds like it.	Похоже на то.
line:5c51654f	Sounds nice.	Звучит хорошо.
line:3a23b81f	Sounds really cool.	Звучит очень здорово.
line:1dbf50b3	Sure	Конечно.
line:c14ceb34	Sure is!	Он самый!
line:de7cd73a	Sure it is. Thanks to Conrad for having me get it.	Конечно. Это Конрад меня уговорил его купить.
line:05c673e7	Sure!	Конечно!
line:52542beb	Sure!	Конечно!
line:67f14802	Sure!	Конечно!
line:a2dc4ac0	Sure! I'll go get the gate.	Конечно! Сейчас ворота открою.
line:dbb68858	Sure! I'll go get the gate.	Конечно! Сейчас ворота открою.
line:601e1b38	Sure! I'm excited to tell you about Conrad.	Конечно! Хочу скорее рассказать тебе про Конрада.
line:7b5c9d8c	Sure, but he needed someone who cared in that moment.	Конечно, но тогда ему был нужен кто-то неравнодушный.
line:709a9a57	Sure.	Конечно.
line:4af4703c	Tasted real good though!	Но вкусное было!
line:048fe71b	TELL ME ABOUT YOU AND CONRAD!	РАССКАЖИ ПРО ВАС С КОНРАДОМ!
line:2b84f2eb	Test line 1	Тестовая реплика 1
line:7a22b4d3	Test line 10	Тестовая реплика 10
line:ec12b3a4	Test line 11	Тестовая реплика 11
line:4f87d73a	Test line 12	Тестовая реплика 12
line:d9b7d04d	Test line 13	Тестовая реплика 13
line:63e6d9d4	Test line 14	Тестовая реплика 14
line:f5d6dea3	Test line 15	Тестовая реплика 15
line:64cb6133	Test line 16	Тестовая реплика 16
line:f2fb6644	Test line 17	Тестовая реплика 17
line:1772a124	Test line 18	Тестовая реплика 18
line:88119675	Test line 2	Тестовая реплика 2
line:1e219102	Test line 3	Тестовая реплика 3
line:a470989b	Test line 4	Тестовая реплика 4
line:32409fec	Test line 5	Тестовая реплика 5
line:a35d207c	Test line 6	Тестовая реплика 6
line:356d270b	Test line 7	Тестовая реплика 7
line:5643ba3d	Test line 8	Тестовая реплика 8
line:c073bd4a	Test line 9	Тестовая реплика 9
line:394db643	Thank the stars you're open.	Хвала звёздам, вы открыты.
line:f1946aab	Thank you for cleaning me!!	Спасибо, что отмыл меня!
line:75b5b084	Thank you for getting me and Ryan in contact.	Спасибо, что помог связаться с Райаном.
line:189d999e	Thank you for listening.	Спасибо, что выслушал.
line:3398aea2	Thank you for that.	Благодарю вас за это.
line:875f0961	Thank you for the clean!	Благодарю, что вымыли меня!
line:acb8a5aa	Thank you for the quick clean!	Спасибо за быстрое мытьё!
line:8512365e	Thank you!	Спасибо вам!
line:bbca8a46	Thank you!	Спасибо!
line:e449156d	Thank you!	Благодарю вас!
line:bb4e1dc1	Thank you, Ryan. I'm happy I got to meet you too	Спасибо, Райан. Я тоже рад нашему знакомству.
line:3b568c14	Thank you.	Благодарю вас.
line:6b245989	Thank you.	Спасибо тебе.
line:836d1b13	Thank you.	Благодарю вас.
line:d60f2dc0	Thank you.	Благодарю вас.
line:035a0830	Thank you. I'd really appreciate it	Спасибо. Был бы тебе очень благодарен.
line:f3e7a8fe	Thank you. Look good feel good!	Спасибо. Хорошо выгляжу — хорошо себя чувствую!
line:d2d97c90	Thank you. You make this a whole lot easier to go through.	Спасибо тебе. С тобой всё это гораздо проще пережить.
line:3027bcf7	Thanks for asking. It's enjoyable to be asked personal questions.	Спасибо за вопросы. Приятно, когда тобой интересуются.
line:aaf3066d	Thanks for cleaning me!	Спасибо, что моешь меня!
line:8150e2a2	Thanks for helping me out.	Спасибо, что помог.
line:a2217280	Thanks for helping me out.	Спасибо, что помог.
line:7db0baf0	Thanks for introducing me to him.	Спасибо, что нас познакомил.
line:c6cee89f	Thanks for letting me in so late.	Спасибо, что так поздно впустил.
line:079b3782	Thanks for sharing food with me, You're a great friend.	Спасибо, что поел со мной. Ты отличный друг.
line:85f901b0	Thanks for sharing food with me...	Спасибо, что составил компанию за едой...
line:a39fd5a9	Thanks for that. Felt pretty damn good.	Спасибо. Охренеть как хорошо было.
line:505e150f	Thanks for the clean.	Благодарю за чистоту.
line:a40e531c	Thanks for the food! I'll go get the gate.	Спасибо за угощение! Иду к воротам.
line:f1692a96	Thanks for the suggestion!	Спасибо, что предложил!
line:81ebbec0	Thanks for the wash so late in the night.	Спасибо, что помыл в такой поздний час.
line:a9df4c5e	Thanks I'll be waiting!	Спасибо, буду ждать!
line:f73a3fc7	Thanks mate, see you tomorrow then.	Спасибо, приятель. Тогда до завтра.
line:30f1f583	Thanks!	Спасибо!
line:3484ab9d	Thanks!	Спасибо!
line:44701902	Thanks!	Спасибо!
line:4d868f2f	Thanks!	Спасибо!
line:70190774	Thanks!	Спасибо!
line:8b8f57c4	Thanks!	Спасибо!
line:ab5b2574	Thanks!	Спасибо!
line:b588bf4c	Thanks!	Спасибо тебе!
line:bc5d790a	Thanks!	Спасибо!
line:c07a9171	Thanks!	Спасибо!
line:e7e57d9c	Thanks!	Спасибо!
line:fa293cde	Thanks! Whats with all the... Gloop?	Спасибо! А что это за... липкая масса?
line:e1609903	Thanks, but I'll be better. I promise.	Спасибо. Но я исправлюсь, обещаю.
line:02cbdc87	Thanks, I'm excited too.	Спасибо. Я тоже в предвкушении.
line:37c9d915	Thanks, You're pleasant too!	Спасибо. С вами тоже приятно!
line:cb847372	Thanks, You're pleasant too!	Спасибо. С вами тоже приятно!
line:188d4359	Thanks.	Спасибо.
line:316bb26e	Thanks.	Спасибо.
line:34ec4db7	Thanks.	Спасибо.
line:5183a6f2	Thanks.	Спасибо.
line:c642cb17	Thanks.	Спасибо.
line:cf716777	Thanks.	Спасибо тебе.
line:e00c6df5	Thanks.	Спасибо.
line:e521db76	Thanks.	Спасибо тебе.
line:f62e1c4f	Thanks.	Спасибо тебе.
line:fbba1293	Thanks.	Спасибо тебе.
line:8bfa88d7	Thanks. I like being around you too.	Спасибо. Мне тоже хорошо с тобой.
line:df0a8598	Thanks. I'm always happy to be here.	Спасибо. Мне здесь всегда хорошо.
line:084e3cbc	Thanks. See you soon.	Спасибо. До скорого.
line:71d57aeb	Thanks. That's kind of you to say.	Благодарю за добрые слова.
line:a1f9de62	Thanks. That's kind of you to say.	Благодарю за добрые слова.
line:9a9a6120	Thankth!	Фпасибо!
line:e721d512	That brings me to my next question...	И это подводит меня к следующему вопросу...
line:215a2d34	That felt <i>good</i>.	Это было <i>шикарно</i>.
line:89150715	That is rather kind of you to say.	Любезно с вашей стороны так сказать.
line:a57409fb	That is the source of my worry...	Вот что меня тревожит...
line:ad261b84	That just makes it harder!	От этого ещё труднее!
line:7111d265	That makes me feel a lot more sure of myself then.	Тогда я чувствую себя гораздо увереннее.
line:3fac5bff	That makes me feel good to hear.	Приятно такое услышать.
line:1c49f05b	That makes me happy to hear.	Очень рад такое услышать.
line:a8b70da7	That must mean it is! I'm glad.	Значит, не против! Здорово.
line:5738ea38	That nice to hear... But, I mean being taken care of more... Primally?	Приятно слышать... Но я говорю о заботе на более... инстинктивном уровне?
line:8f598864	That one was almost too big-	Этот еле пролез...
line:5960dcbb	That should be all though, could you go get the gate?	Кажется, это всё. Сходишь к воротам?
line:116f0e16	That should be every spot.	Полагаю, всё отмыто.
line:90444b09	That sounds like an over-reaction on her part.	По-моему, она чересчур остро отреагировала.
line:f07c9e39	That sounds like an over-reaction on her part.	По-моему, она чересчур остро отреагировала.
line:c78cf81f	That sounds lovely!	Звучит чудесно!
line:eaa3c173	That they are...	Это верно...
line:f4b9a455	That was much nicer than a hose.	Гораздо приятнее, чем из шланга поливаться.
line:78cef130	That was never a concern. I'm a rather risk averse dragon.	За это я и не волновался. Я весьма осторожный дракон.
line:22d271f4	That was really fun.	Было очень здорово.
line:019b83df	That was wonderful! I feel so much better about dating.	Было замечательно! Теперь свидания меня куда меньше тревожат.
line:d7bf167b	That was... Nicer than I expected.	Оказалось... приятнее, чем я ожидал.
line:577cec43	That's a mount, no?	Это ведь станок?
line:825536f5	That's a tricky question to answer.	На этот вопрос непросто ответить.
line:66fb84fe	That's all I want to ask.	Больше вопросов нет.
line:ac1ed298	That's all you can ask for, right?	Разве можно просить большего?
line:6605187b	That's an appeal to authority fallacy. But, yes. I'm correct.	Это логическая ошибка — ссылка на авторитет. Хотя в данном случае я действительно прав.
line:52f81dde	That's cute!	Здорово же!
line:45befc02	That's exciting!	Вот это здорово!
line:13cd5511	That's fast... But I think so!	Быстро ты... Но я, пожалуй, согласен!
line:4ff91cbd	That's fine!	Ничего страшного!
line:163c524a	That's good to hear.	Приятно слышать.
line:33e2bee6	That's good to hear.	Приятно слышать.
line:30e461f2	That's good. You deserve a decent man.	Славно. Вы заслуживаете достойного мужчину.
line:aeae4744	That's good... Now what?	Рад слышать... А теперь что?
line:f3eeb627	That's great! whens your first date?	Прекрасно! А когда у вас первое свидание?
line:215f4eba	That's me.	Да, это я.
line:cf8c5f37	That's not a thing... But thank you!	Нет, так не делают... Но спасибо!
line:3f29878b	That's rather nice of you to say.	Очень любезно с вашей стороны.
line:d38c63ea	That's really cute.	Как мило.
line:6474d7f7	That's really nice!	Это очень здорово!
line:c5001a4c	That's the best way to eat'em!	А ведь так вкуснее всего!
line:2a5cc3a5	That's very sweet.	Это так мило.
line:7052576b	That's what I like to hear.	Вот это приятно слышать.
line:2a154290	That's what I thought too.	Я тоже так подумал.
line:33d12f97	That's what I thought too.	Я тоже так подумал.
line:2b7bb6ce	That's what's terrifying.	Вот это и пугает.
line:36fb380f	That's wonderful, he's cute!	Здорово, он милый!
line:266836f8	That's... the first time you've yipped for me.	Ты... впервые мне йипнул.
line:9b0b24ad	That.	Это.
line:6ff80785	That... makes me feel a lot more sure of myself then.	Тогда... я чувствую себя гораздо увереннее.
line:cc6d631b	That... makes me feel a lot more sure of myself then.	Тогда... я чувствую себя гораздо увереннее.
line:ecf6206f	Thats awesome. I'm glad you two are working out.	Здорово. Рад, что вы поладили.
line:0f8bb606	Thats good to hear.	Рад это слышать.
line:f5324d68	Thats really good to hear.	Очень приятно такое слышать.
line:063dcd4b	The ability to open up to someone, even occasionally...	Возможность кому-то открыться, пусть лишь иногда...
line:8919009a	The ambiance is nice.	Зато атмосфера приятная.
line:08c850bf	The apothecary will tarnish my name for months.	Аптекарь потом месяцами будет полоскать моё имя.
line:01b4161e	The breakup I went through earlier was rough.	Тяжело было после расставания.
line:c932c99d	The breakup I went through earlier was rough.	Тяжело было после расставания.
line:dd06ed39	The Burnswick Community College of Thaumaturgy, of course!	Разумеется, в Общественном колледже тауматургии Бёрнсвика!
line:515099ec	The button on the wall, I mean.	В смысле ту, что на стене.
line:7fe73572	The clean was fine.	Помыл неплохо.
line:e8a38ed0	The college cannot find out about this okay?	В колледже не должны об этом узнать, понятно?
line:1a169dbc	The lights in the area are great too.	Там ещё освещение замечательное.
line:610dd8cb	The markers were fun.	Весело мы фломастерами разрисовывались.
line:4b36ea4e	The most prestigious college hosting prestigious professors like me:	Престижнейшее заведение с выдающимися профессорами вроде меня.
line:ec00a1fe	The mount? I... suppose!	Станок? Я... пожалуй, согласен!
line:94e04dcf	The mount? Sure!	Станок? Конечно!
line:d8273d7f	The night 'aint gonna start itself!	Вечер сам себя не начнёт!
line:1f2907ed	The rain has been unrelenting today!	Сегодня дождь льёт без передышки!
line:1804bf0a	The rain is nice.	Мне нравится дождь.
line:7e9a1f83	The stem is just extra food.	Веточка — просто добавка.
line:c88244b5	The vibe at night is fuckin' great.	По вечерам там охренительная атмосфера.
line:d8a2002e	Then I better let you out!	Тогда надо тебя поскорее выпустить!
line:d7b3cd09	Then- Have a productive day.	Тогда... Продуктивного вам дня.
line:448afe95	There was a fault in his method.	В его методе обнаружился изъян.
line:48d4a45a	There's this one red dragon, Conrad. He's... Hot headed, but cute.	Есть один красный дракон, Конрад. Он... вспыльчивый, но милый.
line:f4af8b88	Theres this club downtown. 'Wings'. It's an old favorite of mine.	В центре есть клуб, Wings. Давно его люблю.
line:972f132f	These washes really make things easier.	После таких моек на душе гораздо легче.
line:352d1d6f	They cum	Они кончают.
