# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	よう、でかいワンコ。
line:38b3c8c1	Oh- I mean. I'll go open the gate!	あっ、つまり。門を開けてくるね！
line:714c180e	Oh- I'm glad!	ああ、よかった！
line:ccf87ea9	Oh- I'm not too interested in using that right now.	ああ、今はあまり使う気になれない。
line:963981e4	Oh- I'm sorry for making a mess...	あっ……汚してしまって、すまない……。
line:8e407c6e	Oh- Not just the wash.	ああ、洗ってくれたことだけじゃなくて。
line:ad31ec4c	Oh- Not just the wash.	ああ、洗ってくれたことだけじゃなくて。
line:6866c2c9	Oh- Right now? 'aight I'm down.	あ、今？ いいよ、やろう。
line:9a6dca4b	Oh- Ya. On it.	あっ、うん。今開ける。
line:3b6d644d	Oh.	ああ。
line:4399096b	Oh.	ああ。
line:8441bf7b	Oh.	ああ。
line:87233429	Oh.	ああ。
line:e90fee8e	Oh.	ああ。
line:ebd9b4d3	Oh.	ああ。
line:8a79f72c	Oh. And one other thing.	ああ、それともう一つ。
line:e8289be5	Oh. good.	そっか、よかった。
line:5442e228	Oh. Okay I'll go get the gate.	そっか。じゃあ門を開けてくる。
line:0da15c85	Oh. Okay.	ああ、わかった。
line:73f7f13d	OH. RIGHT.	ああ、そうだった。
line:c35890c8	Oh. That's... Wonderful!	ああ。それは……すばらしい！
line:0ce8d5aa	Oh. Then yeah, we're open.	あっ。それなら営業中だよ。
line:52ed140c	Oh. Uhm. <size=70%>Good.	ああ、ええと。<size=70%>よかった。
line:780d0993	Oh. yeah. Sorry.	あっ、うん。ごめん。
line:7f5113d5	OH. You're not used to eating them whole.	ああ。丸ごと食べるのに慣れてないんだね。
line:45bc649d	Oh...	ああ……。
line:0a093816	Oh... hah. I like that.	ああ……はは。いいね。
line:f885f11d	Oh... I suppose this is alright~	ああ……これなら、いいかな……。
line:7cd85c8e	Oh... I'm so sorry.	ああ……つらかったね。
line:8cc1aa72	Oh... yeah we don't have one.	ああ……うん、置いてない。
line:f16d7940	Oh... Yeah, tinier dragons tend to... Compensate.	ああ……うん。小柄なドラゴンは、そこを……補う傾向があるね。
line:1d491283	Oh?	おや？
line:21c46e75	Oh?	おや？
line:fd8d786a	Oh?	おや？
line:0ce8d3c2	ohmygod I thought the egg was decorative.	うわ、卵は飾りだと思ってた。
line:d9b26374	Ok I can do that	うん、できるよ。
line:1777121d	Ok I got this..	よし、大丈夫……。
line:f3af3ce8	Ok just tell me if you get uncomfortable or anything.	わかった。痛かったり、何かあったら言ってね。
line:6c3a98cc	Ok lets wash it off for our date tonight then.	うん、じゃあ今夜のデートのために洗い落とそう。
line:7a54a1e1	Okay	わかった
line:f64a5b30	Okay	わかった
line:249500dc	Okay!	わかった！
line:a327b5f9	Okay!	わかった！
line:ccaabca3	Okay!	わかった！
line:82d0ea81	Okay! I'll be back later then.	よし！ じゃあ、またあとで来る。
line:3deb5f55	Okay! I'll go get the gate for you.	もちろん！ 門を開けてくるね。
line:9c3d6cb7	Okay! I'll see you soon.	うん！ また近いうちに。
line:72e0348e	Okay, bye!	うん、またね！
line:255362b9	Okay, Conrad.	わかった、コンラッド。
line:0d16ab28	Okay, I'll be waiting. Thanks.	わかった、待ってる。ありがとう。
line:155d1c64	Okay, I'll open the gate!	わかった、門を開けるね！
line:886f5df2	Okay, I'll see you later!	うん、またね！
line:585d6a08	Okay, thank you.	うん、ありがとう。
line:c298bc55	Okay, thank you.	うん、ありがとう。
line:6acf71a3	Okay, thanks.	わかった、ありがとう。
line:8ed5a204	Okay- okay. I'll go get the gate.	わかった、わかった。門を開けてくる。
line:10b9a653	Okay- Thanks.	ああ、ありがとう。
line:00a81c16	Okay. I hope you're doing alright though.	わかった。でも、無事だといいな。
line:118a51bb	Okay. I should probably get out of your scales.	さて、そろそろ邪魔しないように帰るね。
line:a62e8112	Okay. I'll open up shop. Give me a sec.	わかった。店を開けるから、ちょっと待って。
line:9d434af5	Okay. I'll order a mount.	わかった。マウントを注文する。
line:2f3b06de	Okay. Then I think I'd like to try.	わかった。じゃあ、会ってみたい。
line:54ad4706	Okay...	わかった……。
line:28311fbb	Omg you're hurt!	大変、けがしてる！
line:8b3abbf7	On it!	任せて！
line:42e3eba2	Once I'm cleaned up I'm gonna head out and get our spot ready.	洗い終わったら先に行って、席を用意する。
line:1d4b8a1c	One thing led to another...	そのうち、いい雰囲気になって……。
line:c70bea2d	Only been cleaning for a few weeks now!	洗い手になって、まだ数週間なんだ！
line:5188bd4a	Only If that's alright-	迷惑でなければ……
line:01505282	Only realized how much of a mess I made after Max yelled at me, haha.	マックスに怒られて、やっと汚れに気づいたよ。はは。
line:828eed25	Oof... Needed that. Thank you.	ふう……これが必要だった。ありがとう。
line:2d40c69a	Oooh, alrighty.	おお、了解。
line:99ff9e7f	Ooooh must be a big deal then.	おお、そんなに顔が利くんだ。
line:e8ad4791	Ooooh.	おお。
line:64bfd62a	Oops, my bad.	おっと、ごめん。
line:0fa31c40	Our first meeting went great though!	でも、初めて会ったときは最高だった！
line:77cebc41	People tell me I've got a fat cock, is that true?	俺のチンポ、太いって言われるんだけど、本当？
line:80de6c63	Perfectly clean again. Thank you for taking me in at this hour.	またすっかりきれいになった。こんな時間に受け入れてくれてありがとう。
line:f212528b	Phew! I had an accident that needs to be taken care of... discretely.	よかった！ 少々事故に遭ってね……内密に処理してほしい。
line:b3c35166	Phew, I was worried I'd make another mess of things.	ふう、また台無しにしちゃうかと思った。
line:314c3d8a	physically or emotionally?	体が？ それとも心が？
line:156e0b50	Picnic bathket-	ピクニックのかご……。
line:0d9de1a1	player hooked up with conrad	プレイヤーとコンラッドが結ばれた
line:2cf1c95e	player hooked up with conrad	プレイヤーとコンラッドが結ばれた
line:c2529648	player hooked up with conrad	プレイヤーとコンラッドが結ばれた
line:f7fd34b2	player hooked up with conrad	プレイヤーとコンラッドが結ばれた
line:66e08b22	player hooked up with ryan	プレイヤーとライアンが結ばれた
line:78039fd1	player hooked up with ryan	プレイヤーとライアンが結ばれた
line:96a0c0c7	player hooked up with ryan	プレイヤーとライアンが結ばれた
line:9bade6d6	player hooked up with ryan	プレイヤーとライアンが結ばれた
line:0ddcd600	Please scrub Igwix off my back would you?	背中についたイグウィクスをこすり落としてくれないか？
line:0632acbf	Plus they feel really nice.	それに、すごく気持ちいい。
line:c7b8ba3d	Possibly...?	たぶん……？
line:637629a8	Pretty sure I can digest anything.	たぶん、何でも消化できるよ。
line:65a41bc5	Pretty sure I'm all clean!	すっかりきれいになったと思う！
line:3750bbf0	Pretty sure that was everything.	これで全部だと思う。
line:960707b0	Primarily alchemy. Occasionally world history.	主に錬金術だ。時々、世界史も。
line:1475f95c	Professor Igwyx- My colleague who self-immolated earlier.	イグウィクス教授……この前、自分で燃え上がった同僚のことだが。
line:26e9d692	Professor, but yes. You have.	教授だよ。だが、ああ。君に教わった。
line:af0c15fd	Professor- But, yes. I usually don't go to public washes.	教授だよ。まあ、その通りだ。普段は一般の洗い場には来ない。
line:962abe27	Project Scale mary	プロジェクト・スケイル・メアリー
line:e5d47feb	prole- <i><size=70%>wuh?	ろうどう……<i><size=70%>え？
line:c7b73162	Psst..!	しーっ……！
line:9addfb4a	Ready!	いいよ！
line:875b5372	Really damn good!	めちゃくちゃよかった！
line:9e9f3e75	Really damn good!	めちゃくちゃよかった！
line:9364911d	Really looking forward to finding new people.	新しい人と出会うのが、本当に楽しみ。
line:8b0b222c	Really sets the mood.	すごくいい雰囲気になる。
line:4010d36d	Really well honestly.	正直、すごくよかった。
line:cfcb40c7	Really?	本当かね？
line:0ec807a4	Really? Aw, That's really sweet.	本当？ ああ、うれしいな。
line:630fed1b	Remove this barrier at once so I may enter.	入れるよう、今すぐこの柵を開けてくれ。
line:65deb150	Right after this wash!	この洗いが終わったらすぐ！
line:0caa6657	Right, I'll get that for you ASAP.	うん、すぐ開ける。
line:1271b80c	Right.	そうだね。
line:3ede5541	Right.	そうだね。
line:6a2e4e0d	Right. I'll get to it.	うん。じゃあ、始めるね。
line:29daeb62	Right. Phoenix feather. Obviously.	そっか。不死鳥の羽根。そりゃそうだよね。
line:51d1b41e	Ryan is a sweetheart	ライアンは優しいよね。
line:202fce0c	RYAN THE BONE!	ライアン、骨！
line:93bd9a2b	Ryan!	ライアン！
line:9b7e09b8	Ryan!	ライアン！
line:b76f49cd	Ryan!	ライアン！
line:1fa0fbbe	Ryan! I met him.	ライアン！ 会ってきたんだ。
line:f0427bb9	Ryan! this is so sweet.	ライアン！ なんて優しいの。
line:92829935	Ryan's such a nice dragon.	ライアンって、本当にいいドラゴンだ。
line:13ca0a74	Ryan, you're not supposed to eat the stems-	ライアン、茎は食べちゃいけないんだよ。
line:7a01d265	Ryan: I guess it is pretty exciting	Ryan: 確かに、結構興奮するね。
line:e1526934	Ryan: I like that a lot	Ryan: それ、すごく好き。
line:a430a2ff	Ryan: I think I am close too..	Ryan: 僕も、もうすぐかも……。
line:77626e43	Ryan: I would say it is going great	Ryan: すごくうまくいってると思うよ。
line:f5f5b815	Ryan: I've never done this outside before	Ryan: 外でしたことは、まだないんだ。
line:6dd86b71	Ryan: This was nice	Ryan: よかったね。
line:41b9659f	Ryan: Wow.. Your stature is really the only thing small about you.	Ryan: わあ……君の小さいところって、本当に身長だけだね。
line:aad89688	Ryan: Yea definitely. Worried about me?	Ryan: うん、もちろん。心配してくれてる？
line:ce6d6d7f	Ryan? you sure everything is okay...?	ライアン？ 本当に大丈夫……？
line:1d3b255b	Save your mood setting for tonight!	雰囲気づくりは今夜に取っておいて！
line:3ed6ab5d	Say do you remember the name of the college I work at?	ところで、私が勤めている大学の名前を覚えているかね？
line:a05a7804	Say...	ところで……
line:82d7b5e4	Says who?	誰が決めたの？
line:6c193ba9	Scales different today? <size=70%><i>is that a thing...? </i><size=100%>You look good today.	鱗の感じを変えた？<size=70%><i>そういうの、あるのか……？</i><size=100%>今日は格好いいな。
line:426f40ff	See you again soon, yeah?	また近いうちに会おうね？
line:3112d78d	See you soon.	またあとで。
line:8072b186	See you tonight.	また今夜。
line:0d3b23da	Sheesh.	ふう。
line:48435b12	Shh! I'm not from around here...	しっ！ 私はこの辺りの者ではない……
line:0f86dbf6	So am I!	私もだ！
line:3063100e	So am I.	俺もだ。
line:a241eec6	So far so good though, yeah?	今のところ、いい感じだよな？
line:813c6dd4	So is this like... our first date?	じゃあ、これって……初デート？
line:9b10d450	So this Conrad guy, seems like you like him?	それで、コンラッドって人のこと、好きなんだね？
line:0c5dcd3c	So uh, gate?	それで、その、門は？
line:84d8a935	So uh, mind opening the gate?	その、門を開けてくれない？
line:7da41ecd	So uhh, let me know if you need me to move.	あの、動いてほしかったら教えて。
line:3a469ae4	So yeah, I had a mishap..	それで、ちょっと事故があって……。
line:a6d6bf76	So you and Ryan huh?	それで、お前とライアンか。
line:31fa3bdf	So you came in just to...	じゃあ、今日来たのは……。
line:5f64c352	So you're a certified dragon washer huh?	ドラゴンを洗う資格を持ってるんだね？
line:c9e7bb1e	So you're a certified dragon washer huh?	ドラゴンを洗う資格を持ってるんだね？
line:aedb6a51	So, coming in for a wash?	それで、洗いに来たの？
line:1c856f1c	So, how was your date?	それで、デートはどうだった？
line:3cda84e6	So, tell me more about conrad!	それで、コンラッドのことをもっと聞かせて！
line:c10d9415	So, thanks on his behalf for caring.	だから、気にかけてくれてありがとう。彼の代わりに言うよ。
line:e6aa9d20	So, with... relationships.	その、恋愛のことで……。
line:a99c5c88	So. How about a date?	じゃあ、デートしない？
line:c2f44537	So. My girlfriend was home before me. she's a work-from-home dragon.	それで、彼女は先に家にいたんだ。在宅で働くドラゴンでね。
line:d9652dff	So. Our date tonight...	それで、今夜のデート……。
line:b983f922	So. Tonight.	それで、今夜。
line:28c51dbf	So... A date. I think I'd like to go on one soon!	それで……デート。近いうちに行きたいな！
line:7c56b2d8	So... I was thinking about my relationships.	それで……恋愛のことを考えてた。
line:5a5e7f21	So<size=90%>o<size=80%>o<size=70%>o<size=60%>o... <size=100%>I 'aint dirty. But I am <i>~dirty~</i> y'know?	な<size=90%>あ<size=80%>あ<size=70%>あ<size=60%>あ……<size=100%>体は汚れてないけど、頭の中は<i>いやらしい</i>んだ。わかる？
line:8a35fb7b	So<size=90%>o<size=80%>o<size=70%>o<size=60%>o... <size=100%>Was wonderin'	な<size=90%>あ<size=80%>あ<size=70%>あ<size=60%>あ……<size=100%>ちょっと気になってさ。
line:5230bdfd	Soap, then rinse!	石鹸で洗って、それからすすぐ！
line:c374e532	Somehow that feels more honest than anything anyone else says.	なんだか、他の誰の言葉よりも正直に感じる。
line:2898f680	Something happened last night	昨夜、ちょっとあって。
line:4dac3d2b	Something went wrong with flags!	フラグに問題が発生しました！
line:61c7f2d6	Something went wrong with flags!	フラグに問題が発生しました！
line:6d5ba814	Something went wrong with flags!	フラグに問題が発生しました！
line:8f64adc0	Something went wrong with flags!	フラグに問題が発生しました！
line:19cedc30	Sooo. You gonna jerk me off?	それで、手で抜いてくれるの？
line:1646ece2	Sorry for coming in late. My sleeps borked.	遅くに来てごめん。睡眠のリズムが崩れててさ。
line:b2b32876	Sorry I'm bad at flirting. Could you get the gate?	ごめん、口説くの下手で。門を開けてくれる？
line:13ba93ef	sorry!	ごめんなさい！
line:e2f9c70c	Sorry, I meant to say I enjoy your wash.	すまない。君の洗い場が気に入ったと言いたかった。
line:78ca8d95	Sorry...	ごめん……。
line:4af15fc3	Sounds good to me!	いいよ！
line:8c6e66f3	Sounds good!	いいね！
line:1ef36cb0	Sounds like a date then!	じゃあ、デートはそれで決まり！
line:d71ba53e	Sounds like a date then!	じゃあ、デートはそれで決まり！
line:5fc277a9	Sounds like a date then! Seafood then we play it by ear.	じゃあ決まり！ シーフードを食べて、あとは気分で。
line:0e643191	Sounds like a date then, I'm excited.	じゃあ、デートはそれで決まり。楽しみだ。
line:c4642c9c	Sounds like a date then. I'm excited.	じゃあ決まりだね。楽しみ。
line:ffc401d1	Sounds like a plan.	それで決まりだね。
line:c4dd137b	Sounds like it was good then.	よかったみたいだな。
line:7b6c47bd	Sounds like it.	みたいだな。
line:5c51654f	Sounds nice.	いいね。
line:3a23b81f	Sounds really cool.	すごく素敵そう。
line:1dbf50b3	Sure	もちろん
line:c14ceb34	Sure is!	そうだよ！
line:de7cd73a	Sure it is. Thanks to Conrad for having me get it.	もちろん。買うよう勧めてくれたコンラッドに感謝だね。
line:05c673e7	Sure!	もちろん！
line:52542beb	Sure!	もちろん！
line:67f14802	Sure!	もちろん！
line:a2dc4ac0	Sure! I'll go get the gate.	もちろん！ 門を開けてくる。
line:dbb68858	Sure! I'll go get the gate.	もちろん！ 門を開けてくる。
line:601e1b38	Sure! I'm excited to tell you about Conrad.	もちろん！ コンラッドのこと、早く話したい。
line:7b5c9d8c	Sure, but he needed someone who cared in that moment.	そうだけど、あのとき彼には、気にかけてくれる人が必要だった。
line:709a9a57	Sure.	もちろん。
line:4af4703c	Tasted real good though!	でも、すごくおいしかった！
line:048fe71b	TELL ME ABOUT YOU AND CONRAD!	君とコンラッドのこと、聞かせて！
line:2b84f2eb	Test line 1	テスト台詞 1
line:7a22b4d3	Test line 10	テスト台詞 10
line:ec12b3a4	Test line 11	テスト台詞 11
line:4f87d73a	Test line 12	テスト台詞 12
line:d9b7d04d	Test line 13	テスト台詞 13
line:63e6d9d4	Test line 14	テスト台詞 14
line:f5d6dea3	Test line 15	テスト台詞 15
line:64cb6133	Test line 16	テスト台詞 16
line:f2fb6644	Test line 17	テスト台詞 17
line:1772a124	Test line 18	テスト台詞 18
line:88119675	Test line 2	テスト台詞 2
line:1e219102	Test line 3	テスト台詞 3
line:a470989b	Test line 4	テスト台詞 4
line:32409fec	Test line 5	テスト台詞 5
line:a35d207c	Test line 6	テスト台詞 6
line:356d270b	Test line 7	テスト台詞 7
line:5643ba3d	Test line 8	テスト台詞 8
line:c073bd4a	Test line 9	テスト台詞 9
line:394db643	Thank the stars you're open.	営業していてよかった。
line:f1946aab	Thank you for cleaning me!!	きれいにしてくれてありがとう！！
line:75b5b084	Thank you for getting me and Ryan in contact.	ライアンを紹介してくれてありがとう。
line:189d999e	Thank you for listening.	聞いてくれてありがとう。
line:3398aea2	Thank you for that.	心を開ける相手でいてくれて、ありがとう。
line:875f0961	Thank you for the clean!	きれいにしてくれてありがとう！
line:acb8a5aa	Thank you for the quick clean!	手早く洗ってくれてありがとう！
line:8512365e	Thank you!	ありがとうございます！
line:bbca8a46	Thank you!	ありがとう！
line:e449156d	Thank you!	ありがとうございます！
line:bb4e1dc1	Thank you, Ryan. I'm happy I got to meet you too	ありがとう、ライアン。僕も君に会えてうれしいよ。
line:3b568c14	Thank you.	ありがとうございます。
line:6b245989	Thank you.	ありがとう。
line:836d1b13	Thank you.	ありがとうございます。
line:d60f2dc0	Thank you.	ありがとうございます。
line:035a0830	Thank you. I'd really appreciate it	ありがとう。本当に助かる。
line:f3e7a8fe	Thank you. Look good feel good!	ありがとな。見た目がよければ、気分もいい！
line:d2d97c90	Thank you. You make this a whole lot easier to go through.	ありがとう。君のおかげで、ずっと乗り越えやすくなる。
line:3027bcf7	Thanks for asking. It's enjoyable to be asked personal questions.	聞いてくれてありがとう。個人的なことを聞かれるのは楽しいね。
line:aaf3066d	Thanks for cleaning me!	洗ってくれてありがとう！
line:8150e2a2	Thanks for helping me out.	助けてくれてありがとう。
line:a2217280	Thanks for helping me out.	助けてくれてありがとう。
line:7db0baf0	Thanks for introducing me to him.	紹介してくれてありがとう。
line:c6cee89f	Thanks for letting me in so late.	こんな遅くに入れてくれてありがとう。
line:079b3782	Thanks for sharing food with me, You're a great friend.	一緒に食べてくれてありがとう。君はいい友達だ。
line:85f901b0	Thanks for sharing food with me...	一緒に食べてくれてありがとう……。
line:a39fd5a9	Thanks for that. Felt pretty damn good.	ありがとな。めちゃくちゃ気持ちよかった。
line:505e150f	Thanks for the clean.	洗ってくれてありがとう。
line:a40e531c	Thanks for the food! I'll go get the gate.	ごちそうさま！ 門を開けてくる。
line:f1692a96	Thanks for the suggestion!	いいこと教えてくれてありがとな！
line:81ebbec0	Thanks for the wash so late in the night.	こんな夜遅くに洗ってくれてありがとう。
line:a9df4c5e	Thanks I'll be waiting!	ありがとう、待ってるよ！
line:f73a3fc7	Thanks mate, see you tomorrow then.	ありがとな、相棒。また明日。
line:30f1f583	Thanks!	ありがとう！
line:3484ab9d	Thanks!	ありがとな！
line:44701902	Thanks!	ありがとう！
line:4d868f2f	Thanks!	ありがとな！
line:70190774	Thanks!	ありがとう！
line:8b8f57c4	Thanks!	ありがとう！
line:ab5b2574	Thanks!	ありがとう！
line:b588bf4c	Thanks!	ありがとう！
line:bc5d790a	Thanks!	ありがとな！
line:c07a9171	Thanks!	ありがとう！
line:e7e57d9c	Thanks!	ありがとう！
line:fa293cde	Thanks! Whats with all the... Gloop?	ありがとう！ その……べたべたしたのは何？
line:e1609903	Thanks, but I'll be better. I promise.	ありがとう。でも、もっとよくなる。約束する。
line:02cbdc87	Thanks, I'm excited too.	ありがとな。俺も楽しみ。
line:37c9d915	Thanks, You're pleasant too!	ありがとう、君も素敵だよ！
line:cb847372	Thanks, You're pleasant too!	ありがとう、君も素敵だよ！
line:188d4359	Thanks.	ありがとな。
line:316bb26e	Thanks.	ありがとう。
line:34ec4db7	Thanks.	ありがとな。
line:5183a6f2	Thanks.	ありがとな。
line:c642cb17	Thanks.	ありがとな。
line:cf716777	Thanks.	ありがとう。
line:e00c6df5	Thanks.	ありがとう。
line:e521db76	Thanks.	ありがとう。
line:f62e1c4f	Thanks.	ありがとう。
line:fbba1293	Thanks.	ありがとう。
line:8bfa88d7	Thanks. I like being around you too.	ありがとう。僕も君といるのが好きだよ。
line:df0a8598	Thanks. I'm always happy to be here.	ありがとな。俺もここに来るのはいつもうれしい。
line:084e3cbc	Thanks. See you soon.	ありがとう。また近いうちに。
line:71d57aeb	Thanks. That's kind of you to say.	ありがとう。優しいね。
line:a1f9de62	Thanks. That's kind of you to say.	ありがとう。優しいね。
line:9a9a6120	Thankth!	ありがとっ！
line:e721d512	That brings me to my next question...	それで、次の質問なのだが……
line:215a2d34	That felt <i>good</i>.	<i>気持ちよかった</i>。
line:89150715	That is rather kind of you to say.	そう言ってくれるとは、優しいね。
line:a57409fb	That is the source of my worry...	それが心配なのだ……
line:ad261b84	That just makes it harder!	そんなこと言われたら、もっと我慢できない！
line:7111d265	That makes me feel a lot more sure of myself then.	それなら、ずっと自信が持てる。
line:3fac5bff	That makes me feel good to hear.	そう言ってもらえるとうれしい。
line:1c49f05b	That makes me happy to hear.	そう聞くとうれしい。
line:a8b70da7	That must mean it is! I'm glad.	その鳴き声なら、きっと大丈夫だね！ うれしい。
line:5738ea38	That nice to hear... But, I mean being taken care of more... Primally?	そう言ってくれてうれしい……だが、もっと本能的な世話というか……。
line:8f598864	That one was almost too big-	今のは、ぎりぎりの大きさだった。
line:5960dcbb	That should be all though, could you go get the gate?	じゃあ、これで終わりかな。門を開けてくれる？
line:116f0e16	That should be every spot.	これで全部洗えたはず。
line:90444b09	That sounds like an over-reaction on her part.	彼女、ちょっと怒りすぎじゃないかな。
line:f07c9e39	That sounds like an over-reaction on her part.	彼女、ちょっと怒りすぎじゃないかな。
line:c78cf81f	That sounds lovely!	すごく素敵！
line:eaa3c173	That they are...	まったくだ……
line:f4b9a455	That was much nicer than a hose.	ホースより、ずっと気持ちよかった。
line:78cef130	That was never a concern. I'm a rather risk averse dragon.	そこは心配していない。私は危険を避ける性分なのでね。
line:22d271f4	That was really fun.	すごく楽しかった。
line:019b83df	That was wonderful! I feel so much better about dating.	すばらしかった！ またデートする自信がついたよ。
line:d7bf167b	That was... Nicer than I expected.	あれは……思った以上によかった。
line:577cec43	That's a mount, no?	あれはマウントだろう？
line:825536f5	That's a tricky question to answer.	答えるのが難しい質問だ。
line:66fb84fe	That's all I want to ask.	聞きたいことはそれだけ。
line:ac1ed298	That's all you can ask for, right?	それ以上は求められないよね？
line:6605187b	That's an appeal to authority fallacy. But, yes. I'm correct.	それは権威に訴える論法という誤謬だ。だが、そうだ。私は正しい。
line:52f81dde	That's cute!	かわいいね！
line:45befc02	That's exciting!	楽しみだね！
line:13cd5511	That's fast... But I think so!	展開が早いね……でも、いいと思う！
line:4ff91cbd	That's fine!	大丈夫！
line:163c524a	That's good to hear.	それはよかった。
line:33e2bee6	That's good to hear.	それはよかった。
line:30e461f2	That's good. You deserve a decent man.	よかった。君にはいい男がお似合いだ。
line:aeae4744	That's good... Now what?	よかった……で、次は？
line:f3eeb627	That's great! whens your first date?	よかったね！ 初デートはいつ？
line:215f4eba	That's me.	僕だよ。
line:cf8c5f37	That's not a thing... But thank you!	そういうのはないけど……ありがとう！
line:3f29878b	That's rather nice of you to say.	優しいことを言ってくれるね。
line:d38c63ea	That's really cute.	それ、すごくかわいいね。
line:6474d7f7	That's really nice!	それは素敵だね！
line:c5001a4c	That's the best way to eat'em!	その食べ方が一番おいしいんだ！
line:2a5cc3a5	That's very sweet.	うれしいこと言ってくれるね。
line:7052576b	That's what I like to hear.	そう言ってもらえるとうれしい。
line:2a154290	That's what I thought too.	僕もそう思った。
line:33d12f97	That's what I thought too.	僕もそう思った。
line:2b7bb6ce	That's what's terrifying.	それが怖いのだよ。
line:36fb380f	That's wonderful, he's cute!	すばらしいね。かわいい！
line:266836f8	That's... the first time you've yipped for me.	俺に向かって鳴いてくれたの、初めてだな。
line:9b0b24ad	That.	今の。
line:6ff80785	That... makes me feel a lot more sure of myself then.	それなら……ずっと自信が持てる。
line:cc6d631b	That... makes me feel a lot more sure of myself then.	それなら……ずっと自信が持てる。
line:ecf6206f	Thats awesome. I'm glad you two are working out.	すばらしいね。二人がうまくいっていて、うれしい。
line:0f8bb606	Thats good to hear.	それはよかった。
line:f5324d68	Thats really good to hear.	それは本当によかった。
line:063dcd4b	The ability to open up to someone, even occasionally...	時々でも、誰かに心を開けるということは……
line:8919009a	The ambiance is nice.	いい雰囲気だね。
line:08c850bf	The apothecary will tarnish my name for months.	薬師に何か月も悪く言われてしまう。
line:01b4161e	The breakup I went through earlier was rough.	この前の別れは、つらかった。
line:c932c99d	The breakup I went through earlier was rough.	この前の別れは、つらかった。
line:dd06ed39	The Burnswick Community College of Thaumaturgy, of course!	もちろん、バーンズウィック地域魔術大学だ！
line:515099ec	The button on the wall, I mean.	壁にあるボタンのことだよ。
line:7fe73572	The clean was fine.	洗い方は悪くなかった。
line:e8a38ed0	The college cannot find out about this okay?	大学には絶対に知られてはならない。いいね？
line:1a169dbc	The lights in the area are great too.	あの辺は明かりもきれいでさ。
line:610dd8cb	The markers were fun.	マーカーで遊ぶの、楽しかった。
line:4b36ea4e	The most prestigious college hosting prestigious professors like me:	私のような名高い教授が集う、最高の名門校だ。
line:ec00a1fe	The mount? I... suppose!	マウントかね？ 私は……構わないと思う！
line:94e04dcf	The mount? Sure!	マウント？ もちろん！
line:d8273d7f	The night 'aint gonna start itself!	待ってても夜遊びは始まらないぜ！
line:1f2907ed	The rain has been unrelenting today!	今日は雨がやまないね！
line:1804bf0a	The rain is nice.	雨っていいね。
line:7e9a1f83	The stem is just extra food.	茎も食べ物が増えるだけさ。
line:c88244b5	The vibe at night is fuckin' great.	夜の雰囲気が、めちゃくちゃいいんだ。
line:d8a2002e	Then I better let you out!	じゃあ、早く出してあげないと！
line:d7b3cd09	Then- Have a productive day.	では、実り多い一日を。
line:448afe95	There was a fault in his method.	彼のやり方に問題があった。
line:48d4a45a	There's this one red dragon, Conrad. He's... Hot headed, but cute.	コンラッドって赤いドラゴンがいてね。短気だけど、かわいいんだ。
line:f4af8b88	Theres this club downtown. 'Wings'. It's an old favorite of mine.	街中に「ウィングス」ってクラブがある。昔からのお気に入りだ。
line:972f132f	These washes really make things easier.	ここで洗ってもらうと、本当に楽になる。
line:352d1d6f	They cum	二人は絶頂を迎える。
line:d78962e8	They cum	二人は絶頂を迎える。
line:3200a588	They keep going	二人は続ける。
line:a31d1a18	They keep going	二人は続ける。
line:035e5be6	They seem cute!	かわいい感じだね！
line:454172b0	They took it too far.	あいつら、やりすぎだ。
line:d7b49fb8	They were! The stem is my favorite part though.	おいしかったよ！ でも、茎が一番好き。
line:d156a87f	Think that's every spot.	全部洗えたと思う。
line:fa1a1e76	Think that's it.	これで終わりかな。
line:3112adad	This drake at the bar... I was stupid. Couldn't shut my mouth.	酒場にいたドレイクにさ……俺が馬鹿だった。つい余計なことを言い続けちまって。
line:bfd70320	This feels scandalous	いかにも不謹慎な感じがする。
line:cb437bd0	This is a common practice?	これは一般的なサービスなのかね？
line:831cbfda	This is a job only you can do.	これは君にしか頼めない仕事だ。
line:4944dbda	This is delicious!	おいしい！
line:088893da	This is my first time with a Kobold.	コボルトとは初めてなんだ。
line:e218722c	This is my first time, actually!	実は、今回が初めてなんだ！
line:9eb894ad	This is really nice..	すごく気持ちいい……。
line:c7e4e36f	This is the kind of shit I try to avoid!	こういうのを避けようとしてるのに！
line:22929636	This place could use a makeover, I know would it could use!	ここ、ちょっと模様替えした方がいいな。必要なものはわかる！
line:b06e13bc	This soap isn't fitting for a professor don't you think?	この石鹸は教授には不釣り合いだと思わないかね？
line:97841169	This was a nice escape.	ここは、ほっとできる場所だった。
line:5f02ceea	This was a wonderful escape...	ここは、すばらしい息抜きの場所だった……。
line:d45f4788	This was nice...	楽しかった……。
line:418498cf	Those grapes looked good.	あのブドウ、おいしそうだった。
line:e9d73205	Though every other wash I've been to at least has a mount	でも、今まで行った店には、少なくともマウントはあったぞ。
line:29e70457	Though I can't say I am not curious	興味がないとは言わないが。
line:9c3e6004	Though you probably shouldn't eat them.	でも、君は食べない方がいいかも。
line:f1ca33da	title: Alexander_Done	title: Alexander_Done
line:3ed2f649	title: Conrad_OutroDone	title: Conrad_OutroDone
