# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	嘿，大狗狗。
line:80de6c63	Perfectly clean again. Thank you for taking me in at this hour.	又干干净净了。谢谢你这么晚还愿意接待我。
line:f212528b	Phew! I had an accident that needs to be taken care of... discretely.	呼！我出了点意外，需要……低调地处理一下。
line:b3c35166	Phew, I was worried I'd make another mess of things.	呼，我本来还担心又会搞得一团糟。
line:314c3d8a	physically or emotionally?	身体上，还是心情上？
line:156e0b50	Picnic bathket-	野餐篮篮——
line:0d9de1a1	player hooked up with conrad	玩家和康拉德上床了
line:2cf1c95e	player hooked up with conrad	玩家和康拉德上床了
line:c2529648	player hooked up with conrad	玩家和康拉德上床了
line:f7fd34b2	player hooked up with conrad	玩家和康拉德上床了
line:66e08b22	player hooked up with ryan	玩家和莱恩上床了
line:78039fd1	player hooked up with ryan	玩家和莱恩上床了
line:96a0c0c7	player hooked up with ryan	玩家和莱恩上床了
line:9bade6d6	player hooked up with ryan	玩家和莱恩上床了
line:0ddcd600	Please scrub Igwix off my back would you?	可以请你把伊格维克斯从我背上刷掉吗？
line:0632acbf	Plus they feel really nice.	而且也真的很舒服。
line:c7b8ba3d	Possibly...?	也许……？
line:637629a8	Pretty sure I can digest anything.	应该什么都消化得了。
line:65a41bc5	Pretty sure I'm all clean!	应该都洗干净了！
line:3750bbf0	Pretty sure that was everything.	应该全都好了。
line:960707b0	Primarily alchemy. Occasionally world history.	主要是炼金术，偶尔教世界史。
line:1475f95c	Professor Igwyx- My colleague who self-immolated earlier.	伊格维克斯教授——就是之前把自己烧起来的那位同事。
line:26e9d692	Professor, but yes. You have.	是教授，不过没错。你确实教会了我。
line:af0c15fd	Professor- But, yes. I usually don't go to public washes.	是教授——不过，没错。我平常不太去公共洗浴店。
line:962abe27	Project Scale mary	《极限返鳞》
line:e5d47feb	prole- <i><size=70%>wuh?	无产——<i><size=70%>什么？
line:c7b73162	Psst..!	嘘……！
line:9addfb4a	Ready!	准备好了！
line:875b5372	Really damn good!	真他妈棒！
line:9e9f3e75	Really damn good!	真他妈棒！
line:9364911d	Really looking forward to finding new people.	真的很期待认识新朋友。
line:8b0b222c	Really sets the mood.	超有情调。
line:4010d36d	Really well honestly.	老实说，超顺利。
line:cfcb40c7	Really?	真的吗？
line:0ec807a4	Really? Aw, That's really sweet.	真的？噢，这话真暖心。
line:630fed1b	Remove this barrier at once so I may enter.	立刻移开这道栅栏，让我进去。
line:65deb150	Right after this wash!	就洗完澡之后！
line:0caa6657	Right, I'll get that for you ASAP.	好，我马上帮你开。
line:1271b80c	Right.	对。
line:3ede5541	Right.	对。
line:6a2e4e0d	Right. I'll get to it.	好。我这就来。
line:29daeb62	Right. Phoenix feather. Obviously.	对。凤凰羽毛。那当然。
line:51d1b41e	Ryan is a sweetheart	莱恩很贴心。
line:202fce0c	RYAN THE BONE!	莱恩，骨头！
line:93bd9a2b	Ryan!	莱恩！
line:9b7e09b8	Ryan!	莱恩！
line:b76f49cd	Ryan!	莱恩！
line:1fa0fbbe	Ryan! I met him.	莱恩！我见到他了。
line:f0427bb9	Ryan! this is so sweet.	莱恩！你太贴心了。
line:92829935	Ryan's such a nice dragon.	莱恩真是条好龙。
line:13ca0a74	Ryan, you're not supposed to eat the stems-	莱恩，梗不能吃——
line:7a01d265	Ryan: I guess it is pretty exciting	Ryan: 我想，还挺刺激的。
line:e1526934	Ryan: I like that a lot	Ryan: 我很喜欢这样。
line:a430a2ff	Ryan: I think I am close too..	Ryan: 我想我也快了……
line:77626e43	Ryan: I would say it is going great	Ryan: 我觉得现在非常顺利。
line:f5f5b815	Ryan: I've never done this outside before	Ryan: 我以前没在外面做过。
line:6dd86b71	Ryan: This was nice	Ryan: 刚才真好。
line:41b9659f	Ryan: Wow.. Your stature is really the only thing small about you.	Ryan: 哇……你全身上下，真的只有身高算小。
line:aad89688	Ryan: Yea definitely. Worried about me?	Ryan: 当然。你在担心我？
line:ce6d6d7f	Ryan? you sure everything is okay...?	莱恩？你确定没事吗……？
line:1d3b255b	Save your mood setting for tonight!	你的情调留到今晚再说啦！
line:3ed6ab5d	Say do you remember the name of the college I work at?	话说，你还记得我在哪间学院任职吗？
line:a05a7804	Say...	话说……
line:82d7b5e4	Says who?	谁说的？
line:6c193ba9	Scales different today? <size=70%><i>is that a thing...? </i><size=100%>You look good today.	鳞片弄得不一样？<size=70%><i>有这种事吗……？</i><size=100%>你今天很好看。
line:426f40ff	See you again soon, yeah?	很快再见，好吗？
line:3112d78d	See you soon.	很快再见。
line:8072b186	See you tonight.	今晚见。
line:0d3b23da	Sheesh.	哇靠。
line:48435b12	Shh! I'm not from around here...	嘘！我不是这附近的人……
line:0f86dbf6	So am I!	我也是！
line:3063100e	So am I.	我也是。
line:a241eec6	So far so good though, yeah?	不过到目前都很顺利，对吧？
line:813c6dd4	So is this like... our first date?	所以这算是……我们第一次约会？
line:9b10d450	So this Conrad guy, seems like you like him?	所以那个康拉德，感觉你很喜欢他？
line:0c5dcd3c	So uh, gate?	那个，门？
line:84d8a935	So uh, mind opening the gate?	所以，呃，可以开门吗？
line:7da41ecd	So uhh, let me know if you need me to move.	那个，需要我挪动的话，告诉我一声。
line:3a469ae4	So yeah, I had a mishap..	那个，我出了点意外……
line:a6d6bf76	So you and Ryan huh?	所以，你和莱恩，嗯？
line:31fa3bdf	So you came in just to...	所以你来只是想……
line:5f64c352	So you're a certified dragon washer huh?	所以你是有资格证的龙族洗浴师，对吧？
line:c9e7bb1e	So you're a certified dragon washer huh?	所以你是有资格证的龙族洗浴师，对吧？
line:aedb6a51	So, coming in for a wash?	所以，是来洗澡的？
line:1c856f1c	So, how was your date?	所以，你的约会怎么样？
line:3cda84e6	So, tell me more about conrad!	所以，多跟我说说康拉德吧！
line:c10d9415	So, thanks on his behalf for caring.	所以，我替他谢谢你的关心。
line:e6aa9d20	So, with... relationships.	就是……感情的事。
line:a99c5c88	So. How about a date?	所以，约个会如何？
line:c2f44537	So. My girlfriend was home before me. she's a work-from-home dragon.	就是，我女朋友当时已经在家了。她是条在家办公的龙。
line:d9652dff	So. Our date tonight...	所以，今晚的约会……
line:b983f922	So. Tonight.	所以，今晚。
line:28c51dbf	So... A date. I think I'd like to go on one soon!	所以……约会。我想最近就来一次！
line:7c56b2d8	So... I was thinking about my relationships.	所以……我一直在想感情的事。
line:5a5e7f21	So<size=90%>o<size=80%>o<size=70%>o<size=60%>o... <size=100%>I 'aint dirty. But I am <i>~dirty~</i> y'know?	所<size=90%>以<size=80%>呢<size=70%>～<size=60%>～……<size=100%>我身上不脏，但心里很<i>～脏～</i>，懂吧？
line:8a35fb7b	So<size=90%>o<size=80%>o<size=70%>o<size=60%>o... <size=100%>Was wonderin'	所<size=90%>以<size=80%>呢<size=70%>～<size=60%>～……<size=100%>我在想啊
line:5230bdfd	Soap, then rinse!	先抹肥皂，再冲水！
line:c374e532	Somehow that feels more honest than anything anyone else says.	不知为何，这比其他人说的任何话都更真诚。
line:2898f680	Something happened last night	昨晚发生了一些事。
line:4dac3d2b	Something went wrong with flags!	剧情状态标记出了问题！
line:61c7f2d6	Something went wrong with flags!	剧情状态标记出了问题！
line:6d5ba814	Something went wrong with flags!	剧情状态标记出了问题！
line:8f64adc0	Something went wrong with flags!	剧情状态标记出了问题！
line:19cedc30	Sooo. You gonna jerk me off?	所以，你要帮我打手枪吗？
line:1646ece2	Sorry for coming in late. My sleeps borked.	抱歉这么晚来。我的作息乱掉了。
line:b2b32876	Sorry I'm bad at flirting. Could you get the gate?	抱歉，我不太会调情。可以开门吗？
line:13ba93ef	sorry!	抱歉！
line:e2f9c70c	Sorry, I meant to say I enjoy your wash.	抱歉，我的意思是，我很喜欢你的洗浴店。
line:78ca8d95	Sorry...	抱歉……
line:4af15fc3	Sounds good to me!	我没问题！
line:8c6e66f3	Sounds good!	好啊！
line:1ef36cb0	Sounds like a date then!	那就这么约好了！
line:d71ba53e	Sounds like a date then!	那就这么约好了！
line:5fc277a9	Sounds like a date then! Seafood then we play it by ear.	那就约好了！先吃海鲜，再看要做什么。
line:0e643191	Sounds like a date then, I'm excited.	那就这么约好了，我很期待。
line:c4642c9c	Sounds like a date then. I'm excited.	那就这么约好了，我很期待。
line:ffc401d1	Sounds like a plan.	就这么说定了。
line:c4dd137b	Sounds like it was good then.	那听起来很不错嘛。
line:7b6c47bd	Sounds like it.	听起来是。
line:5c51654f	Sounds nice.	听起来不错。
line:3a23b81f	Sounds really cool.	听起来超酷。
line:1dbf50b3	Sure	当然
line:c14ceb34	Sure is!	没错！
line:de7cd73a	Sure it is. Thanks to Conrad for having me get it.	当然。多亏康拉德叫我买这个。
line:05c673e7	Sure!	当然！
line:52542beb	Sure!	当然！
line:67f14802	Sure!	当然！
line:a2dc4ac0	Sure! I'll go get the gate.	好啊！我去开门。
line:dbb68858	Sure! I'll go get the gate.	好啊！我去开门。
line:601e1b38	Sure! I'm excited to tell you about Conrad.	好！我等不及跟你说康拉德的事了。
line:7b5c9d8c	Sure, but he needed someone who cared in that moment.	是啊，但当时他需要有人关心。
line:709a9a57	Sure.	当然。
line:4af4703c	Tasted real good though!	不过真的很好吃！
line:048fe71b	TELL ME ABOUT YOU AND CONRAD!	快告诉我你和康拉德的事！
line:2b84f2eb	Test line 1	测试台词 1
line:7a22b4d3	Test line 10	测试台词 10
line:ec12b3a4	Test line 11	测试台词 11
line:4f87d73a	Test line 12	测试台词 12
line:d9b7d04d	Test line 13	测试台词 13
line:63e6d9d4	Test line 14	测试台词 14
line:f5d6dea3	Test line 15	测试台词 15
line:64cb6133	Test line 16	测试台词 16
line:f2fb6644	Test line 17	测试台词 17
line:1772a124	Test line 18	测试台词 18
line:88119675	Test line 2	测试台词 2
line:1e219102	Test line 3	测试台词 3
line:a470989b	Test line 4	测试台词 4
line:32409fec	Test line 5	测试台词 5
line:a35d207c	Test line 6	测试台词 6
line:356d270b	Test line 7	测试台词 7
line:5643ba3d	Test line 8	测试台词 8
line:c073bd4a	Test line 9	测试台词 9
line:394db643	Thank the stars you're open.	谢天谢地，你还开着。
line:f1946aab	Thank you for cleaning me!!	谢谢你帮我洗干净！！
line:75b5b084	Thank you for getting me and Ryan in contact.	谢谢你帮我跟莱恩牵线。
line:189d999e	Thank you for listening.	谢谢你愿意听。
line:3398aea2	Thank you for that.	谢谢你让我能这么做。
line:875f0961	Thank you for the clean!	谢谢你帮我洗干净！
line:acb8a5aa	Thank you for the quick clean!	谢谢你这么快就帮我洗干净！
line:8512365e	Thank you!	谢谢！
line:bbca8a46	Thank you!	谢谢！
line:e449156d	Thank you!	谢谢您！
line:bb4e1dc1	Thank you, Ryan. I'm happy I got to meet you too	谢谢你，莱恩。我也很高兴认识你。
line:3b568c14	Thank you.	谢谢您。
line:6b245989	Thank you.	谢谢你。
line:836d1b13	Thank you.	谢谢您。
line:d60f2dc0	Thank you.	谢谢您。
line:035a0830	Thank you. I'd really appreciate it	谢谢你。我会很感激的。
line:f3e7a8fe	Thank you. Look good feel good!	谢谢你。好看了，心情就好！
line:d2d97c90	Thank you. You make this a whole lot easier to go through.	谢谢你。有你在，这一切好熬多了。
line:3027bcf7	Thanks for asking. It's enjoyable to be asked personal questions.	谢谢你问我。有人想了解我的私事，感觉很好。
line:aaf3066d	Thanks for cleaning me!	谢谢你帮我洗澡！
line:8150e2a2	Thanks for helping me out.	谢谢你帮我。
line:a2217280	Thanks for helping me out.	谢谢你帮我。
line:7db0baf0	Thanks for introducing me to him.	谢谢你把他介绍给我。
line:c6cee89f	Thanks for letting me in so late.	谢谢你这么晚还让我进来。
line:079b3782	Thanks for sharing food with me, You're a great friend.	谢谢你陪我一起吃东西，你是个好朋友。
line:85f901b0	Thanks for sharing food with me...	谢谢你陪我一起吃东西……
line:a39fd5a9	Thanks for that. Felt pretty damn good.	谢啦。刚才真他妈舒服。
line:505e150f	Thanks for the clean.	谢谢你帮我洗干净。
line:a40e531c	Thanks for the food! I'll go get the gate.	谢谢你的食物！我去开门。
line:f1692a96	Thanks for the suggestion!	谢谢你的建议！
line:81ebbec0	Thanks for the wash so late in the night.	谢谢你这么晚还帮我洗澡。
line:a9df4c5e	Thanks I'll be waiting!	谢谢，那我等你！
line:f73a3fc7	Thanks mate, see you tomorrow then.	谢啦，老兄，那明天见。
line:30f1f583	Thanks!	谢啦！
line:3484ab9d	Thanks!	谢啦！
line:44701902	Thanks!	谢啦！
line:4d868f2f	Thanks!	谢啦！
line:70190774	Thanks!	谢啦！
line:8b8f57c4	Thanks!	谢啦！
line:ab5b2574	Thanks!	谢啦！
line:b588bf4c	Thanks!	谢谢你！
line:bc5d790a	Thanks!	谢啦！
line:c07a9171	Thanks!	谢啦！
line:e7e57d9c	Thanks!	谢啦！
line:fa293cde	Thanks! Whats with all the... Gloop?	谢谢！你身上那些……黏糊糊的是什么？
line:e1609903	Thanks, but I'll be better. I promise.	谢谢，不过我会变得更好的。我保证。
line:02cbdc87	Thanks, I'm excited too.	谢谢，我也好期待。
line:37c9d915	Thanks, You're pleasant too!	谢谢，你也很讨人喜欢！
line:cb847372	Thanks, You're pleasant too!	谢谢，你也很讨人喜欢！
line:188d4359	Thanks.	谢啦。
line:316bb26e	Thanks.	谢谢。
line:34ec4db7	Thanks.	谢啦。
line:5183a6f2	Thanks.	谢啦。
line:c642cb17	Thanks.	谢了。
line:cf716777	Thanks.	谢谢你。
line:e00c6df5	Thanks.	谢谢。
line:e521db76	Thanks.	谢谢你。
line:f62e1c4f	Thanks.	谢谢你。
line:fbba1293	Thanks.	谢谢你。
line:8bfa88d7	Thanks. I like being around you too.	谢谢。我也喜欢跟你相处。
line:df0a8598	Thanks. I'm always happy to be here.	谢谢。我也总是很高兴能来。
line:084e3cbc	Thanks. See you soon.	谢谢。很快再见。
line:71d57aeb	Thanks. That's kind of you to say.	谢谢。你真会说话。
line:a1f9de62	Thanks. That's kind of you to say.	谢谢。你真会说话。
line:9a9a6120	Thankth!	谢穴！
line:e721d512	That brings me to my next question...	这就带到我下一个问题了……
line:215a2d34	That felt <i>good</i>.	<i>超爽</i>。
line:89150715	That is rather kind of you to say.	你真体贴。
line:a57409fb	That is the source of my worry...	这才是我担心的事……
line:ad261b84	That just makes it harder!	你这样说更难忍了！
line:7111d265	That makes me feel a lot more sure of myself then.	那让我对自己有信心多了。
line:3fac5bff	That makes me feel good to hear.	听你这么说，我好开心。
line:1c49f05b	That makes me happy to hear.	听你这么说，我很开心。
line:a8b70da7	That must mean it is! I'm glad.	那应该就是可以啰！真开心。
line:5738ea38	That nice to hear... But, I mean being taken care of more... Primally?	听你这么说很开心……不过我指的是更……本能的那种照顾？
line:8f598864	That one was almost too big-	那个差点就太大了——
line:5960dcbb	That should be all though, could you go get the gate?	不过应该就这样了，可以帮我开门吗？
line:116f0e16	That should be every spot.	应该每个地方都洗到了。
line:90444b09	That sounds like an over-reaction on her part.	听起来是她反应过度了。
line:f07c9e39	That sounds like an over-reaction on her part.	听起来是她反应过度了。
line:c78cf81f	That sounds lovely!	听起来很棒！
line:eaa3c173	That they are...	确实如此……
line:f4b9a455	That was much nicer than a hose.	比用水管冲舒服多了。
line:78cef130	That was never a concern. I'm a rather risk averse dragon.	那从来就不是问题。我是条相当谨慎的龙。
line:22d271f4	That was really fun.	刚才真好玩。
line:019b83df	That was wonderful! I feel so much better about dating.	真是太棒了！我对约会有信心多了。
line:d7bf167b	That was... Nicer than I expected.	那比我想的……还要舒服。
line:577cec43	That's a mount, no?	那是交配架，对吧？
line:825536f5	That's a tricky question to answer.	这问题不太好回答。
line:66fb84fe	That's all I want to ask.	我想问的就这些。
line:ac1ed298	That's all you can ask for, right?	能这样就够了，对吧？
line:6605187b	That's an appeal to authority fallacy. But, yes. I'm correct.	这是诉诸权威的谬误。不过，没错，我说的确实对。
line:52f81dde	That's cute!	真可爱！
line:45befc02	That's exciting!	好令人期待！
line:13cd5511	That's fast... But I think so!	也太快了……不过我想可以！
line:4ff91cbd	That's fine!	没关系！
line:163c524a	That's good to hear.	听起来真好。
line:33e2bee6	That's good to hear.	听起来真好。
line:30e461f2	That's good. You deserve a decent man.	那就好。你值得一个好男人。
line:aeae4744	That's good... Now what?	那就好……接下来呢？
line:f3eeb627	That's great! whens your first date?	太好了！你们第一次约会是什么时候？
line:215f4eba	That's me.	就是我。
line:cf8c5f37	That's not a thing... But thank you!	没那回事……不过谢谢你！
line:3f29878b	That's rather nice of you to say.	你这么说，真让人暖心。
line:d38c63ea	That's really cute.	真可爱。
line:6474d7f7	That's really nice!	那真好！
line:c5001a4c	That's the best way to eat'em!	这样吃才最棒！
line:2a5cc3a5	That's very sweet.	这话真暖心。
line:7052576b	That's what I like to hear.	这话我爱听。
line:2a154290	That's what I thought too.	我也是这么想的。
line:33d12f97	That's what I thought too.	我也是这么想的。
line:2b7bb6ce	That's what's terrifying.	可怕的就是这一点。
line:36fb380f	That's wonderful, he's cute!	太好了，他很可爱！
line:266836f8	That's... the first time you've yipped for me.	这是……你第一次对我嗷。
line:9b0b24ad	That.	刚刚那个。
line:6ff80785	That... makes me feel a lot more sure of myself then.	那……让我对自己有信心多了。
line:cc6d631b	That... makes me feel a lot more sure of myself then.	那……让我对自己有信心多了。
line:ecf6206f	Thats awesome. I'm glad you two are working out.	太好了。很高兴你们相处得很好。
line:0f8bb606	Thats good to hear.	听到这个真好。
line:f5324d68	Thats really good to hear.	听到这个真好。
line:063dcd4b	The ability to open up to someone, even occasionally...	能向一个人敞开心扉，即使只是偶尔……
line:8919009a	The ambiance is nice.	气氛很棒。
line:08c850bf	The apothecary will tarnish my name for months.	药剂师肯定会把我的糗事传上好几个月。
line:01b4161e	The breakup I went through earlier was rough.	之前那场分手很难熬。
line:c932c99d	The breakup I went through earlier was rough.	之前那场分手很难熬。
line:dd06ed39	The Burnswick Community College of Thaumaturgy, of course!	当然是伯恩斯威克社区魔法学院！
line:515099ec	The button on the wall, I mean.	我是说墙上的按钮。
line:7fe73572	The clean was fine.	洗得还行。
line:e8a38ed0	The college cannot find out about this okay?	不能让学院知道这件事，好吗？
line:1a169dbc	The lights in the area are great too.	那一带的灯光也很棒。
line:610dd8cb	The markers were fun.	用马克笔画着玩还挺有意思的。
line:4b36ea4e	The most prestigious college hosting prestigious professors like me:	那是最负盛名的学院，里面有像我这样德高望重的教授：
line:ec00a1fe	The mount? I... suppose!	交配架？我……可以吧！
line:94e04dcf	The mount? Sure!	交配架？好啊！
line:d8273d7f	The night 'aint gonna start itself!	夜生活可不会自己开始啊！
line:1f2907ed	The rain has been unrelenting today!	今天这雨一直下个不停！
line:1804bf0a	The rain is nice.	下雨很舒服。
line:7e9a1f83	The stem is just extra food.	梗只是多一点食物而已。
line:c88244b5	The vibe at night is fuckin' great.	晚上那气氛真他妈棒。
line:d8a2002e	Then I better let you out!	那我得快点让你出去！
line:d7b3cd09	Then- Have a productive day.	那么——祝你工作顺利。
line:448afe95	There was a fault in his method.	他的做法出了点差错。
line:48d4a45a	There's this one red dragon, Conrad. He's... Hot headed, but cute.	有一条红龙叫康拉德。他……脾气有点冲，但很可爱。
line:f4af8b88	Theres this club downtown. 'Wings'. It's an old favorite of mine.	市中心有间夜店叫「羽翼」。我以前就很喜欢。
line:972f132f	These washes really make things easier.	来这里洗澡，真的让一切好受多了。
line:352d1d6f	They cum	他们射了。
line:d78962e8	They cum	他们射了。
line:3200a588	They keep going	他们继续。
line:a31d1a18	They keep going	他们继续。
line:035e5be6	They seem cute!	感觉很可爱！
line:454172b0	They took it too far.	他们太过分了。
line:d7b49fb8	They were! The stem is my favorite part though.	真的很好吃！不过我最喜欢的是梗。
line:d156a87f	Think that's every spot.	应该每个地方都洗到了。
line:fa1a1e76	Think that's it.	应该差不多了。
line:3112adad	This drake at the bar... I was stupid. Couldn't shut my mouth.	酒吧有条龙……我蠢死了。就是闭不上嘴。
line:bfd70320	This feels scandalous	感觉会惹出丑闻
line:cb437bd0	This is a common practice?	这是常见的做法吗？
line:831cbfda	This is a job only you can do.	这件事只有你办得到。
line:4944dbda	This is delicious!	好好吃！
line:088893da	This is my first time with a Kobold.	这是我第一次和狗头人做。
line:e218722c	This is my first time, actually!	其实这是我的第一次！
line:9eb894ad	This is really nice..	真的好舒服……
line:c7e4e36f	This is the kind of shit I try to avoid!	我就是想避开这种破事啊！
line:22929636	This place could use a makeover, I know would it could use!	这地方该整修一下，我知道少了什么！
line:b06e13bc	This soap isn't fitting for a professor don't you think?	你不觉得这种肥皂配不上教授的身分吗？
line:97841169	This was a nice escape.	这里是个很棒的避风港。
line:5f02ceea	This was a wonderful escape...	这里是个很棒的避风港……
line:d45f4788	This was nice...	这次真好……
line:418498cf	Those grapes looked good.	那些葡萄看起来很好吃。
line:e9d73205	Though every other wash I've been to at least has a mount	不过我去过的其他洗浴店，至少都有交配架。
line:29e70457	Though I can't say I am not curious	不过，我也不能说自己不好奇
line:9c3e6004	Though you probably shouldn't eat them.	不过你最好别吃。
line:f1ca33da	title: Alexander_Done	title: Alexander_Done
line:3ed2f649	title: Conrad_OutroDone	title: Conrad_OutroDone
line:74c28add	title: ConradBeatup_OutroDone	title: ConradBeatup_OutroDone
line:722243c8	title: RyanDate_OutroDone	title: RyanDate_OutroDone
line:b4eee981	title: RyanExploded_OutroDone	title: RyanExploded_OutroDone
line:6298f08b	Told me about the time he got beat up.	他说起自己被打的那次。
line:ee954bd9	Told me to go to a wash, and was acting extremely offended.	叫我去洗浴店，表现得像我冒犯了她一样。
line:c66e1278	Tonight- on campus. The library is the large blue spire building.	今晚，在校园里。图书馆就是那栋蓝色大尖塔。
line:434527c6	Truly terrible, no?	真是糟糕透了，对吧？
line:5a5d646c	Truly?	真的？
line:e3aa4e29	Truth be told, I got dirty to come here.	说实话，我是为了来这里才把自己弄脏的。
line:0979dea3	Uh, I'm still really soapy!	呃，我身上还有好多泡沫！
line:05bbe58c	Uh-huh, I'll go get the gate	嗯哼，我去开门。
line:7de638fb	Uh... Hello?	呃……你好？
line:7de9b3a4	Uh... uhm...	呃……嗯……
line:159c5c1f	Uh... Yeah.	呃……对喔。
line:2089db44	Uhhhm we're not exactly.	呃，其实我们已经打烊了……
line:3ed62e6b	Uhm, no, I'll just be REALLY upset.	呃，没有，我只是会非常不爽。
line:f0a579a5	Uhm...	嗯……
line:cc295885	uhm... <size=60%>no?	嗯……<size=60%>没有？
line:29237bc3	Use the crowbar to open and place it in storage, would you?	用撬棍打开，再收到储藏室里，好吗？
line:1ec0dc6a	Use the sprayer on the wall to wash me off.	用墙上的喷枪帮我冲干净吧。
line:a716d3b8	Uunf. T-that was... Rather undignified.	唔。刚、刚才……实在有失体面。
line:a37177dd	V-very well. I'll try.	好、好的。我试试。
line:209ddf97	Very cool	很酷。
line:2f10f572	Very well. Don't let me interrupt the wash then!	好吧。那就不打扰你帮我洗澡了！
line:7678511c	Wah- huh- <size=80%>oah. <size=60%>we don't-	哇——啊——<size=80%>哦。<size=60%>我们没有——
line:82e2c158	Wait a sec, I need to open the gate.	等一下，我得先开门。
line:9c7a2fb7	Wait a sec, I need to open the gate.	等一下，我得先开门。
line:8ab5686b	Was great! Ryan is a sweetheart.	很棒！莱恩人超贴心。
line:d8c9f912	Was just doing my job!	我只是在做自己的工作！
line:148a63c8	Was just trying to play along. Happy to see you!	只是想配合你一下。很高兴见到你！
line:56261ccb	Was still good though! I like how it feels sliding down.	不过还是很好吃！我喜欢它滑下去的感觉。
line:4d002f47	Was... <i>Really</i> upset I was muddy.	对我弄得满身泥这件事……<i>非常</i>生气。
line:014b5da5	Watch where those paws are going would you?	注意一下你的爪子往哪摸，好吗？
line:3028feb5	We also had sex after our date.	我们约会后也上床了。
line:d132db41	We can just lay here...	我们就这样躺着……
line:4da8b942	We can make an opening.	我们可以挪个空位。
line:8c563ab8	We can make an opening.	我们可以挪个空位。
line:33a79dbe	We do! Are you... from the college...?	有啊！您是……学院的人吗……？
line:b83ec453	We got your request for the mount!	我们收到你订购交配架的申请了！
line:8b7b8d6b	We went out to eat. Had some good conversation.	我们出去吃饭，聊得很开心。
line:74706bb3	We will need to clean the floors...	我们得清理地板……
line:df8fb8c9	We'll be going out to this seafood place-	我们要去一间海鲜餐厅——
line:110a2ced	Welcome back!	欢迎回来！
line:b042f12a	Welcome back!	欢迎回来！
line:c46f5033	Well great, I appreciate your discretion, I'll be headed off to the apothecary.	那太好了，感谢你守口如瓶，我要去找药剂师了。
line:08f40e32	Well I had a good time, see you later then!	总之，我很开心，那下次见！
line:c1e8b05d	Well I had a good time, see you later then!	总之，我很开心，那下次见！
line:fcff7b00	Well, go to the window and speak with your customer.	那就去窗口跟客人说话。
line:fc1e497a	Well, good luck getting your hands around all of me.	嗯，祝你好运，看看你的手能不能握住整根。
line:60f14972	Well, I do enjoy the color. But I believe that is unrelated to my hue.	嗯，我确实喜欢这个颜色。不过我认为跟自己的颜色无关。
line:c9f270de	Well, I'm a dragon- but... You know what I mean.	嗯，我是条龙——不过……你懂我的意思。
line:f7f87f6c	Well, That's why I'm here!	嗯，所以才有我在啊！
line:629d89d1	Well, yes. I mean more... Primally?	嗯，没错。我指的是更……本能的那一面？
line:8aa0fc1a	Well, you are one hell of a catch.	你可是个超抢手的对象。
line:5d34e715	Well, you better get one then!	那你最好去买一个！
line:f16e75f3	Well...	这个嘛……
line:a71a8385	Went to the bar... Things got spicy. You can imagine what happened next... <size=70%>Hah...	去了酒吧……气氛热了起来。接下来发生什么，你应该想得到……<size=70%>哈……
line:2e0ec324	Wha..?	什么……？
line:29ec93b2	Whaaat. Nothing wrong with it! figured you'd like to know.	怎样啦？又没什么不对！想说你会想知道。
line:18e5a573	Whaaat? It's good to make sure you're warmed up!	怎么啦？先热好身不是挺好的吗！
line:bd66082e	What about a movie?	看电影怎么样？
line:ee3c126b	What about your private washers?	那你的私人洗浴师呢？
line:871137eb	What about?	说什么？
line:bb3b6c71	What brings you in so late?	怎么这么晚来？
line:2dd518f0	What do you mean?	什么意思？
line:2fae1274	What do you mean?	什么意思？
line:3c2c53dc	What do you mean?	什么意思？
line:838cdf1b	What do you think of me?	你觉得我怎么样？
line:c2bdc402	What does the number 7 taste like?	数字 7 是什么味道？
line:56fc085a	What happened!?	发生什么事了！？
line:0bc56d4d	what happened?	发生什么事了？
line:8c3b76ea	What is it?	什么问题？
line:44b711a0	What is..	这是什……
line:53301d3b	What kind of egg was that?	那是什么蛋？
line:073701b7	What kind of movie are you thinking?	你想看哪一种？
line:03cf1c9a	What kind of question?	哪一种问题？
line:003700c7	What kinds of classes do you teach?	你教哪些课？
line:e2406cc4	What now?	接下来呢？
line:0c583118	What was in those opened crates?	那些拆开的箱子里装了什么？
line:5a195ff2	What!? that's terrible! You don't even have a mount...?	什么！？太糟了吧！你连交配架都没有……？
line:8ebd442e	What's got you looking so happy?	什么事让你这么开心？
line:fc7aaaa0	What's teaching like?	教书是什么感觉？
line:f99840cd	What's that?	那是什么？
line:1a0b719d	What's up?	怎么啦？
line:29359884	What's up?	怎么啦？
line:8d5c7802	What's up?	怎么啦？
line:712f9d7c	what?	什么？
line:766c2abd	What? All the best places do it!	什么？最棒的店都有耶！
line:159a1d54	What? I'm a professor! Can't you tell from my crest?	什么？我是教授！看我的头冠还看不出来吗？
line:9aa86a9b	What? There is no harm caused by a genuine compliment!	怎么了？真心称赞一下，又不会害到谁！
line:b2fe309b	Whats got you in a good mood?	什么事让你心情这么好？
line:93a145d4	Whats up, big guy?	怎么啦，大家伙？
line:4efe8211	Whats up?	怎么了？
line:866cd495	Whats up?	怎么了？
line:bfc04b3a	Whats up?	怎么了？
line:e01885c3	Whats up?	怎么了？
line:f7d786b6	Whats with all the... Gloop?	你身上那些……黏糊糊的是什么？
line:c4c81aa9	Whats your favorite part about him?	你最喜欢他哪一点？
