# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	Chào chó bự.
line:1d4b8528	Nice. Gotta open the gate though. Let Conrad in!	Tốt. Nhưng phải mở cổng đã. Cho Conrad vào nào!
line:acab92d4	Nnf... I believe I needed that. Thank you.	Ưf... Chắc tôi cần thế lắm. Cảm ơn.
line:8fe11008	Nnnf... That was way better than those berries.	Ưưf... Đã hơn mấy quả mọng nhiều.
line:b251704a	No	Không
line:e05c2dca	No	Không
line:dc86c2de	no	không
line:5794ea87	No amount of justification makes it feel good though.	Nhưng có bao nhiêu lý do đi nữa cũng không bớt đau.
line:5a5ec440	No I actually just got it	Không, thật ra tôi vừa có nó.
line:cd5f07ca	No more excuses.	Không viện cớ nữa.
line:4b38230f	No need for thanks. I'll get the gate.	Không cần cảm ơn. Tôi mở cổng.
line:11604fbd	No need to be nervous, Alexander!	Không cần hồi hộp, Alexander!
line:eefef647	No need to be.	Ông không cần xấu hổ đâu.
line:73ea230a	No no, you're a certified cleaner yeah?	Không không, cậu là người tắm rửa có chứng chỉ mà?
line:743c64e6	No not really.	Không, thật ra không ổn.
line:50feefe8	No problem!	Không có gì!
line:1a9a36e1	No problem! Can't wait for you to meet Conrad.	Không có gì! Tôi mong cậu gặp Conrad lắm.
line:0a9993d2	No problem, thanks!	Không sao, cảm ơn!
line:10bdb3a4	No problem, thanks!	Không sao, cảm ơn!
line:3a8f65fa	No problem.	Không vấn đề gì.
line:ee3d0ee4	No problem. Let me get that gate for ya'!	Không sao. Để tôi mở cổng cho ông!
line:eedccaec	No way.	Không thể nào.
line:f0351f0c	No way.	Không thể nào.
line:d726f776	No worries,	Đừng lo.
line:12b7a5b3	No! I mean, yes, but for the sake of my reputation could you please keep my incursion here to yourself.	Không! Ý tôi là có, nhưng vì danh tiếng tôi, hãy giữ kín lần tôi đến đây.
line:f7f963e3	No, I am.	Có, đúng là bẩn thế đấy.
line:54faa7c0	No, I don't think I do.	Không, chắc không cần.
line:38419d8b	No, it's not. No more excuses.	Không, có sao đấy. Không viện cớ nữa.
line:cd9b2a8f	No, thank you. I'm... Really excited.	Không, tôi mới phải cảm ơn. Tôi... háo hức lắm.
line:1af1ad05	No, we don't offer things like that here.	Không, ở đây không cung cấp dịch vụ như vậy.
line:cb7e94e5	no.	Không.
line:6128a09c	No. A lime that is yellow.	Không. Là quả chanh xanh có vỏ màu vàng.
line:de25dacd	No. I'm not. Do you have a medkit or not?	Không. Không ổn. Có hộp sơ cứu hay không?
line:1cc64bcf	No.. No it's fine... thank you.	Không... Không sao... Cảm ơn.
line:525f5744	Nope	Không.
line:fbd2c3e7	Nope.	Chưa.
line:5406ba8e	Normally I'd say yes to a mount. But, not right now.	Thường thì tôi sẽ dùng giá giao phối. Nhưng giờ thì không.
line:ab92da6a	Not anymore at least!	Ít nhất giờ thì không còn nữa!
line:0cfcd179	Not for a date though.	Nhưng không hợp đi hẹn.
line:d1b90e2c	Not sure yet.	Chưa chắc nữa.
line:e9643b5d	Not yet.	Chưa đâu.
line:326cc84d	Not yet. a little longer.	Chưa. Thêm chút nữa.
line:56a729f6	Nothing more attractive than a man who can improve!	Không gì hấp dẫn hơn người đàn ông biết cải thiện bản thân!
line:b5dabf9f	Nothing more attractive than a man who can improve!	Không gì hấp dẫn hơn người đàn ông biết cải thiện bản thân!
line:8a321997	Now I'm eyeballing the mount...	Giờ tôi đang ngắm cái giá...
line:5e0a6d7a	Now I'm out here, agh!	Giờ tôi phải ra tận đây, trời ạ!
line:564a9606	Now they'll never need to know!	Giờ họ sẽ không cần biết!
line:d66b7986	Now!	Giờ thì!
line:63596bb3	Now, do you have a medkit or not?	Giờ có hộp sơ cứu hay không?
line:eefc4e9f	Now, lemme in! I want to try that thing out!	Giờ cho tôi vào! Tôi muốn thử ngay!
line:0554966a	Now, more food?	Giờ ăn thêm nhé?
line:3fb3f8d4	Now, round two!	Giờ đến hiệp hai!
line:12e6043e	Now... Food?	Giờ... Ăn nhé?
line:5f8b2de4	oah. <size=70%>okay.	À. <size=70%>Được.
line:13223129	Of course	Tất nhiên.
line:283e56d8	Of course I am! I know I'm very...	Tất nhiên! Tôi biết mình rất...
line:5788e15c	Of course I do. I'm a <i>professional</i>.	Tất nhiên. Tôi là <i>dân chuyên</i> mà.
line:0b226939	Of course it is!	Tất nhiên không sao!
line:f21dd9d4	Of course it is!	Tất nhiên không sao!
line:642255fc	Of course!	Dĩ nhiên rồi ạ!
line:76f8c20c	Of course!	Tất nhiên!
line:877aced7	Of course!	Tất nhiên!
line:d2401e75	Of course!	Tất nhiên!
line:f9eb2b4a	Of course! Right this way!	Tất nhiên! Ngay lối này!
line:0d20d327	Of course! Thank you for the food.	Tất nhiên! Cảm ơn về đồ ăn.
line:4da976f5	Of course! You run a fine establishment.	Tất nhiên! Cậu điều hành một cơ sở rất tốt.
line:b629bcf2	Of course! You're wonderful.	Tất nhiên! Cậu tuyệt vời.
line:b6c96475	Of course, you run a fine establishment.	Tất nhiên, cậu điều hành một cơ sở rất tốt.
line:dd082478	Of course.	Dĩ nhiên.
line:203cc3d2	Of course. One moment!	Tất nhiên. Chờ chút!
line:fd145efe	Of course. Sorry you're going through all this.	Tất nhiên. Tiếc là cậu phải trải qua những chuyện này.
line:7305cdbc	Oh cool!	Ồ, hay đấy!
line:eb6ae4c3	Oh cool!	Ồ, hay đấy!
line:77c996e8	Oh damn! You really are adventurous!	Ôi đệt! Cậu liều thật đấy!
line:3fdb9d01	Oh fcuk something went wrong	Ôi đệt, có lỗi rồi.
line:9e403ecd	Oh fuck yeah.	Ôi, đệt, đúng rồi.
line:13c39c50	Oh fudge, forget I said that!	Ôi chết, quên lời tôi vừa nói đi!
line:e722753e	Oh goodness no..	Ôi trời, không...
line:55e3dd36	Oh hi! um..	Ồ, chào! Ừm...
line:e8ee5747	Oh hi! um..	Ồ, chào! Ừm...
line:b90f527f	Oh huh, that's the tiny drake I saw coming in a bit back yeah?	Ồ, là con rồng bé xíu tôi thấy đến đây hồi trước nhỉ?
line:001ab950	Oh I heard good things about that.	Ồ, tôi nghe nhiều lời khen phim đó.
line:0a4a28c0	Oh I see the button there, gotcha!	Ồ, thấy nút bấm đằng kia, hiểu rồi!
line:c6b0b1aa	Oh like, swallowing things whole?	Ồ, như nuốt nguyên thứ gì đó?
line:10254d13	Oh my	Ôi trời.
line:39f6c77d	Oh my bad	Ồ, lỗi tôi.
line:79511a66	Oh my bad	Ồ, lỗi tôi.
line:8cfbd75d	Oh my bad	Ồ, lỗi tôi.
line:cb71b2a1	Oh my bad	Ồ, lỗi tôi.
line:7d13eca0	Oh my- I didn't expect you to be so... hands on	Ôi... Tôi không ngờ cậu lại... mạnh dạn dùng tay thế.
line:c60c65e8	Oh my. I suppose I could use the mount!	Ôi. Tôi nghĩ mình dùng giá cũng được!
line:433cb27e	Oh no! Do you want to talk about it?	Ôi không! Cậu muốn kể không?
line:d908622a	Oh no, Conrad. are you okay?	Ôi không, Conrad. Anh ổn chứ?
line:bf977a7e	Oh okay. I'll go grab it.	Ồ, được. Tôi đi lấy.
line:7428755b	Oh so it's new for both of us!	Ồ, vậy cả hai đều mới!
line:513bed5a	Oh so it's new to both of us!	Ồ, vậy chuyện này vẫn còn mới với cả hai ta!
line:4bad37a5	Oh that's good. I'm happy he's okay.	Ồ, tốt quá. Mừng là ông ấy ổn.
line:7d791906	Oh this is better, but I still feel dirty.	Ồ, khá hơn rồi, nhưng tôi vẫn thấy bẩn.
line:63926ecd	Oh we're done?	Ồ, xong rồi à?
line:546d1bf2	Oh wow, you're really covered in it!	Ôi, ông dính đầy thật!
line:b2d99a43	Oh wow..	Ôi, oa...
line:e8052272	Oh yeah I liked the first one.	Ồ ừ, tôi thích phần đầu.
line:a4a26529	Oh yeah, there's this nice place downtown called wings.	Ồ có, ở trung tâm có chỗ hay tên Wings.
line:d4d3ecd5	Oh yeah.	Ồ phải.
line:059142a3	Oh Yeah?	Ồ, vậy à?
line:71053a53	Oh Yeah?	Ồ, vậy à?
line:1121309c	Oh yeah?	Ồ, vậy à?
line:2b560f59	Oh yeah?	Ồ, vậy à?
line:2d2820b0	Oh yeah?	Ồ, vậy à?
line:6e82e54c	Oh yeah?	Ồ, vậy à?
line:b9d8a22f	Oh yeah?	Ồ, vậy à?
line:d8ce8566	Oh yeah?	Ồ, vậy à?
line:f103a4a8	Oh yeah?	Ồ, vậy à?
line:4f6344f1	Oh yeah? He sounds like a bit of a hothead.	Ồ vậy à? Nghe có vẻ hơi nóng tính.
line:60cdf456	Oh yeah? The little red drake?	Ồ vậy à? Con rồng đỏ nhỏ ấy?
line:a9253dd8	Oh yeah? The sky blue drake I've seen around?	Ồ vậy à? Con rồng xanh da trời tôi từng thấy quanh đây?
line:762882b4	Oh yeeeaaah?	Ồ, vậyyyy à?
line:5d737ca7	Oh yes	Ồ đúng.
line:1c90fb6d	Oh you. Gonna make me blush.	Cậu thật là. Làm tôi đỏ mặt mất.
line:7e3e59aa	Oh!	Ồ!
line:3605a48a	Oh! I think I've seen him. The tiny one, yeah?	Ồ! Chắc tôi thấy rồi. Con rồng bé xíu nhỉ?
line:3bc15278	Oh! No it wouldn't be. It's fun!	Ồ! Không đâu. Vui mà!
line:c95a153d	Oh! nothing. I'll get the gate.	À! Không có gì. Tôi mở cổng.
line:b6fb6fce	Oh! Okay. I'll get the gate!	Ồ! Được. Tôi mở cổng!
line:4d3233a1	Oh! That's cold!	Ôi! Lạnh quá!
line:403f2ab7	Oh! Then I better let you in. I'll go get the gate.	Ồ! Vậy tôi nên cho ông vào. Tôi mở cổng đây.
line:0f2dc134	Oh! Yeah that makes sense...	Ồ! Ừ, hợp lý...
line:1270a483	Oh, and I apologize for being absolutely filthy.	À, xin lỗi vì người tôi bẩn kinh khủng.
line:7b5be1f8	Oh, and I've figured it where to go.	Ồ, tôi nghĩ ra chỗ đi rồi.
line:52fb116d	Oh, and seems I got some on my face. woops.	Ồ, hình như dính ít trên mặt rồi. Ối.
line:73a37947	Oh, awesome. I'm a big salmon guy.	Ồ, tuyệt. Tôi là anh chàng mê cá hồi.
line:74c9c07b	Oh, like... working class?	Ồ, kiểu... tầng lớp lao động?
line:e048566b	Oh, no.	Ồ, không.
line:1a9e6537	Oh, no. Ryan is a sweetheart.	Ồ không. Ryan hiền lắm.
line:5f6a124a	Oh, okay. Thanks.	Ồ, được. Cảm ơn.
line:17716b05	Oh, right. Sorry.	Ồ, đúng rồi. Xin lỗi.
line:82ba64bf	Oh, sorry-	Ồ, xin lỗi...
line:956e5c91	Oh, sorry.	Ồ, xin lỗi.
line:54a8bb22	Oh, sure. Come on in.	Ồ, được. Vào đi.
line:270276eb	Oh, that's my favorite part!	Ồ, đó là phần tôi thích nhất!
line:1ff9a04c	Oh, the crest around my head?	Ồ, gia huy quanh đầu tôi à?
line:ffed6d04	Oh, wonderful. Seem's we're similar.	Ồ, tuyệt. Có vẻ chúng tôi giống nhau.
line:30e6b801	Oh, yeah!	Ồ, ừ!
line:bedeee82	Oh- Eager!	Ồ, háo hức thế!
line:38b3c8c1	Oh- I mean. I'll go open the gate!	À, ý tôi là... Tôi đi mở cổng đây!
line:714c180e	Oh- I'm glad!	Ồ, mừng quá!
line:ccf87ea9	Oh- I'm not too interested in using that right now.	Ồ, giờ tôi chưa hứng thú dùng cái đó lắm.
line:963981e4	Oh- I'm sorry for making a mess...	Ồ, xin lỗi vì làm bừa bộn...
line:8e407c6e	Oh- Not just the wash.	Ồ, không chỉ chuyện tắm.
line:ad31ec4c	Oh- Not just the wash.	Ồ, không chỉ chuyện tắm.
line:6866c2c9	Oh- Right now? 'aight I'm down.	Ồ, ngay bây giờ? Được, tôi chơi.
line:9a6dca4b	Oh- Ya. On it.	À, ừ. Tôi làm ngay.
line:3b6d644d	Oh.	Ồ.
line:4399096b	Oh.	Ồ.
line:8441bf7b	Oh.	Ồ.
line:87233429	Oh.	Ồ.
line:e90fee8e	Oh.	Ồ.
line:ebd9b4d3	Oh.	Ồ.
line:8a79f72c	Oh. And one other thing.	Ồ. Còn một chuyện nữa.
line:e8289be5	Oh. good.	Ồ. Tốt.
line:5442e228	Oh. Okay I'll go get the gate.	Ồ. Được, tôi mở cổng.
line:0da15c85	Oh. Okay.	Ồ. Được.
line:73f7f13d	OH. RIGHT.	Ồ. ĐÚNG RỒI.
line:c35890c8	Oh. That's... Wonderful!	Ồ. Thật... tuyệt!
line:0ce8d5aa	Oh. Then yeah, we're open.	Ồ. Vậy thì có, chúng tôi mở cửa.
line:52ed140c	Oh. Uhm. <size=70%>Good.	Ồ. Ừm. <size=70%>Tốt.
line:780d0993	Oh. yeah. Sorry.	Ồ. Vâng. Xin lỗi.
line:7f5113d5	OH. You're not used to eating them whole.	Ồ. Cậu không quen ăn nguyên quả.
line:45bc649d	Oh...	Ồ...
line:0a093816	Oh... hah. I like that.	Ồ... Ha. Tôi thích thế.
line:f885f11d	Oh... I suppose this is alright~	Ồ... Tôi nghĩ thế này cũng ổn~
line:7cd85c8e	Oh... I'm so sorry.	Ôi... Tôi rất tiếc.
line:8cc1aa72	Oh... yeah we don't have one.	Ồ... Ừ, ở đây không có.
line:f16d7940	Oh... Yeah, tinier dragons tend to... Compensate.	Ồ... Ừ, rồng nhỏ thường... bù trừ.
line:1d491283	Oh?	Ồ?
line:21c46e75	Oh?	Ồ?
line:fd8d786a	Oh?	Ồ?
line:0ce8d3c2	ohmygod I thought the egg was decorative.	Trời ơi, tôi tưởng quả trứng để trang trí.
line:d9b26374	Ok I can do that	Được, tôi làm được.
line:1777121d	Ok I got this..	Được, tôi làm được...
line:f3af3ce8	Ok just tell me if you get uncomfortable or anything.	Được, cứ nói nếu thấy khó chịu hay gì nhé.
line:6c3a98cc	Ok lets wash it off for our date tonight then.	Được, vậy rửa sạch cho buổi hẹn tối nay.
line:7a54a1e1	Okay	Được.
line:f64a5b30	Okay	Được.
line:249500dc	Okay!	Được!
line:a327b5f9	Okay!	Được!
line:ccaabca3	Okay!	Được!
line:82d0ea81	Okay! I'll be back later then.	Được! Vậy tôi quay lại sau.
line:3deb5f55	Okay! I'll go get the gate for you.	Được! Tôi đi mở cổng cho cậu.
line:9c3d6cb7	Okay! I'll see you soon.	Được! Hẹn sớm gặp lại.
line:72e0348e	Okay, bye!	Được, tạm biệt!
line:255362b9	Okay, Conrad.	Được, Conrad.
line:0d16ab28	Okay, I'll be waiting. Thanks.	Được, tôi chờ. Cảm ơn.
line:155d1c64	Okay, I'll open the gate!	Được, tôi mở cổng đây!
line:886f5df2	Okay, I'll see you later!	Được, gặp sau nhé!
line:585d6a08	Okay, thank you.	Được, cảm ơn.
line:c298bc55	Okay, thank you.	Được, cảm ơn.
line:6acf71a3	Okay, thanks.	Ừ, cảm ơn.
line:8ed5a204	Okay- okay. I'll go get the gate.	Được, được. Tôi mở cổng.
line:10b9a653	Okay- Thanks.	Được, cảm ơn.
line:00a81c16	Okay. I hope you're doing alright though.	Được. Nhưng tôi mong cậu vẫn chịu đựng được.
line:118a51bb	Okay. I should probably get out of your scales.	Được rồi. Chắc tôi nên ngừng làm vướng chân cậu.
line:a62e8112	Okay. I'll open up shop. Give me a sec.	Được. Tôi sẽ mở tiệm. Chờ chút.
line:9d434af5	Okay. I'll order a mount.	Được. Tôi sẽ đặt một cái.
line:2f3b06de	Okay. Then I think I'd like to try.	Được. Vậy tôi muốn thử.
line:54ad4706	Okay...	Được...
line:28311fbb	Omg you're hurt!	Trời ơi, anh bị thương!
line:8b3abbf7	On it!	Tôi làm ngay!
line:42e3eba2	Once I'm cleaned up I'm gonna head out and get our spot ready.	Tắm xong tôi sẽ đi chuẩn bị chỗ cho hai ta.
line:1d4b8a1c	One thing led to another...	Chuyện này dẫn đến chuyện kia...
line:c70bea2d	Only been cleaning for a few weeks now!	Tôi mới làm nghề được vài tuần thôi!
line:5188bd4a	Only If that's alright-	Chỉ khi không phiền...
line:01505282	Only realized how much of a mess I made after Max yelled at me, haha.	Đến khi Max quát tôi mới nhận ra mình làm bẩn đến đâu, haha.
line:828eed25	Oof... Needed that. Thank you.	Phù... Tôi cần thế lắm. Cảm ơn.
line:2d40c69a	Oooh, alrighty.	Ồ, được thôi.
line:99ff9e7f	Ooooh must be a big deal then.	Ồ, thế chắc phải có số má thật.
line:e8ad4791	Ooooh.	Ồồồ.
line:64bfd62a	Oops, my bad.	Ối, lỗi tôi.
line:0fa31c40	Our first meeting went great though!	Nhưng lần đầu gặp nhau rất tuyệt!
line:77cebc41	People tell me I've got a fat cock, is that true?	Mọi người bảo cu tôi to lắm, đúng không?
line:80de6c63	Perfectly clean again. Thank you for taking me in at this hour.	Lại sạch hoàn toàn. Cảm ơn vì nhận tôi vào giờ này.
line:f212528b	Phew! I had an accident that needs to be taken care of... discretely.	Phù! Tôi gặp tai nạn cần xử lý... kín đáo.
line:b3c35166	Phew, I was worried I'd make another mess of things.	Phù, tôi lo lại làm mọi thứ bừa bộn.
line:314c3d8a	physically or emotionally?	Về thể chất hay tinh thần?
line:156e0b50	Picnic bathket-	Giỏ píc-níc...
line:0d9de1a1	player hooked up with conrad	Người chơi thành đôi với Conrad.
line:2cf1c95e	player hooked up with conrad	Người chơi thành đôi với Conrad.
line:c2529648	player hooked up with conrad	Người chơi thành đôi với Conrad.
line:f7fd34b2	player hooked up with conrad	Người chơi thành đôi với Conrad.
line:66e08b22	player hooked up with ryan	Người chơi thành đôi với Ryan.
line:78039fd1	player hooked up with ryan	Người chơi thành đôi với Ryan.
line:96a0c0c7	player hooked up with ryan	Người chơi thành đôi với Ryan.
line:9bade6d6	player hooked up with ryan	Người chơi thành đôi với Ryan.
line:0ddcd600	Please scrub Igwix off my back would you?	Làm ơn chà Igwix khỏi lưng tôi nhé?
line:0632acbf	Plus they feel really nice.	Với lại cũng thoải mái lắm.
line:c7b8ba3d	Possibly...?	Có lẽ...?
line:637629a8	Pretty sure I can digest anything.	Chắc tôi tiêu hóa được mọi thứ.
line:65a41bc5	Pretty sure I'm all clean!	Chắc tôi sạch hết rồi!
line:3750bbf0	Pretty sure that was everything.	Chắc thế là hết rồi.
line:960707b0	Primarily alchemy. Occasionally world history.	Chủ yếu là giả kim thuật. Đôi khi là lịch sử thế giới.
line:1475f95c	Professor Igwyx- My colleague who self-immolated earlier.	Giáo sư Igwyx, đồng nghiệp tự bốc cháy của tôi lúc trước ấy.
line:26e9d692	Professor, but yes. You have.	Giáo sư, nhưng đúng, cậu đã dạy tôi.
line:af0c15fd	Professor- But, yes. I usually don't go to public washes.	Giáo sư. Nhưng đúng vậy. Tôi thường không đến chỗ tắm công cộng.
line:962abe27	Project Scale mary	Project Scale mary
line:e5d47feb	prole- <i><size=70%>wuh?	Vô... <i><size=70%>Gì cơ?
line:c7b73162	Psst..!	Suỵt...!
line:9addfb4a	Ready!	Sẵn sàng!
line:875b5372	Really damn good!	Tuyệt vãi luôn!
line:9e9f3e75	Really damn good!	Tuyệt vãi luôn!
line:9364911d	Really looking forward to finding new people.	Tôi rất mong được gặp người mới.
line:8b0b222c	Really sets the mood.	Rất có không khí.
line:4010d36d	Really well honestly.	Thật ra rất tốt.
line:cfcb40c7	Really?	Thật sao?
line:0ec807a4	Really? Aw, That's really sweet.	Thật à? Ôi, ngọt ngào quá.
line:630fed1b	Remove this barrier at once so I may enter.	Dỡ ngay vật chắn này để tôi vào.
line:65deb150	Right after this wash!	Ngay sau khi tắm xong!
line:0caa6657	Right, I'll get that for you ASAP.	Rồi, tôi mở ngay cho cậu.
line:1271b80c	Right.	Phải.
line:3ede5541	Right.	Phải.
line:6a2e4e0d	Right. I'll get to it.	Rồi. Tôi bắt đầu đây.
line:29daeb62	Right. Phoenix feather. Obviously.	Đúng rồi. Lông phượng hoàng. Tất nhiên.
line:51d1b41e	Ryan is a sweetheart	Ryan rất dịu dàng.
line:202fce0c	RYAN THE BONE!	RYAN, CÁI XƯƠNG!
line:93bd9a2b	Ryan!	Ryan!
line:9b7e09b8	Ryan!	Ryan!
line:b76f49cd	Ryan!	Ryan!
line:1fa0fbbe	Ryan! I met him.	Ryan! Tôi gặp cậu ấy rồi.
line:f0427bb9	Ryan! this is so sweet.	Ryan! Cậu chu đáo quá.
line:92829935	Ryan's such a nice dragon.	Ryan là con rồng tốt thật.
line:13ca0a74	Ryan, you're not supposed to eat the stems-	Ryan, không ăn cuống đâu...
line:7a01d265	Ryan: I guess it is pretty exciting	Ryan: Cũng khá kích thích thật.
line:e1526934	Ryan: I like that a lot	Ryan: Tôi thích thế lắm.
line:a430a2ff	Ryan: I think I am close too..	Ryan: Chắc tôi cũng sắp rồi...
line:77626e43	Ryan: I would say it is going great	Ryan: Tôi thấy đang rất tuyệt.
line:f5f5b815	Ryan: I've never done this outside before	Ryan: Tôi chưa từng làm ngoài trời.
line:6dd86b71	Ryan: This was nice	Ryan: Thật dễ chịu.
line:41b9659f	Ryan: Wow.. Your stature is really the only thing small about you.	Ryan: Oa... Đúng là chỉ có vóc dáng anh nhỏ thôi.
line:aad89688	Ryan: Yea definitely. Worried about me?	Ryan: Ừ, chắc chắn. Lo cho tôi à?
line:ce6d6d7f	Ryan? you sure everything is okay...?	Ryan? Cậu chắc mọi chuyện ổn chứ...?
line:1d3b255b	Save your mood setting for tonight!	Để tối hãy tạo không khí!
line:3ed6ab5d	Say do you remember the name of the college I work at?	Này, cậu nhớ tên trường tôi làm việc không?
line:a05a7804	Say...	Này...
line:82d7b5e4	Says who?	Ai bảo?
line:6c193ba9	Scales different today? <size=70%><i>is that a thing...? </i><size=100%>You look good today.	Vảy khác đi à? <size=70%><i>Có làm thế được không nhỉ...? </i><size=100%>Hôm nay cậu đẹp đấy.
line:426f40ff	See you again soon, yeah?	Sớm gặp lại nhé?
line:3112d78d	See you soon.	Hẹn gặp sớm.
line:8072b186	See you tonight.	Hẹn tối nay.
line:0d3b23da	Sheesh.	Chà.
line:48435b12	Shh! I'm not from around here...	Suỵt! Tôi không phải người vùng này...
line:0f86dbf6	So am I!	Tôi cũng vậy!
line:3063100e	So am I.	Tôi cũng vậy.
line:a241eec6	So far so good though, yeah?	Nhưng đến giờ vẫn ổn nhỉ?
line:813c6dd4	So is this like... our first date?	Vậy đây kiểu như... buổi hẹn đầu tiên của chúng ta?
line:9b10d450	So this Conrad guy, seems like you like him?	Vậy anh chàng Conrad này, có vẻ cậu thích anh ấy?
line:0c5dcd3c	So uh, gate?	Vậy, ừm, cổng?
line:84d8a935	So uh, mind opening the gate?	Vậy, ừm, cậu mở cổng nhé?
line:7da41ecd	So uhh, let me know if you need me to move.	Vậy, ừm, cứ bảo nếu cần tôi di chuyển.
line:3a469ae4	So yeah, I had a mishap..	Thì tôi gặp chút sự cố...
line:a6d6bf76	So you and Ryan huh?	Vậy cậu với Ryan hả?
line:31fa3bdf	So you came in just to...	Vậy anh đến chỉ để...
line:5f64c352	So you're a certified dragon washer huh?	Vậy cậu là người tắm rửa cho rồng có chứng chỉ hả?
line:c9e7bb1e	So you're a certified dragon washer huh?	Vậy cậu là người tắm rửa cho rồng có chứng chỉ hả?
line:aedb6a51	So, coming in for a wash?	Vậy đến tắm à?
line:1c856f1c	So, how was your date?	Buổi hẹn của cậu thế nào?
line:3cda84e6	So, tell me more about conrad!	Vậy kể thêm về Conrad đi!
line:c10d9415	So, thanks on his behalf for caring.	Vậy thay anh ấy, cảm ơn cậu đã quan tâm.
line:e6aa9d20	So, with... relationships.	Chuyện... tình cảm ấy.
line:a99c5c88	So. How about a date?	Vậy. Hẹn hò nhé?
line:c2f44537	So. My girlfriend was home before me. she's a work-from-home dragon.	Thì bạn gái tôi ở nhà trước khi tôi về. Cô ấy làm việc tại nhà.
line:d9652dff	So. Our date tonight...	Vậy. Buổi hẹn tối nay của chúng ta...
line:b983f922	So. Tonight.	Vậy. Tối nay.
line:28c51dbf	So... A date. I think I'd like to go on one soon!	Vậy... Một buổi hẹn. Tôi nghĩ mình muốn sớm có một buổi!
line:7c56b2d8	So... I was thinking about my relationships.	Tôi đang nghĩ về chuyện tình cảm của mình.
line:5a5e7f21	So<size=90%>o<size=80%>o<size=70%>o<size=60%>o... <size=100%>I 'aint dirty. But I am <i>~dirty~</i> y'know?	Thì<size=90%>ì<size=80%>ì<size=70%>ì<size=60%>ì... <size=100%>Người tôi không bẩn. Nhưng đầu óc thì <i>~bẩn~</i>, hiểu chứ?
line:8a35fb7b	So<size=90%>o<size=80%>o<size=70%>o<size=60%>o... <size=100%>Was wonderin'	Thì<size=90%>ì<size=80%>ì<size=70%>ì<size=60%>ì... <size=100%>Tôi muốn hỏi.
line:5230bdfd	Soap, then rinse!	Xoa xà phòng rồi xả nước!
line:c374e532	Somehow that feels more honest than anything anyone else says.	Chẳng hiểu sao nghe còn chân thật hơn mọi lời người khác nói.
line:2898f680	Something happened last night	Tối qua có chuyện xảy ra.
line:4dac3d2b	Something went wrong with flags!	Có lỗi với cờ trạng thái cốt truyện!
line:61c7f2d6	Something went wrong with flags!	Có lỗi với cờ trạng thái cốt truyện!
line:6d5ba814	Something went wrong with flags!	Có lỗi với cờ trạng thái cốt truyện!
line:8f64adc0	Something went wrong with flags!	Có lỗi với cờ trạng thái cốt truyện!
line:19cedc30	Sooo. You gonna jerk me off?	Thế... Cậu sẽ quay tay cho tôi chứ?
line:1646ece2	Sorry for coming in late. My sleeps borked.	Xin lỗi đến muộn. Giờ ngủ tôi loạn hết.
line:b2b32876	Sorry I'm bad at flirting. Could you get the gate?	Xin lỗi, tôi tán tỉnh dở lắm. Cậu mở cổng nhé?
line:13ba93ef	sorry!	Xin lỗi!
line:e2f9c70c	Sorry, I meant to say I enjoy your wash.	Xin lỗi, ý tôi là tôi thích chỗ tắm của cậu.
line:78ca8d95	Sorry...	Xin lỗi...
line:4af15fc3	Sounds good to me!	Tôi thấy được đấy!
line:8c6e66f3	Sounds good!	Nghe hay đấy!
line:1ef36cb0	Sounds like a date then!	Vậy chốt buổi hẹn nhé!
line:d71ba53e	Sounds like a date then!	Vậy chốt buổi hẹn nhé!
line:5fc277a9	Sounds like a date then! Seafood then we play it by ear.	Vậy chốt hẹn nhé! Ăn hải sản rồi tính tiếp.
line:0e643191	Sounds like a date then, I'm excited.	Vậy coi như chốt buổi hẹn nhé, háo hức quá.
line:c4642c9c	Sounds like a date then. I'm excited.	Vậy chốt buổi hẹn. Tôi háo hức lắm.
line:ffc401d1	Sounds like a plan.	Quyết vậy nhé.
line:c4dd137b	Sounds like it was good then.	Vậy nghe có vẻ tốt đấy.
line:7b6c47bd	Sounds like it.	Nghe cũng đúng.
line:5c51654f	Sounds nice.	Nghe hay đấy.
line:3a23b81f	Sounds really cool.	Nghe thú vị thật.
line:1dbf50b3	Sure	Ừ.
line:c14ceb34	Sure is!	Đúng rồi!
line:de7cd73a	Sure it is. Thanks to Conrad for having me get it.	Tất nhiên không phiền. Nhờ Conrad bảo tôi mua nó đấy.
line:05c673e7	Sure!	Được chứ!
line:52542beb	Sure!	Được chứ!
line:67f14802	Sure!	Được chứ!
line:a2dc4ac0	Sure! I'll go get the gate.	Được! Tôi mở cổng.
line:dbb68858	Sure! I'll go get the gate.	Được! Tôi mở cổng.
line:601e1b38	Sure! I'm excited to tell you about Conrad.	Được! Tôi muốn kể về Conrad lắm.
line:7b5c9d8c	Sure, but he needed someone who cared in that moment.	Đúng, nhưng lúc đó anh ấy cần có người quan tâm.
line:709a9a57	Sure.	Được chứ.
line:4af4703c	Tasted real good though!	Nhưng ngon lắm!
line:048fe71b	TELL ME ABOUT YOU AND CONRAD!	KỂ TÔI NGHE CHUYỆN CẬU VỚI CONRAD!
line:2b84f2eb	Test line 1	Câu thoại thử nghiệm 1
line:7a22b4d3	Test line 10	Câu thoại thử nghiệm 10
