# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	Čau, hafane.
line:c60c65e8	Oh my. I suppose I could use the mount!	Propána. Snad bych mohl použít kozlík!
line:433cb27e	Oh no! Do you want to talk about it?	Ale ne! Chceš si o tom promluvit?
line:d908622a	Oh no, Conrad. are you okay?	Ach ne, Conrade. Jsi v pořádku?
line:bf977a7e	Oh okay. I'll go grab it.	Aha, dobře. Dojdu pro něj.
line:7428755b	Oh so it's new for both of us!	Takže je to nové pro nás oba!
line:513bed5a	Oh so it's new to both of us!	Aha, takže je to nové pro nás oba!
line:4bad37a5	Oh that's good. I'm happy he's okay.	To je dobře. Jsem rád, že je v pořádku.
line:7d791906	Oh this is better, but I still feel dirty.	Tohle je lepší, ale pořád se cítím špinavý.
line:63926ecd	Oh we're done?	Ach, už jsme hotoví?
line:546d1bf2	Oh wow, you're really covered in it!	Páni, opravdu jste od něj celý!
line:b2d99a43	Oh wow..	Ach, páni...
line:e8052272	Oh yeah I liked the first one.	Jo, jednička se mi líbila.
line:a4a26529	Oh yeah, there's this nice place downtown called wings.	Jo, v centru je fajn podnik jménem Wings.
line:d4d3ecd5	Oh yeah.	No jo.
line:059142a3	Oh Yeah?	Vážně jo?
line:71053a53	Oh Yeah?	Vážně jo?
line:1121309c	Oh yeah?	Vážně?
line:2b560f59	Oh yeah?	Vážně?
line:2d2820b0	Oh yeah?	Vážně?
line:6e82e54c	Oh yeah?	Vážně?
line:b9d8a22f	Oh yeah?	Vážně?
line:d8ce8566	Oh yeah?	Vážně?
line:f103a4a8	Oh yeah?	Vážně?
line:4f6344f1	Oh yeah? He sounds like a bit of a hothead.	Vážně? Zní trochu jako horká hlava.
line:60cdf456	Oh yeah? The little red drake?	Vážně? S tím malým červeným drakem?
line:a9253dd8	Oh yeah? The sky blue drake I've seen around?	Vážně? S tím nebesky modrým drakem, kterého tu vídám?
line:762882b4	Oh yeeeaaah?	Vážně jooo?
line:5d737ca7	Oh yes	Ale ano.
line:1c90fb6d	Oh you. Gonna make me blush.	Ale ty. Ještě se budu červenat.
line:7e3e59aa	Oh!	Ach!
line:3605a48a	Oh! I think I've seen him. The tiny one, yeah?	Ach! Myslím, že jsem ho viděl. Ten maličký, že?
line:3bc15278	Oh! No it wouldn't be. It's fun!	Ach! Vůbec ne. Je to zábava!
line:c95a153d	Oh! nothing. I'll get the gate.	Ale! Nic. Otevřu ti bránu.
line:b6fb6fce	Oh! Okay. I'll get the gate!	Ach! Dobře. Otevřu ti bránu!
line:4d3233a1	Oh! That's cold!	Ach! To studí!
line:403f2ab7	Oh! Then I better let you in. I'll go get the gate.	Ach! Tak to bych vás měl pustit dovnitř. Otevřu vám bránu.
line:0f2dc134	Oh! Yeah that makes sense...	Ach! Jo, to dává smysl...
line:1270a483	Oh, and I apologize for being absolutely filthy.	A omlouvám se, že jsem tak příšerně špinavý.
line:7b5be1f8	Oh, and I've figured it where to go.	A už jsem vymyslel, kam půjdeme.
line:52fb116d	Oh, and seems I got some on my face. woops.	A koukám, že mám trochu na obličeji. Jejda.
line:73a37947	Oh, awesome. I'm a big salmon guy.	Skvěle. Já jsem chlap, co miluje lososa.
line:74c9c07b	Oh, like... working class?	Aha, jako... dělnické?
line:e048566b	Oh, no.	Aha, ne.
line:1a9e6537	Oh, no. Ryan is a sweetheart.	Ale ne. Ryan je zlatíčko.
line:5f6a124a	Oh, okay. Thanks.	Aha, dobře. Díky.
line:17716b05	Oh, right. Sorry.	Aha, jo. Promiň.
line:82ba64bf	Oh, sorry-	Ach, promiň...
line:956e5c91	Oh, sorry.	Ach, promiň.
line:54a8bb22	Oh, sure. Come on in.	Jasně, pojď dál.
line:270276eb	Oh, that's my favorite part!	Ach, tu mám nejradši!
line:1ff9a04c	Oh, the crest around my head?	Ach, ten erb kolem mé hlavy?
line:ffed6d04	Oh, wonderful. Seem's we're similar.	Výborně. Zdá se, že jsme na tom podobně.
line:30e6b801	Oh, yeah!	Jo, přesně!
line:bedeee82	Oh- Eager!	Ach, ty jsi ale zvědavý!
line:38b3c8c1	Oh- I mean. I'll go open the gate!	Aha... Teda, jdu otevřít bránu!
line:714c180e	Oh- I'm glad!	Ach, to jsem rád!
line:ccf87ea9	Oh- I'm not too interested in using that right now.	Ach, zrovna teď to moc používat nechci.
line:963981e4	Oh- I'm sorry for making a mess...	Ach, omlouvám se za ten nepořádek...
line:8e407c6e	Oh- Not just the wash.	Ach, nemyslím jen mytí.
line:ad31ec4c	Oh- Not just the wash.	Ach, nemyslím jen mytí.
line:6866c2c9	Oh- Right now? 'aight I'm down.	Ach, teď hned? Tak jo, jdu do toho.
line:9a6dca4b	Oh- Ya. On it.	Aha... Jo. Už jdu.
line:3b6d644d	Oh.	Aha.
line:4399096b	Oh.	Aha.
line:8441bf7b	Oh.	Aha.
line:87233429	Oh.	Aha.
line:e90fee8e	Oh.	Aha.
line:ebd9b4d3	Oh.	Aha.
line:8a79f72c	Oh. And one other thing.	Ach. A ještě jedna věc.
line:e8289be5	Oh. good.	Aha. Dobře.
line:5442e228	Oh. Okay I'll go get the gate.	Aha. Dobře, otevřu ti bránu.
line:0da15c85	Oh. Okay.	Ach. Dobře.
line:73f7f13d	OH. RIGHT.	AHA. JASNĚ.
line:c35890c8	Oh. That's... Wonderful!	Ach. To je... báječné!
line:0ce8d5aa	Oh. Then yeah, we're open.	Aha. Tak ano, máme otevřeno.
line:52ed140c	Oh. Uhm. <size=70%>Good.	Ach. Ehm. <size=70%>Dobrý.
line:780d0993	Oh. yeah. Sorry.	Aha, ano. Promiňte.
line:7f5113d5	OH. You're not used to eating them whole.	AHA. Ty nejsi zvyklý jíst je celá.
line:45bc649d	Oh...	Ach...
line:0a093816	Oh... hah. I like that.	Aha... Ha. To se mi líbí.
line:f885f11d	Oh... I suppose this is alright~	Ach... Myslím, že mi to nevadí~
line:7cd85c8e	Oh... I'm so sorry.	Ach... To mě moc mrzí.
line:8cc1aa72	Oh... yeah we don't have one.	Aha... Jo, ten nemáme.
line:f16d7940	Oh... Yeah, tinier dragons tend to... Compensate.	Ach... Jo, menší draci si to obvykle... vynahrazují.
line:1d491283	Oh?	Vážně?
line:21c46e75	Oh?	Vážně?
line:fd8d786a	Oh?	Vážně?
line:0ce8d3c2	ohmygod I thought the egg was decorative.	Proboha, myslel jsem, že to vejce je na ozdobu.
line:d9b26374	Ok I can do that	Dobře, to zvládnu.
line:1777121d	Ok I got this..	Dobře, zvládnu to...
line:f3af3ce8	Ok just tell me if you get uncomfortable or anything.	Dobře, jen mi řekni, kdyby ti to bylo nepříjemné nebo tak.
line:6c3a98cc	Ok lets wash it off for our date tonight then.	Dobře, tak to před naším dnešním randem smyjeme.
line:7a54a1e1	Okay	Dobře.
line:f64a5b30	Okay	Dobře.
line:249500dc	Okay!	Dobře!
line:a327b5f9	Okay!	Dobře!
line:ccaabca3	Okay!	Dobře!
line:82d0ea81	Okay! I'll be back later then.	Dobře! Tak se pak zase stavím.
line:3deb5f55	Okay! I'll go get the gate for you.	Dobře! Půjdu ti otevřít bránu.
line:9c3d6cb7	Okay! I'll see you soon.	Dobře! Brzy na viděnou.
line:72e0348e	Okay, bye!	Dobře, ahoj!
line:255362b9	Okay, Conrad.	Dobře, Conrade.
line:0d16ab28	Okay, I'll be waiting. Thanks.	Dobře, počkám. Díky.
line:155d1c64	Okay, I'll open the gate!	Dobře, otevřu bránu!
line:886f5df2	Okay, I'll see you later!	Dobře, tak zatím!
line:585d6a08	Okay, thank you.	Dobře, děkuju.
line:c298bc55	Okay, thank you.	Dobře, děkuju.
line:6acf71a3	Okay, thanks.	Dobře, díky.
line:8ed5a204	Okay- okay. I'll go get the gate.	Dobře, dobře. Otevřu ti bránu.
line:10b9a653	Okay- Thanks.	Dobře. Děkuji.
line:00a81c16	Okay. I hope you're doing alright though.	Dobře. Ale doufám, že to zvládáš.
line:118a51bb	Okay. I should probably get out of your scales.	Tak jo. Asi bych tě měl přestat otravovat.
line:a62e8112	Okay. I'll open up shop. Give me a sec.	Dobře. Otevřu podnik. Dejte mi chvilku.
line:9d434af5	Okay. I'll order a mount.	Dobře. Objednám kozlík.
line:2f3b06de	Okay. Then I think I'd like to try.	Dobře. Tak bych to asi rád zkusil.
line:54ad4706	Okay...	Dobře...
line:28311fbb	Omg you're hurt!	Proboha, jsi zraněný!
line:8b3abbf7	On it!	Jdu na to!
line:42e3eba2	Once I'm cleaned up I'm gonna head out and get our spot ready.	Až budu čistej, vyrazím a připravím nám tam místo.
line:1d4b8a1c	One thing led to another...	Jedno vedlo k druhému...
line:c70bea2d	Only been cleaning for a few weeks now!	Dělám to teprve pár týdnů!
line:5188bd4a	Only If that's alright-	Jen jestli to nevadí...
line:01505282	Only realized how much of a mess I made after Max yelled at me, haha.	Kolik jsem nadělal nepořádku, mi došlo až při Maxově křiku, haha.
line:828eed25	Oof... Needed that. Thank you.	Uf... To jsem potřeboval. Děkuju.
line:2d40c69a	Oooh, alrighty.	Ó, tak dobře.
line:99ff9e7f	Ooooh must be a big deal then.	Ooo, tak to musíš být někdo.
line:e8ad4791	Ooooh.	Ooo.
line:64bfd62a	Oops, my bad.	Jejda, moje chyba.
line:0fa31c40	Our first meeting went great though!	Ale první setkání šlo skvěle!
line:77cebc41	People tell me I've got a fat cock, is that true?	Říkaj mi, že mám tlustýho ptáka. Je to pravda?
line:80de6c63	Perfectly clean again. Thank you for taking me in at this hour.	Zase dokonale čistý. Děkuji, že jste mě přijal v tuto hodinu.
line:f212528b	Phew! I had an accident that needs to be taken care of... discretely.	Uf! Měl jsem nehodu, kterou je třeba vyřešit... diskrétně.
line:b3c35166	Phew, I was worried I'd make another mess of things.	Uf, bál jsem se, že zase nadělám nepořádek.
line:314c3d8a	physically or emotionally?	Tělesně, nebo duševně?
line:156e0b50	Picnic bathket-	Piknikovej koššík...
line:0d9de1a1	player hooked up with conrad	Hráč se dal dohromady s Conradem.
line:2cf1c95e	player hooked up with conrad	Hráč se dal dohromady s Conradem.
line:c2529648	player hooked up with conrad	Hráč se dal dohromady s Conradem.
line:f7fd34b2	player hooked up with conrad	Hráč se dal dohromady s Conradem.
line:66e08b22	player hooked up with ryan	Hráč se dal dohromady s Ryanem.
line:78039fd1	player hooked up with ryan	Hráč se dal dohromady s Ryanem.
line:96a0c0c7	player hooked up with ryan	Hráč se dal dohromady s Ryanem.
line:9bade6d6	player hooked up with ryan	Hráč se dal dohromady s Ryanem.
line:0ddcd600	Please scrub Igwix off my back would you?	Vydrhněte mi prosím Igwixe ze zad, ano?
line:0632acbf	Plus they feel really nice.	A navíc je to mytí moc příjemné.
line:c7b8ba3d	Possibly...?	Možná...?
line:637629a8	Pretty sure I can digest anything.	Myslím, že strávím úplně všechno.
line:65a41bc5	Pretty sure I'm all clean!	Myslím, že už jsem celý čistý!
line:3750bbf0	Pretty sure that was everything.	Myslím, že to bylo všechno.
line:960707b0	Primarily alchemy. Occasionally world history.	Především alchymii. Občas světové dějiny.
line:1475f95c	Professor Igwyx- My colleague who self-immolated earlier.	Profesor Igwyx, ten můj kolega, který předtím sám vzplanul.
line:26e9d692	Professor, but yes. You have.	Profesor, ale ano. Naučil jste mě něco.
line:af0c15fd	Professor- But, yes. I usually don't go to public washes.	Profesora... Ale ano. Obvykle do veřejných myček nechodím.
line:962abe27	Project Scale mary	Project Scale mary
line:e5d47feb	prole- <i><size=70%>wuh?	Prole... <i><size=70%>cože?
line:c7b73162	Psst..!	Psst...!
line:9addfb4a	Ready!	Připraven!
line:875b5372	Really damn good!	Fakt zatraceně dobrý!
line:9e9f3e75	Really damn good!	Fakt zatraceně dobrý!
line:9364911d	Really looking forward to finding new people.	Vážně se těším, až poznám někoho nového.
line:8b0b222c	Really sets the mood.	Pořádně navoděj náladu.
line:4010d36d	Really well honestly.	Upřímně, fakt dobře.
line:cfcb40c7	Really?	Opravdu?
line:0ec807a4	Really? Aw, That's really sweet.	Vážně? Jé, to je moc milé.
line:630fed1b	Remove this barrier at once so I may enter.	Okamžitě odstraňte tu překážku, abych mohl vstoupit.
line:65deb150	Right after this wash!	Hned po tomhle mytí!
line:0caa6657	Right, I'll get that for you ASAP.	Jasně, hned ti otevřu.
line:1271b80c	Right.	Jistě.
line:3ede5541	Right.	Jistě.
line:6a2e4e0d	Right. I'll get to it.	Jasně. Pustím se do toho.
line:29daeb62	Right. Phoenix feather. Obviously.	Jasně. Fénixovo pero. Samozřejmě.
line:51d1b41e	Ryan is a sweetheart	Ryan je zlatíčko.
line:202fce0c	RYAN THE BONE!	RYANE, TA KOST!
line:93bd9a2b	Ryan!	Ryane!
line:9b7e09b8	Ryan!	Ryane!
line:b76f49cd	Ryan!	Ryane!
line:1fa0fbbe	Ryan! I met him.	Ryan! Už jsem ho potkal.
line:f0427bb9	Ryan! this is so sweet.	Ryane! To je od tebe tak milé.
line:92829935	Ryan's such a nice dragon.	Ryan je tak milej drak.
line:13ca0a74	Ryan, you're not supposed to eat the stems-	Ryane, stopky se nejí...
line:7a01d265	Ryan: I guess it is pretty exciting	Ryan: Je to vlastně docela vzrušující.
line:e1526934	Ryan: I like that a lot	Ryan: To se mi moc líbí.
line:a430a2ff	Ryan: I think I am close too..	Ryan: Myslím, že už jsem taky blízko...
line:77626e43	Ryan: I would say it is going great	Ryan: Řekl bych, že to jde skvěle.
line:f5f5b815	Ryan: I've never done this outside before	Ryan: Ještě nikdy jsem to nedělal venku.
line:6dd86b71	Ryan: This was nice	Ryan: Tohle bylo příjemné.
line:41b9659f	Ryan: Wow.. Your stature is really the only thing small about you.	Ryan: Páni... Tvoje výška je na tobě vážně to jediné malé.
line:aad89688	Ryan: Yea definitely. Worried about me?	Ryan: Jo, rozhodně. Máš o mě starost?
line:ce6d6d7f	Ryan? you sure everything is okay...?	Ryane? Jsi si jistý, že je všechno v pořádku...?
line:1d3b255b	Save your mood setting for tonight!	Nech si to navozování nálady na večer!
line:3ed6ab5d	Say do you remember the name of the college I work at?	Poslyšte, pamatujete si jméno školy, na které pracuji?
line:a05a7804	Say...	Poslyšte...
line:82d7b5e4	Says who?	Kdo to říká?
line:6c193ba9	Scales different today? <size=70%><i>is that a thing...? </i><size=100%>You look good today.	Šupiny? <size=70%><i>Jde to vůbec...? </i><size=100%>Dneska ti to sluší.
line:426f40ff	See you again soon, yeah?	Zase se brzy uvidíme, jo?
line:3112d78d	See you soon.	Brzy na viděnou.
line:8072b186	See you tonight.	Uvidíme se večer.
line:0d3b23da	Sheesh.	Páni.
line:48435b12	Shh! I'm not from around here...	Pššt! Nejsem zdejší...
line:0f86dbf6	So am I!	Já také!
line:3063100e	So am I.	Já taky.
line:a241eec6	So far so good though, yeah?	Zatím mi to jde, ne?
line:813c6dd4	So is this like... our first date?	Takže tohle je jako... naše první rande?
line:9b10d450	So this Conrad guy, seems like you like him?	Takže ten Conrad, zdá se, že ho máš rád?
line:0c5dcd3c	So uh, gate?	Takže, ehm... brána?
line:84d8a935	So uh, mind opening the gate?	Tak co, otevřeš mi bránu?
line:7da41ecd	So uhh, let me know if you need me to move.	Tak ehm, dej mi vědět, kdybys potřeboval, abych se pohnul.
line:3a469ae4	So yeah, I had a mishap..	Tak jo, stala se mi nehoda...
line:a6d6bf76	So you and Ryan huh?	Takže ty a Ryan, co?
line:31fa3bdf	So you came in just to...	Takže jsi přišel jenom, abys...
line:5f64c352	So you're a certified dragon washer huh?	Takže jsi certifikovaný myč draků, co?
line:c9e7bb1e	So you're a certified dragon washer huh?	Takže jsi certifikovaný myč draků, co?
line:aedb6a51	So, coming in for a wash?	Tak co, jdeš se umýt?
line:1c856f1c	So, how was your date?	Tak jaké bylo vaše rande?
line:3cda84e6	So, tell me more about conrad!	Tak mi pověz víc o Conradovi!
line:c10d9415	So, thanks on his behalf for caring.	Takže ti za něj děkuju, že ti na něm záleželo.
line:e6aa9d20	So, with... relationships.	Takže, ohledně... vztahů.
line:a99c5c88	So. How about a date?	Tak co? Dáme si rande?
line:c2f44537	So. My girlfriend was home before me. she's a work-from-home dragon.	Takže. Moje přítelkyně byla doma přede mnou. Je to dračice, která pracuje z domova.
line:d9652dff	So. Our date tonight...	Takže. Naše dnešní rande...
line:b983f922	So. Tonight.	Takže. Dnešní večer.
line:28c51dbf	So... A date. I think I'd like to go on one soon!	Takže... rande. Myslím, že bych na nějaký brzo rád šel!
line:7c56b2d8	So... I was thinking about my relationships.	Tak... Přemýšlel jsem o svých vztazích.
line:5a5e7f21	So<size=90%>o<size=80%>o<size=70%>o<size=60%>o... <size=100%>I 'aint dirty. But I am <i>~dirty~</i> y'know?	Tá<size=90%>á<size=80%>á<size=70%>á<size=60%>ák... <size=100%>Nejsem špinavej. Ale mám <i>~špinavý~</i> myšlenky, chápeš?
line:8a35fb7b	So<size=90%>o<size=80%>o<size=70%>o<size=60%>o... <size=100%>Was wonderin'	Takž<size=90%>e<size=80%>e<size=70%>e<size=60%>e... <size=100%>Zajímalo by mě...
line:5230bdfd	Soap, then rinse!	Namydlit a pak opláchnout!
line:c374e532	Somehow that feels more honest than anything anyone else says.	To mi nějak připadá upřímnější než cokoli, co říkají ostatní.
line:2898f680	Something happened last night	Včera večer se něco stalo.
line:4dac3d2b	Something went wrong with flags!	Něco se pokazilo s příznaky příběhu!
line:61c7f2d6	Something went wrong with flags!	Něco se pokazilo s příznaky příběhu!
line:6d5ba814	Something went wrong with flags!	Něco se pokazilo s příznaky příběhu!
line:8f64adc0	Something went wrong with flags!	Něco se pokazilo s příznaky příběhu!
line:19cedc30	Sooo. You gonna jerk me off?	Táák. Vyhoníš mi ho?
line:1646ece2	Sorry for coming in late. My sleeps borked.	Promiň, že jdu pozdě. Mám rozhozenej spánek.
line:b2b32876	Sorry I'm bad at flirting. Could you get the gate?	Promiň, flirtování mi nejde. Otevřeš mi bránu?
line:13ba93ef	sorry!	Omlouváme se!
line:e2f9c70c	Sorry, I meant to say I enjoy your wash.	Promiňte, chtěl jsem říct, že se mi vaše myčka líbí.
line:78ca8d95	Sorry...	Promiň...
line:4af15fc3	Sounds good to me!	Za mě dobrý!
line:8c6e66f3	Sounds good!	To zní dobře!
line:1ef36cb0	Sounds like a date then!	Tak máme rande domluveno!
line:d71ba53e	Sounds like a date then!	Tak máme rande domluveno!
line:5fc277a9	Sounds like a date then! Seafood then we play it by ear.	Tak máme domluveno! Mořské plody a pak se uvidí.
line:0e643191	Sounds like a date then, I'm excited.	Tak máme domluveno. Těším se.
line:c4642c9c	Sounds like a date then. I'm excited.	Tak máme domluveno. Těším se.
line:ffc401d1	Sounds like a plan.	Tak jsme domluvení.
line:c4dd137b	Sounds like it was good then.	Takže to zní, že dobrej.
line:7b6c47bd	Sounds like it.	To je vidět.
line:5c51654f	Sounds nice.	To zní hezky.
line:3a23b81f	Sounds really cool.	To zní moc zajímavě.
line:1dbf50b3	Sure	Jistě.
line:c14ceb34	Sure is!	Přesně tak!
line:de7cd73a	Sure it is. Thanks to Conrad for having me get it.	Jistěže ne. Můžeme poděkovat Conradovi, že mě přiměl ho pořídit.
line:05c673e7	Sure!	Jistě!
line:52542beb	Sure!	Jistě!
line:67f14802	Sure!	Jistě!
line:a2dc4ac0	Sure! I'll go get the gate.	Jistě! Otevřu ti bránu.
line:dbb68858	Sure! I'll go get the gate.	Jistě! Otevřu ti bránu.
line:601e1b38	Sure! I'm excited to tell you about Conrad.	Jasně! Už se těším, až ti povím o Conradovi.
line:7b5c9d8c	Sure, but he needed someone who cared in that moment.	Jistě, ale v tu chvíli potřeboval někoho, komu na něm záleží.
line:709a9a57	Sure.	Jasně.
line:4af4703c	Tasted real good though!	Ale chutnalo skvěle!
line:048fe71b	TELL ME ABOUT YOU AND CONRAD!	POVÍDEJ O SOBĚ A CONRADOVI!
line:2b84f2eb	Test line 1	Testovací replika 1
line:7a22b4d3	Test line 10	Testovací replika 10
line:ec12b3a4	Test line 11	Testovací replika 11
line:4f87d73a	Test line 12	Testovací replika 12
line:d9b7d04d	Test line 13	Testovací replika 13
line:63e6d9d4	Test line 14	Testovací replika 14
line:f5d6dea3	Test line 15	Testovací replika 15
line:64cb6133	Test line 16	Testovací replika 16
line:f2fb6644	Test line 17	Testovací replika 17
line:1772a124	Test line 18	Testovací replika 18
line:88119675	Test line 2	Testovací replika 2
line:1e219102	Test line 3	Testovací replika 3
line:a470989b	Test line 4	Testovací replika 4
line:32409fec	Test line 5	Testovací replika 5
line:a35d207c	Test line 6	Testovací replika 6
line:356d270b	Test line 7	Testovací replika 7
line:5643ba3d	Test line 8	Testovací replika 8
line:c073bd4a	Test line 9	Testovací replika 9
line:394db643	Thank the stars you're open.	Díky hvězdám, že máte otevřeno.
line:f1946aab	Thank you for cleaning me!!	Děkuju za umytí!!
line:75b5b084	Thank you for getting me and Ryan in contact.	Díky, že jsi mě seznámil s Ryanem.
line:189d999e	Thank you for listening.	Děkuju, že jsi mě vyslechl.
line:3398aea2	Thank you for that.	Za to vám děkuji.
line:875f0961	Thank you for the clean!	Děkuji za očistu!
line:acb8a5aa	Thank you for the quick clean!	Děkuju za rychlé umytí!
line:8512365e	Thank you!	Děkuji!
line:bbca8a46	Thank you!	Děkuji!
line:e449156d	Thank you!	Děkuji vám!
line:bb4e1dc1	Thank you, Ryan. I'm happy I got to meet you too	Děkuju, Ryane. Taky jsem rád, že jsem tě poznal.
line:3b568c14	Thank you.	Děkuji vám.
line:6b245989	Thank you.	Děkuju.
line:836d1b13	Thank you.	Děkuji vám.
line:d60f2dc0	Thank you.	Děkuji vám.
line:035a0830	Thank you. I'd really appreciate it	Díky. Fakt bych to ocenil.
line:f3e7a8fe	Thank you. Look good feel good!	Díky. Když dobře vypadáš, dobře se cítíš!
line:d2d97c90	Thank you. You make this a whole lot easier to go through.	Děkuju. Díky tobě se přes to všechno dostávám mnohem snáz.
line:3027bcf7	Thanks for asking. It's enjoyable to be asked personal questions.	Děkuji, že se ptáte. Je příjemné odpovídat na osobní otázky.
line:aaf3066d	Thanks for cleaning me!	Díky za umytí!
line:8150e2a2	Thanks for helping me out.	Díky za pomoc.
line:a2217280	Thanks for helping me out.	Díky za pomoc.
line:7db0baf0	Thanks for introducing me to him.	Díky, že jsi mě s ním seznámil.
line:c6cee89f	Thanks for letting me in so late.	Díky, žes mě pustil dovnitř tak pozdě.
line:079b3782	Thanks for sharing food with me, You're a great friend.	Díky, že sis se mnou dal něco k jídlu. Jsi skvělý kamarád.
line:85f901b0	Thanks for sharing food with me...	Díky, že sis se mnou dal něco k jídlu...
line:a39fd5a9	Thanks for that. Felt pretty damn good.	Díky za to. Bylo to fakt zatraceně dobrý.
line:505e150f	Thanks for the clean.	Děkuji za očistu.
line:a40e531c	Thanks for the food! I'll go get the gate.	Díky za jídlo! Otevřu ti bránu.
line:f1692a96	Thanks for the suggestion!	Díky za tip!
line:81ebbec0	Thanks for the wash so late in the night.	Díky, žes mě umyl takhle pozdě večer.
line:a9df4c5e	Thanks I'll be waiting!	Díky, počkám!
line:f73a3fc7	Thanks mate, see you tomorrow then.	Díky, kámo. Tak zase zejtra.
line:30f1f583	Thanks!	Díky!
line:3484ab9d	Thanks!	Díky!
line:44701902	Thanks!	Díky!
line:4d868f2f	Thanks!	Díky!
line:70190774	Thanks!	Díky!
line:8b8f57c4	Thanks!	Díky!
line:ab5b2574	Thanks!	Díky!
line:b588bf4c	Thanks!	Děkuju!
line:bc5d790a	Thanks!	Díky!
line:c07a9171	Thanks!	Díky!
line:e7e57d9c	Thanks!	Díky!
line:fa293cde	Thanks! Whats with all the... Gloop?	Díky! Co je to za... břečku?
line:e1609903	Thanks, but I'll be better. I promise.	Díky, ale polepším se. Slibuju.
line:02cbdc87	Thanks, I'm excited too.	Díky, taky se těším.
line:37c9d915	Thanks, You're pleasant too!	Děkuju, i s vámi je mi příjemně!
line:cb847372	Thanks, You're pleasant too!	Děkuju, i s vámi je mi příjemně!
line:188d4359	Thanks.	Díky.
line:316bb26e	Thanks.	Díky.
line:34ec4db7	Thanks.	Díky.
line:5183a6f2	Thanks.	Díky.
line:c642cb17	Thanks.	Díky.
line:cf716777	Thanks.	Děkuju.
line:e00c6df5	Thanks.	Díky.
line:e521db76	Thanks.	Děkuju.
line:f62e1c4f	Thanks.	Děkuju.
line:fbba1293	Thanks.	Děkuju.
line:8bfa88d7	Thanks. I like being around you too.	Díky. Taky jsem s tebou rád.
line:df0a8598	Thanks. I'm always happy to be here.	Díky. Vždycky jsem tady rád.
line:084e3cbc	Thanks. See you soon.	Díky. Brzy na viděnou.
line:71d57aeb	Thanks. That's kind of you to say.	Děkuju. To je od vás milé.
line:a1f9de62	Thanks. That's kind of you to say.	Děkuju. To je od vás milé.
line:9a9a6120	Thankth!	Díkyš!
line:e721d512	That brings me to my next question...	Což mě přivádí k další otázce...
line:215a2d34	That felt <i>good</i>.	To bylo <i>dobrý</i>.
line:89150715	That is rather kind of you to say.	To je od vás velmi laskavé.
line:a57409fb	That is the source of my worry...	Právě to mě znepokojuje...
line:ad261b84	That just makes it harder!	Tím mi to vůbec neusnadňuješ!
line:7111d265	That makes me feel a lot more sure of myself then.	To mi dodává mnohem větší jistotu.
line:3fac5bff	That makes me feel good to hear.	To rád slyším.
line:1c49f05b	That makes me happy to hear.	To mi dělá radost.
line:a8b70da7	That must mean it is! I'm glad.	To musí znamenat, že ne! To jsem rád.
line:5738ea38	That nice to hear... But, I mean being taken care of more... Primally?	To rád slyším... Ale myslím péči spíše... pudovou?
line:8f598864	That one was almost too big-	Tenhle už byl skoro moc velký...
line:5960dcbb	That should be all though, could you go get the gate?	Ale to už by mělo bejt všechno. Otevřeš mi bránu?
line:116f0e16	That should be every spot.	Tím by měla být všechna místa čistá.
line:90444b09	That sounds like an over-reaction on her part.	To zní, jako by to trochu přehnala.
line:f07c9e39	That sounds like an over-reaction on her part.	To zní, jako by to trochu přehnala.
line:c78cf81f	That sounds lovely!	To zní báječně!
line:eaa3c173	That they are...	To tedy jsou...
line:f4b9a455	That was much nicer than a hose.	To bylo mnohem lepší než hadice.
line:78cef130	That was never a concern. I'm a rather risk averse dragon.	To mě nikdy netrápilo. Jsem drak, který se riziku spíše vyhýbá.
line:22d271f4	That was really fun.	Tohle bylo moc fajn.
line:019b83df	That was wonderful! I feel so much better about dating.	To bylo báječné! Z randění mám teď mnohem lepší pocit.
line:d7bf167b	That was... Nicer than I expected.	Bylo to... příjemnější, než jsem čekal.
line:577cec43	That's a mount, no?	To je kozlík, že?
line:825536f5	That's a tricky question to answer.	Na to není snadné odpovědět.
line:66fb84fe	That's all I want to ask.	To je všechno, na co jsem se chtěl zeptat.
line:ac1ed298	That's all you can ask for, right?	Víc si člověk nemůže přát, ne?
line:6605187b	That's an appeal to authority fallacy. But, yes. I'm correct.	To je argumentační klam odvolávání na autoritu. Ale ano. Mám pravdu.
line:52f81dde	That's cute!	To je roztomilé!
line:45befc02	That's exciting!	To je vzrušující!
line:13cd5511	That's fast... But I think so!	To je rychlé... Ale asi ano!
line:4ff91cbd	That's fine!	To nevadí!
line:163c524a	That's good to hear.	To rád slyším.
line:33e2bee6	That's good to hear.	To rád slyším.
line:30e461f2	That's good. You deserve a decent man.	To je dobře. Zasloužíte si slušného muže.
line:aeae4744	That's good... Now what?	To je dobře... A co teď?
line:f3eeb627	That's great! whens your first date?	To je skvělé! Kdy máte první rande?
line:215f4eba	That's me.	To jsem já.
line:cf8c5f37	That's not a thing... But thank you!	To se nedělá... Ale děkuju!
line:3f29878b	That's rather nice of you to say.	To je od vás velmi milé.
line:d38c63ea	That's really cute.	To je moc roztomilé.
line:6474d7f7	That's really nice!	To je moc hezké!
line:c5001a4c	That's the best way to eat'em!	Tak chutnají nejlíp!
line:2a5cc3a5	That's very sweet.	To je moc milé.
line:7052576b	That's what I like to hear.	To rád slyším.
