# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	היי, כלב גדול.
line:f9eb2b4a	Of course! Right this way!	כמובן! מכאן!
line:0d20d327	Of course! Thank you for the food.	כמובן! תודה על האוכל.
line:4da976f5	Of course! You run a fine establishment.	כמובן! אתה מנהל מקום מצוין.
line:b629bcf2	Of course! You're wonderful.	כמובן! אתה נפלא.
line:b6c96475	Of course, you run a fine establishment.	כמובן, אתה מנהל מקום מצוין.
line:dd082478	Of course.	כמובן.
line:203cc3d2	Of course. One moment!	כמובן. רק רגע!
line:fd145efe	Of course. Sorry you're going through all this.	כמובן. מצטער שאתה עובר את כל זה.
line:7305cdbc	Oh cool!	אה, מגניב!
line:eb6ae4c3	Oh cool!	אה, מגניב!
line:77c996e8	Oh damn! You really are adventurous!	פאק! אתה באמת הרפתקן!
line:3fdb9d01	Oh fcuk something went wrong	פאק, משהו השתבש.
line:9e403ecd	Oh fuck yeah.	אוי, פאק, כן.
line:13c39c50	Oh fudge, forget I said that!	אוי ואבוי, תשכח שאמרתי את זה!
line:e722753e	Oh goodness no..	אוי ואבוי, לא..
line:55e3dd36	Oh hi! um..	אה, היי! אממ...
line:e8ee5747	Oh hi! um..	אה, היי! אממ...
line:b90f527f	Oh huh, that's the tiny drake I saw coming in a bit back yeah?	אה, זה הדרקון הקטנטן שראיתי נכנס לפני כמה זמן, נכון?
line:001ab950	Oh I heard good things about that.	אה, שמעתי עליו דברים טובים.
line:0a4a28c0	Oh I see the button there, gotcha!	אה, אני רואה את הכפתור שם. הבנתי!
line:c6b0b1aa	Oh like, swallowing things whole?	אה, בולע דברים שלמים?
line:10254d13	Oh my	אלוהים.
line:39f6c77d	Oh my bad	אה, טעות שלי.
line:79511a66	Oh my bad	אה, טעות שלי.
line:8cfbd75d	Oh my bad	אה, טעות שלי.
line:cb71b2a1	Oh my bad	אה, טעות שלי.
line:7d13eca0	Oh my- I didn't expect you to be so... hands on	אלוהים... לא ציפיתי שתהיה כל כך... מעשי עם הידיים.
line:c60c65e8	Oh my. I suppose I could use the mount!	אלוהים. אני מניח שאוכל להשתמש במתקן!
line:433cb27e	Oh no! Do you want to talk about it?	אוי לא! רוצה לדבר על זה?
line:d908622a	Oh no, Conrad. are you okay?	אוי לא, קונרד. אתה בסדר?
line:bf977a7e	Oh okay. I'll go grab it.	אה, בסדר. אביא אותו.
line:7428755b	Oh so it's new for both of us!	אה, אז זה חדש לשנינו!
line:513bed5a	Oh so it's new to both of us!	אז זה חדש לשנינו!
line:4bad37a5	Oh that's good. I'm happy he's okay.	אה, טוב. אני שמח שהוא בסדר.
line:7d791906	Oh this is better, but I still feel dirty.	אה, זה יותר טוב, אבל אני עדיין מרגיש מלוכלך.
line:63926ecd	Oh we're done?	אה, סיימנו?
line:546d1bf2	Oh wow, you're really covered in it!	וואו, אתה באמת מכוסה כולך!
line:b2d99a43	Oh wow..	אוי, וואו..
line:e8052272	Oh yeah I liked the first one.	אה, כן, אהבתי את הראשון.
line:a4a26529	Oh yeah, there's this nice place downtown called wings.	אה, כן, יש מקום נחמד במרכז העיר בשם וינגס.
line:d4d3ecd5	Oh yeah.	אה, כן.
line:059142a3	Oh Yeah?	אה, כן?
line:71053a53	Oh Yeah?	אה, כן?
line:1121309c	Oh yeah?	אה, כן?
line:2b560f59	Oh yeah?	אה, כן?
line:2d2820b0	Oh yeah?	אה, כן?
line:6e82e54c	Oh yeah?	אה, כן?
line:b9d8a22f	Oh yeah?	אה, כן?
line:d8ce8566	Oh yeah?	אה, כן?
line:f103a4a8	Oh yeah?	אה, כן?
line:4f6344f1	Oh yeah? He sounds like a bit of a hothead.	אה, כן? הוא נשמע קצת חם מזג.
line:60cdf456	Oh yeah? The little red drake?	אה, כן? הדרקון האדום הקטן?
line:a9253dd8	Oh yeah? The sky blue drake I've seen around?	אה, כן? הדרקון התכול שראיתי בסביבה?
line:762882b4	Oh yeeeaaah?	אה, כןןן?
line:5d737ca7	Oh yes	אה, כן.
line:1c90fb6d	Oh you. Gonna make me blush.	אוי, אתה. עוד תגרום לי להסמיק.
line:7e3e59aa	Oh!	אה!
line:3605a48a	Oh! I think I've seen him. The tiny one, yeah?	אה! נראה לי שראיתי אותו. הקטנטן, נכון?
line:3bc15278	Oh! No it wouldn't be. It's fun!	אה! ממש לא. זה כיף!
line:c95a153d	Oh! nothing. I'll get the gate.	אה! כלום. אפתח את השער.
line:b6fb6fce	Oh! Okay. I'll get the gate!	אה! בסדר. אפתח את השער!
line:4d3233a1	Oh! That's cold!	אה! זה קר!
line:403f2ab7	Oh! Then I better let you in. I'll go get the gate.	אה! אז כדאי שאכניס אותך. אלך לפתוח את השער.
line:0f2dc134	Oh! Yeah that makes sense...	אה! כן, הגיוני...
line:1270a483	Oh, and I apologize for being absolutely filthy.	אה, ואני מתנצל על כך שאני מלוכלך כל כך.
line:7b5be1f8	Oh, and I've figured it where to go.	אה, והחלטתי לאן נלך.
line:52fb116d	Oh, and seems I got some on my face. woops.	אה, ונראה שנמרח לי קצת על הפנים. אופס.
line:73a37947	Oh, awesome. I'm a big salmon guy.	אה, מעולה. אני איש של סלמון.
line:74c9c07b	Oh, like... working class?	אה, כאילו... של מעמד הפועלים?
line:e048566b	Oh, no.	אה, לא.
line:1a9e6537	Oh, no. Ryan is a sweetheart.	אה, לא. ראיין מקסים.
line:5f6a124a	Oh, okay. Thanks.	אה, בסדר. תודה.
line:17716b05	Oh, right. Sorry.	אה, נכון. סליחה.
line:82ba64bf	Oh, sorry-	אה, סליחה...
line:956e5c91	Oh, sorry.	אה, סליחה.
line:54a8bb22	Oh, sure. Come on in.	אה, בטח. תיכנס.
line:270276eb	Oh, that's my favorite part!	אה, זה החלק האהוב עליי!
line:1ff9a04c	Oh, the crest around my head?	אה, הסמל שמקיף את הראש שלי?
line:ffed6d04	Oh, wonderful. Seem's we're similar.	אה, נפלא. נראה שאנחנו דומים.
line:30e6b801	Oh, yeah!	אה, כן!
line:bedeee82	Oh- Eager!	אה, איזו התלהבות!
line:38b3c8c1	Oh- I mean. I'll go open the gate!	אה... כלומר, אני הולך לפתוח את השער!
line:714c180e	Oh- I'm glad!	אה, אני שמח!
line:ccf87ea9	Oh- I'm not too interested in using that right now.	אה... אני לא ממש מעוניין להשתמש בזה עכשיו.
line:963981e4	Oh- I'm sorry for making a mess...	אה... סליחה על הבלגן...
line:8e407c6e	Oh- Not just the wash.	אה... לא רק הרחיצה.
line:ad31ec4c	Oh- Not just the wash.	אה... לא רק הרחיצה.
line:6866c2c9	Oh- Right now? 'aight I'm down.	אה, עכשיו? בסדר, אני בעניין.
line:9a6dca4b	Oh- Ya. On it.	אה, כן. כבר מטפל בזה.
line:3b6d644d	Oh.	אה.
line:4399096b	Oh.	אה.
line:8441bf7b	Oh.	אה.
line:87233429	Oh.	אה.
line:e90fee8e	Oh.	אה.
line:ebd9b4d3	Oh.	אה.
line:8a79f72c	Oh. And one other thing.	אה, ועוד משהו.
line:e8289be5	Oh. good.	אה, טוב.
line:5442e228	Oh. Okay I'll go get the gate.	אה. בסדר, אפתח את השער.
line:0da15c85	Oh. Okay.	אה. בסדר.
line:73f7f13d	OH. RIGHT.	אה. נכון.
line:c35890c8	Oh. That's... Wonderful!	אה. זה... נפלא!
line:0ce8d5aa	Oh. Then yeah, we're open.	אה. אז כן, אנחנו פתוחים.
line:52ed140c	Oh. Uhm. <size=70%>Good.	אה. אממ. <size=70%>טוב.
line:780d0993	Oh. yeah. Sorry.	אה. כן. סליחה.
line:7f5113d5	OH. You're not used to eating them whole.	אה. אתה לא רגיל לאכול אותן שלמות.
line:45bc649d	Oh...	אה...
line:0a093816	Oh... hah. I like that.	אה... הא. אני אוהב את זה.
line:f885f11d	Oh... I suppose this is alright~	אה... אני מניח שזה בסדר גמור~
line:7cd85c8e	Oh... I'm so sorry.	אוי... אני ממש מצטער.
line:8cc1aa72	Oh... yeah we don't have one.	אה... כן, אין לנו.
line:f16d7940	Oh... Yeah, tinier dragons tend to... Compensate.	אה... כן, דרקונים קטנים נוטים... לפצות.
line:1d491283	Oh?	אה?
line:21c46e75	Oh?	אה?
line:fd8d786a	Oh?	אה?
line:0ce8d3c2	ohmygod I thought the egg was decorative.	אלוהים, חשבתי שהביצה לקישוט.
line:d9b26374	Ok I can do that	בסדר, אני יכול.
line:1777121d	Ok I got this..	בסדר, אני מסוגל..
line:f3af3ce8	Ok just tell me if you get uncomfortable or anything.	בסדר, רק תגיד לי אם משהו לא נוח או משהו כזה.
line:6c3a98cc	Ok lets wash it off for our date tonight then.	בסדר, נשטוף את זה לקראת הדייט הערב.
line:7a54a1e1	Okay	בסדר.
line:f64a5b30	Okay	בסדר.
line:249500dc	Okay!	בסדר!
line:a327b5f9	Okay!	בסדר!
line:ccaabca3	Okay!	בסדר!
line:82d0ea81	Okay! I'll be back later then.	בסדר! אז אחזור אחר כך.
line:3deb5f55	Okay! I'll go get the gate for you.	בסדר! אלך לפתוח לך את השער.
line:9c3d6cb7	Okay! I'll see you soon.	בסדר! נתראה בקרוב.
line:72e0348e	Okay, bye!	בסדר, להתראות!
line:255362b9	Okay, Conrad.	בסדר, קונרד.
line:0d16ab28	Okay, I'll be waiting. Thanks.	בסדר, אחכה. תודה.
line:155d1c64	Okay, I'll open the gate!	בסדר, אפתח את השער!
line:886f5df2	Okay, I'll see you later!	בסדר, נתראה!
line:585d6a08	Okay, thank you.	בסדר, תודה.
line:c298bc55	Okay, thank you.	בסדר, תודה.
line:6acf71a3	Okay, thanks.	בסדר, תודה.
line:8ed5a204	Okay- okay. I'll go get the gate.	בסדר, בסדר. אפתח את השער.
line:10b9a653	Okay- Thanks.	בסדר. תודה.
line:00a81c16	Okay. I hope you're doing alright though.	בסדר. אני בכל זאת מקווה שאתה מחזיק מעמד.
line:118a51bb	Okay. I should probably get out of your scales.	בסדר. כנראה כדאי שאניח לך.
line:a62e8112	Okay. I'll open up shop. Give me a sec.	בסדר. אפתח את המקום. רק רגע.
line:9d434af5	Okay. I'll order a mount.	בסדר. אזמין מתקן.
line:2f3b06de	Okay. Then I think I'd like to try.	בסדר. אז נראה לי שאשמח לנסות.
line:54ad4706	Okay...	בסדר...
line:28311fbb	Omg you're hurt!	אלוהים, אתה פצוע!
line:8b3abbf7	On it!	כבר מטפל בזה!
line:42e3eba2	Once I'm cleaned up I'm gonna head out and get our spot ready.	ברגע שאהיה נקי, אלך להכין את המקום שלנו.
line:1d4b8a1c	One thing led to another...	דבר אחד הוביל לאחר...
line:c70bea2d	Only been cleaning for a few weeks now!	אני עושה את זה רק כמה שבועות!
line:5188bd4a	Only If that's alright-	רק אם זה בסדר...
line:01505282	Only realized how much of a mess I made after Max yelled at me, haha.	רק אחרי הצעקות של מקס הבנתי כמה בלגן עשיתי, חחח.
line:828eed25	Oof... Needed that. Thank you.	אוף... הייתי צריך את זה. תודה.
line:2d40c69a	Oooh, alrighty.	אווו, בסדר.
line:99ff9e7f	Ooooh must be a big deal then.	אווו, אז אתה בטח חשוב מאוד.
line:e8ad4791	Ooooh.	אווו.
line:64bfd62a	Oops, my bad.	אופס, טעות שלי.
line:0fa31c40	Our first meeting went great though!	אבל הפגישה הראשונה שלנו הייתה מצוינת!
line:77cebc41	People tell me I've got a fat cock, is that true?	אומרים שיש לי זין עבה. זה נכון?
line:80de6c63	Perfectly clean again. Thank you for taking me in at this hour.	שוב נקי לגמרי. תודה שקיבלת אותי בשעה כזאת.
line:f212528b	Phew! I had an accident that needs to be taken care of... discretely.	פיו! קרתה לי תאונה שדורשת טיפול... דיסקרטי.
line:b3c35166	Phew, I was worried I'd make another mess of things.	פיו, חששתי שאעשה שוב בלגן.
line:314c3d8a	physically or emotionally?	גופנית או נפשית?
line:156e0b50	Picnic bathket-	סל פיקניק...
line:0d9de1a1	player hooked up with conrad	השחקן יחד עם קונרד.
line:2cf1c95e	player hooked up with conrad	השחקן יחד עם קונרד.
line:c2529648	player hooked up with conrad	השחקן יחד עם קונרד.
line:f7fd34b2	player hooked up with conrad	השחקן יחד עם קונרד.
line:66e08b22	player hooked up with ryan	השחקן יחד עם ראיין.
line:78039fd1	player hooked up with ryan	השחקן יחד עם ראיין.
line:96a0c0c7	player hooked up with ryan	השחקן יחד עם ראיין.
line:9bade6d6	player hooked up with ryan	השחקן יחד עם ראיין.
line:0ddcd600	Please scrub Igwix off my back would you?	תוכל לקרצף את איגוויקס מהגב שלי, בבקשה?
line:0632acbf	Plus they feel really nice.	וחוץ מזה, הן נעימות מאוד.
line:c7b8ba3d	Possibly...?	אולי...?
line:637629a8	Pretty sure I can digest anything.	די בטוח שאני יכול לעכל הכול.
line:65a41bc5	Pretty sure I'm all clean!	נראה לי שאני נקי לגמרי!
line:3750bbf0	Pretty sure that was everything.	נראה לי שזה הכול.
line:960707b0	Primarily alchemy. Occasionally world history.	בעיקר אלכימיה. לפעמים היסטוריה עולמית.
line:1475f95c	Professor Igwyx- My colleague who self-immolated earlier.	פרופסור איגוויקס, עמיתי שהתלקח קודם.
line:26e9d692	Professor, but yes. You have.	פרופסור, אבל כן. לימדת אותי.
line:af0c15fd	Professor- But, yes. I usually don't go to public washes.	פרופסור, אבל כן. בדרך כלל איני מבקר בבתי רחצה ציבוריים.
line:962abe27	Project Scale mary	Project Scale mary
line:e5d47feb	prole- <i><size=70%>wuh?	פרול... <i><size=70%>מה?
line:c7b73162	Psst..!	פססט...!
line:9addfb4a	Ready!	מוכן!
line:875b5372	Really damn good!	ממש טוב, לעזאזל!
line:9e9f3e75	Really damn good!	ממש טוב, לעזאזל!
line:9364911d	Really looking forward to finding new people.	אני ממש מחכה להכיר אנשים חדשים.
line:8b0b222c	Really sets the mood.	ממש יוצרת אווירה.
line:4010d36d	Really well honestly.	ממש טוב, האמת.
line:cfcb40c7	Really?	באמת?
line:0ec807a4	Really? Aw, That's really sweet.	באמת? אוי, זה מקסים.
line:630fed1b	Remove this barrier at once so I may enter.	הסר את המחסום הזה מיד כדי שאוכל להיכנס.
line:65deb150	Right after this wash!	מיד אחרי הרחיצה הזאת!
line:0caa6657	Right, I'll get that for you ASAP.	נכון, כבר אפתח לך.
line:1271b80c	Right.	נכון.
line:3ede5541	Right.	נכון.
line:6a2e4e0d	Right. I'll get to it.	נכון. אגש לזה.
line:29daeb62	Right. Phoenix feather. Obviously.	נכון. נוצת עוף חול. ברור.
line:51d1b41e	Ryan is a sweetheart	ראיין מקסים.
line:202fce0c	RYAN THE BONE!	ראיין, העצם!
line:93bd9a2b	Ryan!	ראיין!
line:9b7e09b8	Ryan!	ראיין!
line:b76f49cd	Ryan!	ראיין!
line:1fa0fbbe	Ryan! I met him.	ראיין! פגשתי אותו.
line:f0427bb9	Ryan! this is so sweet.	ראיין! זה כל כך נחמד.
line:92829935	Ryan's such a nice dragon.	ראיין הוא דרקון כל כך נחמד.
line:13ca0a74	Ryan, you're not supposed to eat the stems-	ראיין, לא אמורים לאכול את הגבעולים...
line:7a01d265	Ryan: I guess it is pretty exciting	Ryan: זה באמת די מרגש.
line:e1526934	Ryan: I like that a lot	Ryan: אני אוהב את זה מאוד.
line:a430a2ff	Ryan: I think I am close too..	Ryan: נראה לי שגם אני קרוב..
line:77626e43	Ryan: I would say it is going great	Ryan: הייתי אומר שהולך מצוין.
line:f5f5b815	Ryan: I've never done this outside before	Ryan: אף פעם לא עשיתי את זה בחוץ.
line:6dd86b71	Ryan: This was nice	Ryan: זה היה נעים.
line:41b9659f	Ryan: Wow.. Your stature is really the only thing small about you.	Ryan: וואו... הגובה שלך הוא באמת הדבר הקטן היחיד אצלך.
line:aad89688	Ryan: Yea definitely. Worried about me?	Ryan: כן, בהחלט. אתה דואג לי?
line:ce6d6d7f	Ryan? you sure everything is okay...?	ראיין? אתה בטוח שהכול בסדר...?
line:1d3b255b	Save your mood setting for tonight!	תשמור את יצירת האווירה לערב!
line:3ed6ab5d	Say do you remember the name of the college I work at?	תגיד, אתה זוכר את שם המכללה שבה אני עובד?
line:a05a7804	Say...	תגיד...
line:82d7b5e4	Says who?	מי אמר?
line:6c193ba9	Scales different today? <size=70%><i>is that a thing...? </i><size=100%>You look good today.	קשקשים שלך היום? <size=70%><i>זה בכלל דבר...? </i><size=100%>אתה נראה טוב היום.
line:426f40ff	See you again soon, yeah?	נתראה שוב בקרוב, טוב?
line:3112d78d	See you soon.	נתראה בקרוב.
line:8072b186	See you tonight.	נתראה הערב.
line:0d3b23da	Sheesh.	וואו.
line:48435b12	Shh! I'm not from around here...	ששש! אני לא מהסביבה...
line:0f86dbf6	So am I!	גם אני!
line:3063100e	So am I.	גם אני.
line:a241eec6	So far so good though, yeah?	עד עכשיו הולך טוב, לא?
line:813c6dd4	So is this like... our first date?	אז זה כאילו... הדייט הראשון שלנו?
line:9b10d450	So this Conrad guy, seems like you like him?	אז הקונרד הזה... נשמע שאתה מחבב אותו?
line:0c5dcd3c	So uh, gate?	אז, אממ... השער?
line:84d8a935	So uh, mind opening the gate?	אז, אממ, תוכל לפתוח את השער?
line:7da41ecd	So uhh, let me know if you need me to move.	אז תגיד לי אם אתה צריך שאזוז.
line:3a469ae4	So yeah, I had a mishap..	אז כן, קרתה לי תקלה..
line:a6d6bf76	So you and Ryan huh?	אז אתה וראיין, אה?
line:31fa3bdf	So you came in just to...	אז באת רק כדי...
line:5f64c352	So you're a certified dragon washer huh?	אז יש לך הסמכה לרחיצת דרקונים, מה?
line:c9e7bb1e	So you're a certified dragon washer huh?	אז יש לך הסמכה לרחיצת דרקונים, מה?
line:aedb6a51	So, coming in for a wash?	אז, באת לרחיצה?
line:1c856f1c	So, how was your date?	אז איך היה הדייט שלך?
line:3cda84e6	So, tell me more about conrad!	אז ספר לי עוד על קונרד!
line:c10d9415	So, thanks on his behalf for caring.	אז בשמו, תודה שאכפת לך.
line:e6aa9d20	So, with... relationships.	אז, בנוגע ל... זוגיות.
line:a99c5c88	So. How about a date?	אז, מה דעתך על דייט?
line:c2f44537	So. My girlfriend was home before me. she's a work-from-home dragon.	אז החברה שלי הייתה בבית לפניי. היא עובדת מהבית.
line:d9652dff	So. Our date tonight...	אז, הדייט שלנו הערב...
line:b983f922	So. Tonight.	אז, הערב.
line:28c51dbf	So... A date. I think I'd like to go on one soon!	אז... דייט. נראה לי שאשמח לצאת בקרוב!
line:7c56b2d8	So... I was thinking about my relationships.	אז... חשבתי על חיי האהבה שלי.
line:5a5e7f21	So<size=90%>o<size=80%>o<size=70%>o<size=60%>o... <size=100%>I 'aint dirty. But I am <i>~dirty~</i> y'know?	אז<size=90%>ז<size=80%>ז<size=70%>ז<size=60%>ז... <size=100%>אני לא מלוכלך. אבל הראש שלי <i>~מלוכלך~</i>, מבין?
line:8a35fb7b	So<size=90%>o<size=80%>o<size=70%>o<size=60%>o... <size=100%>Was wonderin'	אז<size=90%>ז<size=80%>ז<size=70%>ז<size=60%>ז... <size=100%>תהיתי...
line:5230bdfd	Soap, then rinse!	קודם סבון, ואז שטיפה!
line:c374e532	Somehow that feels more honest than anything anyone else says.	משום מה זה מרגיש כן יותר מכל מה שהאחרים אומרים.
line:2898f680	Something happened last night	קרה משהו אתמול בלילה.
line:4dac3d2b	Something went wrong with flags!	משהו השתבש במשתני העלילה!
line:61c7f2d6	Something went wrong with flags!	משהו השתבש במשתני העלילה!
line:6d5ba814	Something went wrong with flags!	משהו השתבש במשתני העלילה!
line:8f64adc0	Something went wrong with flags!	משהו השתבש במשתני העלילה!
line:19cedc30	Sooo. You gonna jerk me off?	אזזז. אתה הולך להביא לי ביד?
line:1646ece2	Sorry for coming in late. My sleeps borked.	סליחה שבאתי מאוחר. השינה שלי נדפקה.
line:b2b32876	Sorry I'm bad at flirting. Could you get the gate?	סליחה, אני גרוע בפלרטוט. תוכל לפתוח את השער?
line:13ba93ef	sorry!	סליחה!
line:e2f9c70c	Sorry, I meant to say I enjoy your wash.	סליחה, התכוונתי לומר שאני נהנה מבית הרחצה שלך.
line:78ca8d95	Sorry...	סליחה...
line:4af15fc3	Sounds good to me!	נשמע לי טוב!
line:8c6e66f3	Sounds good!	נשמע טוב!
line:1ef36cb0	Sounds like a date then!	אז קבענו דייט!
line:d71ba53e	Sounds like a date then!	אז קבענו דייט!
line:5fc277a9	Sounds like a date then! Seafood then we play it by ear.	אז קבענו דייט! מאכלי ים, ואז נזרום.
line:0e643191	Sounds like a date then, I'm excited.	אז קבענו דייט. אני מתרגש.
line:c4642c9c	Sounds like a date then. I'm excited.	אז קבענו דייט. אני מתרגש.
line:ffc401d1	Sounds like a plan.	קבענו.
line:c4dd137b	Sounds like it was good then.	אז נשמע שהיה טוב.
line:7b6c47bd	Sounds like it.	ככה זה נשמע.
line:5c51654f	Sounds nice.	נשמע נעים.
line:3a23b81f	Sounds really cool.	נשמע ממש מגניב.
line:1dbf50b3	Sure	בטח.
line:c14ceb34	Sure is!	בהחלט!
line:de7cd73a	Sure it is. Thanks to Conrad for having me get it.	כמובן. צריך להודות לקונרד שגרם לי להשיג אותו.
line:05c673e7	Sure!	בטח!
line:52542beb	Sure!	בטח!
line:67f14802	Sure!	בטח!
line:a2dc4ac0	Sure! I'll go get the gate.	בטח! אפתח את השער.
line:dbb68858	Sure! I'll go get the gate.	בטח! אפתח את השער.
line:601e1b38	Sure! I'm excited to tell you about Conrad.	בטח! אני כבר רוצה לספר לך על קונרד.
line:7b5c9d8c	Sure, but he needed someone who cared in that moment.	כן, אבל באותו רגע הוא היה צריך מישהו שאכפת לו.
line:709a9a57	Sure.	בטח.
line:4af4703c	Tasted real good though!	אבל היא הייתה טעימה מאוד!
line:048fe71b	TELL ME ABOUT YOU AND CONRAD!	ספר לי עליך ועל קונרד!
line:2b84f2eb	Test line 1	שורת בדיקה 1
line:7a22b4d3	Test line 10	שורת בדיקה 10
line:ec12b3a4	Test line 11	שורת בדיקה 11
line:4f87d73a	Test line 12	שורת בדיקה 12
line:d9b7d04d	Test line 13	שורת בדיקה 13
line:63e6d9d4	Test line 14	שורת בדיקה 14
line:f5d6dea3	Test line 15	שורת בדיקה 15
line:64cb6133	Test line 16	שורת בדיקה 16
line:f2fb6644	Test line 17	שורת בדיקה 17
line:1772a124	Test line 18	שורת בדיקה 18
line:88119675	Test line 2	שורת בדיקה 2
line:1e219102	Test line 3	שורת בדיקה 3
line:a470989b	Test line 4	שורת בדיקה 4
line:32409fec	Test line 5	שורת בדיקה 5
line:a35d207c	Test line 6	שורת בדיקה 6
line:356d270b	Test line 7	שורת בדיקה 7
line:5643ba3d	Test line 8	שורת בדיקה 8
line:c073bd4a	Test line 9	שורת בדיקה 9
line:394db643	Thank the stars you're open.	תודה לכוכבים שאתה פתוח.
line:f1946aab	Thank you for cleaning me!!	תודה שרחצת אותי!!
line:75b5b084	Thank you for getting me and Ryan in contact.	תודה שקישרת ביני לבין ראיין.
line:189d999e	Thank you for listening.	תודה שהקשבת.
line:3398aea2	Thank you for that.	תודה על כך.
line:875f0961	Thank you for the clean!	תודה שרחצת אותי!
line:acb8a5aa	Thank you for the quick clean!	תודה על הרחיצה המהירה!
line:8512365e	Thank you!	תודה רבה!
line:bbca8a46	Thank you!	תודה רבה!
line:e449156d	Thank you!	תודה רבה!
line:bb4e1dc1	Thank you, Ryan. I'm happy I got to meet you too	תודה, ראיין. גם אני שמח שהכרתי אותך.
line:3b568c14	Thank you.	תודה רבה.
line:6b245989	Thank you.	תודה לך.
line:836d1b13	Thank you.	תודה רבה.
line:d60f2dc0	Thank you.	תודה רבה.
line:035a0830	Thank you. I'd really appreciate it	תודה. אעריך את זה מאוד.
line:f3e7a8fe	Thank you. Look good feel good!	תודה. כשנראים טוב, מרגישים טוב!
line:d2d97c90	Thank you. You make this a whole lot easier to go through.	תודה. בזכותך הרבה יותר קל לעבור את כל זה.
line:3027bcf7	Thanks for asking. It's enjoyable to be asked personal questions.	תודה ששאלת. נעים ששואלים אותי שאלות אישיות.
line:aaf3066d	Thanks for cleaning me!	תודה שרחצת אותי!
line:8150e2a2	Thanks for helping me out.	תודה שעזרת לי.
line:a2217280	Thanks for helping me out.	תודה שעזרת לי.
line:7db0baf0	Thanks for introducing me to him.	תודה שהכרת לי אותו.
line:c6cee89f	Thanks for letting me in so late.	תודה שהכנסת אותי מאוחר כל כך.
line:079b3782	Thanks for sharing food with me, You're a great friend.	תודה שחלקת איתי אוכל. אתה חבר נהדר.
line:85f901b0	Thanks for sharing food with me...	תודה שחלקת איתי את האוכל...
line:a39fd5a9	Thanks for that. Felt pretty damn good.	תודה על זה. היה טוב בטירוף.
line:505e150f	Thanks for the clean.	תודה על הרחיצה.
line:a40e531c	Thanks for the food! I'll go get the gate.	תודה על האוכל! אפתח את השער.
line:f1692a96	Thanks for the suggestion!	תודה על ההצעה!
line:81ebbec0	Thanks for the wash so late in the night.	תודה על הרחיצה בשעה מאוחרת כזאת.
line:a9df4c5e	Thanks I'll be waiting!	תודה, אחכה!
line:f73a3fc7	Thanks mate, see you tomorrow then.	תודה, חבר. אז נתראה מחר.
line:30f1f583	Thanks!	תודה!
line:3484ab9d	Thanks!	תודה!
line:44701902	Thanks!	תודה!
line:4d868f2f	Thanks!	תודה!
line:70190774	Thanks!	תודה!
line:8b8f57c4	Thanks!	תודה!
line:ab5b2574	Thanks!	תודה!
line:b588bf4c	Thanks!	תודה לך!
line:bc5d790a	Thanks!	תודה!
line:c07a9171	Thanks!	תודה!
line:e7e57d9c	Thanks!	תודה!
line:fa293cde	Thanks! Whats with all the... Gloop?	תודה! מה זה כל ה... דביק הזה?
line:e1609903	Thanks, but I'll be better. I promise.	תודה, אבל אני אשתפר. מבטיח.
line:02cbdc87	Thanks, I'm excited too.	תודה, גם אני מתרגש.
line:37c9d915	Thanks, You're pleasant too!	תודה, גם איתך נעים להיות!
line:cb847372	Thanks, You're pleasant too!	תודה, גם איתך נעים להיות!
line:188d4359	Thanks.	תודה.
line:316bb26e	Thanks.	תודה.
line:34ec4db7	Thanks.	תודה.
line:5183a6f2	Thanks.	תודה.
line:c642cb17	Thanks.	תודה.
line:cf716777	Thanks.	תודה לך.
line:e00c6df5	Thanks.	תודה.
line:e521db76	Thanks.	תודה לך.
line:f62e1c4f	Thanks.	תודה לך.
line:fbba1293	Thanks.	תודה לך.
line:8bfa88d7	Thanks. I like being around you too.	תודה. גם לי נעים להיות איתך.
line:df0a8598	Thanks. I'm always happy to be here.	תודה. אני תמיד שמח להיות כאן.
line:084e3cbc	Thanks. See you soon.	תודה. נתראה בקרוב.
line:71d57aeb	Thanks. That's kind of you to say.	תודה. נחמד מצדך לומר זאת.
line:a1f9de62	Thanks. That's kind of you to say.	תודה. נחמד מצדך לומר זאת.
line:9a9a6120	Thankth!	תודה!
line:e721d512	That brings me to my next question...	וזה מביא אותי לשאלה הבאה...
line:215a2d34	That felt <i>good</i>.	זה היה <i>טוב</i>.
line:89150715	That is rather kind of you to say.	נחמד מאוד מצדך לומר זאת.
line:a57409fb	That is the source of my worry...	זה מקור הדאגה שלי...
line:ad261b84	That just makes it harder!	זה רק מקשה עוד יותר!
line:7111d265	That makes me feel a lot more sure of myself then.	זה נותן לי הרבה יותר ביטחון בעצמי.
line:3fac5bff	That makes me feel good to hear.	כיף לשמוע את זה.
line:1c49f05b	That makes me happy to hear.	משמח אותי לשמוע.
line:a8b70da7	That must mean it is! I'm glad.	זה כנראה אומר שכן! אני שמח.
line:5738ea38	That nice to hear... But, I mean being taken care of more... Primally?	נעים לשמוע... אבל אני מתכוון לטיפול במובן... יצרי יותר?
line:8f598864	That one was almost too big-	זה היה כמעט גדול מדי...
line:5960dcbb	That should be all though, could you go get the gate?	טוב, נראה לי שזה הכול. תוכל לפתוח את השער?
line:116f0e16	That should be every spot.	נדמה לי שכל הכתמים נעלמו.
