# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	Hej, granda hundo.
line:6128a09c	No. A lime that is yellow.	Ne. Limeo, kiu estas flava.
line:de25dacd	No. I'm not. Do you have a medkit or not?	Ne. Mi ne fartas bone. Ĉu vi havas sukurkeston aŭ ne?
line:1cc64bcf	No.. No it's fine... thank you.	Ne... Ne, estas bone... Dankon.
line:525f5744	Nope	Ne.
line:fbd2c3e7	Nope.	Ne.
line:5406ba8e	Normally I'd say yes to a mount. But, not right now.	Kutime mi volonte uzus seksapogilon. Sed ne nun.
line:ab92da6a	Not anymore at least!	Almenaŭ ne plu!
line:0cfcd179	Not for a date though.	Sed ne por rendevuo.
line:d1b90e2c	Not sure yet.	Mi ankoraŭ ne certas.
line:e9643b5d	Not yet.	Ankoraŭ ne.
line:326cc84d	Not yet. a little longer.	Ankoraŭ ne. Iom pli longe.
line:56a729f6	Nothing more attractive than a man who can improve!	Nenio pli alloga ol viro kapabla pliboniĝi!
line:b5dabf9f	Nothing more attractive than a man who can improve!	Nenio pli alloga ol viro kapabla pliboniĝi!
line:8a321997	Now I'm eyeballing the mount...	Nun mi avide rigardas la seksapogilon...
line:5e0a6d7a	Now I'm out here, agh!	Kaj nun mi estas ĉi tie ekstere, aĥ!
line:564a9606	Now they'll never need to know!	Nun ili neniam devos scii!
line:d66b7986	Now!	Nun!
line:63596bb3	Now, do you have a medkit or not?	Do, ĉu vi havas sukurkeston aŭ ne?
line:eefc4e9f	Now, lemme in! I want to try that thing out!	Nun enlasu min! Mi volas provi tiun aferon!
line:0554966a	Now, more food?	Do, pli da manĝaĵo?
line:3fb3f8d4	Now, round two!	Nun, dua rondo!
line:12e6043e	Now... Food?	Nun... Manĝaĵo?
line:5f8b2de4	oah. <size=70%>okay.	Ho. <size=70%>Bone.
line:13223129	Of course	Kompreneble.
line:283e56d8	Of course I am! I know I'm very...	Kompreneble! Mi scias, ke mi estas tre...
line:5788e15c	Of course I do. I'm a <i>professional</i>.	Kompreneble. Mi estas <i>profesiulo</i>.
line:0b226939	Of course it is!	Kompreneble!
line:f21dd9d4	Of course it is!	Kompreneble!
line:642255fc	Of course!	Kompreneble!
line:76f8c20c	Of course!	Kompreneble!
line:877aced7	Of course!	Kompreneble!
line:d2401e75	Of course!	Kompreneble!
line:f9eb2b4a	Of course! Right this way!	Kompreneble! Ĉi tien!
line:0d20d327	Of course! Thank you for the food.	Kompreneble! Dankon pro la manĝaĵo.
line:4da976f5	Of course! You run a fine establishment.	Kompreneble! Vi mastrumas bonegan establon.
line:b629bcf2	Of course! You're wonderful.	Kompreneble! Vi estas mirinda.
line:b6c96475	Of course, you run a fine establishment.	Kompreneble, vi mastrumas bonegan establon.
line:dd082478	Of course.	Kompreneble.
line:203cc3d2	Of course. One moment!	Kompreneble. Unu momenton!
line:fd145efe	Of course. Sorry you're going through all this.	Kompreneble. Mi bedaŭras, ke vi travivas ĉion ĉi.
line:7305cdbc	Oh cool!	Ho, interese!
line:eb6ae4c3	Oh cool!	Ho, interese!
line:77c996e8	Oh damn! You really are adventurous!	Ho diable! Vi vere estas aventurema!
line:3fdb9d01	Oh fcuk something went wrong	Ho fek, io misfunkciis.
line:9e403ecd	Oh fuck yeah.	Ho, fek, jes.
line:13c39c50	Oh fudge, forget I said that!	Ho ve, forgesu, ke mi diris tion!
line:e722753e	Oh goodness no..	Ho ve, ne..
line:55e3dd36	Oh hi! um..	Ho, saluton! Nu...
line:e8ee5747	Oh hi! um..	Ho, saluton! Nu...
line:b90f527f	Oh huh, that's the tiny drake I saw coming in a bit back yeah?	Ho, ĉu tio estas la eta drako, kiun mi vidis eniri lastatempe?
line:001ab950	Oh I heard good things about that.	Ho, mi aŭdis bonajn aferojn pri ĝi.
line:0a4a28c0	Oh I see the button there, gotcha!	Ho, mi vidas la butonon tie. Komprenite!
line:c6b0b1aa	Oh like, swallowing things whole?	Ho, kiel engluti aferojn tutaj?
line:10254d13	Oh my	Ho ve.
line:39f6c77d	Oh my bad	Ho, mia kulpo.
line:79511a66	Oh my bad	Ho, mia kulpo.
line:8cfbd75d	Oh my bad	Ho, mia kulpo.
line:cb71b2a1	Oh my bad	Ho, mia kulpo.
line:7d13eca0	Oh my- I didn't expect you to be so... hands on	Ho ve... Mi ne atendis, ke vi estos tiel... managema.
line:c60c65e8	Oh my. I suppose I could use the mount!	Ho ve. Mi supozas, ke mi povus uzi la seksapogilon!
line:433cb27e	Oh no! Do you want to talk about it?	Ho ne! Ĉu vi volas paroli pri tio?
line:d908622a	Oh no, Conrad. are you okay?	Ho ne, Konrado. Ĉu vi fartas bone?
line:bf977a7e	Oh okay. I'll go grab it.	Ho, bone. Mi alportos ĝin.
line:7428755b	Oh so it's new for both of us!	Ho, do estas nova por ni ambaŭ!
line:513bed5a	Oh so it's new to both of us!	Do tio estas nova por ni ambaŭ!
line:4bad37a5	Oh that's good. I'm happy he's okay.	Ho, bone. Mi ĝojas, ke li fartas bone.
line:7d791906	Oh this is better, but I still feel dirty.	Ho, tio estas pli bona, sed mi ankoraŭ sentas min malpura.
line:63926ecd	Oh we're done?	Ho, ĉu ni finis?
line:546d1bf2	Oh wow, you're really covered in it!	Ho ve, vi vere estas kovrita!
line:b2d99a43	Oh wow..	Ho ve..
line:e8052272	Oh yeah I liked the first one.	Ho jes, mi ŝatis la unuan.
line:a4a26529	Oh yeah, there's this nice place downtown called wings.	Ho jes, estas agrabla loko en la urbocentro, nomata Wings.
line:d4d3ecd5	Oh yeah.	Ho jes.
line:059142a3	Oh Yeah?	Ĉu vere?
line:71053a53	Oh Yeah?	Ĉu vere?
line:1121309c	Oh yeah?	Ĉu vere?
line:2b560f59	Oh yeah?	Ĉu vere?
line:2d2820b0	Oh yeah?	Ĉu vere?
line:6e82e54c	Oh yeah?	Ĉu vere?
line:b9d8a22f	Oh yeah?	Ĉu vere?
line:d8ce8566	Oh yeah?	Ĉu vere?
line:f103a4a8	Oh yeah?	Ĉu vere?
line:4f6344f1	Oh yeah? He sounds like a bit of a hothead.	Ĉu jes? Li ŝajnas iom kolerema.
line:60cdf456	Oh yeah? The little red drake?	Ĉu vere? La malgranda ruĝa drako?
line:a9253dd8	Oh yeah? The sky blue drake I've seen around?	Ĉu vere? La ĉielblua drako, kiun mi vidis ĉirkaŭe?
line:762882b4	Oh yeeeaaah?	Ĉu veere?
line:5d737ca7	Oh yes	Ho jes.
line:1c90fb6d	Oh you. Gonna make me blush.	Ho, vi. Vi ruĝigos min.
line:7e3e59aa	Oh!	Ho!
line:3605a48a	Oh! I think I've seen him. The tiny one, yeah?	Ho! Mi kredas, ke mi vidis lin. La eta, ĉu?
line:3bc15278	Oh! No it wouldn't be. It's fun!	Ho! Tute ne. Estas amuze!
line:c95a153d	Oh! nothing. I'll get the gate.	Ho! Nenio. Mi malfermos la pordegon.
line:b6fb6fce	Oh! Okay. I'll get the gate!	Ho! Bone. Mi malfermos la pordegon!
line:4d3233a1	Oh! That's cold!	Ho! Tio estas malvarma!
line:403f2ab7	Oh! Then I better let you in. I'll go get the gate.	Ho! Do mi prefere enlasu vin. Mi malfermos la pordegon.
line:0f2dc134	Oh! Yeah that makes sense...	Ho! Jes, tio havas sencon...
line:1270a483	Oh, and I apologize for being absolutely filthy.	Ho, kaj mi pardonpetas pro mia absoluta malpureco.
line:7b5be1f8	Oh, and I've figured it where to go.	Ho, kaj mi eltrovis kien iri.
line:52fb116d	Oh, and seems I got some on my face. woops.	Ho, kaj ŝajnas, ke mi iom makulis mian vizaĝon. Ups.
line:73a37947	Oh, awesome. I'm a big salmon guy.	Ho, bonege. Mi estas viro, kiu amas salmon.
line:74c9c07b	Oh, like... working class?	Ho, kiel... laborista?
line:e048566b	Oh, no.	Ho, ne.
line:1a9e6537	Oh, no. Ryan is a sweetheart.	Ho ne, Rajano estas karulo.
line:5f6a124a	Oh, okay. Thanks.	Ho, bone. Dankon.
line:17716b05	Oh, right. Sorry.	Ho, prave. Pardonu.
line:82ba64bf	Oh, sorry-	Ho, pardonu...
line:956e5c91	Oh, sorry.	Ho, pardonu.
line:54a8bb22	Oh, sure. Come on in.	Ho, certe. Envenu.
line:270276eb	Oh, that's my favorite part!	Ho, tio estas mia plej ŝatata parto!
line:1ff9a04c	Oh, the crest around my head?	Ho, la blazono ĉirkaŭ mia kapo?
line:ffed6d04	Oh, wonderful. Seem's we're similar.	Ho, mirinde. Ŝajne ni similas.
line:30e6b801	Oh, yeah!	Ho, jes!
line:bedeee82	Oh- Eager!	Ho, kia entuziasmo!
line:38b3c8c1	Oh- I mean. I'll go open the gate!	Ho... Mi volas diri, ke mi malfermos la pordegon!
line:714c180e	Oh- I'm glad!	Ho, mi ĝojas!
line:ccf87ea9	Oh- I'm not too interested in using that right now.	Ho... Mi ne tre interesiĝas pri uzi tion nun.
line:963981e4	Oh- I'm sorry for making a mess...	Ho... Pardonu pro la malpuraĵo...
line:8e407c6e	Oh- Not just the wash.	Ho... Ne nur la lavado.
line:ad31ec4c	Oh- Not just the wash.	Ho... Ne nur la lavado.
line:6866c2c9	Oh- Right now? 'aight I'm down.	Ho, ĝuste nun? Bone, mi pretas.
line:9a6dca4b	Oh- Ya. On it.	Ho, jes. Mi tuj faros.
line:3b6d644d	Oh.	Ho.
line:4399096b	Oh.	Ho.
line:8441bf7b	Oh.	Ho.
line:87233429	Oh.	Ho.
line:e90fee8e	Oh.	Ho.
line:ebd9b4d3	Oh.	Ho.
line:8a79f72c	Oh. And one other thing.	Ho. Kaj ankoraŭ unu afero.
line:e8289be5	Oh. good.	Ho, bone.
line:5442e228	Oh. Okay I'll go get the gate.	Ho. Bone, mi malfermos la pordegon.
line:0da15c85	Oh. Okay.	Ho. Bone.
line:73f7f13d	OH. RIGHT.	HO. PRAVE.
line:c35890c8	Oh. That's... Wonderful!	Ho. Tio estas... Mirinda!
line:0ce8d5aa	Oh. Then yeah, we're open.	Ho. Do jes, ni estas malfermitaj.
line:52ed140c	Oh. Uhm. <size=70%>Good.	Ho. Nu. <size=70%>Bona.
line:780d0993	Oh. yeah. Sorry.	Ho. Jes. Pardonu.
line:7f5113d5	OH. You're not used to eating them whole.	HO. Vi ne kutimas manĝi ilin tutaj.
line:45bc649d	Oh...	Ho...
line:0a093816	Oh... hah. I like that.	Ho... Ha. Mi ŝatas tion.
line:f885f11d	Oh... I suppose this is alright~	Ho... Mi supozas, ke tio estas agrabla~
line:7cd85c8e	Oh... I'm so sorry.	Ho... Mi tre bedaŭras.
line:8cc1aa72	Oh... yeah we don't have one.	Ho... Jes, ni ne havas tian.
line:f16d7940	Oh... Yeah, tinier dragons tend to... Compensate.	Ho... Jes, etaj drakoj emas... kompensi.
line:1d491283	Oh?	Ĉu?
line:21c46e75	Oh?	Ĉu?
line:fd8d786a	Oh?	Ĉu?
line:0ce8d3c2	ohmygod I thought the egg was decorative.	Ho ve, mi pensis, ke la ovo estas ornamaĵo.
line:d9b26374	Ok I can do that	Bone, mi povas fari tion.
line:1777121d	Ok I got this..	Bone, mi sukcesos..
line:f3af3ce8	Ok just tell me if you get uncomfortable or anything.	Bone, nur diru, se vi sentas malkomforton aŭ ion ajn.
line:6c3a98cc	Ok lets wash it off for our date tonight then.	Bone, ni forlavu tion por nia rendevuo ĉi-vespere.
line:7a54a1e1	Okay	Bone.
line:f64a5b30	Okay	Bone.
line:249500dc	Okay!	Bone!
line:a327b5f9	Okay!	Bone!
line:ccaabca3	Okay!	Bone!
line:82d0ea81	Okay! I'll be back later then.	Bone! Mi revenos poste.
line:3deb5f55	Okay! I'll go get the gate for you.	Bone! Mi malfermos por vi.
line:9c3d6cb7	Okay! I'll see you soon.	Bone! Ĝis baldaŭ.
line:72e0348e	Okay, bye!	Bone, ĝis!
line:255362b9	Okay, Conrad.	Bone, Konrado.
line:0d16ab28	Okay, I'll be waiting. Thanks.	Bone, mi atendos. Dankon.
line:155d1c64	Okay, I'll open the gate!	Bone, mi malfermos la pordegon!
line:886f5df2	Okay, I'll see you later!	Bone, ĝis poste!
line:585d6a08	Okay, thank you.	Bone, dankon.
line:c298bc55	Okay, thank you.	Bone, dankon.
line:6acf71a3	Okay, thanks.	Bone, dankon.
line:8ed5a204	Okay- okay. I'll go get the gate.	Bone, bone. Mi malfermos la pordegon.
line:10b9a653	Okay- Thanks.	Bone. Dankon.
line:00a81c16	Okay. I hope you're doing alright though.	Bone. Sed mi esperas, ke vi eltenas.
line:118a51bb	Okay. I should probably get out of your scales.	Bone. Mi verŝajne lasu vin trankvila.
line:a62e8112	Okay. I'll open up shop. Give me a sec.	Bone. Mi malfermos la lavejon. Momenton.
line:9d434af5	Okay. I'll order a mount.	Bone. Mi mendos seksapogilon.
line:2f3b06de	Okay. Then I think I'd like to try.	Bone. Do mi kredas, ke mi volas provi.
line:54ad4706	Okay...	Bone...
line:28311fbb	Omg you're hurt!	Ho ve, vi estas vundita!
line:8b3abbf7	On it!	Mi tuj faros!
line:42e3eba2	Once I'm cleaned up I'm gonna head out and get our spot ready.	Kiam mi estos pura, mi iros prepari nian lokon.
line:1d4b8a1c	One thing led to another...	Unu afero kondukis al alia...
line:c70bea2d	Only been cleaning for a few weeks now!	Mi lavas nur de kelkaj semajnoj!
line:5188bd4a	Only If that's alright-	Nur se tio estas en ordo...
line:01505282	Only realized how much of a mess I made after Max yelled at me, haha.	Nur post kiam Maks kriegis al mi, mi rimarkis mian tutan malordon, haha.
line:828eed25	Oof... Needed that. Thank you.	Uf... Mi bezonis tion. Dankon.
line:2d40c69a	Oooh, alrighty.	Ooo, bone.
line:99ff9e7f	Ooooh must be a big deal then.	Ooo, do vi vere devas esti grava.
line:e8ad4791	Ooooh.	Ooo.
line:64bfd62a	Oops, my bad.	Ups, mia kulpo.
line:0fa31c40	Our first meeting went great though!	Sed nia unua renkontiĝo estis bonega!
line:77cebc41	People tell me I've got a fat cock, is that true?	Oni diras, ke mi havas dikan kacon. Ĉu vere?
line:80de6c63	Perfectly clean again. Thank you for taking me in at this hour.	Denove perfekte pura. Dankon, ke vi akceptis min je ĉi tiu horo.
line:f212528b	Phew! I had an accident that needs to be taken care of... discretely.	Uf! Mi havis akcidenton, kiun necesas prizorgi... diskrete.
line:b3c35166	Phew, I was worried I'd make another mess of things.	Uf, mi timis denove fuŝi ĉion.
line:314c3d8a	physically or emotionally?	Korpe aŭ emocie?
line:156e0b50	Picnic bathket-	Piknika korfo...
line:0d9de1a1	player hooked up with conrad	La ludanto kuniĝis kun Konrado.
line:2cf1c95e	player hooked up with conrad	La ludanto kuniĝis kun Konrado.
line:c2529648	player hooked up with conrad	La ludanto kuniĝis kun Konrado.
line:f7fd34b2	player hooked up with conrad	La ludanto kuniĝis kun Konrado.
line:66e08b22	player hooked up with ryan	La ludanto kuniĝis kun Rajano.
line:78039fd1	player hooked up with ryan	La ludanto kuniĝis kun Rajano.
line:96a0c0c7	player hooked up with ryan	La ludanto kuniĝis kun Rajano.
line:9bade6d6	player hooked up with ryan	La ludanto kuniĝis kun Rajano.
line:0ddcd600	Please scrub Igwix off my back would you?	Ĉu vi bonvolus forfroti Igvikson de mia dorso?
line:0632acbf	Plus they feel really nice.	Krome ili estas tre agrablaj.
line:c7b8ba3d	Possibly...?	Eble...?
line:637629a8	Pretty sure I can digest anything.	Mi estas sufiĉe certa, ke mi povas digesti ĉion.
line:65a41bc5	Pretty sure I'm all clean!	Mi kredas, ke mi estas tute pura!
line:3750bbf0	Pretty sure that was everything.	Mi kredas, ke tio estis ĉio.
line:960707b0	Primarily alchemy. Occasionally world history.	Ĉefe alkemion. Foje mondhistorion.
line:1475f95c	Professor Igwyx- My colleague who self-immolated earlier.	Profesoro Igvikso, mia kolego, kiu antaŭe ekbrulis.
line:26e9d692	Professor, but yes. You have.	Profesoro, sed jes. Vi instruis min.
line:af0c15fd	Professor- But, yes. I usually don't go to public washes.	Profesoron, sed jes. Mi kutime ne vizitas publikajn lavejojn.
line:962abe27	Project Scale mary	Project Scale mary
line:e5d47feb	prole- <i><size=70%>wuh?	Prole... <i><size=70%>Kio?
line:c7b73162	Psst..!	Pst...!
line:9addfb4a	Ready!	Preta!
line:875b5372	Really damn good!	Vere diable bona!
line:9e9f3e75	Really damn good!	Vere diable bona!
line:9364911d	Really looking forward to finding new people.	Mi vere antaŭĝojas trovi novajn homojn.
line:8b0b222c	Really sets the mood.	Vere kreas la etoson.
line:4010d36d	Really well honestly.	Vere tre bone.
line:cfcb40c7	Really?	Ĉu vere?
line:0ec807a4	Really? Aw, That's really sweet.	Ĉu vere? Ho, tio estas dolĉa.
line:630fed1b	Remove this barrier at once so I may enter.	Forigu ĉi tiun barilon tuj, por ke mi eniru.
line:65deb150	Right after this wash!	Tuj post ĉi tiu lavado!
line:0caa6657	Right, I'll get that for you ASAP.	Prave, mi tuj malfermos por vi.
line:1271b80c	Right.	Prave.
line:3ede5541	Right.	Prave.
line:6a2e4e0d	Right. I'll get to it.	Prave. Mi eklaboros.
line:29daeb62	Right. Phoenix feather. Obviously.	Prave. Feniksa plumo. Kompreneble.
line:51d1b41e	Ryan is a sweetheart	Rajano estas karulo.
line:202fce0c	RYAN THE BONE!	RAJANO, LA OSTO!
line:93bd9a2b	Ryan!	Rajano!
line:9b7e09b8	Ryan!	Rajano!
line:b76f49cd	Ryan!	Rajano!
line:1fa0fbbe	Ryan! I met him.	Rajano! Mi renkontis lin.
line:f0427bb9	Ryan! this is so sweet.	Rajano! Tio estas tiel afabla.
line:92829935	Ryan's such a nice dragon.	Rajano estas tiel afabla drako.
line:13ca0a74	Ryan, you're not supposed to eat the stems-	Rajano, vi ne devus manĝi la tigojn...
line:7a01d265	Ryan: I guess it is pretty exciting	Ryan: Estas ja sufiĉe ekscite.
line:e1526934	Ryan: I like that a lot	Ryan: Mi tre ŝatas tion.
line:a430a2ff	Ryan: I think I am close too..	Ryan: Mi kredas, ke mi ankaŭ estas proksima..
line:77626e43	Ryan: I would say it is going great	Ryan: Mi dirus, ke ĝi iras bonege.
line:f5f5b815	Ryan: I've never done this outside before	Ryan: Mi neniam antaŭe faris tion ekstere.
line:6dd86b71	Ryan: This was nice	Ryan: Tio estis agrabla.
line:41b9659f	Ryan: Wow.. Your stature is really the only thing small about you.	Ryan: Ho... Via staturo vere estas la sola eta afero ĉe vi.
line:aad89688	Ryan: Yea definitely. Worried about me?	Ryan: Jes, certe. Ĉu vi zorgas pri mi?
line:ce6d6d7f	Ryan? you sure everything is okay...?	Rajano? Ĉu vi certas, ke ĉio estas en ordo...?
line:1d3b255b	Save your mood setting for tonight!	Konservu vian etoskreon por ĉi-vespere!
line:3ed6ab5d	Say do you remember the name of the college I work at?	Diru, ĉu vi memoras la nomon de la altlernejo, kie mi laboras?
line:a05a7804	Say...	Diru...
line:82d7b5e4	Says who?	Kiu diras tion?
line:6c193ba9	Scales different today? <size=70%><i>is that a thing...? </i><size=100%>You look good today.	Skvamojn? <size=70%><i>Ĉu tio eblas...? </i><size=100%>Vi aspektas bone hodiaŭ.
line:426f40ff	See you again soon, yeah?	Ĝis baldaŭ, ĉu?
line:3112d78d	See you soon.	Ĝis baldaŭ.
line:8072b186	See you tonight.	Ĝis ĉi-vespere.
line:0d3b23da	Sheesh.	Nu do.
line:48435b12	Shh! I'm not from around here...	Ŝŝ! Mi ne estas de ĉi tie...
line:0f86dbf6	So am I!	Ankaŭ mi!
line:3063100e	So am I.	Ankaŭ mi.
line:a241eec6	So far so good though, yeah?	Ĝis nun bone, ĉu?
line:813c6dd4	So is this like... our first date?	Do ĉu tio estas... nia unua rendevuo?
line:9b10d450	So this Conrad guy, seems like you like him?	Do ĉi tiu Konrado... Ŝajnas, ke li plaĉas al vi?
line:0c5dcd3c	So uh, gate?	Do, nu... La pordego?
line:84d8a935	So uh, mind opening the gate?	Do, ĉu vi malfermus la pordegon?
line:7da41ecd	So uhh, let me know if you need me to move.	Do, diru, se vi bezonas, ke mi moviĝu.
line:3a469ae4	So yeah, I had a mishap..	Do jes, mi havis akcidenteton..
line:a6d6bf76	So you and Ryan huh?	Do vi kaj Rajano, ĉu?
line:31fa3bdf	So you came in just to...	Do vi venis nur por...
line:5f64c352	So you're a certified dragon washer huh?	Do vi estas atestita draklavisto, ĉu?
line:c9e7bb1e	So you're a certified dragon washer huh?	Do vi estas atestita draklavisto, ĉu?
line:aedb6a51	So, coming in for a wash?	Do, ĉu vi venas por lavado?
line:1c856f1c	So, how was your date?	Do, kia estis via rendevuo?
line:3cda84e6	So, tell me more about conrad!	Do rakontu pli pri Konrado!
line:c10d9415	So, thanks on his behalf for caring.	Do, nome de li, dankon pro via zorgo.
line:e6aa9d20	So, with... relationships.	Nu, pri... amrilatoj.
line:a99c5c88	So. How about a date?	Do. Kiel pri rendevuo?
line:c2f44537	So. My girlfriend was home before me. she's a work-from-home dragon.	Do, mia koramikino estis hejme antaŭ mi. Ŝi laboras hejme.
line:d9652dff	So. Our date tonight...	Do. Nia rendevuo ĉi-vespere...
line:b983f922	So. Tonight.	Do. Ĉi-vespere.
line:28c51dbf	So... A date. I think I'd like to go on one soon!	Do... Rendevuo. Mi kredas, ke mi ŝatus unu baldaŭ!
line:7c56b2d8	So... I was thinking about my relationships.	Do... Mi pensis pri miaj amrilatoj.
line:5a5e7f21	So<size=90%>o<size=80%>o<size=70%>o<size=60%>o... <size=100%>I 'aint dirty. But I am <i>~dirty~</i> y'know?	Do<size=90%>o<size=80%>o<size=70%>o<size=60%>o... <size=100%>Mi ne estas malpura. Sed miaj pensoj estas <i>~malpuraj~</i>, ĉu vi komprenas?
line:8a35fb7b	So<size=90%>o<size=80%>o<size=70%>o<size=60%>o... <size=100%>Was wonderin'	Do<size=90%>o<size=80%>o<size=70%>o<size=60%>o... <size=100%>Mi demandis min...
line:5230bdfd	Soap, then rinse!	Unue sapu, poste ellavu!
line:c374e532	Somehow that feels more honest than anything anyone else says.	Iel tio ŝajnas pli honesta ol ĉio, kion diras la aliaj.
line:2898f680	Something happened last night	Io okazis hieraŭ nokte.
line:4dac3d2b	Something went wrong with flags!	Io misfunkciis ĉe la rakontaj variabloj!
line:61c7f2d6	Something went wrong with flags!	Io misfunkciis ĉe la rakontaj variabloj!
line:6d5ba814	Something went wrong with flags!	Io misfunkciis ĉe la rakontaj variabloj!
line:8f64adc0	Something went wrong with flags!	Io misfunkciis ĉe la rakontaj variabloj!
line:19cedc30	Sooo. You gonna jerk me off?	Dooo. Ĉu vi manumos min?
line:1646ece2	Sorry for coming in late. My sleeps borked.	Pardonu la malfruan viziton. Mia dormoritmo estas fuŝa.
line:b2b32876	Sorry I'm bad at flirting. Could you get the gate?	Pardonu, mi malbone flirtas. Ĉu vi malfermus la pordegon?
line:13ba93ef	sorry!	Pardonon!
line:e2f9c70c	Sorry, I meant to say I enjoy your wash.	Pardonu, mi celis diri, ke mi ŝatas vian lavejon.
line:78ca8d95	Sorry...	Pardonu...
line:4af15fc3	Sounds good to me!	Tio plaĉas al mi!
line:8c6e66f3	Sounds good!	Bone sonas!
line:1ef36cb0	Sounds like a date then!	Do estas rendevuo!
line:d71ba53e	Sounds like a date then!	Do estas rendevuo!
line:5fc277a9	Sounds like a date then! Seafood then we play it by ear.	Do estas rendevuo! Marmanĝaĵoj, poste ni improvizos.
line:0e643191	Sounds like a date then, I'm excited.	Do estas rendevuo. Mi antaŭĝojas.
line:c4642c9c	Sounds like a date then. I'm excited.	Do estas rendevuo. Mi antaŭĝojas.
line:ffc401d1	Sounds like a plan.	Interkonsentite.
line:c4dd137b	Sounds like it was good then.	Do ŝajnas, ke estis bone.
line:7b6c47bd	Sounds like it.	Tiel ŝajnas.
line:5c51654f	Sounds nice.	Tio sonas agrable.
line:3a23b81f	Sounds really cool.	Tio sonas tre mojose.
line:1dbf50b3	Sure	Certe.
line:c14ceb34	Sure is!	Ja estas!
line:de7cd73a	Sure it is. Thanks to Conrad for having me get it.	Kompreneble. Dankon al Konrado, kiu instigis min akiri ĝin.
line:05c673e7	Sure!	Certe!
line:52542beb	Sure!	Certe!
line:67f14802	Sure!	Certe!
line:a2dc4ac0	Sure! I'll go get the gate.	Certe! Mi malfermos la pordegon.
line:dbb68858	Sure! I'll go get the gate.	Certe! Mi malfermos la pordegon.
line:601e1b38	Sure! I'm excited to tell you about Conrad.	Certe! Mi antaŭĝojas rakonti pri Konrado.
line:7b5c9d8c	Sure, but he needed someone who cared in that moment.	Certe, sed en tiu momento li bezonis iun, al kiu li gravas.
line:709a9a57	Sure.	Certe.
line:4af4703c	Tasted real good though!	Sed ĝi gustis tre bone!
line:048fe71b	TELL ME ABOUT YOU AND CONRAD!	RAKONTU PRI VI KAJ KONRADO!
line:2b84f2eb	Test line 1	Testlinio 1
line:7a22b4d3	Test line 10	Testlinio 10
line:ec12b3a4	Test line 11	Testlinio 11
line:4f87d73a	Test line 12	Testlinio 12
line:d9b7d04d	Test line 13	Testlinio 13
line:63e6d9d4	Test line 14	Testlinio 14
line:f5d6dea3	Test line 15	Testlinio 15
line:64cb6133	Test line 16	Testlinio 16
line:f2fb6644	Test line 17	Testlinio 17
line:1772a124	Test line 18	Testlinio 18
line:88119675	Test line 2	Testlinio 2
line:1e219102	Test line 3	Testlinio 3
line:a470989b	Test line 4	Testlinio 4
line:32409fec	Test line 5	Testlinio 5
line:a35d207c	Test line 6	Testlinio 6
line:356d270b	Test line 7	Testlinio 7
line:5643ba3d	Test line 8	Testlinio 8
line:c073bd4a	Test line 9	Testlinio 9
line:394db643	Thank the stars you're open.	Dankon al la steloj, ke vi estas malfermita.
line:f1946aab	Thank you for cleaning me!!	Dankon, ke vi lavis min!!
line:75b5b084	Thank you for getting me and Ryan in contact.	Dankon, ke vi kunligis min kaj Rajanon.
line:189d999e	Thank you for listening.	Dankon pro via aŭskultado.
line:3398aea2	Thank you for that.	Dankon pro tio.
line:875f0961	Thank you for the clean!	Dankon, ke vi lavis min!
line:acb8a5aa	Thank you for the quick clean!	Dankon pro la rapida lavado!
line:8512365e	Thank you!	Multan dankon!
line:bbca8a46	Thank you!	Multan dankon!
line:e449156d	Thank you!	Mi dankas vin!
line:bb4e1dc1	Thank you, Ryan. I'm happy I got to meet you too	Dankon, Rajano. Mi ankaŭ ĝojas, ke mi renkontis vin.
line:3b568c14	Thank you.	Mi dankas vin.
line:6b245989	Thank you.	Dankon.
line:836d1b13	Thank you.	Mi dankas vin.
line:d60f2dc0	Thank you.	Mi dankas vin.
line:035a0830	Thank you. I'd really appreciate it	Dankon. Mi tre dankus pro tio.
line:f3e7a8fe	Thank you. Look good feel good!	Dankon. Bonaspekti helpas bonfarti!
line:d2d97c90	Thank you. You make this a whole lot easier to go through.	Dankon. Vi multe faciligas travivi ĉion ĉi.
line:3027bcf7	Thanks for asking. It's enjoyable to be asked personal questions.	Dankon, ke vi demandis. Estas agrable ricevi personajn demandojn.
line:aaf3066d	Thanks for cleaning me!	Dankon, ke vi lavis min!
line:8150e2a2	Thanks for helping me out.	Dankon pro via helpo.
line:a2217280	Thanks for helping me out.	Dankon pro via helpo.
line:7db0baf0	Thanks for introducing me to him.	Dankon, ke vi konigis lin al mi.
line:c6cee89f	Thanks for letting me in so late.	Dankon, ke vi enlasis min tiel malfrue.
line:079b3782	Thanks for sharing food with me, You're a great friend.	Dankon, ke vi dividis manĝaĵon kun mi. Vi estas bonega amiko.
line:85f901b0	Thanks for sharing food with me...	Dankon, ke vi dividis manĝaĵon kun mi...
line:a39fd5a9	Thanks for that. Felt pretty damn good.	Dankon pro tio. Estis diable agrable.
line:505e150f	Thanks for the clean.	Dankon pro la lavado.
line:a40e531c	Thanks for the food! I'll go get the gate.	Dankon pro la manĝaĵo! Mi malfermos la pordegon.
line:f1692a96	Thanks for the suggestion!	Dankon pro la sugesto!
