# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	喂，大狗。
line:249500dc	Okay!	好！
line:a327b5f9	Okay!	好！
line:ccaabca3	Okay!	好！
line:82d0ea81	Okay! I'll be back later then.	好！咁我遲啲再嚟。
line:3deb5f55	Okay! I'll go get the gate for you.	好！我幫你開閘。
line:9c3d6cb7	Okay! I'll see you soon.	好！遲啲見。
line:72e0348e	Okay, bye!	好，拜拜！
line:255362b9	Okay, Conrad.	好，康拉德。
line:0d16ab28	Okay, I'll be waiting. Thanks.	好，我等你。唔該。
line:155d1c64	Okay, I'll open the gate!	好，我去開閘！
line:886f5df2	Okay, I'll see you later!	好，遲啲見！
line:585d6a08	Okay, thank you.	好，唔該。
line:c298bc55	Okay, thank you.	好，唔該。
line:6acf71a3	Okay, thanks.	好，唔該。
line:8ed5a204	Okay- okay. I'll go get the gate.	好——好。我去開閘。
line:10b9a653	Okay- Thanks.	好——多謝。
line:00a81c16	Okay. I hope you're doing alright though.	好。不過希望你冇事啦。
line:118a51bb	Okay. I should probably get out of your scales.	好喇。我都係唔阻你喇。
line:a62e8112	Okay. I'll open up shop. Give me a sec.	好，我開返門。等我一陣。
line:9d434af5	Okay. I'll order a mount.	好。我會訂個交配架。
line:2f3b06de	Okay. Then I think I'd like to try.	好。咁我想試吓。
line:54ad4706	Okay...	好……
line:28311fbb	Omg you're hurt!	天呀，你受咗傷！
line:8b3abbf7	On it!	即刻嚟！
line:42e3eba2	Once I'm cleaned up I'm gonna head out and get our spot ready.	洗乾淨之後，我就出去準備好我哋個位。
line:1d4b8a1c	One thing led to another...	之後就順其自然……
line:c70bea2d	Only been cleaning for a few weeks now!	我都係做咗幾個禮拜咋！
line:5188bd4a	Only If that's alright-	如果你唔介意嘅話——
line:01505282	Only realized how much of a mess I made after Max yelled at me, haha.	直到麥斯鬧我，我先發現自己搞到幾污糟，哈哈。
line:828eed25	Oof... Needed that. Thank you.	呼……真係需要。多謝你。
line:2d40c69a	Oooh, alrighty.	哦……好呀。
line:99ff9e7f	Ooooh must be a big deal then.	哦……咁你一定好有分量喇。
line:e8ad4791	Ooooh.	哦……
line:64bfd62a	Oops, my bad.	哎呀，我唔啱。
line:0fa31c40	Our first meeting went great though!	不過我哋第一次見面真係好順利！
line:77cebc41	People tell me I've got a fat cock, is that true?	啲人話我碌鳩好粗，真唔真？
line:80de6c63	Perfectly clean again. Thank you for taking me in at this hour.	又回復一塵不染喇。多謝你咁夜仲肯招呼我。
line:f212528b	Phew! I had an accident that needs to be taken care of... discretely.	呼！我出咗意外，需要處理……低調處理。
line:b3c35166	Phew, I was worried I'd make another mess of things.	呼，我仲驚自己又會搞到周圍污糟。
line:314c3d8a	physically or emotionally?	身體定心情？
line:156e0b50	Picnic bathket-	野餐……籃——
line:0d9de1a1	player hooked up with conrad	玩家同康拉德配對
line:2cf1c95e	player hooked up with conrad	玩家同康拉德配對
line:c2529648	player hooked up with conrad	玩家同康拉德配對
line:f7fd34b2	player hooked up with conrad	玩家同康拉德配對
line:66e08b22	player hooked up with ryan	玩家同賴恩配對
line:78039fd1	player hooked up with ryan	玩家同賴恩配對
line:96a0c0c7	player hooked up with ryan	玩家同賴恩配對
line:9bade6d6	player hooked up with ryan	玩家同賴恩配對
line:0ddcd600	Please scrub Igwix off my back would you?	麻煩將伊格維克斯喺我背上洗走，好嗎？
line:0632acbf	Plus they feel really nice.	而且仲好舒服。
line:c7b8ba3d	Possibly...?	或者……？
line:637629a8	Pretty sure I can digest anything.	我諗自己乜都消化到。
line:65a41bc5	Pretty sure I'm all clean!	我諗已經洗乾淨晒喇！
line:3750bbf0	Pretty sure that was everything.	我諗全部都洗好喇。
line:960707b0	Primarily alchemy. Occasionally world history.	主要係鍊金術。有時教世界歷史。
line:1475f95c	Professor Igwyx- My colleague who self-immolated earlier.	伊格維克斯教授——之前自燃嗰位同事。
line:26e9d692	Professor, but yes. You have.	係教授，不過，係。你教識咗我。
line:af0c15fd	Professor- But, yes. I usually don't go to public washes.	係教授——不過，係。我通常唔去公眾浴場。
line:962abe27	Project Scale mary	Project Scale mary
line:e5d47feb	prole- <i><size=70%>wuh?	無產——<i><size=70%>咩話？
line:c7b73162	Psst..!	喂，細聲啲……！
line:9addfb4a	Ready!	準備好喇！
line:875b5372	Really damn good!	真係正到爆！
line:9e9f3e75	Really damn good!	真係正到爆！
line:9364911d	Really looking forward to finding new people.	真係好期待識新朋友。
line:8b0b222c	Really sets the mood.	真係好有氣氛。
line:4010d36d	Really well honestly.	講真，真係好順利。
line:cfcb40c7	Really?	真係？
line:0ec807a4	Really? Aw, That's really sweet.	真係？啊，聽到真係好窩心。
line:630fed1b	Remove this barrier at once so I may enter.	立即移開呢道障礙，畀我入去。
line:65deb150	Right after this wash!	沖完涼即刻去！
line:0caa6657	Right, I'll get that for you ASAP.	好，我即刻幫你開。
line:1271b80c	Right.	係喇。
line:3ede5541	Right.	係喇。
line:6a2e4e0d	Right. I'll get to it.	好。我開始喇。
line:29daeb62	Right. Phoenix feather. Obviously.	係。鳳凰羽毛。梗係啦。
line:51d1b41e	Ryan is a sweetheart	賴恩好溫柔。
line:202fce0c	RYAN THE BONE!	賴恩，嚿骨呀！
line:93bd9a2b	Ryan!	賴恩！
line:9b7e09b8	Ryan!	賴恩！
line:b76f49cd	Ryan!	賴恩！
line:1fa0fbbe	Ryan! I met him.	賴恩！我見咗佢喇。
line:f0427bb9	Ryan! this is so sweet.	賴恩！你好有心呀。
line:92829935	Ryan's such a nice dragon.	賴恩真係條好好嘅龍。
line:13ca0a74	Ryan, you're not supposed to eat the stems-	賴恩，提子梗唔食得㗎——
line:7a01d265	Ryan: I guess it is pretty exciting	Ryan: 我諗的確幾刺激。
line:e1526934	Ryan: I like that a lot	Ryan: 我好鍾意咁。
line:a430a2ff	Ryan: I think I am close too..	Ryan: 我諗我都就嚟喇……
line:77626e43	Ryan: I would say it is going great	Ryan: 我覺得非常順利。
line:f5f5b815	Ryan: I've never done this outside before	Ryan: 我以前未試過喺出面做。
line:6dd86b71	Ryan: This was nice	Ryan: 頭先好舒服。
line:41b9659f	Ryan: Wow.. Your stature is really the only thing small about you.	Ryan: 嘩……你真係得身高先細。
line:aad89688	Ryan: Yea definitely. Worried about me?	Ryan: 梗係開心。擔心我呀？
line:ce6d6d7f	Ryan? you sure everything is okay...?	賴恩？你真係冇事……？
line:1d3b255b	Save your mood setting for tonight!	留返今晚先營造氣氛啦！
line:3ed6ab5d	Say do you remember the name of the college I work at?	話說，你仲記唔記得我任教嗰間學院叫咩名？
line:a05a7804	Say...	話說……
line:82d7b5e4	Says who?	邊個話？
line:6c193ba9	Scales different today? <size=70%><i>is that a thing...? </i><size=100%>You look good today.	整過啲鱗？<size=70%><i>有得咁整㗎咩……？</i><size=100%>你今日幾好睇。
line:426f40ff	See you again soon, yeah?	遲啲再見，好嗎？
line:3112d78d	See you soon.	遲啲見。
line:8072b186	See you tonight.	今晚見。
line:0d3b23da	Sheesh.	嘩。
line:48435b12	Shh! I'm not from around here...	噓！我唔係呢區嘅……
line:0f86dbf6	So am I!	我都係！
line:3063100e	So am I.	我都係。
line:a241eec6	So far so good though, yeah?	到而家都幾好，係咪？
line:813c6dd4	So is this like... our first date?	咁呢個算唔算……我哋第一次約會？
line:9b10d450	So this Conrad guy, seems like you like him?	咁呢個康拉德，睇嚟你好鍾意佢？
line:0c5dcd3c	So uh, gate?	咁，呃，道閘呢？
line:84d8a935	So uh, mind opening the gate?	咁，呃，可唔可以開閘？
line:7da41ecd	So uhh, let me know if you need me to move.	咁，呃，要我郁就話我知。
line:3a469ae4	So yeah, I had a mishap..	咁呀，我出咗啲小意外……
line:a6d6bf76	So you and Ryan huh?	所以，你同賴恩？
line:31fa3bdf	So you came in just to...	所以你入嚟只係想……
line:5f64c352	So you're a certified dragon washer huh?	咁你係有牌嘅洗龍師傅喇？
line:c9e7bb1e	So you're a certified dragon washer huh?	咁你係有牌嘅洗龍師傅喇？
line:aedb6a51	So, coming in for a wash?	咁，嚟沖涼？
line:1c856f1c	So, how was your date?	咁，你嘅約會點樣？
line:3cda84e6	So, tell me more about conrad!	咁，講多啲康拉德嘅嘢畀我聽！
line:c10d9415	So, thanks on his behalf for caring.	所以，我代佢多謝你咁關心佢。
line:e6aa9d20	So, with... relationships.	就係……感情方面。
line:a99c5c88	So. How about a date?	咁，不如約會？
line:c2f44537	So. My girlfriend was home before me. she's a work-from-home dragon.	就係，我女朋友當時已經喺屋企。佢係喺屋企返工嘅龍。
line:d9652dff	So. Our date tonight...	咁，我哋今晚個約會……
line:b983f922	So. Tonight.	咁，今晚。
line:28c51dbf	So... A date. I think I'd like to go on one soon!	咁呀……約會。我想遲啲去約會！
line:7c56b2d8	So... I was thinking about my relationships.	咁呀……我有諗過自己嘅感情。
line:5a5e7f21	So<size=90%>o<size=80%>o<size=70%>o<size=60%>o... <size=100%>I 'aint dirty. But I am <i>~dirty~</i> y'know?	咁<size=90%>呀<size=80%>呀<size=70%>呀<size=60%>呀……<size=100%>我個身唔污糟。不過個腦就<i>～好污糟～</i>，明唔明？
line:8a35fb7b	So<size=90%>o<size=80%>o<size=70%>o<size=60%>o... <size=100%>Was wonderin'	咁<size=90%>呀<size=80%>呀<size=70%>呀<size=60%>呀……<size=100%>我想問
line:5230bdfd	Soap, then rinse!	先搽番梘，再沖水！
line:c374e532	Somehow that feels more honest than anything anyone else says.	唔知點解，呢句比其他人講嘅任何說話都真誠。
line:2898f680	Something happened last night	琴晚發生咗啲事。
line:4dac3d2b	Something went wrong with flags!	劇情標記出咗問題！
line:61c7f2d6	Something went wrong with flags!	劇情標記出咗問題！
line:6d5ba814	Something went wrong with flags!	劇情標記出咗問題！
line:8f64adc0	Something went wrong with flags!	劇情標記出咗問題！
line:19cedc30	Sooo. You gonna jerk me off?	咁呀，你會幫我打飛機？
line:1646ece2	Sorry for coming in late. My sleeps borked.	咁夜先嚟，唔好意思。我啲瞓覺時間亂晒。
line:b2b32876	Sorry I'm bad at flirting. Could you get the gate?	唔好意思，我唔係好識調情。可唔可以開閘？
line:13ba93ef	sorry!	對唔住！
line:e2f9c70c	Sorry, I meant to say I enjoy your wash.	抱歉，我係想講，我好欣賞你嘅洗浴服務。
line:78ca8d95	Sorry...	對唔住……
line:4af15fc3	Sounds good to me!	我覺得好！
line:8c6e66f3	Sounds good!	好呀！
line:1ef36cb0	Sounds like a date then!	咁就約好喇！
line:d71ba53e	Sounds like a date then!	咁就約好喇！
line:5fc277a9	Sounds like a date then! Seafood then we play it by ear.	咁就約好喇！食完海鮮，再睇吓做乜。
line:0e643191	Sounds like a date then, I'm excited.	咁就約好喇，我好期待。
line:c4642c9c	Sounds like a date then. I'm excited.	咁就約好喇。我好期待。
line:ffc401d1	Sounds like a plan.	就咁話啦。
line:c4dd137b	Sounds like it was good then.	咁聽落幾好喎。
line:7b6c47bd	Sounds like it.	聽得出。
line:5c51654f	Sounds nice.	聽落唔錯。
line:3a23b81f	Sounds really cool.	聽落好型。
line:1dbf50b3	Sure	得。
line:c14ceb34	Sure is!	冇錯！
line:de7cd73a	Sure it is. Thanks to Conrad for having me get it.	係呀。要多謝康拉德叫我買返個。
line:05c673e7	Sure!	冇問題！
line:52542beb	Sure!	冇問題！
line:67f14802	Sure!	冇問題！
line:a2dc4ac0	Sure! I'll go get the gate.	得呀！我去開閘。
line:dbb68858	Sure! I'll go get the gate.	得呀！我去開閘。
line:601e1b38	Sure! I'm excited to tell you about Conrad.	好呀！我好想同你講康拉德嘅事。
line:7b5c9d8c	Sure, but he needed someone who cared in that moment.	係，不過當時佢需要有人關心。
line:709a9a57	Sure.	可以。
line:4af4703c	Tasted real good though!	不過真係幾好食！
line:048fe71b	TELL ME ABOUT YOU AND CONRAD!	快啲講你同康拉德啲嘢畀我聽！
line:2b84f2eb	Test line 1	測試對白 1
line:7a22b4d3	Test line 10	測試對白 10
line:ec12b3a4	Test line 11	測試對白 11
line:4f87d73a	Test line 12	測試對白 12
line:d9b7d04d	Test line 13	測試對白 13
line:63e6d9d4	Test line 14	測試對白 14
line:f5d6dea3	Test line 15	測試對白 15
line:64cb6133	Test line 16	測試對白 16
line:f2fb6644	Test line 17	測試對白 17
line:1772a124	Test line 18	測試對白 18
line:88119675	Test line 2	測試對白 2
line:1e219102	Test line 3	測試對白 3
line:a470989b	Test line 4	測試對白 4
line:32409fec	Test line 5	測試對白 5
line:a35d207c	Test line 6	測試對白 6
line:356d270b	Test line 7	測試對白 7
line:5643ba3d	Test line 8	測試對白 8
line:c073bd4a	Test line 9	測試對白 9
line:394db643	Thank the stars you're open.	謝天謝地，你仲開緊。
line:f1946aab	Thank you for cleaning me!!	多謝你幫我洗乾淨！！
line:75b5b084	Thank you for getting me and Ryan in contact.	多謝你介紹我同賴恩識。
line:189d999e	Thank you for listening.	多謝你聽我講。
line:3398aea2	Thank you for that.	為此，我要多謝你。
line:875f0961	Thank you for the clean!	多謝你幫我清洗！
line:acb8a5aa	Thank you for the quick clean!	咁快幫我洗乾淨，多謝你！
line:8512365e	Thank you!	多謝你！
line:bbca8a46	Thank you!	多謝你！
line:e449156d	Thank you!	唔該晒！
line:bb4e1dc1	Thank you, Ryan. I'm happy I got to meet you too	多謝，賴恩。我都好開心識到你。
line:3b568c14	Thank you.	唔該晒。
line:6b245989	Thank you.	多謝你。
line:836d1b13	Thank you.	唔該晒。
line:d60f2dc0	Thank you.	唔該晒。
line:035a0830	Thank you. I'd really appreciate it	多謝。真係唔該晒你。
line:f3e7a8fe	Thank you. Look good feel good!	多謝。外表靚，人都精神啲！
line:d2d97c90	Thank you. You make this a whole lot easier to go through.	多謝你。有你喺度，成件事都容易捱好多。
line:3027bcf7	Thanks for asking. It's enjoyable to be asked personal questions.	多謝你問。有人問我私人問題，感覺幾好。
line:aaf3066d	Thanks for cleaning me!	多謝你幫我洗乾淨！
line:8150e2a2	Thanks for helping me out.	多謝你幫我。
line:a2217280	Thanks for helping me out.	多謝你幫我。
line:7db0baf0	Thanks for introducing me to him.	多謝你介紹佢畀我識。
line:c6cee89f	Thanks for letting me in so late.	咁夜仲畀我入嚟，唔該。
line:079b3782	Thanks for sharing food with me, You're a great friend.	多謝你陪我食嘢，你係個好朋友。
line:85f901b0	Thanks for sharing food with me...	多謝你陪我食嘢……
line:a39fd5a9	Thanks for that. Felt pretty damn good.	唔該晒。真係好鬼舒服。
line:505e150f	Thanks for the clean.	多謝你幫我清洗。
line:a40e531c	Thanks for the food! I'll go get the gate.	多謝你啲嘢食！我去開閘。
line:f1692a96	Thanks for the suggestion!	多謝你嘅提議！
line:81ebbec0	Thanks for the wash so late in the night.	咁夜仲幫我沖涼，唔該。
line:a9df4c5e	Thanks I'll be waiting!	唔該，我等你！
line:f73a3fc7	Thanks mate, see you tomorrow then.	唔該，老友。聽日見啦。
line:30f1f583	Thanks!	唔該！
line:3484ab9d	Thanks!	唔該喎！
line:44701902	Thanks!	唔該！
line:4d868f2f	Thanks!	唔該喎！
line:70190774	Thanks!	唔該！
line:8b8f57c4	Thanks!	唔該！
line:ab5b2574	Thanks!	唔該！
line:b588bf4c	Thanks!	唔該你！
line:bc5d790a	Thanks!	唔該喎！
line:c07a9171	Thanks!	唔該！
line:e7e57d9c	Thanks!	唔該！
line:fa293cde	Thanks! Whats with all the... Gloop?	多謝！咁你身上啲……黏糊糊嘅嘢係乜？
line:e1609903	Thanks, but I'll be better. I promise.	多謝，不過我會改好啲。我應承你。
line:02cbdc87	Thanks, I'm excited too.	多謝，我都好期待。
line:37c9d915	Thanks, You're pleasant too!	多謝，你都好討人喜歡！
line:cb847372	Thanks, You're pleasant too!	多謝，你都好討人喜歡！
line:188d4359	Thanks.	唔該喎。
line:316bb26e	Thanks.	多謝。
line:34ec4db7	Thanks.	唔該喎。
line:5183a6f2	Thanks.	唔該喎。
line:c642cb17	Thanks.	多謝。
line:cf716777	Thanks.	唔該你。
line:e00c6df5	Thanks.	多謝。
line:e521db76	Thanks.	唔該你。
line:f62e1c4f	Thanks.	唔該你。
line:fbba1293	Thanks.	唔該你。
line:8bfa88d7	Thanks. I like being around you too.	多謝。我都好鍾意同你一齊。
line:df0a8598	Thanks. I'm always happy to be here.	唔該。我都成日好開心嚟呢度。
line:084e3cbc	Thanks. See you soon.	唔該。遲啲見。
line:71d57aeb	Thanks. That's kind of you to say.	多謝。你咁講好有心。
line:a1f9de62	Thanks. That's kind of you to say.	多謝。你咁講好有心。
line:9a9a6120	Thankth!	唔……該！
line:e721d512	That brings me to my next question...	咁就到下一個問題……
line:215a2d34	That felt <i>good</i>.	真係<i>好舒服</i>。
line:89150715	That is rather kind of you to say.	你咁講真係體貼。
line:a57409fb	That is the source of my worry...	呢個先係我擔心嘅原因……
line:ad261b84	That just makes it harder!	你咁樣仲難忍！
line:7111d265	That makes me feel a lot more sure of myself then.	咁令我對自己有信心得多。
line:3fac5bff	That makes me feel good to hear.	聽你咁講，我好開心。
line:1c49f05b	That makes me happy to hear.	聽到真係好開心。
line:a8b70da7	That must mean it is! I'm glad.	咁即係可以喇！我好開心。
line:5738ea38	That nice to hear... But, I mean being taken care of more... Primally?	聽到真好……不過我指嘅係更……本能嗰方面嘅照顧？
line:8f598864	That one was almost too big-	頭先嗰個差啲太大——
line:5960dcbb	That should be all though, could you go get the gate?	不過應該洗好喇，可唔可以開閘？
line:116f0e16	That should be every spot.	應該冇漏洗。
line:90444b09	That sounds like an over-reaction on her part.	聽落佢反應過大咗。
line:f07c9e39	That sounds like an over-reaction on her part.	聽落佢反應過大咗。
line:c78cf81f	That sounds lovely!	聽落好正！
line:eaa3c173	That they are...	的確係……
line:f4b9a455	That was much nicer than a hose.	舒服過用水喉沖好多。
line:78cef130	That was never a concern. I'm a rather risk averse dragon.	呢點從來唔係問題。我向來都避免冒險。
line:22d271f4	That was really fun.	頭先真係好好玩。
line:019b83df	That was wonderful! I feel so much better about dating.	真係好開心！而家對拍拖有信心好多。
line:d7bf167b	That was... Nicer than I expected.	頭先……比我預期舒服。
line:577cec43	That's a mount, no?	嗰個係交配架，對嗎？
line:825536f5	That's a tricky question to answer.	呢個問題唔容易答。
line:66fb84fe	That's all I want to ask.	我想問嘅就係咁多。
line:ac1ed298	That's all you can ask for, right?	可以要求嘅都係咁多，係咪？
line:6605187b	That's an appeal to authority fallacy. But, yes. I'm correct.	呢個係訴諸權威嘅謬誤。不過，係，我係啱嘅。
line:52f81dde	That's cute!	好可愛呀！
line:45befc02	That's exciting!	好令人期待！
line:13cd5511	That's fast... But I think so!	咁快……不過我諗可以！
line:4ff91cbd	That's fine!	唔緊要！
line:163c524a	That's good to hear.	聽到真好。
line:33e2bee6	That's good to hear.	聽到真好。
line:30e461f2	That's good. You deserve a decent man.	咁就好。你值得有個好男人。
line:aeae4744	That's good... Now what?	咁就好……而家做咩？
line:f3eeb627	That's great! whens your first date?	太好喇！你哋幾時第一次約會？
line:215f4eba	That's me.	係我呀。
line:cf8c5f37	That's not a thing... But thank you!	冇得咁整㗎……不過多謝！
line:3f29878b	That's rather nice of you to say.	你咁講，真係體貼。
line:d38c63ea	That's really cute.	真係幾可愛。
line:6474d7f7	That's really nice!	真係好好！
line:c5001a4c	That's the best way to eat'em!	咁食先係最好食㗎！
line:2a5cc3a5	That's very sweet.	你咁講好窩心。
line:7052576b	That's what I like to hear.	呢句我最鍾意聽。
line:2a154290	That's what I thought too.	我都係咁諗。
line:33d12f97	That's what I thought too.	我都係咁諗。
line:2b7bb6ce	That's what's terrifying.	呢個正正就係可怕之處。
line:36fb380f	That's wonderful, he's cute!	太好喇，佢幾可愛呀！
line:266836f8	That's... the first time you've yipped for me.	呢個……係你第一次對住我吱。
line:9b0b24ad	That.	啱啱。
line:6ff80785	That... makes me feel a lot more sure of myself then.	咁……令我對自己有信心得多。
line:cc6d631b	That... makes me feel a lot more sure of myself then.	咁……令我對自己有信心得多。
line:ecf6206f	Thats awesome. I'm glad you two are working out.	太好喇。好開心你哋相處得好。
line:0f8bb606	Thats good to hear.	聽到真好。
line:f5324d68	Thats really good to hear.	聽到真係好開心。
line:063dcd4b	The ability to open up to someone, even occasionally...	能夠向人敞開心扉，即使只係偶爾……
line:8919009a	The ambiance is nice.	呢種氣氛幾好。
line:08c850bf	The apothecary will tarnish my name for months.	藥劑師會唱衰我幾個月。
line:01b4161e	The breakup I went through earlier was rough.	之前分手嗰段日子，真係好難捱。
line:c932c99d	The breakup I went through earlier was rough.	之前分手嗰段日子，真係好難捱。
line:dd06ed39	The Burnswick Community College of Thaumaturgy, of course!	當然係伯恩斯威克奇術社區學院！
line:515099ec	The button on the wall, I mean.	我係指牆上面嗰個。
line:7fe73572	The clean was fine.	洗得都唔錯。
line:e8a38ed0	The college cannot find out about this okay?	唔可以畀學院知道呢件事，明白嗎？
line:1a169dbc	The lights in the area are great too.	附近啲燈都好靚。
line:610dd8cb	The markers were fun.	用箱頭筆畫嘢幾好玩。
line:4b36ea4e	The most prestigious college hosting prestigious professors like me:	最有聲望嘅學院，有我呢類德高望重嘅教授：
line:ec00a1fe	The mount? I... suppose!	交配架？我……可以吧！
line:94e04dcf	The mount? Sure!	交配架？好呀！
line:d8273d7f	The night 'aint gonna start itself!	晚間節目唔會自己開始㗎！
line:1f2907ed	The rain has been unrelenting today!	今日啲雨真係落個不停！
line:1804bf0a	The rain is nice.	落雨幾好。
line:7e9a1f83	The stem is just extra food.	啲梗只係額外嘅食物。
line:c88244b5	The vibe at night is fuckin' great.	夜晚個氣氛真係正到爆。
line:d8a2002e	Then I better let you out!	咁我快啲畀你出去啦！
line:d7b3cd09	Then- Have a productive day.	咁——祝你今日工作順利。
line:448afe95	There was a fault in his method.	佢嘅方法出咗問題。
line:48d4a45a	There's this one red dragon, Conrad. He's... Hot headed, but cute.	有條紅龍，叫康拉德。佢……脾氣大，不過幾可愛。
line:f4af8b88	Theres this club downtown. 'Wings'. It's an old favorite of mine.	市中心有間夜店，叫 Wings。我一直都好鍾意。
line:972f132f	These washes really make things easier.	嚟呢度沖涼，真係令我好過好多。
line:352d1d6f	They cum	佢哋射出嚟。
line:d78962e8	They cum	佢哋射出嚟。
line:3200a588	They keep going	佢哋繼續。
line:a31d1a18	They keep going	佢哋繼續。
line:035e5be6	They seem cute!	佢睇落幾可愛！
line:454172b0	They took it too far.	佢哋做得太過分。
line:d7b49fb8	They were! The stem is my favorite part though.	係好食呀！不過我最鍾意係啲梗。
line:d156a87f	Think that's every spot.	我諗冇漏洗。
line:fa1a1e76	Think that's it.	我諗得喇。
line:3112adad	This drake at the bar... I was stupid. Couldn't shut my mouth.	酒吧嗰條龍……我太蠢喇。把口停唔到。
line:bfd70320	This feels scandalous	感覺好有傷風化。
line:cb437bd0	This is a common practice?	呢個係常見做法？
line:831cbfda	This is a job only you can do.	呢件事只有你先做得到。
line:4944dbda	This is delicious!	好好食！
line:088893da	This is my first time with a Kobold.	我第一次同狗頭人做。
line:e218722c	This is my first time, actually!	其實呢個係我第一次！
line:9eb894ad	This is really nice..	真係好舒服……
line:c7e4e36f	This is the kind of shit I try to avoid!	我就係唔想再搞成咁！
line:22929636	This place could use a makeover, I know would it could use!	呢度應該裝修吓，我知差啲乜！
line:b06e13bc	This soap isn't fitting for a professor don't you think?	你唔覺得呢款番梘唔襯教授身分嗎？
line:97841169	This was a nice escape.	呢度係個好地方，可以暫時放低煩惱。
line:5f02ceea	This was a wonderful escape...	呢度真係令我暫時放低咗好多煩惱……
line:d45f4788	This was nice...	今次真係幾好……
line:418498cf	Those grapes looked good.	啲提子睇落幾好食。
line:e9d73205	Though every other wash I've been to at least has a mount	不過我去過嘅其他沖涼舖，間間至少都有個交配架。
line:29e70457	Though I can't say I am not curious	不過我亦唔能夠否認自己好奇。
line:9c3e6004	Though you probably shouldn't eat them.	不過你應該唔好食。
line:f1ca33da	title: Alexander_Done	title: Alexander_Done
line:3ed2f649	title: Conrad_OutroDone	title: Conrad_OutroDone
line:74c28add	title: ConradBeatup_OutroDone	title: ConradBeatup_OutroDone
line:722243c8	title: RyanDate_OutroDone	title: RyanDate_OutroDone
line:b4eee981	title: RyanExploded_OutroDone	title: RyanExploded_OutroDone
line:6298f08b	Told me about the time he got beat up.	佢講咗之前畀人打嗰次。
line:ee954bd9	Told me to go to a wash, and was acting extremely offended.	叫我去出面沖涼，仲好似我得罪咗佢咁。
line:c66e1278	Tonight- on campus. The library is the large blue spire building.	今晚，喺校園。圖書館就係嗰幢有大型藍色尖塔嘅建築。
line:434527c6	Truly terrible, no?	真係糟糕，對嗎？
line:5a5d646c	Truly?	真嘅？
line:e3aa4e29	Truth be told, I got dirty to come here.	老實講，我係為咗嚟呢度，先搞污糟自己。
line:0979dea3	Uh, I'm still really soapy!	呃，我仲有好多梘泡！
line:05bbe58c	Uh-huh, I'll go get the gate	嗯，我去開閘。
line:7de638fb	Uh... Hello?	呃……你好？
line:7de9b3a4	Uh... uhm...	呃……嗯……
line:159c5c1f	Uh... Yeah.	呃……係。
line:2089db44	Uhhhm we're not exactly.	呃，其實我哋唔算仲開緊。
line:3ed62e6b	Uhm, no, I'll just be REALLY upset.	呃，唔係，我只會嬲到爆。
line:f0a579a5	Uhm...	呃……
line:cc295885	uhm... <size=60%>no?	呃……<size=60%>冇？
line:29237bc3	Use the crowbar to open and place it in storage, would you?	麻煩用撬棍打開，再放入儲物室，好嗎？
line:1ec0dc6a	Use the sprayer on the wall to wash me off.	用牆上面個噴頭幫我沖水。
line:a716d3b8	Uunf. T-that was... Rather undignified.	嗯。啱、啱啱真係……相當失態。
line:a37177dd	V-very well. I'll try.	好、好。我試吓。
line:209ddf97	Very cool	好型。
line:2f10f572	Very well. Don't let me interrupt the wash then!	好吧。咁我唔妨礙你清洗喇！
line:7678511c	Wah- huh- <size=80%>oah. <size=60%>we don't-	嘩——吓——<size=80%>哦。<size=60%>我哋冇——
line:82e2c158	Wait a sec, I need to open the gate.	等陣，我要開閘先。
line:9c7a2fb7	Wait a sec, I need to open the gate.	等陣，我要開閘先。
line:8ab5686b	Was great! Ryan is a sweetheart.	好好！賴恩好溫柔。
line:d8c9f912	Was just doing my job!	做好自己份工啫！
line:148a63c8	Was just trying to play along. Happy to see you!	我只係想順住你講笑。好開心見到你！
line:56261ccb	Was still good though! I like how it feels sliding down.	不過都幾好！我鍾意佢滑落去嘅感覺。
line:4d002f47	Was... <i>Really</i> upset I was muddy.	見我成身泥，佢<i>真係</i>好嬲。
line:014b5da5	Watch where those paws are going would you?	留意吓你對爪擺喺邊，好嗎？
line:3028feb5	We also had sex after our date.	約會之後，我哋仲上咗床。
line:d132db41	We can just lay here...	我哋就咁瞓喺度……
line:4da8b942	We can make an opening.	我哋可以騰個位出嚟。
line:8c563ab8	We can make an opening.	我哋可以騰個位出嚟。
line:33a79dbe	We do! Are you... from the college...?	接受！你係……學院嗰邊嘅……？
line:b83ec453	We got your request for the mount!	我哋收到你申請交配架嘅要求喇！
line:8b7b8d6b	We went out to eat. Had some good conversation.	我哋出去食飯，傾得幾開心。
line:74706bb3	We will need to clean the floors...	我哋需要清潔地板……
line:df8fb8c9	We'll be going out to this seafood place-	我哋會去間海鮮餐廳——
line:110a2ced	Welcome back!	歡迎返嚟！
line:b042f12a	Welcome back!	歡迎返嚟！
line:c46f5033	Well great, I appreciate your discretion, I'll be headed off to the apothecary.	咁就好，多謝你守口如瓶。我而家去搵藥劑師。
line:08f40e32	Well I had a good time, see you later then!	今次真係好開心，下次見啦！
line:c1e8b05d	Well I had a good time, see you later then!	今次真係好開心，下次見啦！
line:fcff7b00	Well, go to the window and speak with your customer.	咁你去窗口同客人傾偈啦。
line:fc1e497a	Well, good luck getting your hands around all of me.	咁，祝你好運，睇吓對手包唔包得晒我。
